Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
engine::Evaluator::pieceEval,1.380908,1.380908,0.0,0.0,52.7,52.7,4.0,1.0,1.7,0.2,14.8,3.3,0.3,2.8,0.0,0.0,0.1,0.0,100.0,,,13025255000,0.555530,5239972460.419986
engine::Search::thread,1.265916,1.265916,0.0,0.0,5.9,5.9,2.9,0.4,6.8,1.6,40.0,61.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,,,9383335000,0.712097,5278270191.303317
chess::MoveGenerator::getNextPseudoLegalMove,1.166922,1.166922,0.0,0.0,9.2,9.2,3.3,0.9,4.8,0.7,16.9,0.8,3.4,5.8,0.7,0.0,0.2,0.0,100.0,,,15190640000,0.395308,5145993982.390745
engine::Search::thread,1.156923,1.156923,0.0,0.0,3.3,3.3,2.0,1.4,3.7,1.7,36.5,54.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,,,9470190000,0.629981,5156817099.464131
engine::Search::qsearch,1.106926,1.106926,0.0,0.0,37.9,37.9,6.4,0.5,24.4,5.0,49.2,37.5,0.3,8.7,0.0,0.0,0.5,0.0,100.0,,,7766035000,0.717316,5032584508.943089
"std::_Atomic_storage<unsigned __int64,8>::store",1.098927,1.098927,0.0,0.0,85.8,85.8,68.3,2.3,21.7,0.6,64.5,69.7,0.3,9.4,0.0,0.0,0.0,0.0,0.0,,,2048580000,2.880117,5369010914.740673
chess::Position::givesCheck,1.088927,1.088927,0.0,0.0,6.0,6.0,7.0,0.9,2.7,0.2,8.3,1.8,2.7,3.6,0.1,0.0,0.0,0.0,0.0,,,15915430000,0.353594,5168025566.308539
chess::Position::removePiece,1.018932,1.018932,0.0,0.0,15.8,15.8,10.7,1.0,10.7,0.1,26.8,3.5,2.7,11.0,0.0,0.0,0.0,0.0,0.0,,,9784665000,0.514233,4938111033.562316
[Loop at line 149 in engine::TT::put],0.996934,0.996934,0.0,0.0,34.4,34.4,3.3,0.6,44.1,0.1,40.7,1.0,1.2,40.6,0.0,0.0,0.0,0.0,0.0,,,976370000,5.401840,5290417554.553660
engine::Evaluator::evaluate,0.970935,0.970935,0.0,0.0,31.1,31.1,3.7,0.0,7.3,0.5,42.9,1.2,0.7,2.1,0.0,0.0,0.0,0.0,0.0,AVX(128),,12710780000,0.377238,4938531805.859938
chess::MoveGenerator::fillOnDemandMoveList,0.969935,0.969935,0.0,0.0,23.0,23.0,7.7,0.4,2.9,0.1,9.0,0.5,2.0,3.1,1.1,0.0,0.2,0.0,100.0,,,10958705000,0.463241,5233879521.185567
[Loop at line 803 in chess::MoveGenerator::updateSortValues],0.965936,0.965936,0.0,0.0,12.4,12.4,4.1,3.3,0.8,11.1,15.5,1.5,13.5,5.6,1.3,0.0,0.0,0.0,0.0,,,10132085000,0.473544,4967194185.279503
[Loop at line 2105 in engine::Search::qsearch],0.921939,0.921939,0.0,0.0,34.7,34.7,11.3,0.0,29.4,14.5,40.3,28.0,0.9,10.5,0.0,0.0,0.2,0.0,100.0,,,6894490000,0.672459,5028816497.310195
chess::Position::doMove,0.877942,0.877942,0.0,0.0,10.8,10.8,7.3,0.0,6.5,0.0,11.8,0.7,4.6,1.9,0.1,0.0,0.0,0.0,0.0,,,11521765000,0.420328,5516215917.232347
engine::Evaluator::rookEval,0.813946,0.813946,0.0,0.0,24.7,24.7,5.8,0.8,0.5,0.1,3.0,2.3,2.0,1.6,0.2,0.0,0.0,0.0,0.0,,,10081170000,0.422757,5236079698.120394
chess::Position::putPiece,0.702953,0.702953,0.0,0.0,15.4,15.4,14.1,0.0,7.0,0.9,20.2,0.0,3.5,7.7,0.1,0.0,0.0,0.0,0.0,,,7975685000,0.481787,5466345584.167852
chess::Position::isAttacked,0.654956,0.654956,0.0,0.0,26.1,26.1,8.4,3.3,13.4,1.7,12.2,0.9,0.5,5.2,0.6,0.0,0.0,0.0,0.0,,,8469860000,0.398161,5148999428.610687
[Loop at line 418 in engine::Evaluator::kingEval],0.589961,0.589961,0.0,0.0,1.9,1.9,5.2,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10120105000,0.307487,5274597067.983051
[Loop at line 1029 in chess::MoveGenerator::generateMoves],0.573962,0.573962,0.0,0.0,2.2,2.2,7.5,1.5,0.9,0.0,4.0,0.0,4.4,0.6,0.1,0.0,0.0,0.0,0.0,,,7460545000,0.429948,5588603926.463415
func@0x1800126c0,0.568962,0.568962,0.0,0.0,100.0,100.0,0.0,0.0,0.5,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,5448209968.629174
std::_Checked_x86_x64_countr_zero<unsigned __int64>,0.567962,0.567962,0.0,0.0,10.0,10.0,7.0,2.6,1.8,0.0,5.5,1.6,0.8,0.7,0.0,0.0,0.1,0.0,100.0,,,9071855000,0.319577,5104494905.492958
engine::Search::search,0.555963,0.555963,0.0,0.0,31.9,31.9,17.5,0.0,17.5,1.9,58.2,39.0,0.3,8.1,0.0,0.0,0.0,0.0,0.0,,,4669205000,0.554843,4659797767.715828
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.538964,0.538964,0.0,0.0,1.1,1.1,10.1,0.4,0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4995660000,0.552758,5123513784.378479
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.511966,0.511966,0.0,0.0,1.5,1.5,7.7,0.0,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4860885000,0.601356,5709599027.812500
chess::MoveGenerator::generatePawnMoves,0.473968,0.473968,0.0,0.0,40.4,40.4,7.0,0.0,4.0,0.0,18.4,0.0,2.3,1.1,0.1,0.0,0.3,0.0,100.0,,,4195995000,0.544611,4821386520.822784
"std::_Atomic_storage<unsigned __int64,8>::load",0.426972,0.426972,0.0,0.0,69.2,69.2,11.1,1.1,23.6,36.9,86.0,37.5,0.3,57.7,0.0,0.0,3.6,0.0,100.0,,,958400000,2.271875,5099555103.583138
engine::Evaluator::kingEval,0.374975,0.374975,0.0,0.0,5.8,5.8,2.9,0.3,0.0,0.0,5.2,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,,5849235000,0.351254,5479218267.040000
chess::MoveGenerator::updateSortValues,0.347977,0.347977,0.0,0.0,6.1,6.1,11.1,0.3,1.9,0.3,3.9,1.4,5.8,2.0,0.9,0.0,0.0,0.0,0.0,,,4333765000,0.422944,5267419792.758620
chess::Position::undoMove,0.343977,0.343977,0.0,0.0,29.7,29.7,27.9,2.5,13.0,0.0,16.3,5.9,1.5,6.1,0.0,0.0,0.0,0.0,0.0,,,3719790000,0.466184,5041338676.482558
engine::Evaluator::queenEval,0.334978,0.334978,0.0,0.0,4.7,4.7,4.3,0.0,1.2,0.3,7.1,2.9,7.4,5.3,0.0,0.0,0.0,0.0,0.0,,,6109800000,0.302451,5516531598.000000
[Loop at line 55 in engine::See::see],0.313979,0.313979,0.0,0.0,1.4,1.4,6.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4684180000,0.312020,4654959716.942676
std::_Checked_popcount<unsigned __int64>,0.299980,0.299980,0.0,0.0,28.1,28.1,6.8,0.0,2.3,0.6,13.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,,,4396660000,0.360354,5281535100.700000
engine::Evaluator::bishopEval,0.297980,0.297980,0.0,0.0,10.5,10.5,5.9,0.7,0.3,0.0,2.0,2.2,4.7,0.5,0.0,0.0,0.0,0.0,0.0,,,4980685000,0.314492,5256675615.000000
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.278981,0.278981,0.0,0.0,16.7,16.7,4.1,2.4,0.0,1.2,8.3,0.0,8.9,2.7,0.7,0.0,0.0,0.0,0.0,,,2782355000,0.489774,4884644329.569892
chess::Position::wasLegalMove,0.270982,0.270982,0.0,0.0,2.5,2.5,0.7,1.7,1.0,0.0,8.2,0.0,2.7,1.0,0.0,0.0,0.0,0.0,0.0,,,5259220000,0.308656,5990398980.000000
chess::Move::encode,0.261983,0.261983,0.0,0.0,3.1,3.1,6.0,3.9,1.7,0.4,2.7,0.9,3.6,0.9,0.2,0.0,0.0,0.0,0.0,,,2989010000,0.500000,5704597501.946565
chess::moveValueGreaterComparator::operator(),0.258983,0.258983,0.0,0.0,0.0,0.0,11.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3150740000,0.427757,5204014557.915058
engine::See::attacksTo,0.257983,0.257983,0.0,0.0,8.2,8.2,3.3,1.4,0.0,0.0,4.9,1.4,4.1,2.7,0.3,0.0,0.0,0.0,0.0,,,4369705000,0.289925,4910734047.558140
chess::Bitboard::shifted,0.254983,0.254983,0.0,0.0,5.4,5.4,9.9,0.9,3.0,0.0,4.4,0.0,4.4,1.3,0.0,0.0,0.0,0.0,0.0,,,3884515000,0.334618,5097712073.176471
engine::Evaluator::knightEval,0.250983,0.250983,0.0,0.0,46.9,46.9,11.7,0.0,9.5,0.4,18.0,14.3,0.0,0.0,0.0,0.0,0.9,0.0,100.0,,,2803320000,0.449786,5023820658.525897
"std::array<int,64>::operator[]",0.244984,0.244984,0.0,0.0,0.7,0.7,0.9,3.9,1.7,0.4,5.8,0.0,2.3,0.7,0.1,0.0,0.0,0.0,0.0,,,3381355000,0.377325,5207979521.387755
[Loop at line 1025 in chess::MoveGenerator::generateMoves],0.241984,0.241984,0.0,0.0,4.9,4.9,8.9,1.8,0.9,0.0,5.4,0.0,2.5,0.7,0.0,0.0,0.0,0.0,0.0,,,3102820000,0.416023,5334425537.975206
engine::See::see,0.241984,0.241984,0.0,0.0,8.4,8.4,11.9,0.0,1.5,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3510140000,0.352389,5111642104.834711
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.234984,0.234984,0.0,0.0,56.7,56.7,5.5,1.2,53.2,9.0,57.7,0.0,2.9,28.6,2.9,0.0,0.0,0.0,0.0,,,790680000,1.696970,5709997325.617022
"std::_Atomic_storage<unsigned __int64,8>::load",0.223985,0.223985,0.0,0.0,35.3,35.3,1.6,6.2,42.4,1.6,64.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,,,302495000,3.752475,5067770565.669643
chess::MoveGenerator::generateMoves,0.211986,0.211986,0.0,0.0,30.7,30.7,5.9,1.1,3.8,0.0,8.3,0.0,1.0,6.5,0.0,0.0,0.0,0.0,0.0,,,2494835000,0.430972,5072059513.726415
engine::Evaluator::pawnEval,0.211986,0.211986,0.0,0.0,33.1,33.1,4.8,0.0,31.8,0.5,31.1,0.0,2.6,6.9,1.6,0.0,0.0,0.0,0.0,,,2210310000,0.520325,5425267000.754717
chess::Bitboard::operator bool,0.210986,0.210986,0.0,0.0,0.0,0.0,4.6,2.1,0.5,0.0,,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,,,2680525000,0.379888,4826387803.791470
chess::Position::getPieceBb,0.209986,0.209986,0.0,0.0,27.0,27.0,5.1,0.0,7.0,0.5,7.7,11.6,1.0,8.6,0.1,0.0,0.0,0.0,0.0,,,2596665000,0.444060,5491199065.000000
chess::Position::hasCheck,0.200987,0.200987,0.0,0.0,30.1,30.1,3.9,0.0,32.8,3.9,26.0,6.7,0.1,4.5,0.0,0.0,0.0,0.0,0.0,,,1590345000,0.775895,6139413880.000000
engine::TT::prefetch,0.200987,0.200987,0.0,0.0,2.0,2.0,3.7,0.6,3.1,0.0,9.7,3.5,8.3,1.4,0.0,0.0,0.0,0.0,0.0,,,3333435000,0.269542,4470447000.000000
chess::MoveGenerator::generateKingMoves,0.199987,0.199987,0.0,0.0,15.2,15.2,23.6,0.0,6.9,0.0,5.4,0.0,1.2,3.3,0.0,0.0,0.0,0.0,0.0,,,2096500000,0.391429,4103423301.300000
[Loop at line 699 in chess::MoveGenerator::fillOnDemandMoveList],0.194987,0.194987,0.0,0.0,7.6,7.6,4.4,0.0,3.7,0.0,5.6,2.0,3.5,3.1,0.0,0.0,0.5,0.0,100.0,,,2758395000,0.346363,4899839165.692307
engine::See::revealedAttacks,0.190987,0.190987,0.0,0.0,1.1,1.1,2.3,0.0,0.0,0.0,,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3039925000,0.332020,5284723707.486911
"std::array<unsigned __int64,64>::operator[]",0.189987,0.189987,0.0,0.0,10.9,10.9,7.9,1.7,1.7,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2375035000,0.377049,4713498144.789474
engine::Search::storeTt,0.177988,0.177988,0.0,0.0,22.2,22.2,11.1,0.0,14.8,0.0,14.8,0.0,0.4,10.7,0.0,0.0,0.0,0.0,0.0,,,1743090000,0.465636,4560107088.707866
func@0x1400e0a60,0.171989,0.171989,0.0,0.0,91.2,91.2,15.2,75.9,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11980000,77.000000,5363496761.162791
[Loop at line 894 in chess::MoveGenerator::generatePawnMoves],0.170989,0.170989,0.0,0.0,11.9,11.9,13.9,0.7,5.3,0.0,2.8,0.0,4.8,6.4,0.0,0.0,0.0,0.0,0.0,,,2252240000,0.384309,5062062295.964912
chess::Bitboard::operator^=,0.170989,0.170989,0.0,0.0,10.5,10.5,9.6,3.2,1.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1970710000,0.471125,5429893812.280702
chess::Position::movePiece,0.164989,0.164989,0.0,0.0,25.3,25.3,24.7,0.0,9.2,0.0,22.5,5.5,1.3,2.0,0.0,0.0,0.0,0.0,0.0,,,2132440000,0.485955,6280842566.909091
chess::Move::operator==,0.163989,0.163989,0.0,0.0,2.6,2.6,2.9,1.5,0.0,0.0,18.7,0.0,9.0,3.4,0.3,0.0,0.0,0.0,0.0,,,2006650000,0.452239,5533813691.890244
"std::array<chess::Bitboard,64>::operator[]",0.160989,0.160989,0.0,0.0,25.6,25.6,13.2,0.0,13.8,0.6,0.0,3.3,2.1,1.4,0.2,0.0,0.0,0.0,0.0,,,2842255000,0.324552,5729946850.434783
chess::Square::{ctor},0.157989,0.157989,0.0,0.0,2.7,2.7,7.7,0.0,1.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2378030000,0.329975,4966723204.936708
engine::Search::sendSearchUpdateToUci,0.153990,0.153990,0.0,0.0,42.4,42.4,0.0,6.9,36.6,13.7,60.7,60.1,0.9,5.2,0.3,0.0,0.0,0.0,0.0,,,386355000,2.201550,5523614643.896104
std::_Unchecked_popcount<unsigned __int64>,0.153990,0.153990,0.0,0.0,6.4,6.4,9.7,1.4,0.0,0.0,4.9,0.0,3.5,0.9,0.0,0.0,0.0,0.0,0.0,,,2120460000,0.374294,5154077044.480519
std::popcount,0.153990,0.153990,0.0,0.0,20.8,20.8,11.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1919795000,0.429017,5348570517.857143
"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.150990,0.150990,0.0,0.0,5.9,5.9,9.4,0.7,0.0,0.0,2.1,0.0,5.2,2.1,0.3,0.0,0.0,0.0,0.0,,,1548415000,0.506770,5196968651.523179
chess::Bitboard::shifted,0.143990,0.143990,0.0,0.0,1.8,1.8,23.6,0.9,2.7,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1374705000,0.503268,4804799181.875000
chess::Position::getPieceBb,0.141991,0.141991,0.0,0.0,28.2,28.2,0.0,0.0,27.0,0.0,22.1,0.0,0.7,2.1,0.0,0.0,1.1,0.0,100.0,,,1120130000,0.606952,4788100593.169014
chess::makePiece,0.141991,0.141991,0.0,0.0,1.1,1.1,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2629610000,0.266515,4935751272.253521
chess::operator<,0.137991,0.137991,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,,,2300160000,0.290365,4840068741.086957
chess::operator*,0.118992,0.118992,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2659560000,0.206081,4606063081.260505
chess::Bitboard::operator|=,0.115992,0.115992,0.0,0.0,12.9,12.9,16.4,0.0,6.1,0.0,8.5,0.0,5.0,1.3,0.0,0.0,0.0,0.0,0.0,,,1578365000,0.339658,4621902661.293103
[Loop at line 245 in engine::TT::probe],0.114992,0.114992,0.0,0.0,82.8,82.8,0.0,0.0,28.8,61.4,64.7,0.0,1.0,14.1,0.3,0.0,0.0,0.0,0.0,,,44925000,9.866667,3854691517.565217
chess::Move::encode,0.112992,0.112992,0.0,0.0,4.7,4.7,17.3,1.8,0.9,0.0,8.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,,,1111145000,0.520216,5115694704.159292
chess::StaticMoveList<256>::push_back,0.112992,0.112992,0.0,0.0,4.2,4.2,5.7,0.0,3.8,0.9,4.5,4.5,8.5,0.9,0.0,0.0,0.0,0.0,0.0,,,1117135000,0.595174,5884374219.292035
chess::typeOf,0.111993,0.111993,0.0,0.0,18.2,18.2,14.3,0.0,8.2,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1416635000,0.384778,4867199171.250000
"std::_Atomic_storage<unsigned __int64,8>::store",0.110993,0.110993,0.0,0.0,71.9,71.9,56.5,0.0,27.4,0.9,56.9,47.4,2.1,3.2,0.0,0.0,0.0,0.0,0.0,,,290515000,2.144330,5612626071.351351
std::countr_zero,0.110993,0.110993,0.0,0.0,11.1,11.1,1.0,3.0,0.0,0.0,11.8,0.0,3.3,1.3,0.0,0.0,0.0,0.0,0.0,,,1195005000,0.463659,4991999150.000000
engine::See::getLeastValuablePiece,0.108993,0.108993,0.0,0.0,1.8,1.8,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1880860000,0.305732,5275947725.504587
std::_Countr_zero_tzcnt<unsigned __int64>,0.105993,0.105993,0.0,0.0,2.4,2.4,15.2,1.3,1.3,0.0,17.7,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1114140000,0.424731,4464542636.037736
chess::operator+=,0.104993,0.104993,0.0,0.0,38.5,38.5,0.0,4.1,36.6,4.1,65.5,83.8,0.6,12.8,0.0,0.0,20.0,0.0,100.0,,,194675000,2.415385,4478536380.285714
"std::array<chess::Value,25>::operator[]",0.104993,0.104993,0.0,0.0,0.0,0.0,4.9,2.0,1.0,0.0,6.7,0.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,,,1572375000,0.329524,4934947731.142857
std::atomic<bool>::operator bool,0.102993,0.102993,0.0,0.0,19.5,19.5,7.2,9.0,5.4,3.6,11.2,0.0,0.5,2.7,0.0,0.0,0.0,0.0,0.0,,,1192010000,0.577889,6688309540.776699
engine::TT::prefetch,0.095994,0.095994,0.0,0.0,6.0,6.0,1.0,2.0,5.0,0.0,18.6,7.2,12.9,4.3,0.0,0.0,0.0,0.0,0.0,,,1791010000,0.302676,5647199038.437500
engine::TT::Entry::{ctor},0.094994,0.094994,0.0,0.0,52.7,52.7,0.0,0.0,51.1,34.9,43.5,10.4,0.1,8.7,27.7,0.0,0.0,0.0,0.0,,,119800000,4.075000,5139131756.526316
chess::MoveGenerator::resetOnDemand,0.093994,0.093994,0.0,0.0,7.9,7.9,0.0,5.6,20.9,2.8,6.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,610980000,0.759804,4938892776.063830
chess::Position::getPiece,0.091994,0.091994,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1665220000,0.309353,5599720785.652174
chess::operator*,0.091994,0.091994,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1395670000,0.293991,4460242718.804348
chess::Position::getLastMove,0.090994,0.090994,0.0,0.0,1.9,1.9,0.0,0.0,9.5,2.4,9.0,5.0,11.5,3.5,2.0,0.0,0.0,0.0,0.0,,,1377700000,0.393478,5957484699.890110
chess::Value::operator int,0.089994,0.089994,0.0,0.0,4.4,4.4,0.0,3.3,9.9,0.0,44.1,0.0,8.6,11.4,0.0,0.0,0.0,0.0,0.0,,,739765000,0.643725,5291519099.000000
std::atomic<bool>::operator bool,0.087994,0.087994,0.0,0.0,50.0,50.0,9.1,7.6,19.7,9.1,60.1,0.0,0.6,9.4,0.0,0.0,0.0,0.0,0.0,,,479200000,0.887500,4833162813.409091
chess::operator<,0.085994,0.085994,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1512475000,0.316832,5572464167.441860
engine::Search::goodCapture,0.085994,0.085994,0.0,0.0,9.8,9.8,6.5,2.2,0.0,0.0,0.8,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,,,1323790000,0.398190,6129710584.186047
chess::Position::attacksTo,0.078995,0.078995,0.0,0.0,6.8,6.8,4.6,4.6,3.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1443590000,0.282158,5156292792.911392
chess::operator++,0.076995,0.076995,0.0,0.0,2.4,2.4,0.0,1.5,1.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,757735000,0.533597,5251323781.168831
engine::Search::checkDrawRepAnd50,0.076995,0.076995,0.0,0.0,37.5,37.5,0.0,14.6,13.2,17.6,75.4,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,80865000,4.851852,5095729002.467532
"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >",0.075995,0.075995,0.0,0.0,12.2,12.2,3.4,0.0,23.6,6.7,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,694840000,0.495690,4532209754.605263
_security_check_cookie,0.071995,0.071995,0.0,0.0,23.3,23.3,13.1,5.6,22.5,3.8,48.7,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,407320000,0.757353,4284799270.416667
chess::Attacks::detail::Magic::index,0.071995,0.071995,0.0,0.0,4.3,4.3,11.7,5.9,0.0,0.0,0.8,0.0,2.5,0.6,0.0,0.0,0.0,0.0,0.0,,,593010000,0.404040,3327999433.333333
chess::Color::sign,0.071995,0.071995,0.0,0.0,15.6,15.6,5.2,0.0,8.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,934440000,0.358974,4659199206.666667
chess::Position::checkRepetitions,0.071995,0.071995,0.0,0.0,17.8,17.8,15.1,0.0,43.8,12.3,100.0,70.7,0.2,13.4,0.0,0.0,0.0,0.0,0.0,,,182695000,2.278689,5782399015.416667
chess::Bitboard::operator bool,0.067995,0.067995,0.0,0.0,6.7,6.7,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,751745000,0.410359,4536846286.323529
