Function,CPU Time,Performance-core (P-core):Memory Bound(%),Performance-core (P-core):Memory Bound:L1 Bound(%),Performance-core (P-core):Memory Bound:L2 Bound(%),Performance-core (P-core):Memory Bound:L3 Bound(%),Performance-core (P-core):Memory Bound:DRAM Bound(%),Performance-core (P-core):Memory Bound:Store Bound(%),Efficient-core (E-core):Memory Bound(%),Efficient-core (E-core):Memory Bound:L1 Bound(%),Efficient-core (E-core):Memory Bound:L2 Bound(%),Efficient-core (E-core):Memory Bound:L3 Bound(%),Efficient-core (E-core):Memory Bound:DRAM Bound(%),Loads,Stores,LLC Miss Count,Module,Function (Full),Source File,Start Address
"std::_Atomic_storage<unsigned __int64,8>::store",1.707886,71.2,52.3,2.0,22.6,0.0,0.4,70.2,50.8,0.1,1.4,0.0,581317439,352110563,0,frankycpp_v1.5.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14024aa78
engine::Evaluator::pieceEval,1.565896,65.5,4.1,0.0,2.0,0.1,61.7,9.1,0.6,0.1,0.8,0.0,3714811441,2111963357,550231,frankycpp_v1.5.exe,"engine::Evaluator::pieceEval(class chess::Position const &,struct chess::Score &,class chess::Color,enum chess::PieceType)",Evaluator.cpp,0x140248ec0
engine::Search::thread,1.503900,95.5,18.4,1.7,56.8,2.1,1.0,82.3,57.6,0.2,2.8,0.0,136304089,12600378,0,frankycpp_v1.5.exe,engine::Search::thread,Search.h,0x14020c783
engine::PawnTT::probe,1.380908,20.8,0.0,0.0,25.2,0.2,5.0,44.8,1.5,0.2,0.1,0.0,1674350229,1175335259,550231,frankycpp_v1.5.exe,engine::PawnTT::probe(unsigned __int64),PawnTT.cpp,0x140246e70
chess::MoveGenerator::updateSortValues,1.341911,15.8,7.6,0.4,0.0,9.9,1.1,11.6,2.7,0.7,0.2,0.1,3733512002,1320539615,1100462,frankycpp_v1.5.exe,"chess::MoveGenerator::updateSortValues(class chess::Position const &,class chess::StaticMoveList<256> *)",MoveGenerator.cpp,0x140242770
chess::MoveGenerator::getNextPseudoLegalMove,1.281915,18.6,0.0,4.0,4.0,1.0,16.2,23.2,2.0,0.1,0.2,0.0,4496634895,1886256586,550231,frankycpp_v1.5.exe,"chess::MoveGenerator::getNextPseudoLegalMove(class chess::Position const &,enum chess::GenMode,bool)",MoveGenerator.cpp,0x1402406f0
engine::Search::thread,1.270915,86.1,19.2,6.4,57.7,1.0,3.5,100.0,72.1,0.4,5.5,0.0,125303759,13100393,0,frankycpp_v1.5.exe,engine::Search::thread,Search.h,0x14020bb0c
chess::MoveGenerator::fillOnDemandMoveList,1.235918,25.2,4.7,1.6,2.7,0.0,21.4,10.4,2.5,0.1,0.0,0.0,3359200773,2335770071,0,frankycpp_v1.5.exe,"chess::MoveGenerator::fillOnDemandMoveList(class chess::Position const &,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140242420
"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",1.213919,1.0,10.1,0.0,0.6,0.0,2.0,0.6,1.0,0.0,0.0,0.0,1584447532,1086132583,0,frankycpp_v1.5.exe,"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x14021b100
engine::Evaluator::evaluate,1.205920,42.0,10.1,0.2,3.9,0.2,38.0,78.6,0.5,0.0,0.0,0.0,2712381369,1366140983,0,frankycpp_v1.5.exe,engine::Evaluator::evaluate(class chess::Position const &),Evaluator.cpp,0x1402487a0
chess::MoveGenerator::generateMoves,1.159923,11.3,7.9,0.0,2.3,0.2,11.5,5.8,2.4,0.1,0.1,0.0,2942188263,1888356649,0,frankycpp_v1.5.exe,"chess::MoveGenerator::generateMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x1402433d0
chess::Position::doMove,1.129925,34.1,1.6,3.0,2.4,0.2,24.6,13.0,1.0,0.2,0.1,0.0,3362300866,1601848054,0,frankycpp_v1.5.exe,chess::Position::doMove(class chess::Move),Position.cpp,0x14023b180
chess::Position::givesCheck,1.103926,5.7,10.2,0.0,2.7,0.0,2.4,8.9,2.6,0.1,0.1,0.0,4272728178,2087462622,0,frankycpp_v1.5.exe,chess::Position::givesCheck(class chess::Move),Position.cpp,0x14023bd10
chess::MoveGenerator::generatePawnMoves,1.044930,38.9,9.5,0.0,2.3,0.0,50.3,12.2,1.2,0.1,0.1,0.0,1429642888,1481844454,0,frankycpp_v1.5.exe,"chess::MoveGenerator::generatePawnMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x1402429a0
chess::Position::removePiece,0.958936,27.0,11.5,0.0,13.3,0.8,5.4,22.3,2.4,0.2,0.6,0.0,2528975867,1633949017,0,frankycpp_v1.5.exe,chess::Position::removePiece(class chess::Square),Position.cpp,0x14023cf20
engine::Evaluator::kingEval,0.858943,1.4,6.2,0.0,0.5,0.0,1.7,2.5,3.7,0.0,0.0,0.0,2724481732,1192735781,0,frankycpp_v1.5.exe,"engine::Evaluator::kingEval(class chess::Position const &,struct chess::Score &,class chess::Color)",Evaluator.cpp,0x140249710
chess::Position::putPiece,0.752950,22.0,16.7,2.0,11.7,0.3,5.0,29.8,0.6,0.2,0.2,0.0,2539276176,1707651228,0,frankycpp_v1.5.exe,"chess::Position::putPiece(enum chess::Piece,class chess::Square)",Position.cpp,0x14023ce10
engine::Evaluator::rookEval,0.676955,24.5,10.8,0.7,0.3,0.0,15.3,4.0,1.3,0.0,0.0,0.0,2311769351,1326539795,550231,frankycpp_v1.5.exe,engine::Evaluator::rookEval,Evaluator.cpp,0x140249068
chess::Position::isAttacked,0.651957,18.5,3.1,0.0,16.2,1.5,1.2,11.0,1.8,0.2,1.3,0.0,2729681888,1647149413,0,frankycpp_v1.5.exe,"chess::Position::isAttacked(class chess::Square,class chess::Color)",Position.cpp,0x14023b9e0
engine::See::see,0.624958,14.3,2.8,1.2,0.0,0.0,15.1,1.8,0.9,0.0,0.0,0.0,2422372669,1164134923,0,frankycpp_v1.5.exe,"engine::See::see(class chess::Position const &,class chess::Move)",See.cpp,0x14027b9f0
func@0x1800126c0,0.605960,100.0,0.3,0.3,0.0,0.0,85.6,,0.0,,,,0,0,0,vcruntime140.dll,func@0x1800126c0,[Unknown],0x1800126c0
std::_Checked_x86_x64_countr_zero<unsigned __int64>,0.555963,16.1,3.0,0.8,2.7,0.4,12.1,2.6,5.1,0.0,0.0,0.0,2202066060,1160534815,0,frankycpp_v1.5.exe,std::_Checked_x86_x64_countr_zero<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140244e80
chess::Position::undoMove,0.367975,49.3,26.7,5.3,16.8,0.0,6.9,24.2,3.3,0.2,0.5,0.0,840525215,600518015,0,frankycpp_v1.5.exe,chess::Position::undoMove(void),Position.cpp,0x14023b660
engine::Evaluator::bishopEval,0.360976,30.7,10.9,0.0,0.6,0.0,24.3,5.9,3.0,0.1,0.0,0.0,1509545285,815824474,0,frankycpp_v1.5.exe,engine::Evaluator::bishopEval,Evaluator.cpp,0x1402491b8
std::_Checked_popcount<unsigned __int64>,0.346977,23.2,16.0,0.0,4.4,0.0,35.6,0.0,0.0,0.0,0.0,0.0,1210536315,652519575,550231,frankycpp_v1.5.exe,std::_Checked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140220a90
engine::Evaluator::queenEval,0.329978,2.4,4.4,3.7,0.0,1.5,0.7,8.3,9.7,0.3,0.1,0.0,1396041880,697620928,0,frankycpp_v1.5.exe,engine::Evaluator::queenEval,Evaluator.cpp,0x140248f48
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.299980,49.2,6.0,15.9,51.6,11.9,1.0,29.6,0.0,0.9,11.8,0.0,164504935,121803654,550231,frankycpp_v1.5.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x1402486e0
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.291981,20.5,16.7,0.0,2.6,0.0,21.1,12.5,0.0,0.2,0.1,0.0,609118273,286808604,400012,frankycpp_v1.5.exe,"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, __int64, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x140243be0
chess::Bitboard::shifted,0.287981,7.2,4.8,0.8,4.0,0.0,9.6,3.9,7.3,0.1,0.0,0.0,640319209,966028980,0,frankycpp_v1.5.exe,chess::Bitboard::shifted,bitboard.h,0x140242a9d
chess::Position::wasLegalMove,0.287981,4.1,3.9,0.0,2.4,0.0,2.4,9.0,0.0,0.2,0.2,0.0,1251937557,880426412,0,frankycpp_v1.5.exe,chess::Position::wasLegalMove(void),Position.cpp,0x14023bed0
engine::Evaluator::knightEval,0.282981,65.9,5.5,0.0,4.8,0.0,70.4,19.3,4.6,0.0,0.0,0.0,675120253,493114793,550231,frankycpp_v1.5.exe,engine::Evaluator::knightEval,Evaluator.cpp,0x140249270
engine::See::attacksTo,0.278981,6.1,3.4,0.0,2.5,0.8,9.2,11.6,0.0,0.2,0.0,0.0,1018230546,895926877,550231,frankycpp_v1.5.exe,"engine::See::attacksTo(class chess::Position const &,class chess::Square,class chess::Color)",See.cpp,0x14027bd60
"std::_Atomic_storage<unsigned __int64,8>::store",0.270982,68.1,87.0,2.5,19.2,0.0,0.0,67.8,100.0,0.0,0.0,0.0,34201026,19900597,0,frankycpp_v1.5.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14024aaf6
chess::moveValueGreaterComparator::operator(),0.245984,1.2,5.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,460113803,248407452,0,frankycpp_v1.5.exe,chess::moveValueGreaterComparator::operator(),move.h,0x14021b120
engine::Evaluator::pawnEval,0.238984,31.7,0.0,0.0,12.9,0.0,33.1,19.8,0.0,0.6,1.2,0.2,715321459,279908397,0,frankycpp_v1.5.exe,"engine::Evaluator::pawnEval(class chess::Position const &,struct chess::Score &)",Evaluator.cpp,0x140248ae0
"std::array<int,64>::operator[]",0.232984,1.9,2.0,0.0,4.9,0.0,1.0,4.9,4.9,0.8,0.2,0.0,752222566,216506495,0,frankycpp_v1.5.exe,"std::array<int,64>::operator[]",array,0x140242837
engine::Search::sendSearchUpdateToUci,0.231985,80.0,23.9,23.9,26.6,0.0,3.5,65.4,43.4,0.1,0.2,0.0,800024,9800294,0,frankycpp_v1.5.exe,engine::Search::sendSearchUpdateToUci(void),Search.cpp,0x140212d00
chess::Move::encode,0.212986,3.2,1.0,0.0,4.1,1.0,0.0,,1.2,0.1,0.0,0.0,581917457,461213836,0,frankycpp_v1.5.exe,chess::Move::encode,move.h,0x140243525
chess::Position::getPieceBb,0.211986,33.3,6.7,0.0,10.7,0.0,46.7,1.2,14.8,0.1,4.3,0.0,758722761,367511025,0,frankycpp_v1.5.exe,chess::Position::getPieceBb,Position.h,0x140248ed2
func@0x1400e0a60,0.211986,100.0,0.0,100.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3300099,1100033,0,nvlddmkm.sys,func@0x1400e0a60,[Unknown],0x1400e0a60
engine::TT::Entry::{ctor},0.206986,87.9,28.9,0.0,73.1,22.1,0.0,49.7,0.0,0.0,3.9,5.8,73702211,44701341,400012,frankycpp_v1.5.exe,engine::TT::Entry::{ctor},TT.h,0x14024ac0f
"std::_Atomic_storage<unsigned __int64,8>::load",0.202986,47.2,3.2,3.2,15.0,42.8,1.1,100.0,31.3,0.1,9.7,0.0,87202616,81802454,0,frankycpp_v1.5.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x140246ea2
engine::See::revealedAttacks,0.201987,2.4,6.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,886326589,461313839,0,frankycpp_v1.5.exe,"engine::See::revealedAttacks(class chess::Position const &,class chess::Square,class chess::Bitboard,class chess::Color)",See.cpp,0x14027beb0
chess::MoveGenerator::generateKingMoves,0.200987,28.6,6.7,0.0,2.9,0.0,9.5,4.5,0.0,0.0,0.1,0.0,625818774,437113113,0,frankycpp_v1.5.exe,"chess::MoveGenerator::generateKingMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140243690
"std::array<unsigned __int64,64>::operator[]",0.184988,16.0,7.9,0.0,2.6,0.0,2.6,1.9,0.0,0.0,0.0,0.0,605118153,301709051,0,frankycpp_v1.5.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14023cf62
chess::Position::getPieceBb,0.175988,28.6,5.9,11.7,11.7,0.0,30.7,17.8,0.0,0.5,0.2,0.2,207806234,210206306,0,frankycpp_v1.5.exe,chess::Position::getPieceBb,Position.h,0x1402429d1
chess::Bitboard::operator^=,0.171989,11.6,5.1,3.8,1.3,0.0,7.6,4.0,6.7,0.4,0.2,0.0,689920697,352710581,0,frankycpp_v1.5.exe,chess::Bitboard::operator^=,bitboard.h,0x14023cf75
chess::Position::movePiece,0.169989,44.4,17.1,0.0,17.1,0.0,23.2,27.9,3.0,0.3,0.3,0.0,548416452,332609978,0,frankycpp_v1.5.exe,"chess::Position::movePiece(class chess::Square,class chess::Square)",Position.cpp,0x14023cde0
std::_Unchecked_popcount<unsigned __int64>,0.169989,13.3,1.3,1.3,0.0,1.3,7.8,15.8,0.0,0.1,0.0,0.0,538316149,298508955,0,frankycpp_v1.5.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140220a80
chess::Bitboard::operator bool,0.168989,6.4,8.0,2.7,0.0,0.0,9.3,2.5,6.4,0.0,0.0,0.0,603518105,390511715,0,frankycpp_v1.5.exe,chess::Bitboard::operator bool,bitboard.h,0x1402434c4
engine::Search::storeTt,0.164989,27.8,18.6,0.0,21.4,0.0,10.0,24.2,3.8,0.2,2.6,0.0,584617538,311309339,0,frankycpp_v1.5.exe,"engine::Search::storeTt(class chess::Position const &,enum chess::Depth,enum chess::Depth,class chess::Move,class chess::Value,enum chess::ValueType,class chess::Value)",Search.cpp,0x14020cbb0
"std::array<chess::Bitboard,64>::operator[]",0.164989,11.9,16.7,1.4,11.1,1.4,7.0,0.9,0.0,0.1,0.1,0.0,791423742,486414592,0,frankycpp_v1.5.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x1401695d0
chess::Position::checkRepetitions,0.163989,86.2,22.7,11.3,52.1,0.0,2.3,41.0,32.6,0.1,0.5,0.0,22400672,9400282,0,frankycpp_v1.5.exe,chess::Position::checkRepetitions(int),Position.cpp,0x14023c0d0
chess::makePiece,0.161989,0.0,8.3,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,446513395,192605778,0,frankycpp_v1.5.exe,chess::makePiece,piece.h,0x140249799
chess::Bitboard::shifted,0.149990,3.1,0.0,8.4,0.0,0.0,6.3,11.2,7.0,0.1,0.0,0.0,305409162,255507665,0,frankycpp_v1.5.exe,chess::Bitboard::shifted(class chess::Direction),bitboard.h,0x140244c60
chess::Move::operator==,0.147990,0.0,9.6,0.0,0.0,0.0,0.0,37.1,6.5,0.6,0.2,0.0,448313449,136404092,0,frankycpp_v1.5.exe,chess::Move::operator==,PVTable.h,0x1402428a6
chess::Square::{ctor},0.144990,7.5,7.4,1.5,3.0,0.0,0.0,,0.0,,,,577017310,302009060,0,frankycpp_v1.5.exe,chess::Square::{ctor},square.h,0x14023bd45
chess::Position::hasCheck,0.140991,39.0,11.0,0.0,29.8,2.2,1.1,29.0,0.0,0.1,4.7,0.0,209006270,143604308,0,frankycpp_v1.5.exe,chess::Position::hasCheck(void),Position.cpp,0x14023bcc0
chess::Move::encode,0.134991,2.8,15.4,6.2,3.1,0.0,9.3,8.3,0.0,0.8,0.1,0.1,239907197,146004380,0,frankycpp_v1.5.exe,chess::Move::encode,move.h,0x1402435fd
"std::array<chess::Value,25>::operator[]",0.130991,0.0,4.1,4.1,0.0,0.0,4.1,0.0,0.0,0.2,0.0,0.0,256807704,183205496,0,frankycpp_v1.5.exe,"std::array<chess::Value,25>::operator[]",array,0x140243519
chess::operator<,0.128991,0.0,9.4,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,364110923,160504815,0,frankycpp_v1.5.exe,chess::operator<,rank.h,0x140249781
chess::StaticMoveList<256>::push_back,0.124992,3.8,2.0,3.9,3.9,2.0,3.9,15.7,7.9,0.5,0.1,0.0,171205136,172505175,0,frankycpp_v1.5.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140243606
engine::Search::goodCapture,0.123992,12.9,0.0,3.5,0.0,0.0,8.7,1.4,0.0,0.1,0.0,0.0,422812684,155904677,0,frankycpp_v1.5.exe,"engine::Search::goodCapture(class chess::Position const &,class chess::Move,bool)",Search.cpp,0x14020ca70
std::popcount,0.123992,19.5,7.2,1.4,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,523315699,208506255,0,frankycpp_v1.5.exe,std::popcount,bit,0x1402490b1
chess::Position::attacksTo,0.120992,35.7,29.1,14.5,0.0,0.0,14.5,16.2,0.0,0.0,0.0,0.0,234007020,249507485,0,frankycpp_v1.5.exe,"chess::Position::attacksTo(class chess::Square,class chess::Color)",Position.cpp,0x14023bb70
chess::MoveGenerator::resetOnDemand,0.116992,0.0,0.0,0.0,21.2,3.0,6.1,9.1,0.0,0.0,0.0,0.0,211606348,50201506,0,frankycpp_v1.5.exe,chess::MoveGenerator::resetOnDemand,MoveGenerator.h,0x14020c553
std::atomic<bool>::operator bool,0.116992,47.1,35.5,2.4,19.0,0.0,9.5,5.7,0.0,0.0,0.0,0.0,532515975,226406792,0,frankycpp_v1.5.exe,std::atomic<bool>::operator bool,atomic,0x14020edf4
chess::Value::operator int,0.114992,21.9,4.3,13.0,4.3,0.0,4.3,89.0,0.0,1.2,0.4,0.0,196205886,157304719,0,frankycpp_v1.5.exe,chess::Value::operator int,value.h,0x14023cff9
std::popcount,0.112992,26.1,8.2,0.0,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,285808574,168105043,0,frankycpp_v1.5.exe,std::popcount,bit,0x1402491fb
chess::operator*,0.111993,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120803624,33401002,0,frankycpp_v1.5.exe,chess::operator*,value.h,0x140248a05
chess::MoveGenerator::isPseudoLegal,0.107993,27.8,31.6,11.5,8.6,0.0,0.0,17.3,2.5,0.3,3.7,0.0,217506525,119003570,0,frankycpp_v1.5.exe,"chess::MoveGenerator::isPseudoLegal(class chess::Position const &,class chess::Move)",MoveGenerator.cpp,0x140240980
chess::StaticMoveList<256>::push_back,0.104993,25.0,0.0,2.9,0.0,0.0,23.3,0.0,44.5,0.1,0.1,0.0,196105883,112203366,0,frankycpp_v1.5.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x14024354a
chess::typeOf,0.103993,56.5,12.9,2.1,10.7,0.0,2.1,2.3,5.8,0.0,0.0,0.0,321209636,158104743,0,frankycpp_v1.5.exe,chess::typeOf,piece.h,0x14023cf44
std::countr_zero,0.103993,26.7,0.0,0.0,2.3,0.0,11.5,0.0,0.0,0.1,0.0,0.0,259307779,163004890,0,frankycpp_v1.5.exe,std::countr_zero,bit,0x140243472
chess::Value::{ctor},0.102993,28.0,0.0,0.0,0.0,0.0,41.1,20.0,0.0,0.0,0.0,0.0,231106933,106003180,0,frankycpp_v1.5.exe,chess::Value::{ctor},value.h,0x14027bf50
chess::operator<,0.102993,0.0,3.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384811544,213106393,0,frankycpp_v1.5.exe,chess::operator<,value.h,0x14027bb88
engine::See::getLeastValuablePiece,0.102993,0.0,5.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,506615198,293808814,0,frankycpp_v1.5.exe,"engine::See::getLeastValuablePiece(class chess::Position const &,class chess::Bitboard,class chess::Color)",See.cpp,0x14027bce0
chess::operator*,0.093994,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147604428,62101863,0,frankycpp_v1.5.exe,chess::operator*,value.h,0x1402489fd
chess::Bitboard::operator|=,0.090994,14.3,23.0,0.0,12.8,0.0,15.3,3.0,0.0,0.0,0.0,0.0,402412072,278008340,0,frankycpp_v1.5.exe,chess::Bitboard::operator|=,bitboard.h,0x14023ce62
chess::Position::getLastMove,0.086994,0.0,0.0,0.0,3.0,0.0,0.0,12.1,0.0,0.2,0.2,0.1,299908997,79502385,0,frankycpp_v1.5.exe,chess::Position::getLastMove,Position.h,0x140242870
"std::array<chess::Bitboard,64>::operator[]",0.085994,46.2,20.9,25.0,29.2,0.0,0.0,0.0,38.2,0.0,0.0,0.0,175805274,125503765,0,frankycpp_v1.5.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14023b9ff
chess::operator&,0.084994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316509495,109903297,0,frankycpp_v1.5.exe,chess::operator&,bitboard.h,0x14020b7a0
std::_Countr_zero_tzcnt<unsigned __int64>,0.084994,16.7,16.4,0.0,0.0,0.0,11.0,1.6,5.1,0.0,0.0,0.0,259607788,152804584,0,frankycpp_v1.5.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140244e70
"std::_Atomic_storage<unsigned __int64,8>::load",0.083994,11.1,0.0,0.0,47.9,0.0,0.0,53.4,0.0,0.0,1.0,0.0,10800324,15200456,0,frankycpp_v1.5.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x140246ec6
chess::Position::getPiece,0.080995,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285408562,125303759,0,frankycpp_v1.5.exe,chess::Position::getPiece,Position.h,0x140249792
_security_check_cookie,0.079995,41.4,9.5,0.0,44.3,0.0,3.2,74.8,40.1,0.0,0.0,0.0,96502895,44601338,0,frankycpp_v1.5.exe,_security_check_cookie,amdsecgs.asm,0x1405f2350
chess::typeOf,0.077995,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231706951,134504035,0,frankycpp_v1.5.exe,chess::typeOf,piece.h,0x14024352e
engine::Search::evaluate,0.077995,16.7,73.5,0.0,0.0,0.0,12.2,65.8,5.1,0.0,0.0,0.0,109103273,98202946,0,frankycpp_v1.5.exe,engine::Search::evaluate,Search.cpp,0x14020c47a
chess::Value::operator int,0.074995,15.4,8.6,0.0,21.6,0.0,8.6,70.4,0.0,0.8,1.1,0.0,193705811,121403642,0,frankycpp_v1.5.exe,chess::Value::operator int,value.h,0x14023cef6
std::atomic<bool>::operator bool,0.074995,46.7,8.5,11.3,11.3,2.8,0.0,56.5,3.0,0.0,1.6,0.0,159704791,69202076,0,frankycpp_v1.5.exe,std::atomic<bool>::operator bool,atomic,0x14020ee5b
chess::Bitboard::operator bool,0.071995,53.3,0.0,0.0,2.9,0.0,91.1,0.0,0.0,0.0,0.0,0.0,103203096,66702001,0,frankycpp_v1.5.exe,chess::Bitboard::operator bool,bitboard.h,0x14024924e
chess::Color::sign,0.068995,62.5,0.0,0.0,11.1,0.0,44.5,,0.0,0.0,0.0,0.0,166905007,236807104,0,frankycpp_v1.5.exe,chess::Color::sign,color.h,0x140242b58
chess::Move::operator==,0.068995,0.0,0.0,0.0,14.5,0.0,0.0,0.0,6.1,0.0,0.0,0.0,334010020,111003330,0,frankycpp_v1.5.exe,chess::Move::operator==,PVTable.h,0x14020b4cc
chess::Bitboard::operator bool,0.067995,0.0,9.1,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172005160,107503225,0,frankycpp_v1.5.exe,chess::Bitboard::operator bool,bitboard.h,0x140243455
