Function,CPU Time,Performance-core (P-core):Memory Bound(%),Performance-core (P-core):Memory Bound:L1 Bound(%),Performance-core (P-core):Memory Bound:L2 Bound(%),Performance-core (P-core):Memory Bound:L3 Bound(%),Performance-core (P-core):Memory Bound:DRAM Bound(%),Performance-core (P-core):Memory Bound:Store Bound(%),Efficient-core (E-core):Memory Bound(%),Efficient-core (E-core):Memory Bound:L1 Bound(%),Efficient-core (E-core):Memory Bound:L2 Bound(%),Efficient-core (E-core):Memory Bound:L3 Bound(%),Efficient-core (E-core):Memory Bound:DRAM Bound(%),Loads,Stores,LLC Miss Count,Module,Function (Full),Source File,Start Address
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.544964,100.0,12.3,0.0,9.4,2.2,49.9,56.4,2.3,0.0,0.0,0.1,490814724,925127753,1650693,frankycpp_v1.4.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140244d20
Position::undoMove,0.484968,34.1,14.3,0.0,37.0,0.0,27.3,57.5,1.3,0.1,0.9,0.0,869926097,583317499,0,frankycpp_v1.4.exe,Position::undoMove(void),Position.cpp,0x140238f40
std::_Checked_popcount<unsigned __int64>,0.410973,61.2,2.4,1.0,0.5,0.0,38.6,8.2,7.9,0.0,0.0,0.0,1353940617,734322029,0,frankycpp_v1.4.exe,std::_Checked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x14021e370
Evaluator::queenEval,0.378975,1.1,2.1,0.7,0.0,0.7,0.0,3.7,5.0,0.1,0.0,0.0,1644049320,796823904,0,frankycpp_v1.4.exe,Evaluator::queenEval,Evaluator.cpp,0x1402456a8
Position::wasLegalMove,0.337977,1.1,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.1,0.0,0.0,1442243266,983929517,0,frankycpp_v1.4.exe,Position::wasLegalMove(void),Position.cpp,0x1402397b0
Bitboard::shifted,0.334978,13.0,0.7,0.0,2.2,0.0,4.4,0.5,2.6,0.1,0.0,0.0,760922827,1225736771,0,frankycpp_v1.4.exe,Bitboard::shifted,bitboard.h,0x14024011d
Move::encode,0.324978,12.7,2.6,4.4,1.8,1.8,11.4,4.9,2.9,0.1,0.0,0.0,722121663,498114943,0,frankycpp_v1.4.exe,Move::encode,move.h,0x140240ba5
"std::_Atomic_storage<unsigned __int64,8>::store",0.293980,66.7,6.4,0.0,0.0,0.0,75.5,47.0,0.0,0.0,0.0,0.0,61701851,197805934,0,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x140244137
"std::_Atomic_storage<unsigned __int64,8>::load",0.282981,52.5,16.0,0.0,6.1,59.0,3.7,68.9,25.0,0.2,0.0,0.0,366711001,195305859,0,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x14024527f
moveValueGreaterComparator::operator(),0.274982,0.0,10.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472714181,235107053,550231,frankycpp_v1.4.exe,moveValueGreaterComparator::operator(),move.h,0x140218bb0
See::attacksTo,0.266982,8.2,0.8,1.6,0.8,0.0,7.2,3.9,0.0,0.2,0.1,0.0,932627978,909327279,0,frankycpp_v1.4.exe,"See::attacksTo(class Position const &,class Square,class Color)",See.cpp,0x1402776b0
func@0x1400e0a60,0.256983,93.2,0.0,100.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24200726,4400132,0,nvlddmkm.sys,func@0x1400e0a60,[Unknown],0x1400e0a60
std::popcount,0.256983,68.8,7.3,0.0,0.0,0.0,72.7,0.0,0.0,0.0,0.0,0.0,574617238,286808604,0,frankycpp_v1.4.exe,std::popcount,bit,0x14024595b
MoveGenerator::generateKingMoves,0.254983,21.9,5.2,2.1,3.1,0.0,20.9,2.1,3.4,0.0,0.0,0.0,747222416,536516095,0,frankycpp_v1.4.exe,"MoveGenerator::generateKingMoves(class Position const &,class StaticMoveList<256> *,enum GenMode,bool)",MoveGenerator.cpp,0x140240d10
Position::movePiece,0.249983,38.3,2.6,0.0,23.7,0.0,32.4,13.8,0.0,0.1,1.5,0.0,502215066,300409012,0,frankycpp_v1.4.exe,"Position::movePiece(class Square,class Square)",Position.cpp,0x14023a6c0
"std::array<int,64>::operator[]",0.248983,0.0,8.2,2.7,0.0,0.9,0.0,7.4,0.0,0.0,0.0,0.0,753922617,245507365,0,frankycpp_v1.4.exe,"std::array<int,64>::operator[]",array,0x14023feb7
Search::storeTt,0.230985,23.9,7.7,15.4,20.0,0.0,9.2,89.0,2.3,0.0,0.1,0.0,580017400,301009030,0,frankycpp_v1.4.exe,"Search::storeTt(class Position const &,enum Depth,enum Depth,class Move,class Value,enum ValueType,class Value)",Search.cpp,0x14020a940
Bitboard::operator^=,0.227985,21.4,5.9,2.4,3.5,0.0,34.1,7.2,0.0,0.2,1.4,0.0,701221036,473314199,0,frankycpp_v1.4.exe,Bitboard::operator^=,bitboard.h,0x14023a855
Search::sendSearchUpdateToUci,0.219985,100.0,28.5,15.3,35.6,0.0,0.0,55.2,29.0,0.0,0.0,0.0,17700531,13300399,0,frankycpp_v1.4.exe,Search::sendSearchUpdateToUci(void),Search.cpp,0x140210a80
Bitboard::operator bool,0.203986,7.0,3.5,2.3,1.2,0.0,7.0,2.8,21.1,0.0,0.0,0.0,699420982,380111403,0,frankycpp_v1.4.exe,Bitboard::operator bool,bitboard.h,0x140240b44
See::revealedAttacks,0.194987,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,989929697,460813824,0,frankycpp_v1.4.exe,"See::revealedAttacks(class Position const &,class Square,class Bitboard,class Color)",See.cpp,0x140277800
"std::array<unsigned __int64,64>::operator[]",0.190987,10.7,8.6,9.9,6.2,0.0,9.9,,0.0,,,,657519725,268208046,0,frankycpp_v1.4.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14023a842
Position::hasCheck,0.186988,39.2,4.5,0.0,38.5,1.1,0.0,20.3,0.0,0.0,0.0,0.0,156404692,83602508,550231,frankycpp_v1.4.exe,Position::hasCheck(void),Position.cpp,0x1402395a0
Evaluator::pawnEval,0.182988,23.3,26.0,6.1,9.2,1.5,27.5,14.1,0.0,0.1,0.0,0.1,558816764,143704311,550231,frankycpp_v1.4.exe,"Evaluator::pawnEval(class Position const &,struct Score &)",Evaluator.cpp,0x140245220
Position::getPieceBb,0.180988,24.4,6.8,0.0,1.4,0.0,28.5,2.8,0.0,0.1,0.1,0.0,738522155,491414742,0,frankycpp_v1.4.exe,Position::getPieceBb,Position.h,0x140245632
[ntoskrnl.exe],0.179988,15.6,3.4,6.7,3.4,6.7,0.0,48.6,20.2,0.3,0.9,0.1,59501785,27900837,0,ntoskrnl.exe,[ntoskrnl.exe],[Unknown],0x0
"std::array<Bitboard,64>::operator[]",0.178988,17.1,3.4,6.7,3.4,2.2,1.1,31.7,7.0,0.8,12.1,0.0,754722641,436313089,0,frankycpp_v1.4.exe,"std::array<Bitboard,64>::operator[]",array,0x140166e70
std::countr_zero,0.176988,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,279108373,106203186,0,frankycpp_v1.4.exe,std::countr_zero,bit,0x140245910
Evaluator::knightEval,0.174988,6.7,10.6,0.0,1.8,0.0,7.1,5.7,0.0,0.0,0.0,0.0,1189535685,655119653,0,frankycpp_v1.4.exe,Evaluator::knightEval,Evaluator.cpp,0x1402459d0
std::_Unchecked_popcount<unsigned __int64>,0.172988,8.7,5.7,0.0,0.0,1.4,4.3,5.1,0.0,0.0,0.0,0.0,572617178,292808784,0,frankycpp_v1.4.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x14021e360
_security_check_cookie,0.165989,12.7,50.1,0.0,13.7,0.0,7.6,23.0,0.0,0.1,0.1,0.0,294808844,141804254,0,frankycpp_v1.4.exe,_security_check_cookie,amdsecgs.asm,0x1405edc90
std::countr_zero,0.163989,28.6,4.4,2.9,1.5,0.0,61.2,0.0,13.4,0.1,0.0,0.0,334510035,207806234,0,frankycpp_v1.4.exe,std::countr_zero,bit,0x140240af2
std::ranges::_Insertion_sort_common,0.158989,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117603528,116003480,0,frankycpp_v1.4.exe,std::ranges::_Insertion_sort_common,algorithm,0x14021ab6a
std::atomic<bool>::operator bool,0.156990,64.5,5.7,0.0,28.5,0.0,21.4,23.3,4.3,0.1,0.1,0.0,631418942,253807614,0,frankycpp_v1.4.exe,std::atomic<bool>::operator bool,atomic,0x14020cb74
Move::operator==,0.154990,0.0,4.3,0.0,1.4,0.0,0.0,24.6,1.8,0.6,0.2,0.0,453513605,144304329,550231,frankycpp_v1.4.exe,Move::operator==,PVTable.h,0x14023ff26
std::popcount,0.154990,0.0,5.6,1.1,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,592017760,278908367,0,frankycpp_v1.4.exe,std::popcount,bit,0x140245811
Bitboard::operator bool,0.150990,68.9,0.0,0.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0,176005280,81602448,0,frankycpp_v1.4.exe,Bitboard::operator bool,bitboard.h,0x1402459ae
Search::goodCapture,0.146990,29.4,3.2,0.0,0.0,0.0,46.7,1.5,0.0,0.0,0.0,0.0,468214046,169605088,0,frankycpp_v1.4.exe,"Search::goodCapture(class Position const &,class Move,bool)",Search.cpp,0x14020a800
Bitboard::shifted,0.141991,18.9,20.7,3.4,0.0,0.0,10.3,9.5,0.0,0.4,0.1,0.0,293208796,257807734,0,frankycpp_v1.4.exe,Bitboard::shifted(class Direction),bitboard.h,0x140241530
StaticMoveList<256>::push_back,0.140991,25.0,5.9,0.0,3.9,0.0,17.6,15.3,3.8,1.3,0.1,0.0,155704671,230206906,0,frankycpp_v1.4.exe,StaticMoveList<256>::push_back,staticmovelist.h,0x140240c86
Value::{ctor},0.138991,58.3,9.9,0.0,0.0,0.0,69.5,4.5,0.0,0.0,0.0,0.0,239607188,124603738,0,frankycpp_v1.4.exe,Value::{ctor},value.h,0x1402778a0
Move::encode,0.134991,27.3,0.0,3.3,0.0,0.0,18.0,8.0,0.0,0.6,0.0,0.0,219906597,172205166,0,frankycpp_v1.4.exe,Move::encode,move.h,0x140240c7d
Square::{ctor},0.133991,5.4,9.3,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,708821264,301509045,0,frankycpp_v1.4.exe,Square::{ctor},square.h,0x140239625
Bitboard::operator|=,0.132991,16.7,0.0,2.8,5.6,0.0,8.3,65.6,4.5,0.0,0.0,0.0,334810044,265407962,0,frankycpp_v1.4.exe,Bitboard::operator|=,bitboard.h,0x14023a742
makePiece,0.131991,0.0,4.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403712111,190705721,0,frankycpp_v1.4.exe,makePiece,piece.h,0x140245ef9
Position::checkRepetitions,0.129991,67.6,31.0,18.3,15.5,2.8,0.0,43.1,38.8,0.1,0.5,0.0,18500555,7600228,0,frankycpp_v1.4.exe,Position::checkRepetitions(int),Position.cpp,0x1402399b0
Position::attacksTo,0.125992,33.3,8.0,0.0,0.0,2.7,42.9,30.4,3.7,0.0,0.0,0.0,286308589,259107773,0,frankycpp_v1.4.exe,"Position::attacksTo(class Square,class Color)",Position.cpp,0x140239450
operator&,0.123992,3.3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,503415102,175005250,0,frankycpp_v1.4.exe,operator&,bitboard.h,0x1402095aa
operator+=,0.122992,94.1,3.4,0.0,0.0,0.0,100.0,0.0,66.8,0.0,0.0,0.0,222106663,131603948,0,frankycpp_v1.4.exe,operator+=,value.h,0x140245902
operator*,0.120992,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121903657,57201716,0,frankycpp_v1.4.exe,operator*,value.h,0x140245145
operator<,0.120992,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372411172,152104563,0,frankycpp_v1.4.exe,operator<,rank.h,0x140245ee1
typeOf,0.119992,42.3,3.1,0.0,9.4,0.0,17.2,29.7,0.0,0.2,3.9,0.0,335310059,177705331,0,frankycpp_v1.4.exe,typeOf,piece.h,0x14023a824
Position::getEndPosValue,0.118992,0.0,45.9,15.3,0.0,0.0,0.0,100.0,0.8,0.0,0.0,0.0,76102283,113603408,0,frankycpp_v1.4.exe,Position::getEndPosValue,Position.h,0x140244f7f
_chkstk,0.116992,8.6,7.3,0.0,7.3,0.0,9.1,22.4,0.0,0.0,0.1,0.0,347410422,268808064,0,frankycpp_v1.4.exe,_chkstk,chkstk.asm,0x1405ee9e0
MoveGenerator::resetOnDemand,0.114992,7.7,0.0,4.0,9.9,0.0,0.0,12.9,0.0,0.0,0.0,0.0,240007200,60101803,0,frankycpp_v1.4.exe,MoveGenerator::resetOnDemand,MoveGenerator.h,0x14020a2e1
"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >",0.107993,46.2,22.2,8.1,10.1,0.0,4.0,99.6,0.0,0.0,0.0,0.0,399611988,142304269,0,frankycpp_v1.4.exe,"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >(struct std::_Atomic_padded<bool> const &)",xatomic.h,0x14015c7e0
"std::array<HistoryState,512>::operator[]",0.101993,86.2,0.0,0.0,1.6,0.0,68.5,0.0,0.0,0.0,0.0,0.0,90602718,34201026,0,frankycpp_v1.4.exe,"std::array<HistoryState,512>::operator[]",array,0x140238ad8
See::getLeastValuablePiece,0.099993,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565916977,333309999,0,frankycpp_v1.4.exe,"See::getLeastValuablePiece(class Position const &,class Bitboard,class Color)",See.cpp,0x140277630
Position::getLastMove,0.098993,7.7,9.7,0.0,3.2,3.2,0.0,1.3,0.0,0.5,0.3,0.1,263507905,71302139,0,frankycpp_v1.4.exe,Position::getLastMove,Position.h,0x14023fef0
Position::getPiece,0.095994,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265807974,114703441,0,frankycpp_v1.4.exe,Position::getPiece,Position.h,0x140245ef2
StaticMoveList<256>::push_back,0.091994,50.0,22.6,2.5,0.0,0.0,30.2,7.3,0.0,0.0,0.0,0.0,247307419,113803414,0,frankycpp_v1.4.exe,StaticMoveList<256>::push_back,staticmovelist.h,0x140240bca
operator++,0.090994,31.8,16.8,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,195505865,105603168,0,frankycpp_v1.4.exe,operator++,piecetype.h,0x140240cd9
operator*,0.089994,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187005610,119203576,0,frankycpp_v1.4.exe,operator*,value.h,0x14024513d
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.089994,73.7,87.4,0.0,74.3,4.4,0.0,86.6,16.7,0.5,24.6,0.0,287808634,40501215,0,frankycpp_v1.4.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140244e30
std::_Countr_zero_tzcnt<unsigned __int64>,0.089994,10.3,0.0,5.1,0.0,0.0,5.1,4.9,0.0,0.0,0.0,0.0,355310659,131403942,0,frankycpp_v1.4.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241740
Move::type,0.088994,70.0,0.0,4.6,0.0,0.0,82.6,0.0,0.0,0.0,0.0,0.0,87502625,39801194,0,frankycpp_v1.4.exe,Move::type,move.h,0x14027735d
operator<,0.088994,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342910287,209606288,0,frankycpp_v1.4.exe,operator<,value.h,0x1402774d8
"std::unique_ptr<TT::Entry [0],std::default_delete<TT::Entry [0]> >::operator[]",0.088994,46.2,0.0,3.6,28.8,3.6,3.6,68.7,1.8,0.0,2.0,0.0,2000060,4100123,0,frankycpp_v1.4.exe,"std::unique_ptr<TT::Entry [0],std::default_delete<TT::Entry [0]> >::operator[]",memory,0x140246e45
"std::array<Value,25>::operator[]",0.087994,2.5,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337110113,207506225,0,frankycpp_v1.4.exe,"std::array<Value,25>::operator[]",array,0x140240b99
std::atomic<bool>::operator bool,0.086994,38.1,4.2,16.9,29.6,8.4,0.0,65.5,0.0,0.0,1.9,0.0,158904767,90702721,0,frankycpp_v1.4.exe,std::atomic<bool>::operator bool,atomic,0x14020cbdb
operator+=,0.085994,100.0,5.4,0.0,0.0,0.0,43.2,0.0,0.0,0.0,0.0,0.0,116803504,69802094,0,frankycpp_v1.4.exe,operator+=,value.h,0x1402458fa
Color::sign,0.082994,16.7,0.0,2.4,0.0,0.0,19.2,4.5,0.0,0.0,0.0,0.0,201406042,257207716,0,frankycpp_v1.4.exe,Color::sign,color.h,0x1402401d8
"std::_For_each_ivdep<TT::Entry *,`TT::clear'::`2'::<lambda_1> >",0.082994,0.0,0.0,0.0,17.8,5.9,5.9,78.9,5.9,0.5,0.2,7.6,167005010,282408472,0,frankycpp_v1.4.exe,"std::_For_each_ivdep<TT::Entry *,`TT::clear'::`2'::<lambda_1> >(struct TT::Entry *, struct TT::Entry *, class TT::clear::__l2::<lambda_1>)",execution,0x140247aa0
operator&,0.078995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267608028,287008610,0,frankycpp_v1.4.exe,operator&,bitboard.h,0x1402777b7
"std::array<Move,64>::operator[]",0.078995,0.0,11.5,2.3,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,239907197,67902037,0,frankycpp_v1.4.exe,"std::array<Move,64>::operator[]",array,0x14023ff24
operator-,0.075995,0.0,2.4,2.4,0.0,0.0,12.1,5.9,0.0,0.0,0.0,0.0,176105283,91402742,0,frankycpp_v1.4.exe,operator-,depth.h,0x140209309
Move::stripped,0.071995,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,169905097,32100963,0,frankycpp_v1.4.exe,Move::stripped,move.h,0x14023fe40
Position::getPieceBb,0.071995,33.3,0.0,0.0,0.0,0.0,22.5,17.8,0.0,1.1,0.4,0.0,144804344,99302979,0,frankycpp_v1.4.exe,Position::getPieceBb,Position.h,0x140240ac0
