Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
std::_Checked_x86_x64_countr_zero<unsigned __int64>,0.607960,0.607960,0.0,0.0,4.4,4.4,10.3,0.7,1.0,0.2,5.6,0.0,1.8,0.2,0.4,0.0,0.5,0.0,100.0,,,9670855000,0.344998,5487914877.019736
PawnTT::clear::__l2::<lambda_1>::operator(),0.584961,0.584961,0.0,0.0,100.0,100.0,4.3,0.0,1.1,1.8,56.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,646920000,4.032407,4459519258.533334
MoveGenerator::updateSortValues,0.578961,0.578961,0.0,0.0,39.6,39.6,6.8,0.0,0.9,0.7,4.4,1.4,5.2,1.4,0.4,0.0,0.0,0.0,0.0,,,4980685000,0.530367,4562635510.818653
Search::search,0.522965,0.522965,0.0,0.0,20.0,20.0,3.9,0.0,25.5,3.3,39.4,1.4,2.8,21.9,0.2,0.0,0.0,0.0,0.0,,,3998325000,0.633708,4845007225.032505
Position::undoMove,0.521965,0.521965,0.0,0.0,47.3,47.3,0.0,4.5,30.9,0.0,43.9,1.5,1.9,16.2,0.0,0.0,0.0,0.0,0.0,,,3836595000,0.651054,4785433687.103448
MoveGenerator::generatePawnMoves,0.514966,0.514966,0.0,0.0,33.3,33.3,1.1,3.4,2.3,0.0,14.9,0.6,2.2,0.9,0.1,0.0,0.3,0.0,100.0,,,5229270000,0.524628,5327383968.605825
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.504966,0.504966,0.0,0.0,78.8,78.8,16.8,0.0,7.9,1.5,42.2,0.0,0.3,0.9,6.1,0.0,0.0,0.0,0.0,,,2449910000,1.080685,5243081900.530693
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<Move *,moveValueGreaterComparator,std::identity>]",0.484968,0.484968,0.0,0.0,0.0,0.0,14.2,0.2,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4708140000,0.553435,5372832096.371134
Evaluator::bishopEval,0.475968,0.475968,0.0,0.0,11.0,11.0,7.6,0.0,0.6,0.0,3.3,1.9,0.6,0.0,0.0,0.0,0.5,0.0,100.0,,,7146070000,0.306790,4606063099.714286
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<Move *,moveValueGreaterComparator,std::identity>]",0.475968,0.475968,0.0,0.0,0.5,0.5,18.2,0.0,0.8,0.0,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4504480000,0.570479,5398910026.714286
Evaluator::queenEval,0.474968,0.474968,0.0,0.0,2.6,2.6,4.4,0.0,0.3,0.8,5.4,3.9,5.0,1.0,0.3,0.0,0.0,0.0,0.0,,,7646235000,0.298472,4804930569.524211
"std::_Atomic_storage<unsigned __int64,8>::load",0.422972,0.422972,0.0,0.0,70.3,70.3,0.0,9.2,18.8,35.6,75.6,24.1,1.2,9.2,0.0,0.0,0.0,0.0,0.0,,,1671210000,1.154122,4560067326.921986
Evaluator::kingEval,0.411973,0.411973,0.0,0.0,0.9,0.9,6.6,0.0,0.0,0.0,3.6,0.7,3.3,0.1,0.0,0.0,0.0,0.0,0.0,,,5861215000,0.379663,5401536965.985436
Position::wasLegalMove,0.359976,0.359976,0.0,0.0,3.0,3.0,6.0,2.2,0.6,0.0,5.5,1.4,5.8,0.8,0.0,0.0,0.0,0.0,0.0,,,5885175000,0.341985,5591039070.400000
Move::encode,0.352976,0.352976,0.0,0.0,2.6,2.6,10.9,1.4,3.2,0.0,3.6,0.9,5.6,0.7,0.0,0.0,0.0,0.0,0.0,,,3579025000,0.494561,5014625795.133144
See::see,0.343977,0.343977,0.0,0.0,28.6,28.6,2.5,0.0,0.0,0.0,2.9,0.6,1.4,0.2,0.0,0.0,0.0,0.0,0.0,,,3962385000,0.515495,5938157152.220930
[Loop at line 823 in MoveGenerator::generateMoves],0.331978,0.331978,0.0,0.0,26.6,26.6,10.0,0.4,0.9,0.0,4.6,0.0,4.9,0.1,0.1,0.0,0.0,0.0,0.0,,,3147745000,0.480495,4555951049.728916
Bitboard::shifted,0.312979,0.312979,0.0,0.0,3.0,3.0,9.3,0.4,1.8,0.0,7.7,0.0,5.2,1.6,0.0,0.0,0.3,0.0,100.0,,,4534430000,0.308454,4468875934.293929
moveValueGreaterComparator::operator(),0.304980,0.304980,0.0,0.0,0.6,0.6,3.5,0.0,1.2,0.4,1.1,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,,,3516130000,0.461670,5322616819.947541
"std::array<int,64>::operator[]",0.298980,0.298980,0.0,0.0,1.5,1.5,5.4,2.1,0.4,0.4,6.8,0.0,8.3,0.9,0.4,0.0,0.0,0.0,0.0,,,3662885000,0.399019,4888486143.732442
std::_Checked_popcount<unsigned __int64>,0.290981,0.290981,0.0,0.0,13.5,13.5,9.4,0.0,1.2,0.9,9.9,0.0,0.7,0.7,0.1,0.0,0.2,0.0,100.0,,,5205310000,0.348677,6237425767.051547
See::attacksTo,0.287981,0.287981,0.0,0.0,9.1,9.1,7.7,0.0,0.9,0.5,4.3,0.7,2.3,0.7,0.1,0.0,0.0,0.0,0.0,,,4759055000,0.325362,5376799106.020833
Position::hasCheck,0.275982,0.275982,0.0,0.0,47.7,47.7,0.0,4.3,38.5,6.2,50.7,2.2,1.7,31.8,0.0,0.0,0.0,0.0,0.0,,,994340000,1.430723,5154781751.630435
[Loop at line 53 in See::see],0.271982,0.271982,0.0,0.0,0.7,0.7,2.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4696160000,0.326531,5638022592.000000
Position::movePiece,0.249983,0.249983,0.0,0.0,39.4,39.4,0.0,0.0,26.2,0.0,16.4,1.8,0.3,4.1,0.0,0.0,0.0,0.0,0.0,,,2300160000,0.558594,5139762345.432000
Evaluator::knightEval,0.248983,0.248983,0.0,0.0,9.0,9.0,15.6,2.6,0.0,3.2,8.1,0.9,0.4,0.6,0.5,0.0,1.2,0.0,100.0,,,4777025000,0.227586,4366495659.542169
MoveGenerator::generateMoves,0.245984,0.245984,0.0,0.0,20.8,20.8,2.7,0.0,8.1,0.0,9.5,2.0,2.4,8.3,0.0,0.0,0.0,0.0,0.0,,,2695500000,0.456667,5004174777.731708
[Loop at line 501 in MoveGenerator::fillOnDemandMoveList],0.245984,0.245984,0.0,0.0,6.1,6.1,5.8,3.8,1.9,0.0,9.2,0.0,0.9,2.3,0.1,0.0,0.4,0.0,100.0,,,3099825000,0.426087,5369443009.682927
Position::getPieceBb,0.240984,0.240984,0.0,0.0,6.5,6.5,8.3,1.8,0.6,0.0,5.5,1.6,3.4,3.1,0.0,0.0,0.3,0.0,100.0,,,3531105000,0.291773,4275305513.228216
Bitboard::operator^=,0.235984,0.235984,0.0,0.0,15.3,15.3,5.7,0.0,4.5,0.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2656565000,0.461105,5190833035.245763
See::revealedAttacks,0.231985,0.231985,0.0,0.0,0.0,0.0,5.4,0.0,0.5,0.0,0.0,0.0,3.2,0.3,0.0,0.0,0.0,0.0,0.0,,,3033935000,0.376111,4918840561.474137
"std::_Atomic_storage<unsigned __int64,8>::store",0.230985,0.230985,0.0,0.0,82.4,82.4,17.5,0.0,0.0,0.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,530115000,2.338983,5368019886.701299
Move::operator==,0.223985,0.223985,0.0,0.0,0.0,0.0,9.7,0.0,1.8,0.0,24.2,0.6,8.0,1.6,0.0,0.0,0.0,0.0,0.0,,,2398995000,0.429463,4599770663.785714
MoveGenerator::generateKingMoves,0.220985,0.220985,0.0,0.0,3.3,3.3,15.2,2.2,2.8,0.0,4.2,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,,,2695500000,0.436667,5326304996.769231
[Loop at line 692 in MoveGenerator::generatePawnMoves],0.211986,0.211986,0.0,0.0,22.7,22.7,8.5,0.0,8.5,0.0,9.0,1.5,6.7,4.9,0.0,0.0,0.0,0.0,0.0,,,2620625000,0.369143,4563440750.688680
Search::storeTt,0.206986,0.206986,0.0,0.0,24.3,24.3,5.4,0.0,18.9,0.0,51.1,0.0,2.6,14.9,0.0,0.0,0.0,0.0,0.0,,,2054570000,0.555394,5512903431.217391
Search::sendSearchUpdateToUci,0.203986,0.203986,0.0,0.0,14.3,14.3,0.0,5.5,6.9,3.4,69.7,88.4,2.2,2.7,0.9,0.0,0.0,0.0,0.0,,,458235000,2.307190,5182869726.500000
Bitboard::operator bool,0.200987,0.200987,0.0,0.0,1.7,1.7,4.8,0.0,3.2,0.0,4.2,5.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,,2791340000,0.373391,5185718540.776119
std::_Unchecked_popcount<unsigned __int64>,0.200987,0.200987,0.0,0.0,4.8,4.8,19.2,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2503820000,0.352871,4395939567.611940
"std::array<Bitboard,64>::operator[]",0.177988,0.177988,0.0,0.0,20.0,20.0,7.9,0.0,17.3,2.9,8.0,0.0,1.3,5.6,0.0,0.0,0.0,0.0,0.0,,,2351075000,0.365605,4829338522.887641
"std::array<unsigned __int64,64>::operator[]",0.174988,0.174988,0.0,0.0,21.2,21.2,11.8,0.0,7.6,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021625000,0.438519,5066166014.811429
_chkstk,0.173988,0.173988,0.0,0.0,18.3,18.3,0.8,7.8,3.9,1.6,22.0,0.0,2.2,4.7,0.0,0.0,0.0,0.0,0.0,,,1599330000,0.537453,4940357799.275862
TT::prefetch,0.172988,0.172988,0.0,0.0,2.2,2.2,5.5,1.4,2.7,0.0,4.9,6.5,8.6,0.8,0.0,0.0,0.0,0.0,0.0,,,3258560000,0.295956,5574879997.942197
std::popcount,0.169989,0.169989,0.0,0.0,3.1,3.1,4.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2327115000,0.397683,5444215565.400000
makePiece,0.165989,0.165989,0.0,0.0,3.6,3.6,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2737430000,0.298687,4925840144.855422
Position::getPieceBb,0.160989,0.160989,0.0,0.0,18.4,18.4,0.0,7.0,18.9,0.0,24.6,0.0,5.7,5.7,1.1,0.0,1.4,0.0,100.0,,,1147085000,0.712794,5078816546.869565
"std::ranges::_Insertion_sort_common<Move *,moveValueGreaterComparator,std::identity>",0.160989,0.160989,0.0,0.0,2.4,2.4,20.1,0.0,1.5,0.0,3.6,0.0,4.7,1.1,0.0,0.0,0.0,0.0,0.0,,,1578365000,0.546490,5357872401.093168
Bitboard::shifted,0.154990,0.154990,0.0,0.0,7.8,7.8,7.2,1.8,1.8,0.0,,3.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,,,1551410000,0.484556,4850290806.464517
std::atomic<bool>::operator bool,0.154990,0.154990,0.0,0.0,24.2,24.2,0.0,7.0,14.9,0.9,13.6,1.2,3.5,1.9,0.0,0.0,0.0,0.0,0.0,,,1422625000,0.583158,5352711368.090322
[ntoskrnl.exe],0.151990,0.151990,0.0,0.0,33.3,33.3,26.2,6.2,15.0,5.0,30.3,13.2,5.4,13.5,2.1,0.0,0.0,0.0,0.0,,,194675000,3.815385,4886904450.631578
std::popcount,0.150990,0.150990,0.0,0.0,31.5,31.5,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1961725000,0.401527,5216804430.635761
Move::encode,0.140991,0.140991,0.0,0.0,5.8,5.8,3.9,3.9,0.0,0.0,10.7,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,,,1347750000,0.448889,4290995031.234043
_security_check_cookie,0.140991,0.140991,0.0,0.0,9.2,9.2,7.9,3.5,0.9,1.7,20.0,31.6,3.3,1.2,0.5,0.0,0.0,0.0,0.0,,,1458565000,0.548255,5671760759.106383
func@0x1400e0a60,0.139991,0.139991,0.0,0.0,88.9,88.9,5.8,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8985000,86.000000,5519724796.542857
Search::goodCapture,0.137991,0.137991,0.0,0.0,39.0,39.0,2.2,0.7,0.0,0.0,4.1,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,,,1728115000,0.480069,6012103348.217391
See::getLeastValuablePiece,0.137991,0.137991,0.0,0.0,1.9,1.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1817965000,0.349259,4601320974.086956
Square::{ctor},0.137991,0.137991,0.0,0.0,4.4,4.4,14.7,0.0,2.9,0.0,,0.0,3.3,3.3,0.0,0.0,0.0,0.0,0.0,,,2087515000,0.334290,5057112202.652174
operator<,0.135991,0.135991,0.0,0.0,1.4,1.4,8.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,,2348080000,0.320153,5527904963.250000
MoveGenerator::resetOnDemand,0.134991,0.134991,0.0,0.0,13.6,13.6,6.0,0.0,19.6,4.5,6.5,2.6,1.6,2.6,0.3,0.0,0.0,0.0,0.0,,,826620000,0.677536,4148905976.844444
Evaluator::pawnEval,0.132991,0.132991,0.0,0.0,23.4,23.4,0.0,3.4,13.7,1.7,11.4,0.0,1.7,5.7,4.9,0.0,0.0,0.0,0.0,,,1467550000,0.516327,5697635142.902255
StaticMoveList<256>::push_back,0.131991,0.131991,0.0,0.0,4.8,4.8,5.1,1.0,2.0,0.0,12.9,2.6,14.5,1.5,0.0,0.0,0.0,0.0,0.0,,,1380695000,0.518438,5423126371.045454
PawnTT::getHash,0.128991,0.128991,0.0,0.0,19.6,19.6,0.0,4.7,19.9,0.0,43.1,0.0,2.4,0.0,0.0,0.0,2.2,0.0,100.0,,,1042260000,0.600575,4852687565.255814
PawnTT::prefetch,0.127991,0.127991,0.0,0.0,23.7,23.7,3.1,0.0,27.1,23.0,57.1,25.0,1.3,4.7,0.0,0.0,0.0,0.0,0.0,,,80865000,8.148148,5147999144.062500
Position::getLastMove,0.125992,0.125992,0.0,0.0,0.0,0.0,3.4,5.1,1.7,0.0,8.3,0.0,15.7,2.0,2.7,0.0,0.0,0.0,0.0,,,1452575000,0.325773,3755885089.809524
std::countr_zero,0.123992,0.123992,0.0,0.0,31.1,31.1,7.2,0.0,3.6,0.0,3.9,0.0,12.8,1.3,0.0,0.0,0.0,0.0,0.0,,,1425620000,0.443277,5096670120.338710
Position::getPiece,0.121992,0.121992,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1689180000,0.312057,4320943543.868853
"std::array<Value,25>::operator[]",0.121992,0.121992,0.0,0.0,3.4,3.4,2.9,0.0,1.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,,,1368715000,0.404814,4541900884.180328
TT::prefetch,0.120992,0.120992,0.0,0.0,1.6,1.6,3.6,0.0,4.6,0.0,8.6,2.9,8.6,1.1,0.0,0.0,0.0,0.0,0.0,,,2069545000,0.315485,5396309846.578512
std::_Countr_zero_tzcnt<unsigned __int64>,0.118992,0.118992,0.0,0.0,4.7,4.7,17.0,1.3,0.0,0.0,7.2,1.4,2.5,0.7,0.0,0.0,0.0,0.0,0.0,,,1359730000,0.442731,5059118486.571428
Bitboard::operator|=,0.117992,0.117992,0.0,0.0,35.0,35.0,11.5,0.0,8.6,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1521460000,0.452756,5838100724.237288
std::atomic<bool>::operator bool,0.116992,0.116992,0.0,0.0,38.5,38.5,13.2,3.3,26.4,6.6,71.0,0.0,1.2,17.9,0.0,0.0,0.0,0.0,0.0,,,545090000,0.917582,4275199289.179487
Value::operator int,0.112992,0.112992,0.0,0.0,34.5,34.5,3.8,0.0,8.5,0.0,9.5,0.0,2.4,7.2,0.0,0.0,0.0,0.0,0.0,,,805655000,0.736059,5248225676.070797
[Loop at line 8440 in std::ranges::_Insertion_sort_common],0.112992,0.112992,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,727785000,0.699588,4506052348.141593
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.108993,0.108993,0.0,0.0,53.5,53.5,5.2,0.0,49.8,13.5,20.5,0.0,1.5,22.1,0.0,0.0,0.0,0.0,0.0,,,622960000,0.927885,5303426641.155964
typeOf,0.107993,0.107993,0.0,0.0,44.8,44.8,18.7,2.4,11.4,0.0,13.1,0.0,0.1,1.6,0.0,0.0,0.0,0.0,0.0,,,1186020000,0.618687,6794665536.944445
operator*,0.105993,0.105993,0.0,0.0,2.0,2.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2470875000,0.212121,4944904838.207547
Position::attacksTo,0.101993,0.101993,0.0,0.0,10.3,10.3,24.0,0.0,2.7,0.0,10.3,0.0,1.1,0.1,0.1,0.0,0.0,0.0,0.0,,,1494505000,0.380762,5579293190.000000
std::ranges::_Insertion_sort_common,0.101993,0.101993,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,590015000,0.751269,4345975748.000000
operator*,0.098993,0.098993,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1853905000,0.305331,5718108140.181818
Value::{ctor},0.095994,0.095994,0.0,0.0,31.9,31.9,0.0,0.0,1.2,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,985355000,0.525836,5397599102.562500
"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >",0.090994,0.090994,0.0,0.0,21.1,21.1,7.8,0.0,14.3,0.0,36.9,0.0,2.3,1.4,0.0,0.0,0.0,0.0,0.0,,,1033275000,0.495652,5628341921.340659
Color::sign,0.089994,0.089994,0.0,0.0,7.1,7.1,7.0,1.7,1.7,0.0,3.5,0.0,2.5,1.1,0.0,0.0,0.0,0.0,0.0,,,988350000,0.360606,3960319341.533333
operator&,0.089994,0.089994,0.0,0.0,0.0,0.0,1.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1701160000,0.338028,6389758937.600000
Search::checkDrawRepAnd50,0.086994,0.086994,0.0,0.0,11.8,11.8,0.0,6.9,5.2,1.7,56.0,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,125790000,3.357143,4854288848.068965
operator<,0.086994,0.086994,0.0,0.0,0.0,0.0,10.7,1.3,1.3,0.0,4.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,,,1452575000,0.309278,5164137072.413793
Move::stripped,0.083994,0.083994,0.0,0.0,5.7,5.7,5.1,0.0,1.7,0.0,6.0,0.0,5.0,1.7,0.0,0.0,0.0,0.0,0.0,,,925455000,0.482201,5312913402.357142
StaticMoveList<256>::push_back,0.083994,0.083994,0.0,0.0,2.6,2.6,0.0,0.0,2.6,0.0,4.3,9.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,,,769715000,0.669261,6133027551.714285
operator++,0.083994,0.083994,0.0,0.0,11.4,11.4,14.2,0.0,1.8,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,883525000,0.444068,4671084937.642858
"std::array<Move,64>::operator[]",0.083994,0.083994,0.0,0.0,0.0,0.0,9.9,1.2,1.2,0.0,0.0,0.0,6.2,1.0,0.5,0.0,0.0,0.0,0.0,,,1305820000,0.344037,5348570539.285714
Position::checkRepetitions,0.080995,0.080995,0.0,0.0,14.7,14.7,22.0,0.0,18.3,0.0,68.6,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116805000,3.538462,5102932484.888889
