Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Instructions Retired,Microarchitecture Usage(%),Microarchitecture Usage:Microarchitecture Usage(%),Microarchitecture Usage:CPI Rate,Module,Function (Full),Source File,Start Address
engine::Evaluator::queenEval,0.088994,0.088994,0.0,0.0,1776035000,56.6,56.6,0.333895,frankycpp_v1.8.exe,engine::Evaluator::queenEval,Evaluator.cpp,0x14026a3b9
engine::TT::probe,0.084994,0.084994,0.0,0.0,455240000,11.2,11.2,1.151316,frankycpp_v1.8.exe,engine::TT::probe(unsigned __int64 const &),TT.cpp,0x14026d5d0
chess::Position::wasLegalMove,0.081995,0.081995,0.0,0.0,1209980000,,,0.336634,frankycpp_v1.8.exe,chess::Position::wasLegalMove(void),Position.cpp,0x14025c6d0
chess::Position::undoMove,0.080995,0.080995,0.0,0.0,862560000,,,0.472222,frankycpp_v1.8.exe,chess::Position::undoMove(void),Position.cpp,0x14025be60
chess::MoveGenerator::generateKingMoves,0.076995,0.076995,0.0,0.0,622960000,47.1,47.1,0.480769,frankycpp_v1.8.exe,"chess::MoveGenerator::generateKingMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140263d90
engine::Evaluator::pawnEval,0.076995,0.076995,0.0,0.0,1177035000,,,0.371501,frankycpp_v1.8.exe,"engine::Evaluator::pawnEval(class chess::Position const &,struct chess::Score &)",Evaluator.cpp,0x140269e60
chess::Bitboard::operator^=,0.073995,0.073995,0.0,0.0,778700000,37.5,37.5,0.511538,frankycpp_v1.8.exe,chess::Bitboard::operator^=,bitboard.h,0x14025d775
chess::Bitboard::shifted,0.072995,0.072995,0.0,0.0,1168050000,,,0.335897,frankycpp_v1.8.exe,chess::Bitboard::shifted,bitboard.h,0x14026319d
chess::Move::encode,0.069995,0.069995,0.0,0.0,778700000,32.1,32.1,0.519231,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263c25
"std::array<int,64>::operator[]",0.062996,0.062996,0.0,0.0,847585000,,,0.363958,frankycpp_v1.8.exe,"std::array<int,64>::operator[]",array,0x140262f37
chess::moveValueGreaterComparator::operator(),0.060996,0.060996,0.0,0.0,820630000,,,0.456204,frankycpp_v1.8.exe,chess::moveValueGreaterComparator::operator(),move.h,0x140236da0
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.059996,0.059996,0.0,0.0,643925000,,,0.488372,frankycpp_v1.8.exe,"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, __int64, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x1402642e0
chess::operator&,0.057996,0.057996,0.0,0.0,625955000,,,0.435407,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b296
"std::array<unsigned __int64,64>::operator[]",0.056996,0.056996,0.0,0.0,649915000,36.9,36.9,0.520737,frankycpp_v1.8.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14025d762
engine::See::attacksTo,0.055996,0.055996,0.0,0.0,838600000,48.3,48.3,0.378571,frankycpp_v1.8.exe,"engine::See::attacksTo(class chess::Position const &,class chess::Square,class chess::Color)",See.cpp,0x14029e990
chess::makePiece,0.054996,0.054996,0.0,0.0,521130000,,,0.517241,frankycpp_v1.8.exe,chess::makePiece,piece.h,0x14026ae4c
engine::TT::Entry::{ctor},0.054996,0.054996,0.0,0.0,53910000,3.1,3.1,5.055556,frankycpp_v1.8.exe,engine::TT::Entry::{ctor},TT.h,0x14026d60f
chess::operator*,0.048997,0.048997,0.0,0.0,491180000,40.2,40.2,0.463415,frankycpp_v1.8.exe,chess::operator*,value.h,0x140269d85
chess::Square::{ctor},0.047997,0.047997,0.0,0.0,596005000,36.8,36.8,0.391960,frankycpp_v1.8.exe,chess::Square::{ctor},square.h,0x14025c545
chess::Bitboard::operator bool,0.046997,0.046997,0.0,0.0,823625000,38.6,38.6,0.349091,frankycpp_v1.8.exe,chess::Bitboard::operator bool,bitboard.h,0x140263bc4
std::_Countr_zero_tzcnt<unsigned __int64>,0.041997,0.041997,0.0,0.0,584025000,37.7,37.7,0.435897,frankycpp_v1.8.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140265570
"std::array<chess::Bitboard,64>::operator[]",0.041997,0.041997,0.0,0.0,548085000,41.1,41.1,0.409836,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14016ca40
chess::operator<,0.039997,0.039997,0.0,0.0,386355000,32.2,32.2,0.372093,frankycpp_v1.8.exe,chess::operator<,rank.h,0x14026ae34
chess::MoveGenerator::isPseudoLegal,0.038997,0.038997,0.0,0.0,188685000,20.0,20.0,0.968254,frankycpp_v1.8.exe,"chess::MoveGenerator::isPseudoLegal(class chess::Position const &,class chess::Move)",MoveGenerator.cpp,0x140261080
chess::Bitboard::operator|=,0.036998,0.036998,0.0,0.0,437270000,37.9,37.9,0.445205,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14025d662
chess::Position::getPiece,0.036998,0.036998,0.0,0.0,464225000,,,0.470968,frankycpp_v1.8.exe,chess::Position::getPiece,Position.h,0x14026ae45
engine::See::revealedAttacks,0.036998,0.036998,0.0,0.0,736770000,49.4,49.4,0.329268,frankycpp_v1.8.exe,"engine::See::revealedAttacks(class chess::Position const &,class chess::Square,class chess::Bitboard,class chess::Color)",See.cpp,0x14029eae0
chess::operator&,0.035998,0.035998,0.0,0.0,607985000,,,0.330049,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026aa85
"std::_Atomic_storage<unsigned __int64,8>::load",0.034998,0.034998,0.0,0.0,551080000,37.2,37.2,0.500000,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x14026d3e0
engine::Search::storeTt,0.033998,0.033998,0.0,0.0,392345000,42.1,42.1,0.541985,frankycpp_v1.8.exe,"engine::Search::storeTt(class chess::Position const &,enum chess::Depth,enum chess::Depth,class chess::Move,class chess::Value,enum chess::ValueType,class chess::Value)",Search.cpp,0x1402216f0
"std::_Atomic_storage<unsigned __int64,8>::store",0.033998,0.033998,0.0,0.0,377370000,,,0.404762,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d593
engine::PawnTT::Entry::Entry,0.032998,0.032998,0.0,0.0,727785000,72.8,72.8,0.222222,frankycpp_v1.8.exe,engine::PawnTT::Entry::Entry(struct engine::PawnTT::Entry const &),PawnTT.cpp,0x1402665d0
std::countr_zero,0.032998,0.032998,0.0,0.0,416305000,37.7,37.7,0.474820,frankycpp_v1.8.exe,std::countr_zero,bit,0x140263b72
std::popcount,0.032998,0.032998,0.0,0.0,766720000,44.1,44.1,0.355469,frankycpp_v1.8.exe,std::popcount,bit,0x14026b2af
"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",0.031998,0.031998,0.0,0.0,467220000,44.3,44.3,0.314103,frankycpp_v1.8.exe,"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",memory,0x1402212bb
chess::Move::operator==,0.030998,0.030998,0.0,0.0,527120000,32.7,32.7,0.278409,frankycpp_v1.8.exe,chess::Move::operator==,PVTable.h,0x140262fa6
engine::See::getLeastValuablePiece,0.030998,0.030998,0.0,0.0,488185000,59.6,59.6,0.331288,frankycpp_v1.8.exe,"engine::See::getLeastValuablePiece(class chess::Position const &,class chess::Bitboard,class chess::Color)",See.cpp,0x14029e910
"std::array<chess::Value,25>::operator[]",0.030998,0.030998,0.0,0.0,326455000,,,0.431193,frankycpp_v1.8.exe,"std::array<chess::Value,25>::operator[]",array,0x140263c19
chess::Position::movePiece,0.029998,0.029998,0.0,0.0,551080000,,,0.402174,frankycpp_v1.8.exe,"chess::Position::movePiece(class chess::Square,class chess::Square)",Position.cpp,0x14025d5e0
chess::Bitboard::shifted,0.028998,0.028998,0.0,0.0,389350000,31.7,31.7,0.423077,frankycpp_v1.8.exe,chess::Bitboard::shifted(class chess::Direction),bitboard.h,0x140265360
chess::Move::encode,0.028998,0.028998,0.0,0.0,242595000,30.0,30.0,0.493827,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263cfd
chess::StaticMoveList<256>::push_back,0.028998,0.028998,0.0,0.0,266555000,,,0.707865,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263d06
chess::typeOf,0.028998,0.028998,0.0,0.0,440265000,36.5,36.5,0.374150,frankycpp_v1.8.exe,chess::typeOf,piece.h,0x14025d744
"std::_Atomic_storage<unsigned __int64,8>::store",0.028998,0.028998,0.0,0.0,131780000,15.3,15.3,1.113636,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d68f
engine::Search::sendSearchUpdateToUci,0.026998,0.026998,0.0,0.0,104825000,7.9,7.9,2.200000,frankycpp_v1.8.exe,engine::Search::sendSearchUpdateToUci(void),Search.cpp,0x14022aa80
std::countr_zero,0.026998,0.026998,0.0,0.0,218635000,43.8,43.8,0.424658,frankycpp_v1.8.exe,std::countr_zero,bit,0x14026a3b1
chess::operator&,0.025998,0.025998,0.0,0.0,503160000,48.0,48.0,0.172619,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14029ea97
std::countr_zero,0.025998,0.025998,0.0,0.0,763725000,99.5,99.5,0.168627,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269a70
chess::Bitboard::operator|=,0.024998,0.024998,0.0,0.0,425290000,68.8,68.8,0.309859,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14026a70b
chess::Position::getPieceBb,0.024998,0.024998,0.0,0.0,332445000,32.9,32.9,0.378378,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x14026b28b
chess::Position::hasCheck,0.024998,0.024998,0.0,0.0,197670000,27.2,27.2,0.787879,frankycpp_v1.8.exe,chess::Position::hasCheck(void),Position.cpp,0x14025c4c0
"std::_Hash<std::_Umap_traits<unsigned __int64,book::BookEntry,std::_Uhash_compare<unsigned __int64,std::hash<unsigned __int64>,std::equal_to<unsigned __int64> >,std::allocator<std::pair<unsigned __int64 const ,book::BookEntry> >,0> >::_Find_last",0.024998,0.024998,0.0,0.0,14975000,3.7,3.7,7.400000,frankycpp_v1.8.exe,"std::_Hash<std::_Umap_traits<unsigned __int64,book::BookEntry,std::_Uhash_compare<unsigned __int64,std::hash<unsigned __int64>,std::equal_to<unsigned __int64> >,std::allocator<std::pair<unsigned __int64 const ,book::BookEntry> >,0> >::_Find_last",xhash,0x140288080
chess::operator&,0.023998,0.023998,0.0,0.0,254575000,45.9,45.9,0.258824,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x140220268
chess::operator&,0.022998,0.022998,0.0,0.0,161730000,43.1,43.1,0.388889,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c27c
std::countr_zero,0.022998,0.022998,0.0,0.0,185690000,34.5,34.5,0.467742,frankycpp_v1.8.exe,std::countr_zero,bit,0x14026aee0
std::countr_zero,0.022998,0.022998,0.0,0.0,715805000,90.8,90.8,0.175732,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269a30
chess::Bitboard::operator bool,0.021999,0.021999,0.0,0.0,233610000,56.4,56.4,0.320513,frankycpp_v1.8.exe,chess::Bitboard::operator bool,bitboard.h,0x140263b55
chess::operator&,0.021999,0.021999,0.0,0.0,161730000,29.3,29.3,0.574074,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b27d
chess::operator+,0.021999,0.021999,0.0,0.0,344425000,,,0.321739,frankycpp_v1.8.exe,chess::operator+,value.h,0x140269db1
chess::operator++,0.021999,0.021999,0.0,0.0,275540000,,,0.413043,frankycpp_v1.8.exe,chess::operator++,piecetype.h,0x140263d59
engine::TT::prefetch,0.021999,0.021999,0.0,0.0,377370000,54.4,54.4,0.349206,frankycpp_v1.8.exe,engine::TT::prefetch,TT.h,0x1402205ee
chess::Bitboard::popLSB,0.020999,0.020999,0.0,0.0,191680000,24.1,24.1,0.828125,frankycpp_v1.8.exe,chess::Bitboard::popLSB,bitboard.h,0x14026b3f0
chess::Position::getLastMove,0.020999,0.020999,0.0,0.0,251580000,34.7,34.7,0.392857,frankycpp_v1.8.exe,chess::Position::getLastMove,Position.h,0x140262f70
chess::operator&,0.020999,0.020999,0.0,0.0,221630000,50.0,50.0,0.391892,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c22c
engine::PawnTT::probe,0.020999,0.020999,0.0,0.0,763725000,,,0.184314,frankycpp_v1.8.exe,engine::PawnTT::probe(unsigned __int64),PawnTT.cpp,0x140267540
func@0x1400e34a0,0.020999,0.020999,0.0,0.0,0,0.0,0.0,,nvlddmkm.sys,func@0x1400e34a0,[Unknown],0x1400e34a0
"std::array<int,64>::operator[]",0.020999,0.020999,0.0,0.0,368385000,57.7,57.7,0.284553,frankycpp_v1.8.exe,"std::array<int,64>::operator[]",array,0x14026a45d
chess::Bitboard::operator|=,0.019999,0.019999,0.0,0.0,230615000,61.8,61.8,0.363636,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14026a5db
chess::Position::attacksTo,0.019999,0.019999,0.0,0.0,350415000,57.9,57.9,0.256410,frankycpp_v1.8.exe,"chess::Position::attacksTo(class chess::Square,class chess::Color)",Position.cpp,0x14025c370
chess::operator<,0.019999,0.019999,0.0,0.0,362395000,42.2,42.2,0.404959,frankycpp_v1.8.exe,chess::operator<,value.h,0x14029e7b8
engine::Search::goodCapture,0.019999,0.019999,0.0,0.0,320465000,,,0.355140,frankycpp_v1.8.exe,"engine::Search::goodCapture(class chess::Position const &,class chess::Move,bool)",Search.cpp,0x1402215b0
std::popcount,0.019999,0.019999,0.0,0.0,221630000,50.0,50.0,0.270270,frankycpp_v1.8.exe,std::popcount,bit,0x14026a72d
chess::MoveGenerator::resetOnDemand,0.018999,0.018999,0.0,0.0,143760000,26.7,26.7,1.041667,frankycpp_v1.8.exe,chess::MoveGenerator::resetOnDemand,MoveGenerator.h,0x14022109e
chess::operator*,0.018999,0.018999,0.0,0.0,143760000,50.0,50.0,0.437500,frankycpp_v1.8.exe,chess::operator*,value.h,0x140269d8d
chess::operator|,0.018999,0.018999,0.0,0.0,152745000,43.1,43.1,0.627451,frankycpp_v1.8.exe,chess::operator|,bitboard.h,0x14026b215
engine::Search::search::__l2::<lambda_1>::operator(),0.018999,0.018999,0.0,0.0,194675000,58.4,58.4,0.369231,frankycpp_v1.8.exe,engine::Search::search::__l2::<lambda_1>::operator(),Search.cpp,0x14021f973
"std::array<chess::Bitboard,64>::operator[]",0.018999,0.018999,0.0,0.0,413310000,53.1,53.1,0.188406,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14026a6ee
chess::Move::from,0.017999,0.017999,0.0,0.0,233610000,68.1,68.1,0.397436,frankycpp_v1.8.exe,chess::Move::from,move.h,0x14021ffed
chess::operator&,0.017999,0.017999,0.0,0.0,158735000,30.9,30.9,0.471698,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b14d
chess::operator&,0.017999,0.017999,0.0,0.0,281530000,49.4,49.4,0.308511,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026af5f
chess::operator&,0.017999,0.017999,0.0,0.0,194675000,41.8,41.8,0.261538,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c688
chess::Bitboard::popLSB,0.016999,0.016999,0.0,0.0,326455000,45.1,45.1,0.330275,frankycpp_v1.8.exe,chess::Bitboard::popLSB,bitboard.h,0x14026aee0
chess::Move::stripped,0.015999,0.015999,0.0,0.0,224625000,,,0.400000,frankycpp_v1.8.exe,chess::Move::stripped,move.h,0x140262ec0
chess::MoveGenerator::resetOnDemand,0.015999,0.015999,0.0,0.0,152745000,27.7,27.7,0.352941,frankycpp_v1.8.exe,chess::MoveGenerator::resetOnDemand,MoveGenerator.h,0x14021ff2e
chess::operator|,0.015999,0.015999,0.0,0.0,287520000,,,0.312500,frankycpp_v1.8.exe,chess::operator|,bitboard.h,0x14029ea8c
std::min,0.015999,0.015999,0.0,0.0,185690000,41.7,41.7,0.338710,frankycpp_v1.8.exe,std::min,utility,0x14026b0c1
chess::Position::getPieceBb,0.014999,0.014999,0.0,0.0,176705000,49.0,49.0,0.372881,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x140263b40
chess::Value::{ctor},0.014999,0.014999,0.0,0.0,230615000,38.1,38.1,0.467532,frankycpp_v1.8.exe,chess::Value::{ctor},value.h,0x14029eb80
std::popcount,0.014999,0.014999,0.0,0.0,215640000,46.6,46.6,0.277778,frankycpp_v1.8.exe,std::popcount,bit,0x14026a55d
_security_check_cookie,0.013999,0.013999,0.0,0.0,143760000,24.6,24.6,0.791667,frankycpp_v1.8.exe,_security_check_cookie,amdsecgs.asm,0x140619cf0
chess::Bitboard::operator|=,0.013999,0.013999,0.0,0.0,365390000,38.0,38.0,0.409836,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14025d656
chess::Position::getPieceBb,0.013999,0.013999,0.0,0.0,146755000,36.0,36.0,0.285714,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x14026a337
chess::colorOf,0.013999,0.013999,0.0,0.0,83860000,,,0.642857,frankycpp_v1.8.exe,chess::colorOf,piece.h,0x14025d749
chess::operator&,0.013999,0.013999,0.0,0.0,137770000,35.4,35.4,0.413043,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c29b
chess::operator|,0.013999,0.013999,0.0,0.0,146755000,32.3,32.3,0.346939,frankycpp_v1.8.exe,chess::operator|,bitboard.h,0x14029eb03
"std::array<chess::Move,64>::operator[]",0.013999,0.013999,0.0,0.0,290515000,,,0.360825,frankycpp_v1.8.exe,"std::array<chess::Move,64>::operator[]",array,0x140262fa4
chess::Bitboard::popLSB,0.012999,0.012999,0.0,0.0,125790000,58.2,58.2,0.214286,frankycpp_v1.8.exe,chess::Bitboard::popLSB,bitboard.h,0x14026a5b0
chess::Move::operator==,0.012999,0.012999,0.0,0.0,218635000,,,0.383562,frankycpp_v1.8.exe,chess::Move::operator==,PVTable.h,0x14021ffdb
chess::Move::stripped,0.012999,0.012999,0.0,0.0,80865000,34.2,34.2,0.703704,frankycpp_v1.8.exe,chess::Move::stripped,move.h,0x140260f22
chess::Move::to,0.012999,0.012999,0.0,0.0,164725000,,,0.509091,frankycpp_v1.8.exe,chess::Move::to,move.h,0x140220273
chess::StaticMoveList<256>::push_back,0.012999,0.012999,0.0,0.0,170715000,43.5,43.5,0.508772,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263c4a
