Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.206986,0.206986,0.0,0.0,23.4,23.4,8.3,2.5,8.7,14.5,23.1,0.0,0.3,0.0,17.5,0.0,0.0,0.0,0.0,,,3018960000,0.411706,6004866810.579710
chess::MoveGenerator::fillOnDemandMoveList,0.203986,0.203986,0.0,0.0,2.8,2.8,7.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,100.0,,,3087845000,0.458778,6944749755.382354
engine::Search::search,0.186988,0.186988,0.0,0.0,4.4,4.4,7.3,0.5,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1437600000,0.670833,5157507794.502674
chess::Position::putPiece,0.184988,0.184988,0.0,0.0,1.0,1.0,7.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2069545000,0.470333,5261835424.054054
chess::Position::doMove,0.171989,0.171989,0.0,0.0,0.0,0.0,9.0,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2366050000,0.398734,5485392832.500000
chess::Position::isAttacked,0.164989,0.164989,0.0,0.0,10.5,10.5,2.1,0.0,1.6,11.2,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,2135435000,0.440393,5699953748.872727
[Loop at line 149 in engine::TT::put],0.157990,0.157990,0.0,0.0,1.0,1.0,6.2,1.2,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1913805000,0.424100,5137334352.189874
[Loop at line 818 in engine::Evaluator::kingEval],0.154990,0.154990,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2168380000,0.488950,6840647184.541935
engine::TT::put,0.149990,0.149990,0.0,0.0,1.2,1.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,100.0,AVX(128),,1410645000,0.498938,4692477847.400000
[Loop at line 1029 in chess::MoveGenerator::generateMoves],0.144990,0.144990,0.0,0.0,0.0,0.0,10.0,1.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1979695000,0.402421,5494640238.041379
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.141991,0.141991,0.0,0.0,1.1,1.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1260895000,0.603325,5357608809.887324
engine::Evaluator::knightEval,0.139991,0.139991,0.0,0.0,1.9,1.9,5.3,0.0,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,100.0,,,2369045000,0.356511,6033185803.800000
engine::Evaluator::bishopEval,0.138991,0.138991,0.0,0.0,1.2,1.2,3.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2159395000,0.356449,5537885229.366906
[Loop at line 2212 in engine::Search::qsearch],0.131991,0.131991,0.0,0.0,0.0,0.0,2.9,0.6,0.0,3.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1820960000,0.478618,6603051516.409091
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.100993,0.100993,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1090180000,0.552198,5960741820.059406
engine::Evaluator::queenEval,0.095994,0.095994,0.0,0.0,2.9,2.9,6.3,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1767050000,0.315254,5803197337.875000
"std::_Atomic_storage<unsigned __int64,8>::store",0.093994,0.093994,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1623290000,0.341328,5894805806.489362
chess::Bitboard::shifted,0.092994,0.092994,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1305820000,0.378440,5314062078.387096
std::_Unchecked_popcount<unsigned __int64>,0.090994,0.090994,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1018300000,0.502941,5628340275.230769
chess::MoveGenerator::updateSortValues,0.082994,0.082994,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1027285000,0.466472,5773876869.397591
engine::TT::probe,0.081995,0.081995,0.0,0.0,25.0,25.0,13.7,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,446255000,0.899329,4894592876.634146
chess::Position::undoMove,0.078995,0.078995,0.0,0.0,4.7,4.7,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,964390000,0.468944,5724999905.392405
chess::Move::encode,0.077995,0.077995,0.0,0.0,2.4,2.4,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,787685000,0.551331,5567997445.769231
chess::Position::wasLegalMove,0.074995,0.074995,0.0,0.0,0.0,0.0,2.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1212975000,0.311111,5031933691.679999
[Loop at line 1025 in chess::MoveGenerator::generateMoves],0.070995,0.070995,0.0,0.0,2.4,2.4,7.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,826620000,0.431159,5020121640.760563
"std::array<int,64>::operator[]",0.070995,0.070995,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,847585000,0.402827,4809192160.056338
[Loop at line 55 in engine::See::see],0.069995,0.069995,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,997335000,0.348348,4963472008.800000
chess::moveValueGreaterComparator::operator(),0.068995,0.068995,0.0,0.0,2.2,2.2,5.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,763725000,0.498039,5512901818.869565
"std::_Atomic_storage<unsigned __int64,8>::load",0.062996,0.062996,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,542095000,0.375691,3232912802.666667
chess::MoveGenerator::generatePawnMoves,0.058996,0.058996,0.0,0.0,2.3,2.3,11.1,0.0,0.0,1.4,0.0,0.0,,,,0.0,1.2,0.0,100.0,,,895505000,0.401338,6091929408.813559
engine::See::attacksTo,0.058996,0.058996,0.0,0.0,0.0,0.0,3.2,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,937435000,0.329073,5228906075.898305
"std::array<unsigned __int64,64>::operator[]",0.058996,0.058996,0.0,0.0,0.0,0.0,5.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,563060000,0.500000,4772011370.237288
[Loop at line 700 in chess::MoveGenerator::fillOnDemandMoveList],0.055996,0.055996,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,805655000,0.379182,5455540354.500000
engine::See::revealedAttacks,0.055996,0.055996,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,766720000,0.332031,4546283628.750000
engine::TT::Entry::{ctor},0.055996,0.055996,0.0,0.0,94.4,94.4,0.0,0.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62895000,4.523810,5081140526.250000
[Loop at line 839 in engine::Evaluator::kingEval],0.054996,0.054996,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,868550000,0.303448,4792317801.600000
engine::See::see,0.054996,0.054996,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,838600000,0.414286,6317146193.018181
chess::Bitboard::operator bool,0.052996,0.052996,0.0,0.0,0.0,0.0,6.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,682860000,0.438596,5651318162.264151
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.050997,0.050997,0.0,0.0,0.0,0.0,13.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,685855000,0.388646,5226915249.294118
chess::makePiece,0.049997,0.049997,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,488185000,0.631902,6170109169.560000
chess::Position::movePiece,0.047997,0.047997,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,470215000,0.464968,4555197910.375000
chess::Square::{ctor},0.046997,0.046997,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,601995000,0.412935,5289393318.255320
chess::Bitboard::operator^=,0.043997,0.043997,0.0,0.0,2.6,2.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,691845000,0.558442,8781377789.863636
chess::Position::getPiece,0.043997,0.043997,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,350415000,0.700855,5581961075.727272
chess::operator&,0.043997,0.043997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,673875000,0.373333,5718106467.818182
chess::MoveGenerator::generateKingMoves,0.042997,0.042997,0.0,0.0,4.9,4.9,7.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,640930000,0.397196,5920741470.000000
engine::Search::storeTt,0.039997,0.039997,0.0,0.0,0.0,0.0,11.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,422295000,0.531915,5615997423.750000
[Loop at line 881 in engine::Evaluator::kingEval],0.037997,0.037997,0.0,0.0,0.0,0.0,8.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,404325000,0.414815,4413976922.526316
engine::PawnTT::Entry::Entry,0.037997,0.037997,0.0,0.0,18.2,18.2,12.8,16.1,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,AVX(128),,664890000,0.234234,4098692856.631579
chess::Bitboard::operator|=,0.036998,0.036998,0.0,0.0,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,374375000,0.480000,4857078852.972973
engine::Search::sendSearchUpdateToUci,0.036998,0.036998,0.0,0.0,25.0,25.0,0.0,2.5,12.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71880000,2.750000,5342786738.270270
chess::operator&,0.035998,0.035998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,631945000,0.255924,4492797939.000000
engine::Evaluator::pawnEval,0.035998,0.035998,0.0,0.0,5.3,5.3,44.1,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,100.0,,,700830000,0.226496,4409597977.166667
std::_Countr_zero_tzcnt<unsigned __int64>,0.034998,0.034998,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,536105000,0.402235,6161551459.200000
chess::MoveGenerator::generateMoves,0.033998,0.033998,0.0,0.0,0.0,0.0,16.2,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,578035000,0.321244,5461832788.588235
std::popcount,0.033998,0.033998,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,712810000,0.369748,7752278796.705883
[Loop at line 891 in engine::Evaluator::kingEval],0.032998,0.032998,0.0,0.0,0.0,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,380365000,0.480315,5536579278.363636
[Loop at line 894 in chess::MoveGenerator::generatePawnMoves],0.032998,0.032998,0.0,0.0,0.0,0.0,3.8,0.0,1.9,0.0,0.0,0.0,,,,0.0,1.7,0.0,100.0,,,682860000,0.381579,7896432741.272727
"std::array<chess::Bitboard,64>::operator[]",0.032998,0.032998,0.0,0.0,3.3,3.3,6.1,4.1,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,599000000,0.410000,7442614767.636364
chess::operator*,0.030998,0.030998,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,578035000,0.424870,7922783462.322580
chess::operator<,0.030998,0.030998,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,440265000,0.537415,7632925530.774194
"std::_Atomic_storage<unsigned __int64,8>::store",0.030998,0.030998,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,431280000,0.375000,5217442767.870968
std::countr_zero,0.030998,0.030998,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,383360000,0.460938,5700539320.451613
chess::Bitboard::operator|=,0.029998,0.029998,0.0,0.0,0.0,0.0,14.8,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,509150000,0.264706,4492797939.000000
engine::See::getLeastValuablePiece,0.029998,0.029998,0.0,0.0,3.4,3.4,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,482195000,0.291925,4692477847.400000
func@0x1400e34a0,0.029998,0.029998,0.0,0.0,86.7,86.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,5191677618.400001
"std::_Atomic_storage<unsigned __int64,8>::store",0.029998,0.029998,0.0,0.0,7.7,7.7,9.4,0.0,3.1,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,107820000,1.472222,5291517572.599999
chess::Bitboard::operator|=,0.028998,0.028998,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,308485000,0.291262,3098481337.241380
chess::Move::operator==,0.027998,0.027998,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,485190000,0.358025,6204340011.000001
chess::Position::getPieceBb,0.027998,0.027998,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,338435000,0.362832,4385826559.500000
chess::operator<,0.027998,0.027998,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,266555000,0.449438,4278855180.000000
engine::TT::prefetch,0.027998,0.027998,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,458235000,0.254902,4171883800.500000
engine::TT::ageEntries::__l2::<lambda_1>::operator(),0.026998,0.026998,0.0,0.0,20.0,20.0,0.0,0.0,25.7,6.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,521130000,0.178161,3438931755.777778
"std::array<chess::Bitboard,64>::operator[]",0.026998,0.026998,0.0,0.0,18.2,18.2,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,335440000,0.267857,3327998473.333333
[Loop at line 391 in engine::Evaluator::pawnEval],0.025998,0.025998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,335440000,0.428571,5529597463.384616
[Loop at line 546 in engine::Evaluator::pieceEval],0.024998,0.024998,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,404325000,0.385185,6230013142.080000
chess::MoveGenerator::isPseudoLegal,0.024998,0.024998,0.0,0.0,7.7,7.7,16.2,0.0,0.0,10.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,173710000,1.068966,7428092592.480000
chess::operator&,0.024998,0.024998,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,449250000,0.266667,4792317801.600000
engine::Search::goodCapture,0.024998,0.024998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,329450000,0.481818,6349821087.120000
chess::Bitboard::shifted,0.023998,0.023998,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,419300000,0.521429,9110395820.750000
chess::operator+,0.023998,0.023998,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,263560000,0.431818,4742397824.500000
"std::array<chess::Value,25>::operator[]",0.023998,0.023998,0.0,0.0,5.0,5.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,377370000,0.373016,5865597309.250000
"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.023998,0.023998,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,350415000,0.615385,8985595878.000000
_security_check_cookie,0.022998,0.022998,0.0,0.0,0.0,0.0,18.5,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,110815000,0.972973,4688136979.826087
chess::Bitboard::popLSB,0.022998,0.022998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,182695000,0.393443,3125424653.217391
std::countr_zero,0.022998,0.022998,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,100.0,,,778700000,0.123077,4167232870.956522
chess::Bitboard::popLSB,0.021999,0.021999,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,185690000,0.951613,8032578133.363636
chess::Position::getLastMove,0.021999,0.021999,0.0,0.0,0.0,0.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,263560000,0.375000,4492797939.000000
chess::operator&,0.021999,0.021999,0.0,0.0,7.7,7.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,242595000,0.407407,4492797939.000000
chess::Move::encode,0.020999,0.020999,0.0,0.0,0.0,0.0,10.0,3.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,245590000,0.609756,7131425300.000000
chess::Color::sign,0.019999,0.019999,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,236605000,0.329114,3893758213.800000
