Function,CPU Time,Performance-core (P-core):Memory Bound(%),Performance-core (P-core):Memory Bound:L1 Bound(%),Performance-core (P-core):Memory Bound:L2 Bound(%),Performance-core (P-core):Memory Bound:L3 Bound(%),Performance-core (P-core):Memory Bound:DRAM Bound(%),Performance-core (P-core):Memory Bound:Store Bound(%),Efficient-core (E-core):Memory Bound(%),Efficient-core (E-core):Memory Bound:L1 Bound(%),Efficient-core (E-core):Memory Bound:L2 Bound(%),Efficient-core (E-core):Memory Bound:L3 Bound(%),Efficient-core (E-core):Memory Bound:DRAM Bound(%),Loads,Stores,LLC Miss Count,Module,Function (Full),Source File,Start Address
chess::MoveGenerator::updateSortValues,0.897940,0.8,6.0,0.5,2.9,1.2,0.2,0.0,0.0,0.5,0.9,0.0,2560276806,988729661,0,frankycpp_v1.8.exe,"chess::MoveGenerator::updateSortValues(class chess::Position const &,class chess::StaticMoveList<256> *)",MoveGenerator.cpp,0x140262e70
"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.852943,0.4,7.6,0.0,0.2,0.0,0.5,,0.0,0.0,0.0,0.0,1187235616,755622668,0,frankycpp_v1.8.exe,"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x140236d80
std::_Checked_x86_x64_countr_zero<unsigned __int64>,0.838944,3.0,12.5,0.0,3.3,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3459503782,1902157063,0,frankycpp_v1.8.exe,std::_Checked_x86_x64_countr_zero<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140265580
engine::Evaluator::rookEval,0.812946,3.5,3.1,0.5,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,4124323726,2495274856,0,frankycpp_v1.8.exe,"engine::Evaluator::rookEval(class chess::Position const &,struct chess::Score &,class chess::Color,class chess::Color,class chess::Square)",Evaluator.cpp,0x14026a9c0
std::_Checked_popcount<unsigned __int64>,0.798947,4.2,9.3,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295598865,1626348789,1100462,frankycpp_v1.8.exe,std::_Checked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241510
chess::MoveGenerator::getNextPseudoLegalMove,0.791947,4.6,5.0,0.3,0.5,0.5,1.6,7.6,0.0,0.0,0.0,0.0,3459903794,1740952227,0,frankycpp_v1.8.exe,"chess::MoveGenerator::getNextPseudoLegalMove(class chess::Position const &,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140260df0
engine::Search::thread,0.789948,2.9,3.4,2.8,2.1,0.5,0.0,32.6,59.4,0.0,0.0,0.0,1951058530,531415942,0,frankycpp_v1.8.exe,engine::Search::thread,Search.h,0x1402212c6
engine::Evaluator::coordinationEval,0.730952,0.0,13.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1720951627,750422512,0,frankycpp_v1.8.exe,"engine::Evaluator::coordinationEval(class chess::Position const &,struct chess::Score &,class chess::Color)",Evaluator.cpp,0x14026b380
"std::_Atomic_storage<unsigned __int64,8>::store",0.728952,71.9,43.2,0.0,43.8,0.0,0.6,66.8,0.0,0.0,0.0,0.0,379911397,268108043,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d593
engine::Evaluator::evaluate,0.726952,10.1,22.2,0.0,6.2,0.3,1.9,0.0,0.0,0.0,0.0,0.0,3584607535,1982759481,550231,frankycpp_v1.8.exe,engine::Evaluator::evaluate(class chess::Position const &),Evaluator.cpp,0x140269890
chess::MoveGenerator::fillOnDemandMoveList,0.724952,1.7,6.7,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2810584315,1924257726,0,frankycpp_v1.8.exe,"chess::MoveGenerator::fillOnDemandMoveList(class chess::Position const &,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140262b20
chess::Position::givesCheck,0.712953,3.2,4.3,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3486004577,1584847544,0,frankycpp_v1.8.exe,chess::Position::givesCheck(class chess::Move),Position.cpp,0x14025c510
chess::MoveGenerator::generateMoves,0.708953,1.9,5.7,0.5,0.0,0.3,1.9,0.0,0.0,0.5,0.0,0.0,2122363669,1490644718,0,frankycpp_v1.8.exe,"chess::MoveGenerator::generateMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x140263ad0
engine::Search::thread,0.651957,3.8,4.5,0.0,4.2,0.6,0.0,26.7,50.1,0.0,0.0,0.0,1828954867,449213476,0,frankycpp_v1.8.exe,engine::Search::thread,Search.h,0x140220604
engine::Evaluator::threatEval,0.622959,0.0,18.8,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2930587915,1476944307,0,frankycpp_v1.8.exe,"engine::Evaluator::threatEval(class chess::Position const &,struct chess::Score &,class chess::Color)",Evaluator.cpp,0x14026b1e0
chess::Position::doMove,0.503967,1.6,9.9,0.0,0.4,0.0,4.4,0.0,0.0,0.0,0.0,0.0,2229166873,1046831404,0,frankycpp_v1.8.exe,chess::Position::doMove(class chess::Move),Position.cpp,0x14025b980
chess::Position::isAttacked,0.452970,8.2,1.4,0.0,4.6,3.6,0.0,44.5,0.0,0.0,0.0,0.0,1912657378,1254237626,0,frankycpp_v1.8.exe,"chess::Position::isAttacked(class chess::Square,class chess::Color)",Position.cpp,0x14025c1e0
chess::Position::removePiece,0.451970,7.3,20.7,0.0,4.5,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1725051750,1045831374,0,frankycpp_v1.8.exe,chess::Position::removePiece(class chess::Square),Position.cpp,0x14025d720
func@0x1800126c0,0.408973,100.0,0.5,0.5,0.0,0.0,39.8,0.0,0.0,0.0,0.0,0.0,1100033,0,0,vcruntime140.dll,func@0x1800126c0,[Unknown],0x1800126c0
chess::Position::putPiece,0.380975,6.1,16.6,0.0,5.5,0.0,0.0,8.9,0.0,0.0,0.0,0.0,1405042150,976829304,0,frankycpp_v1.8.exe,"chess::Position::putPiece(enum chess::Piece,class chess::Square)",Position.cpp,0x14025d610
"std::_Atomic_storage<unsigned __int64,8>::store",0.372975,45.3,24.4,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251207536,135704071,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d478
engine::See::see,0.364976,3.2,4.2,1.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1552346569,755522665,0,frankycpp_v1.8.exe,"engine::See::see(class chess::Position const &,class chess::Move)",See.cpp,0x14029e620
chess::MoveGenerator::generatePawnMoves,0.356976,7.3,12.7,0.0,2.9,0.0,11.0,6.7,0.0,0.0,0.0,0.0,1009530285,1048731461,0,frankycpp_v1.8.exe,"chess::MoveGenerator::generatePawnMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x1402630a0
"std::_Atomic_storage<unsigned __int64,8>::load",0.324978,69.3,0.0,0.0,28.4,64.5,0.0,9.0,0.0,0.0,0.0,0.0,69702091,48401452,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x140267581
engine::Evaluator::bishopEval,0.285981,3.9,3.5,0.7,0.0,0.0,7.7,,0.0,0.0,0.0,0.0,1728951867,948128443,0,frankycpp_v1.8.exe,engine::Evaluator::bishopEval,Evaluator.cpp,0x14026a5b8
engine::Evaluator::queenEval,0.239984,0.0,9.3,0.0,2.2,0.0,0.0,,0.0,,,,1017330519,783023490,0,frankycpp_v1.8.exe,engine::Evaluator::queenEval,Evaluator.cpp,0x14026a3b9
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.233984,30.2,0.0,1.0,27.0,23.0,4.0,,0.0,,,,182305469,103403102,0,frankycpp_v1.8.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140268d20
std::_Unchecked_popcount<unsigned __int64>,0.216986,0.0,4.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745022350,314709441,0,frankycpp_v1.8.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241500
engine::Evaluator::knightEval,0.207986,20.3,15.7,0.0,18.5,0.0,0.9,0.0,0.0,0.0,0.0,0.0,889626688,768223046,0,frankycpp_v1.8.exe,"engine::Evaluator::knightEval(class chess::Position const &,struct chess::Score &,class chess::Color,class chess::Color,class chess::Square)",Evaluator.cpp,0x14026a6d0
chess::moveValueGreaterComparator::operator(),0.206986,1.6,21.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,344010320,211606348,0,frankycpp_v1.8.exe,chess::moveValueGreaterComparator::operator(),move.h,0x140236da0
chess::Bitboard::shifted,0.201987,0.0,6.5,3.3,1.1,0.0,1.1,,0.0,0.0,0.0,0.0,633118993,959428782,0,frankycpp_v1.8.exe,chess::Bitboard::shifted,bitboard.h,0x14026319d
chess::Position::wasLegalMove,0.199987,0.0,6.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891626748,604018120,0,frankycpp_v1.8.exe,chess::Position::wasLegalMove(void),Position.cpp,0x14025c6d0
chess::Move::encode,0.188987,1.7,13.3,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,407912237,335310059,0,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263c25
"std::array<int,64>::operator[]",0.169989,0.0,1.2,3.6,0.0,0.0,0.0,0.0,0.0,,,,526215786,147804434,0,frankycpp_v1.8.exe,"std::array<int,64>::operator[]",array,0x140262f37
chess::Position::undoMove,0.164989,15.1,26.7,8.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619418582,348110443,0,frankycpp_v1.8.exe,chess::Position::undoMove(void),Position.cpp,0x14025be60
chess::Bitboard::operator bool,0.163989,0.0,7.6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494314829,308009240,0,frankycpp_v1.8.exe,chess::Bitboard::operator bool,bitboard.h,0x140263bc4
engine::Evaluator::pawnEval,0.162989,10.9,9.9,0.0,12.4,1.2,8.7,0.0,0.0,0.0,33.4,0.0,629318879,326209786,1100462,frankycpp_v1.8.exe,"engine::Evaluator::pawnEval(class chess::Position const &,struct chess::Score &)",Evaluator.cpp,0x140269e60
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.159989,0.0,7.2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,388311649,162104863,0,frankycpp_v1.8.exe,"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, __int64, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x1402642e0
chess::MoveGenerator::generateKingMoves,0.155990,1.7,0.0,0.0,0.0,0.0,1.3,0.0,0.0,,,,582317469,399011970,0,frankycpp_v1.8.exe,"chess::MoveGenerator::generateKingMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140263d90
chess::operator&,0.147990,0.0,6.6,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,617918537,210106303,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b296
"std::array<chess::Bitboard,64>::operator[]",0.143990,6.7,0.0,10.8,0.0,4.6,0.0,0.0,0.0,,,,588217646,407112213,0,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14016ca40
engine::See::revealedAttacks,0.140991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607018210,283908517,0,frankycpp_v1.8.exe,"engine::See::revealedAttacks(class chess::Position const &,class chess::Square,class chess::Bitboard,class chess::Color)",See.cpp,0x14029eae0
"std::array<unsigned __int64,64>::operator[]",0.138991,2.5,18.8,1.3,2.5,0.0,1.3,0.0,0.0,0.0,0.0,0.0,550016500,269908097,0,frankycpp_v1.8.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14025d762
chess::Bitboard::operator^=,0.133991,0.0,7.9,0.0,1.3,0.0,6.6,0.0,0.0,0.0,0.0,0.0,555516665,334510035,0,frankycpp_v1.8.exe,chess::Bitboard::operator^=,bitboard.h,0x14025d775
engine::See::attacksTo,0.133991,0.0,2.8,1.4,0.0,1.4,2.8,,0.0,0.0,0.0,0.0,562416872,513915417,0,frankycpp_v1.8.exe,"engine::See::attacksTo(class chess::Position const &,class chess::Square,class chess::Color)",See.cpp,0x14029e990
chess::Square::{ctor},0.130991,2.1,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608318249,251907557,550231,frankycpp_v1.8.exe,chess::Square::{ctor},square.h,0x14025c545
chess::makePiece,0.120992,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293408802,129103873,0,frankycpp_v1.8.exe,chess::makePiece,piece.h,0x14026ae4c
chess::Move::operator==,0.119992,3.7,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291608748,80302409,0,frankycpp_v1.8.exe,chess::Move::operator==,PVTable.h,0x140262fa6
chess::Position::getPiece,0.119992,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,261107833,139004170,0,frankycpp_v1.8.exe,chess::Position::getPiece,Position.h,0x14026ae45
std::popcount,0.117992,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,587517625,224106723,0,frankycpp_v1.8.exe,std::popcount,bit,0x14026b2af
std::countr_zero,0.116992,3.0,6.1,0.0,2.0,0.0,4.0,0.0,0.0,,,,338110143,229906897,0,frankycpp_v1.8.exe,std::countr_zero,bit,0x140263b72
engine::Search::storeTt,0.113992,11.1,11.1,0.0,2.2,0.0,6.6,0.0,0.0,,,,613518405,234707041,0,frankycpp_v1.8.exe,"engine::Search::storeTt(class chess::Position const &,enum chess::Depth,enum chess::Depth,class chess::Move,class chess::Value,enum chess::ValueType,class chess::Value)",Search.cpp,0x1402216f0
chess::Position::movePiece,0.111993,23.5,38.1,4.5,2.2,0.0,4.5,0.0,0.0,0.0,0.0,0.0,349610488,206906207,0,frankycpp_v1.8.exe,"chess::Position::movePiece(class chess::Square,class chess::Square)",Position.cpp,0x14025d5e0
std::_Countr_zero_tzcnt<unsigned __int64>,0.101993,0.0,13.4,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,249107473,155604668,0,frankycpp_v1.8.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140265570
chess::Bitboard::shifted,0.099993,0.0,3.7,3.7,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,278408352,196905907,0,frankycpp_v1.8.exe,chess::Bitboard::shifted(class chess::Direction),bitboard.h,0x140265360
chess::operator*,0.099993,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382511475,183705511,0,frankycpp_v1.8.exe,chess::operator*,value.h,0x140269d85
chess::operator<,0.093994,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,235907077,124703741,0,frankycpp_v1.8.exe,chess::operator<,rank.h,0x14026ae34
engine::TT::Entry::{ctor},0.091994,65.4,7.2,21.6,12.0,60.0,0.0,,0.0,0.0,0.0,0.0,16900507,9200276,0,frankycpp_v1.8.exe,engine::TT::Entry::{ctor},TT.h,0x14026d60f
"std::_Atomic_storage<unsigned __int64,8>::load",0.088994,17.9,0.0,20.7,22.6,0.0,0.0,,0.0,0.0,0.0,0.0,38501155,26400792,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x14026738b
engine::See::getLeastValuablePiece,0.082994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,407412222,215006450,0,frankycpp_v1.8.exe,"engine::See::getLeastValuablePiece(class chess::Position const &,class chess::Bitboard,class chess::Color)",See.cpp,0x14029e910
"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",0.080995,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265507965,141204236,0,frankycpp_v1.8.exe,"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",memory,0x1402212bb
chess::Position::hasCheck,0.079995,42.9,0.0,0.0,42.9,7.2,0.0,,0.0,,,,159904797,72602178,0,frankycpp_v1.8.exe,chess::Position::hasCheck(void),Position.cpp,0x14025c4c0
engine::PawnTT::Entry::Entry,0.079995,41.9,33.4,0.0,35.6,8.9,42.3,26.7,0.0,0.0,0.0,0.0,59401782,35601068,0,frankycpp_v1.8.exe,engine::PawnTT::Entry::Entry(struct engine::PawnTT::Entry const &),PawnTT.cpp,0x1402665d0
engine::Search::sendSearchUpdateToUci,0.076995,0.0,15.2,3.8,3.8,0.0,0.0,0.0,0.0,,,,72602178,14300429,0,frankycpp_v1.8.exe,engine::Search::sendSearchUpdateToUci(void),Search.cpp,0x14022aa80
"std::array<chess::Value,25>::operator[]",0.073995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,264007920,140804224,0,frankycpp_v1.8.exe,"std::array<chess::Value,25>::operator[]",array,0x140263c19
std::optional<engine::PawnTT::Entry>::{ctor},0.073995,25.0,13.8,2.8,27.6,5.5,0.0,,0.0,,,,15400462,14300429,550231,frankycpp_v1.8.exe,std::optional<engine::PawnTT::Entry>::{ctor},optional,0x1402675a0
chess::operator<,0.072995,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,,,,271108133,128703861,0,frankycpp_v1.8.exe,chess::operator<,value.h,0x14029e7b8
chess::typeOf,0.072995,13.0,7.4,2.5,0.0,0.0,0.0,0.0,0.0,,,,326009780,163204896,0,frankycpp_v1.8.exe,chess::typeOf,piece.h,0x14025d744
engine::TT::prefetch,0.071995,0.0,0.0,0.0,2.9,0.0,0.0,,0.0,,,,289708691,140804224,0,frankycpp_v1.8.exe,engine::TT::prefetch,TT.h,0x1402205ee
std::countr_zero,0.071995,0.0,25.3,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398611958,200606018,0,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269a70
chess::Move::encode,0.070995,0.0,15.5,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135304059,102303069,0,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263cfd
chess::StaticMoveList<256>::push_back,0.068995,0.0,7.9,2.6,0.0,2.6,2.6,0.0,0.0,0.0,0.0,0.0,121403642,155904677,0,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263d06
engine::Search::goodCapture,0.067995,5.9,0.0,2.6,0.0,0.0,0.0,,0.0,,,,285708571,100103003,0,frankycpp_v1.8.exe,"engine::Search::goodCapture(class chess::Position const &,class chess::Move,bool)",Search.cpp,0x1402215b0
chess::Bitboard::popLSB,0.065996,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124303729,48401452,0,frankycpp_v1.8.exe,chess::Bitboard::popLSB,bitboard.h,0x14026b3f0
chess::Position::getPieceBb,0.063996,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353510605,122103663,0,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x14026b28b
chess::Bitboard::operator|=,0.061996,0.0,11.5,0.0,5.7,0.0,0.0,0.0,0.0,,,,229306879,208306249,0,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14025d662
chess::operator&,0.061996,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,99002970,30800924,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026af5f
chess::operator&,0.061996,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183405502,73702211,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x140220268
chess::operator+,0.060996,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,216706501,93502805,0,frankycpp_v1.8.exe,chess::operator+,value.h,0x140269db1
func@0x1400e34a0,0.060996,62.5,0.0,96.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300099,1100033,0,nvlddmkm.sys,func@0x1400e34a0,[Unknown],0x1400e34a0
chess::Value::{ctor},0.059996,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,190005700,67102013,0,frankycpp_v1.8.exe,chess::Value::{ctor},value.h,0x14029eb80
chess::operator&,0.059996,0.0,5.9,0.0,0.0,0.0,3.0,0.0,0.0,,,,467514025,206106183,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026aa85
engine::PawnTT::put,0.059996,35.7,0.0,15.7,31.4,0.0,0.0,0.0,0.0,,,,14700441,6600198,0,frankycpp_v1.8.exe,"engine::PawnTT::put(struct engine::PawnTT::Entry *,unsigned __int64,struct chess::Score,class chess::Bitboard,class chess::Bitboard)",PawnTT.cpp,0x140267360
"std::array<chess::Move,64>::operator[]",0.058996,0.0,12.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163904917,49501485,0,frankycpp_v1.8.exe,"std::array<chess::Move,64>::operator[]",array,0x140262fa4
chess::MoveGenerator::isPseudoLegal,0.057996,22.2,12.8,21.4,8.5,8.5,0.0,0.0,0.0,,,,86202586,82202466,0,frankycpp_v1.8.exe,"chess::MoveGenerator::isPseudoLegal(class chess::Position const &,class chess::Move)",MoveGenerator.cpp,0x140261080
chess::Position::attacksTo,0.057996,11.1,0.0,0.0,0.0,0.0,3.9,0.0,0.0,,,,197705931,192205766,0,frankycpp_v1.8.exe,"chess::Position::attacksTo(class chess::Square,class chess::Color)",Position.cpp,0x14025c370
std::countr_zero,0.057996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,158404752,121403642,0,frankycpp_v1.8.exe,std::countr_zero,bit,0x14026a3b1
chess::Move::stripped,0.051997,12.5,9.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,141204236,19800594,0,frankycpp_v1.8.exe,chess::Move::stripped,move.h,0x140262ec0
_security_check_cookie,0.049997,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,,,,106703201,49501485,0,frankycpp_v1.8.exe,_security_check_cookie,amdsecgs.asm,0x140619cf0
chess::operator&,0.049997,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200206006,126503795,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c688
chess::operator++,0.049997,0.0,6.9,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,159904797,98302949,0,frankycpp_v1.8.exe,chess::operator++,piecetype.h,0x140263d59
"std::array<int,64>::operator[]",0.049997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,239807194,141904257,0,frankycpp_v1.8.exe,"std::array<int,64>::operator[]",array,0x14026a45d
chess::StaticMoveList<256>::push_back,0.048997,10.0,28.3,0.0,0.0,0.0,4.7,0.0,0.0,,,,105603168,62701881,0,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263c4a
chess::operator&,0.048997,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,183705511,56101683,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b27d
chess::operator&,0.048997,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,276108283,222606678,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14029ea97
chess::operator|,0.048997,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256307689,197305919,0,frankycpp_v1.8.exe,chess::operator|,bitboard.h,0x14029ea8c
