Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
chess::Square::{ctor},0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,86855000,0.551724,3194878514.133333
chess::StaticMoveList<256>::push_back,0.014999,0.014999,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,152745000,0.549020,5591037399.733334
chess::operator&,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,380365000,0.299213,7587836471.066667
chess::operator&,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,68885000,0.956522,4392957956.933333
chess::operator+=,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,251580000,0.226190,3793918235.533333
chess::operator-,0.014999,0.014999,0.0,0.0,20.0,20.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,146755000,0.448980,4392957956.933333
chess::operator-,0.014999,0.014999,0.0,0.0,100.0,100.0,70.8,0.0,15.2,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,53910000,1.833333,6589436935.400001
chess::valueOf,0.014999,0.014999,0.0,0.0,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,254575000,0.152941,2595838792.733334
std::atomic<unsigned __int64>::{ctor},0.014999,0.014999,0.0,0.0,60.0,60.0,19.3,0.0,64.2,32.1,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,14975000,5.200000,5191677585.466667
[Loop at line 476 in engine::Evaluator::pawnEval],0.013999,0.013999,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,164725000,0.618182,7274053759.857142
chess::Bitboard::operator bool,0.013999,0.013999,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,122795000,0.439024,3850969637.571429
chess::Bitboard::operator bool,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,341430000,0.324561,7915882032.785714
chess::Bitboard::operator|=,0.013999,0.013999,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,185690000,0.370968,4920683425.785714
chess::Bitboard::operator|=,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,131780000,0.386364,3637026879.928571
chess::Direction::pawnPush,0.013999,0.013999,0.0,0.0,0.0,0.0,14.7,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,242595000,0.419753,7274053759.857142
chess::Position::checkInsufficientMaterial,0.013999,0.013999,0.0,0.0,0.0,0.0,83.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,380365000,0.157480,4278855152.857143
chess::operator&,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,212645000,0.169014,2567313091.714285
chess::operator&,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104825000,0.457143,3423084122.285714
func@0x140cbc720,0.013999,0.013999,0.0,0.0,84.6,84.6,21.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,0,,4920683425.785714
std::clamp,0.013999,0.013999,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,227620000,0.263158,4278855152.857143
std::min,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,113810000,0.342105,2781255849.357143
std::popcount,0.013999,0.013999,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,239600000,0.337500,5776454456.357143
chess::Bitboard::operator bool,0.012999,0.012999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,113810000,0.394737,3455998392.692307
chess::Bitboard::operator bool,0.012999,0.012999,0.0,0.0,0.0,0.0,21.4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,170715000,0.684211,8985595821.000000
chess::Bitboard::popLSB,0.012999,0.012999,0.0,0.0,0.0,0.0,8.1,0.0,12.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,305490000,0.401961,9446395606.692307
chess::StaticMoveList<128>::pop_back,0.012999,0.012999,0.0,0.0,45.5,45.5,55.6,0.0,9.3,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,92845000,0.580645,4147198071.230769
chess::operator&,0.012999,0.012999,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104825000,0.600000,4838397749.769231
chess::operator*,0.012999,0.012999,0.0,0.0,0.0,0.0,51.8,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,652910000,0.133028,6681596892.538462
chess::operator+,0.012999,0.012999,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,233610000,0.217949,3916798178.384615
chess::operator~,0.012999,0.012999,0.0,0.0,40.0,40.0,26.7,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.781250,5759997321.153847
engine::Search::valueFromTt,0.012999,0.012999,0.0,0.0,33.3,33.3,21.8,0.0,7.3,7.3,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,,29950000,2.400000,5529597428.307693
std::countr_zero,0.012999,0.012999,0.0,0.0,8.3,8.3,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,137770000,0.565217,5990397214.000000
[Loop@0x140255db0 in func@0x140255da0],0.011999,0.011999,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2995000,23.000000,5740797330.083334
chess::Bitboard::operator bool,0.011999,0.011999,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,122795000,0.243902,2495998839.166667
chess::Bitboard::operator^=,0.011999,0.011999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,299500000,0.250000,6239997097.916667
chess::Move::operator==,0.011999,0.011999,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,185690000,0.290323,4492797910.500000
chess::Position::getKingSquare,0.011999,0.011999,0.0,0.0,14.3,14.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,410315000,0.145985,4991997678.333334
chess::Position::getPieceBb,0.011999,0.011999,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,134775000,0.444444,4991997678.333334
chess::StaticMoveList<128>::push_back,0.011999,0.011999,0.0,0.0,72.7,72.7,25.0,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,5241597562.250000
chess::Value::operator int,0.011999,0.011999,0.0,0.0,0.0,0.0,5.2,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,188685000,0.523810,8236796169.250000
chess::Value::{ctor},0.011999,0.011999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,239600000,0.287500,5740797330.083334
chess::operator&,0.011999,0.011999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,173710000,0.344828,4991997678.333334
chess::operator&,0.011999,0.011999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,155740000,0.365385,4742397794.416666
chess::operator|,0.011999,0.011999,0.0,0.0,9.1,9.1,9.8,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,107820000,0.472222,4243198026.583333
chess::operator~,0.011999,0.011999,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,233610000,0.269231,5241597562.250000
chess::typeOf,0.011999,0.011999,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,233610000,0.294872,5740797330.083334
func@0x14033c480,0.011999,0.011999,0.0,0.0,100.0,100.0,0.0,0.0,33.4,33.4,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,8985000,5.000000,3743998258.750000
chess::Bitboard::operator bool,0.010999,0.010999,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,125790000,0.404762,4628943301.727273
chess::Bitboard::operator bool,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,77870000,0.923077,6534978778.909090
chess::Bitboard::popLSB,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,83860000,0.857143,6534978778.909090
chess::Move::stripped,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,89850000,0.466667,3812070954.363636
chess::Position::getPieceBb,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,92845000,0.612903,5173524866.636364
chess::Position::getPieceBb,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,233610000,0.217949,4628943301.727273
chess::Rank::promotionFor,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104825000,0.514286,4901234084.181818
chess::Square::rank,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,74875000,0.280000,1906035477.181818
chess::StaticMoveList<256>::push_back,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,140765000,0.489362,6262687996.454545
chess::operator&,0.010999,0.010999,0.0,0.0,25.0,25.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,80865000,0.333333,2450617042.090909
chess::operator+=,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,215640000,0.388889,7624141908.727273
chess::operator|,0.010999,0.010999,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,203660000,0.397059,7351851126.272727
chess::typeOf,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59900000,0.550000,2995198607.000000
engine::PVTable::clear,0.010999,0.010999,0.0,0.0,83.3,83.3,89.0,0.0,11.1,11.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,53910000,0.833333,4084361736.818182
func@0x140317160,0.010999,0.010999,0.0,0.0,16.7,16.7,0.0,0.0,83.5,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,3267489389.454545
func@0x1406b1730,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17970000,2.000000,3267489389.454545
"std::array<chess::HistoryState,1024>::operator[]",0.010999,0.010999,0.0,0.0,50.0,50.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119800000,0.750000,8168723473.636363
"std::array<chess::Move,128>::operator[]",0.010999,0.010999,0.0,0.0,100.0,100.0,23.8,11.9,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14975000,2.800000,3812070954.363636
std::countr_zero,0.010999,0.010999,0.0,0.0,9.1,9.1,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,128785000,0.279070,3267489389.454545
std::popcount,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,221630000,0.459459,9257886603.454546
std::popcount,0.010999,0.010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,53910000,1.611111,7896432691.181818
[Loop at line 1076 in chess::MoveGenerator::generateKingMoves],0.009999,0.009999,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,68885000,0.695652,4792317771.200000
[Loop at line 554 in engine::Evaluator::pieceEval],0.009999,0.009999,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,74875000,0.560000,4193278049.800000
chess::Bitboard::operator^=,0.009999,0.009999,0.0,0.0,0.0,0.0,14.7,4.9,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,197670000,0.530303,10483195124.500000
chess::Bitboard::operator~,0.009999,0.009999,0.0,0.0,14.3,14.3,0.0,7.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,176705000,0.406780,7188476656.800000
chess::Move::setValue,0.009999,0.009999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,53910000,0.388889,2096639024.900000
chess::Move::type,0.009999,0.009999,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,182695000,0.245902,4492797910.500000
chess::Position::getGamePhaseFactor,0.009999,0.009999,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,434275000,0.137931,5990397214.000000
chess::Position::getNextPlayer,0.009999,0.009999,0.0,0.0,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,56905000,0.684211,3893758189.100000
chess::Square::file,0.009999,0.009999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,140765000,0.468085,6589436935.400001
chess::StaticMoveList<128>::push_back,0.009999,0.009999,0.0,0.0,100.0,100.0,0.0,0.0,68.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5990000,11.000000,6589436935.400001
chess::StaticMoveList<256>::empty,0.009999,0.009999,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,161730000,0.370370,5990397214.000000
chess::StaticMoveList<256>::empty,0.009999,0.009999,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,167720000,0.589286,9884155403.100000
chess::StaticMoveList<256>::empty,0.009999,0.009999,0.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,167720000,0.214286,3594238328.400000
chess::colorOf,0.009999,0.009999,0.0,0.0,33.3,33.3,0.0,13.9,27.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,23960000,1.500000,3594238328.400000
chess::operator&,0.009999,0.009999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.343750,3294718467.700000
chess::operator-,0.009999,0.009999,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,128785000,0.465116,5990397214.000000
chess::operator|,0.009999,0.009999,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,98835000,0.545455,5391357492.600000
chess::operator~,0.009999,0.009999,0.0,0.0,20.0,20.0,0.0,0.0,18.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,26955000,1.000000,2695678746.300000
chess::typeOf,0.009999,0.009999,0.0,0.0,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,101830000,0.441176,4492797910.500000
std::max,0.009999,0.009999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,224625000,0.413333,9285115681.700001
[Loop at line 1093 in chess::MoveGenerator::generateKingMoves],0.008999,0.008999,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,152745000,0.607843,10316795201.888889
[Loop@0x140294b30 in func@0x140294a20],0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,95840000,0.562500,5990397214.000000
[Loop@0x1402e4d21 in func@0x1402e4c76],0.008999,0.008999,0.0,0.0,100.0,100.0,11.9,23.8,0.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11980000,3.500000,4659197833.111112
[Loop@0x180005040 in _std_type_info_compare],0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.406250,4326397987.888888
chess::Bitboard::operator|=,0.008999,0.008999,0.0,0.0,20.0,20.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116805000,0.487179,6323197059.222222
chess::Bitboard::popLSB,0.008999,0.008999,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,179700000,0.433333,8652795975.777777
chess::Bitboard::{ctor},0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,134775000,0.333333,4991997678.333334
chess::Direction::{ctor},0.008999,0.008999,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,74875000,0.600000,4991997678.333334
chess::Move::operator==,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.343750,3660798297.444445
chess::Move::operator==,0.008999,0.008999,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104825000,0.514286,5990397214.000000
chess::Move::operator==,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,125790000,0.523810,7321596594.888889
chess::Move::setValue,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,146755000,0.408163,6655996904.444445
chess::Move::type,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,182695000,0.344262,6988796749.666667
chess::MoveGenerator::generateCastling,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26955000,0.555556,1663999226.111111
chess::Position::getNextPlayer,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71880000,0.500000,3993598142.666667
chess::moveValueGreaterComparator::operator(),0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,77870000,0.961538,8319996130.555555
chess::operator&,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,101830000,0.441176,4991997678.333334
chess::operator+=,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,245590000,0.268293,7321596594.888889
chess::operator+=,0.008999,0.008999,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,263560000,0.215909,6323197059.222222
chess::operator-,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,11.1,11.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,101830000,0.441176,4991997678.333334
chess::operator-,0.008999,0.008999,0.0,0.0,100.0,100.0,37.1,0.0,27.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,53910000,1.000000,5990397214.000000
engine::Evaluator::valueFromScore,0.008999,0.008999,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,230615000,0.181818,4659197833.111112
engine::PVTable::clear,0.008999,0.008999,0.0,0.0,100.0,100.0,39.7,15.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,41930000,1.571429,7321596594.888889
func@0x140414020,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,4991997678.333334
"std::array<chess::Bitboard,64>::operator[]",0.008999,0.008999,0.0,0.0,20.0,20.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119800000,0.475000,6323197059.222222
std::countr_zero,0.008999,0.008999,0.0,0.0,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,158735000,0.433962,7654396440.111111
[Loop at line 8518 in std::ranges::_Partition_by_median_guess_common],0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,50915000,1.823529,11606394602.125000
[Loop@0x14000115b in func@0x1400010e0],0.007999,0.007999,0.0,0.0,42.9,42.9,100.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,4867197736.375000
[Loop@0x1402e6d32 in func@0x1402e6c70],0.007999,0.007999,0.0,0.0,66.7,66.7,18.5,0.0,92.7,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2995000,9.000000,3369598432.875000
chess::Bitboard::operator|=,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62895000,0.523810,4118398084.625000
chess::Bitboard::operator|=,0.007999,0.007999,0.0,0.0,16.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,80865000,0.148148,1497599303.500000
chess::Bitboard::operator|=,0.007999,0.007999,0.0,0.0,50.0,50.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,137770000,0.239130,4118398084.625000
chess::Bitboard::operator~,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,149750000,0.420000,7862396343.375000
chess::Direction::pawnPush,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119800000,0.350000,5241597562.250000
chess::Move::encode,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,173710000,0.413793,8985595821.000000
chess::Position::getPieceBb,0.007999,0.007999,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,98835000,0.757576,9359995646.875000
