Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Instructions Retired,Microarchitecture Usage(%),Microarchitecture Usage:Microarchitecture Usage(%),Microarchitecture Usage:CPI Rate,Module,Function (Full),Source File,Start Address
chess::MoveGenerator::generatePawnMoves,0.569962,0.569962,0.0,0.0,5660550000,33.0,33.0,0.575132,frankycpp_v1.8.exe,"chess::MoveGenerator::generatePawnMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x1402630a0
chess::Position::removePiece,0.538964,0.538964,0.0,0.0,6139750000,35.0,35.0,0.498537,frankycpp_v1.8.exe,chess::Position::removePiece(class chess::Square),Position.cpp,0x14025d720
engine::PawnTT::Entry::Entry,0.534965,0.534965,0.0,0.0,2078530000,12.7,12.7,1.413545,frankycpp_v1.8.exe,engine::PawnTT::Entry::Entry(struct engine::PawnTT::Entry const &),PawnTT.cpp,0x1402665d0
engine::Evaluator::pawnEval,0.512966,0.512966,0.0,0.0,4070205000,28.0,28.0,0.656365,frankycpp_v1.8.exe,"engine::Evaluator::pawnEval(class chess::Position const &,struct chess::Score &)",Evaluator.cpp,0x140269e60
engine::PawnTT::prefetch,0.493967,0.493967,0.0,0.0,107820000,1.2,1.2,27.750000,frankycpp_v1.8.exe,engine::PawnTT::prefetch,PawnTT.h,0x1402212e0
chess::Position::putPiece,0.474969,0.474969,0.0,0.0,5262215000,36.0,36.0,0.501423,frankycpp_v1.8.exe,"chess::Position::putPiece(enum chess::Piece,class chess::Square)",Position.cpp,0x14025d610
chess::Position::isAttacked,0.467969,0.467969,0.0,0.0,6969365000,46.9,46.9,0.415986,frankycpp_v1.8.exe,"chess::Position::isAttacked(class chess::Square,class chess::Color)",Position.cpp,0x14025c1e0
engine::See::see,0.463969,0.463969,0.0,0.0,6717785000,45.7,45.7,0.372715,frankycpp_v1.8.exe,"engine::See::see(class chess::Position const &,class chess::Move)",See.cpp,0x14029e620
func@0x1800126c0,0.419972,0.419972,0.0,0.0,8985000,1.1,1.1,256.333333,vcruntime140.dll,func@0x1800126c0,[Unknown],0x1800126c0
engine::Evaluator::knightEval,0.372975,0.372975,0.0,0.0,5399985000,48.4,48.4,0.339989,frankycpp_v1.8.exe,"engine::Evaluator::knightEval(class chess::Position const &,struct chess::Score &,class chess::Color,class chess::Color,class chess::Square)",Evaluator.cpp,0x14026a6d0
engine::Evaluator::bishopEval,0.370975,0.370975,0.0,0.0,5870200000,46.3,46.3,0.372449,frankycpp_v1.8.exe,engine::Evaluator::bishopEval,Evaluator.cpp,0x14026a5b8
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.325978,0.325978,0.0,0.0,1761060000,17.0,17.0,1.134354,frankycpp_v1.8.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140268d20
chess::Position::wasLegalMove,0.315979,0.315979,0.0,0.0,4842915000,49.1,49.1,0.328386,frankycpp_v1.8.exe,chess::Position::wasLegalMove(void),Position.cpp,0x14025c6d0
std::optional<engine::PawnTT::Entry>::{ctor},0.308980,0.308980,0.0,0.0,512145000,7.3,7.3,2.859649,frankycpp_v1.8.exe,std::optional<engine::PawnTT::Entry>::{ctor},optional,0x1402675a0
engine::Evaluator::queenEval,0.302980,0.302980,0.0,0.0,5238255000,51.6,51.6,0.307033,frankycpp_v1.8.exe,engine::Evaluator::queenEval,Evaluator.cpp,0x14026a3b9
std::_Unchecked_popcount<unsigned __int64>,0.253983,0.253983,0.0,0.0,3054900000,38.6,38.6,0.455882,frankycpp_v1.8.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241500
chess::Bitboard::shifted,0.242984,0.242984,0.0,0.0,3764715000,44.8,44.8,0.339698,frankycpp_v1.8.exe,chess::Bitboard::shifted,bitboard.h,0x14026319d
chess::moveValueGreaterComparator::operator(),0.231985,0.231985,0.0,0.0,2614635000,30.6,30.6,0.441008,frankycpp_v1.8.exe,chess::moveValueGreaterComparator::operator(),move.h,0x140236da0
chess::Move::encode,0.213986,0.213986,0.0,0.0,2521790000,38.0,38.0,0.438242,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263c25
chess::Position::undoMove,0.198987,0.198987,0.0,0.0,2084520000,28.8,28.8,0.538793,frankycpp_v1.8.exe,chess::Position::undoMove(void),Position.cpp,0x14025be60
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.198987,0.198987,0.0,0.0,2237265000,29.8,29.8,0.527443,frankycpp_v1.8.exe,"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, __int64, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x1402642e0
"std::array<int,64>::operator[]",0.196987,0.196987,0.0,0.0,2770375000,38.2,38.2,0.393514,frankycpp_v1.8.exe,"std::array<int,64>::operator[]",array,0x140262f37
chess::MoveGenerator::generateKingMoves,0.191987,0.191987,0.0,0.0,2446915000,39.5,39.5,0.419829,frankycpp_v1.8.exe,"chess::MoveGenerator::generateKingMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140263d90
engine::See::revealedAttacks,0.188987,0.188987,0.0,0.0,2387015000,45.3,45.3,0.368883,frankycpp_v1.8.exe,"engine::See::revealedAttacks(class chess::Position const &,class chess::Square,class chess::Bitboard,class chess::Color)",See.cpp,0x14029eae0
chess::Bitboard::operator bool,0.175988,0.175988,0.0,0.0,2539760000,44.4,44.4,0.392689,frankycpp_v1.8.exe,chess::Bitboard::operator bool,bitboard.h,0x140263bc4
chess::Bitboard::operator^=,0.174988,0.174988,0.0,0.0,1928780000,36.2,36.2,0.472050,frankycpp_v1.8.exe,chess::Bitboard::operator^=,bitboard.h,0x14025d775
chess::makePiece,0.173988,0.173988,0.0,0.0,1500495000,31.1,31.1,0.562874,frankycpp_v1.8.exe,chess::makePiece,piece.h,0x14026ae4c
engine::See::attacksTo,0.165989,0.165989,0.0,0.0,2800325000,54.0,54.0,0.326203,frankycpp_v1.8.exe,"engine::See::attacksTo(class chess::Position const &,class chess::Square,class chess::Color)",See.cpp,0x14029e990
"std::array<unsigned __int64,64>::operator[]",0.158989,0.158989,0.0,0.0,2075535000,37.2,37.2,0.443001,frankycpp_v1.8.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14025d762
"std::array<chess::Bitboard,64>::operator[]",0.152990,0.152990,0.0,0.0,2393005000,46.9,46.9,0.330413,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14016ca40
engine::Search::sendSearchUpdateToUci,0.147990,0.147990,0.0,0.0,23960000,0.9,0.9,36.625000,frankycpp_v1.8.exe,engine::Search::sendSearchUpdateToUci(void),Search.cpp,0x14022aa80
chess::operator&,0.136991,0.136991,0.0,0.0,2033605000,,,0.424153,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b296
chess::Square::{ctor},0.132991,0.132991,0.0,0.0,2138430000,44.5,44.5,0.344538,frankycpp_v1.8.exe,chess::Square::{ctor},square.h,0x14025c545
std::popcount,0.132991,0.132991,0.0,0.0,2060560000,,,0.369186,frankycpp_v1.8.exe,std::popcount,bit,0x14026b2af
chess::Position::getPiece,0.128991,0.128991,0.0,0.0,1218965000,32.0,32.0,0.597052,frankycpp_v1.8.exe,chess::Position::getPiece,Position.h,0x14026ae45
chess::Position::movePiece,0.128991,0.128991,0.0,0.0,1311810000,35.4,35.4,0.538813,frankycpp_v1.8.exe,"chess::Position::movePiece(class chess::Square,class chess::Square)",Position.cpp,0x14025d5e0
std::_Countr_zero_tzcnt<unsigned __int64>,0.126992,0.126992,0.0,0.0,1575370000,33.8,33.8,0.439163,frankycpp_v1.8.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140265570
chess::operator*,0.120992,0.120992,0.0,0.0,1494505000,,,0.414830,frankycpp_v1.8.exe,chess::operator*,value.h,0x140269d85
std::countr_zero,0.120992,0.120992,0.0,0.0,1593340000,41.2,41.2,0.409774,frankycpp_v1.8.exe,std::countr_zero,bit,0x140263b72
chess::Bitboard::shifted,0.107993,0.107993,0.0,0.0,1165055000,36.6,36.6,0.542416,frankycpp_v1.8.exe,chess::Bitboard::shifted(class chess::Direction),bitboard.h,0x140265360
engine::Search::storeTt,0.107993,0.107993,0.0,0.0,1797000000,46.8,46.8,0.388333,frankycpp_v1.8.exe,"engine::Search::storeTt(class chess::Position const &,enum chess::Depth,enum chess::Depth,class chess::Move,class chess::Value,enum chess::ValueType,class chess::Value)",Search.cpp,0x1402216f0
engine::TT::Entry::{ctor},0.102993,0.102993,0.0,0.0,281530000,7.7,7.7,2.457447,frankycpp_v1.8.exe,engine::TT::Entry::{ctor},TT.h,0x14026d60f
chess::operator<,0.095994,0.095994,0.0,0.0,1165055000,32.8,32.8,0.447301,frankycpp_v1.8.exe,chess::operator<,rank.h,0x14026ae34
chess::Move::operator==,0.093994,0.093994,0.0,0.0,1608315000,40.3,40.3,0.310987,frankycpp_v1.8.exe,chess::Move::operator==,PVTable.h,0x140262fa6
engine::See::getLeastValuablePiece,0.092994,0.092994,0.0,0.0,1707150000,65.3,65.3,0.292982,frankycpp_v1.8.exe,"engine::See::getLeastValuablePiece(class chess::Position const &,class chess::Bitboard,class chess::Color)",See.cpp,0x14029e910
chess::typeOf,0.089994,0.089994,0.0,0.0,1036270000,31.8,31.8,0.540462,frankycpp_v1.8.exe,chess::typeOf,piece.h,0x14025d744
chess::Position::hasCheck,0.087994,0.087994,0.0,0.0,787685000,19.5,19.5,0.589354,frankycpp_v1.8.exe,chess::Position::hasCheck(void),Position.cpp,0x14025c4c0
chess::StaticMoveList<256>::push_back,0.085994,0.085994,0.0,0.0,832610000,32.1,32.1,0.589928,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263d06
chess::Bitboard::popLSB,0.084994,0.084994,0.0,0.0,584025000,,,0.702564,frankycpp_v1.8.exe,chess::Bitboard::popLSB,bitboard.h,0x14026b3f0
chess::Position::getPieceBb,0.082994,0.082994,0.0,0.0,1108150000,34.3,34.3,0.513514,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x14026b28b
func@0x1400e34a0,0.081995,0.081995,0.0,0.0,0,0.3,0.3,,nvlddmkm.sys,func@0x1400e34a0,[Unknown],0x1400e34a0
engine::Search::goodCapture,0.079995,0.079995,0.0,0.0,1132110000,,,0.354497,frankycpp_v1.8.exe,"engine::Search::goodCapture(class chess::Position const &,class chess::Move,bool)",Search.cpp,0x1402215b0
"std::array<chess::Value,25>::operator[]",0.078995,0.078995,0.0,0.0,1278865000,42.7,42.7,0.374707,frankycpp_v1.8.exe,"std::array<chess::Value,25>::operator[]",array,0x140263c19
chess::operator&,0.077995,0.077995,0.0,0.0,1680195000,,,0.288770,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026aa85
engine::PawnTT::put,0.074995,0.074995,0.0,0.0,89850000,2.7,2.7,5.133333,frankycpp_v1.8.exe,"engine::PawnTT::put(struct engine::PawnTT::Entry *,unsigned __int64,struct chess::Score,class chess::Bitboard,class chess::Bitboard)",PawnTT.cpp,0x140267360
chess::MoveGenerator::isPseudoLegal,0.073995,0.073995,0.0,0.0,575040000,24.1,24.1,0.932292,frankycpp_v1.8.exe,"chess::MoveGenerator::isPseudoLegal(class chess::Position const &,class chess::Move)",MoveGenerator.cpp,0x140261080
chess::typeOf,0.073995,0.073995,0.0,0.0,760730000,39.1,39.1,0.421260,frankycpp_v1.8.exe,chess::typeOf,piece.h,0x140263c2e
std::countr_zero,0.073995,0.073995,0.0,0.0,2228280000,100.0,100.0,0.180108,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269a30
chess::Move::encode,0.069995,0.069995,0.0,0.0,919465000,30.1,30.1,0.485342,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263cfd
chess::operator+,0.069995,0.069995,0.0,0.0,784690000,34.3,34.3,0.446565,frankycpp_v1.8.exe,chess::operator+,value.h,0x140269db1
"std::_Atomic_storage<unsigned __int64,8>::store",0.069995,0.069995,0.0,0.0,197670000,8.3,8.3,2.090909,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d4f6
chess::MoveGenerator::resetOnDemand,0.068995,0.068995,0.0,0.0,380365000,,,0.944882,frankycpp_v1.8.exe,chess::MoveGenerator::resetOnDemand,MoveGenerator.h,0x14022109e
chess::Position::checkRepetitions,0.068995,0.068995,0.0,0.0,11980000,1.3,1.3,33.500000,frankycpp_v1.8.exe,chess::Position::checkRepetitions(int),Position.cpp,0x14025c8d0
chess::Position::getLastMove,0.068995,0.068995,0.0,0.0,961395000,42.2,42.2,0.327103,frankycpp_v1.8.exe,chess::Position::getLastMove,Position.h,0x140262f70
chess::Bitboard::operator|=,0.066996,0.066996,0.0,0.0,949415000,,,0.299685,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14026a70b
chess::Color::sign,0.066996,0.066996,0.0,0.0,664890000,47.6,47.6,0.558559,frankycpp_v1.8.exe,chess::Color::sign,color.h,0x140263258
chess::Bitboard::popLSB,0.065996,0.065996,0.0,0.0,712810000,,,0.302521,frankycpp_v1.8.exe,chess::Bitboard::popLSB,bitboard.h,0x140263b72
chess::Position::attacksTo,0.065996,0.065996,0.0,0.0,1171045000,51.0,51.0,0.345269,frankycpp_v1.8.exe,"chess::Position::attacksTo(class chess::Square,class chess::Color)",Position.cpp,0x14025c370
std::countr_zero,0.065996,0.065996,0.0,0.0,688850000,,,0.478261,frankycpp_v1.8.exe,std::countr_zero,bit,0x14026a3b1
chess::operator++,0.064996,0.064996,0.0,0.0,928450000,,,0.303226,frankycpp_v1.8.exe,chess::operator++,piecetype.h,0x140263d59
chess::operator&,0.063996,0.063996,0.0,0.0,757735000,38.5,38.5,0.462451,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026af5f
"std::array<chess::Move,64>::operator[]",0.061996,0.061996,0.0,0.0,934440000,,,0.339744,frankycpp_v1.8.exe,"std::array<chess::Move,64>::operator[]",array,0x140262fa4
chess::Bitboard::operator|=,0.060996,0.060996,0.0,0.0,1024290000,38.7,38.7,0.429825,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14025d662
chess::operator&,0.060996,0.060996,0.0,0.0,563060000,25.3,25.3,0.574468,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b27d
chess::operator&,0.060996,0.060996,0.0,0.0,1281860000,59.6,59.6,0.285047,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14029ea97
_security_check_cookie,0.059996,0.059996,0.0,0.0,359400000,19.6,19.6,0.925000,frankycpp_v1.8.exe,_security_check_cookie,amdsecgs.asm,0x140619cf0
chess::Move::stripped,0.059996,0.059996,0.0,0.0,682860000,30.7,30.7,0.482456,frankycpp_v1.8.exe,chess::Move::stripped,move.h,0x140262ec0
chess::operator&,0.058996,0.058996,0.0,0.0,835605000,,,0.347670,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x140220268
engine::Search::checkDrawRepAnd50,0.058996,0.058996,0.0,0.0,5990000,1.0,1.0,40.500000,frankycpp_v1.8.exe,"engine::Search::checkDrawRepAnd50(class chess::Position const &,int)",Search.cpp,0x140225ae0
chess::operator<,0.054996,0.054996,0.0,0.0,1245920000,53.0,53.0,0.293269,frankycpp_v1.8.exe,chess::operator<,value.h,0x14029e7b8
chess::Bitboard::operator bool,0.053996,0.053996,0.0,0.0,925455000,49.3,49.3,0.239482,frankycpp_v1.8.exe,chess::Bitboard::operator bool,bitboard.h,0x140263b55
chess::Value::{ctor},0.053996,0.053996,0.0,0.0,892510000,37.2,37.2,0.392617,frankycpp_v1.8.exe,chess::Value::{ctor},value.h,0x14029eb80
"std::array<chess::Bitboard,64>::operator[]",0.053996,0.053996,0.0,0.0,658900000,38.9,38.9,0.363636,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14026a6ee
std::countr_zero,0.053996,0.053996,0.0,0.0,2213305000,95.1,95.1,0.173207,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269a70
"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",0.053996,0.053996,0.0,0.0,560065000,43.1,43.1,0.491979,frankycpp_v1.8.exe,"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",memory,0x1402212bb
chess::Bitboard::operator|=,0.052996,0.052996,0.0,0.0,557070000,,,0.543011,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14025d656
chess::operator|,0.051997,0.051997,0.0,0.0,1150080000,,,0.208333,frankycpp_v1.8.exe,chess::operator|,bitboard.h,0x14029ea8c
chess::Move::from,0.050997,0.050997,0.0,0.0,763725000,50.6,50.6,0.298039,frankycpp_v1.8.exe,chess::Move::from,move.h,0x14021ffed
chess::operator~,0.050997,0.050997,0.0,0.0,667885000,43.2,43.2,0.313901,frankycpp_v1.8.exe,chess::operator~,color.h,0x14025bdcb
chess::Bitboard::operator|=,0.048997,0.048997,0.0,0.0,539100000,,,0.327778,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x140269a78
"std::_Atomic_storage<unsigned __int64,8>::store",0.048997,0.048997,0.0,0.0,92845000,,,2.677419,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d64f
chess::Bitboard::operator|=,0.047997,0.047997,0.0,0.0,724790000,72.7,72.7,0.305785,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14026a5db
chess::Position::getPieceBb,0.047997,0.047997,0.0,0.0,455240000,26.4,26.4,0.421053,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x14026adcb
chess::operator&,0.047997,0.047997,0.0,0.0,619965000,,,0.371981,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c22c
chess::operator|,0.047997,0.047997,0.0,0.0,470215000,49.7,49.7,0.496815,frankycpp_v1.8.exe,chess::operator|,bitboard.h,0x14029eb03
std::popcount,0.047997,0.047997,0.0,0.0,697835000,59.3,59.3,0.180258,frankycpp_v1.8.exe,std::popcount,bit,0x14026a55d
chess::StaticMoveList<256>::push_back,0.046997,0.046997,0.0,0.0,533110000,,,0.662921,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263c4a
chess::Value::operator int,0.046997,0.046997,0.0,0.0,395340000,,,0.568182,frankycpp_v1.8.exe,chess::Value::operator int,value.h,0x14025d7f9
chess::operator&,0.046997,0.046997,0.0,0.0,464225000,,,0.541935,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b4b8
engine::Search::stopConditions,0.046997,0.046997,0.0,0.0,371380000,18.5,18.5,0.693548,frankycpp_v1.8.exe,engine::Search::stopConditions(void),Search.cpp,0x140225a60
chess::Position::clearEnPassant,0.045997,0.045997,0.0,0.0,491180000,,,0.481707,frankycpp_v1.8.exe,chess::Position::clearEnPassant,Position.cpp,0x14025bd1c
chess::operator&,0.045997,0.045997,0.0,0.0,452245000,49.5,49.5,0.622517,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c27c
std::countr_zero,0.045997,0.045997,0.0,0.0,688850000,33.7,33.7,0.430435,frankycpp_v1.8.exe,std::countr_zero,bit,0x14026aee0
chess::Bitboard::popLSB,0.044997,0.044997,0.0,0.0,850580000,,,0.281690,frankycpp_v1.8.exe,chess::Bitboard::popLSB,bitboard.h,0x14026aee0
chess::operator|,0.044997,0.044997,0.0,0.0,569050000,42.0,42.0,0.510526,frankycpp_v1.8.exe,chess::operator|,bitboard.h,0x14026b215
engine::Search::valueToTt,0.044997,0.044997,0.0,0.0,572045000,,,0.361257,frankycpp_v1.8.exe,"engine::Search::valueToTt(class chess::Value,enum chess::Depth)",Search.cpp,0x140221750
"std::array<std::array<chess::Move,64>,64>::operator[]",0.043997,0.043997,0.0,0.0,682860000,43.0,43.0,0.385965,frankycpp_v1.8.exe,"std::array<std::array<chess::Move,64>,64>::operator[]",array,0x140262fa0
