Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Instructions Retired,Microarchitecture Usage(%),Microarchitecture Usage:Microarchitecture Usage(%),Microarchitecture Usage:CPI Rate,Module,Function (Full),Source File,Start Address
chess::Position::attacksTo,0.116992,0.116992,0.0,0.0,1602325000,48.1,48.1,0.349533,frankycpp_v1.8.exe,"chess::Position::attacksTo(class chess::Square,class chess::Color)",Position.cpp,0x14025c6b0
chess::Move::encode,0.114992,0.114992,0.0,0.0,1353740000,32.1,32.1,0.477876,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x14026403d
chess::MoveGenerator::resetOnDemand,0.113992,0.113992,0.0,0.0,655905000,23.3,23.3,0.867580,frankycpp_v1.8.exe,chess::MoveGenerator::resetOnDemand,MoveGenerator.h,0x140221291
engine::TT::prefetch,0.112992,0.112992,0.0,0.0,1820960000,59.5,59.5,0.340461,frankycpp_v1.8.exe,engine::TT::prefetch,TT.h,0x1402207cd
chess::operator<,0.108993,0.108993,0.0,0.0,1593340000,54.2,54.2,0.280075,frankycpp_v1.8.exe,chess::operator<,value.h,0x14029ec88
"std::array<chess::Value,25>::operator[]",0.103993,0.103993,0.0,0.0,1521460000,42.3,42.3,0.427165,frankycpp_v1.8.exe,"std::array<chess::Value,25>::operator[]",array,0x140263f59
chess::Position::checkRepetitions,0.098993,0.098993,0.0,0.0,365390000,10.7,10.7,1.393443,frankycpp_v1.8.exe,chess::Position::checkRepetitions(int),Position.cpp,0x14025cc10
engine::Search::goodCapture,0.098993,0.098993,0.0,0.0,1215970000,34.3,34.3,0.495074,frankycpp_v1.8.exe,"engine::Search::goodCapture(class chess::Position const &,class chess::Move,bool)",Search.cpp,0x1402217a0
chess::operator+,0.096994,0.096994,0.0,0.0,967385000,33.4,33.4,0.489164,frankycpp_v1.8.exe,chess::operator+,value.h,0x14026a1e1
engine::PawnTT::put,0.093994,0.093994,0.0,0.0,200665000,6.4,6.4,2.731343,frankycpp_v1.8.exe,"engine::PawnTT::put(struct engine::PawnTT::Entry *,unsigned __int64,struct chess::Score,class chess::Bitboard,class chess::Bitboard,int)",PawnTT.cpp,0x140267700
chess::Value::{ctor},0.091994,0.091994,0.0,0.0,817635000,33.6,33.6,0.673993,frankycpp_v1.8.exe,chess::Value::{ctor},value.h,0x14029f050
chess::operator++,0.091994,0.091994,0.0,0.0,1192010000,36.3,36.3,0.439698,frankycpp_v1.8.exe,chess::operator++,piecetype.h,0x140264099
chess::Position::getGamePhaseFactor,0.089994,0.089994,0.0,0.0,865555000,25.8,25.8,0.577855,frankycpp_v1.8.exe,chess::Position::getGamePhaseFactor,Position.h,0x140269d4b
std::countr_zero,0.087994,0.087994,0.0,0.0,2710475000,77.7,77.7,0.162431,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269e60
std::countr_zero,0.087994,0.087994,0.0,0.0,2530775000,84.3,84.3,0.202367,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269ea0
chess::operator&,0.086994,0.086994,0.0,0.0,859565000,,,0.445993,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b8e8
std::atomic<bool>::operator bool,0.085994,0.085994,0.0,0.0,745755000,27.6,27.6,0.730924,frankycpp_v1.8.exe,std::atomic<bool>::operator bool,atomic,0x140225c94
std::min,0.085994,0.085994,0.0,0.0,736770000,37.7,37.7,0.516260,frankycpp_v1.8.exe,std::min,utility,0x14026b4f1
"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",0.085994,0.085994,0.0,0.0,1638265000,57.3,57.3,0.252285,frankycpp_v1.8.exe,"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",memory,0x1402214ab
chess::typeOf,0.084994,0.084994,0.0,0.0,1093175000,40.1,40.1,0.358904,frankycpp_v1.8.exe,chess::typeOf,piece.h,0x140263f6e
chess::Bitboard::operator|=,0.083994,0.083994,0.0,0.0,1257900000,45.9,45.9,0.309524,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14026ab3b
"std::array<chess::Move,64>::operator[]",0.083994,0.083994,0.0,0.0,1500495000,45.0,45.0,0.313373,frankycpp_v1.8.exe,"std::array<chess::Move,64>::operator[]",array,0x1402632e4
_security_check_cookie,0.082994,0.082994,0.0,0.0,622960000,23.3,23.3,0.870192,frankycpp_v1.8.exe,_security_check_cookie,amdsecgs.asm,0x14061a1c0
"std::array<int,64>::operator[]",0.081995,0.081995,0.0,0.0,1656235000,,,0.229656,frankycpp_v1.8.exe,"std::array<int,64>::operator[]",array,0x14026a88d
chess::Position::getPieceBb,0.080995,0.080995,0.0,0.0,853575000,32.6,32.6,0.491228,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x14026b6bb
"std::array<chess::Bitboard,64>::operator[]",0.079995,0.079995,0.0,0.0,1114140000,48.1,48.1,0.301075,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14026ab1e
std::countr_zero,0.079995,0.079995,0.0,0.0,823625000,40.3,40.3,0.509091,frankycpp_v1.8.exe,std::countr_zero,bit,0x14026a7e1
std::optional<engine::TT::Entry>::{ctor},0.075995,0.075995,0.0,0.0,140765000,5.8,5.8,2.255319,frankycpp_v1.8.exe,std::optional<engine::TT::Entry>::{ctor},optional,0x14026dab7
chess::Bitboard::operator|=,0.073995,0.073995,0.0,0.0,982360000,35.1,35.1,0.484756,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14025d996
"std::_Atomic_reinterpret_as<__int64,unsigned __int64>",0.073995,0.073995,0.0,0.0,449250000,22.4,22.4,0.673333,frankycpp_v1.8.exe,"std::_Atomic_reinterpret_as<__int64,unsigned __int64>(unsigned __int64 const & __ptr64)",atomic,0x140269030
chess::operator&,0.072995,0.072995,0.0,0.0,1542425000,57.8,57.8,0.227184,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026aeb5
std::ranges::_Partition_by_median_guess_common,0.071995,0.071995,0.0,0.0,413310000,12.2,12.2,1.210145,frankycpp_v1.8.exe,std::ranges::_Partition_by_median_guess_common,algorithm,0x14026467f
chess::Move::stripped,0.070995,0.070995,0.0,0.0,1012310000,38.7,38.7,0.363905,frankycpp_v1.8.exe,chess::Move::stripped,move.h,0x140263200
chess::MoveGenerator::resetOnDemand,0.070995,0.070995,0.0,0.0,916470000,33.9,33.9,0.408497,frankycpp_v1.8.exe,chess::MoveGenerator::resetOnDemand,MoveGenerator.h,0x1402200e3
engine::Search::checkDrawRepAnd50,0.070995,0.070995,0.0,0.0,158735000,8.4,8.4,2.547170,frankycpp_v1.8.exe,"engine::Search::checkDrawRepAnd50(class chess::Position const &,int)",Search.cpp,0x140225d10
chess::Value::operator int,0.069995,0.069995,0.0,0.0,539100000,28.8,28.8,0.738889,frankycpp_v1.8.exe,chess::Value::operator int,value.h,0x14025da36
chess::operator<,0.066996,0.066996,0.0,0.0,1069215000,39.4,39.4,0.263305,frankycpp_v1.8.exe,chess::operator<,file.h,0x14026b37a
"std::array<chess::Bitboard,64>::operator[]",0.066996,0.066996,0.0,0.0,619965000,35.4,35.4,0.531401,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14025c53f
chess::Bitboard::operator|=,0.065996,0.065996,0.0,0.0,1075205000,57.6,57.6,0.350975,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x140269ea8
chess::operator&,0.065996,0.065996,0.0,0.0,745755000,53.8,53.8,0.489960,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c56c
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.065996,0.065996,0.0,0.0,350415000,19.9,19.9,0.905983,frankycpp_v1.8.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140269040
std::countr_zero,0.065996,0.065996,0.0,0.0,976370000,41.6,41.6,0.331288,frankycpp_v1.8.exe,std::countr_zero,bit,0x14026b310
chess::Color::sign,0.064996,0.064996,0.0,0.0,1033275000,49.2,49.2,0.321739,frankycpp_v1.8.exe,chess::Color::sign,color.h,0x140263598
chess::Position::clearEnPassant,0.064996,0.064996,0.0,0.0,694840000,32.4,32.4,0.366379,frankycpp_v1.8.exe,chess::Position::clearEnPassant,Position.cpp,0x14025c05c
chess::operator&,0.064996,0.064996,0.0,0.0,533110000,,,0.522472,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b6ad
chess::operator&,0.064996,0.064996,0.0,0.0,829615000,42.0,42.0,0.368231,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14025c5bc
"std::array<std::array<unsigned __int64,64>,16>::operator[]",0.064996,0.064996,0.0,0.0,467220000,22.3,22.3,0.884615,frankycpp_v1.8.exe,"std::array<std::array<unsigned __int64,64>,16>::operator[]",array,0x14025da9b
chess::Bitboard::operator bool,0.063996,0.063996,0.0,0.0,1153075000,41.7,41.7,0.309091,frankycpp_v1.8.exe,chess::Bitboard::operator bool,bitboard.h,0x140263e95
chess::StaticMoveList<256>::push_back,0.063996,0.063996,0.0,0.0,709815000,30.0,30.0,0.527426,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263f8a
chess::operator&,0.063996,0.063996,0.0,0.0,838600000,36.3,36.3,0.360714,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b38f
