Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
chess::MoveGenerator::getNextPseudoLegalMove,1.448904,1.448904,0.0,0.0,3.4,3.4,7.7,0.1,0.7,0.1,4.0,1.2,0.5,0.2,0.1,0.0,0.2,0.0,100.0,,,18395290000,0.426897,5419883191.809524
engine::Search::thread,1.441904,1.441904,0.0,0.0,3.0,3.0,1.9,2.2,2.2,0.4,40.3,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10171020000,0.737044,5199016720.400832
std::_Checked_x86_x64_countr_zero<unsigned __int64>,1.381908,1.381908,0.0,0.0,2.0,2.0,9.1,0.4,0.5,0.1,3.9,1.5,2.7,0.6,0.0,0.0,0.2,0.0,100.0,,,21647860000,0.358744,5619790148.594790
engine::Evaluator::rookEval,1.241918,1.241918,0.0,0.0,3.7,3.7,5.6,0.3,0.2,0.0,5.4,0.0,4.6,0.7,0.0,0.0,0.0,0.0,0.0,,,20803270000,0.344803,5775765427.834138
engine::TT::put,1.209920,1.209920,0.0,0.0,18.1,18.1,5.5,0.0,25.9,0.1,22.6,0.0,1.0,22.9,0.0,0.0,0.0,0.0,0.0,,,7077185000,0.936521,5477995467.006612
engine::Search::qsearch,1.163923,1.163923,0.0,0.0,11.4,11.4,7.5,0.0,8.1,2.0,21.2,3.1,0.3,9.9,0.1,0.0,1.3,0.0,100.0,,,9134750000,0.686885,5390842851.864262
chess::Position::doMove,1.158923,1.158923,0.0,0.0,9.6,9.6,7.2,2.8,3.2,0.1,8.9,0.0,5.6,1.2,0.1,0.0,0.0,0.0,0.0,,,11683495000,0.488080,4920498831.599654
engine::Search::thread,1.145924,1.145924,0.0,0.0,2.0,2.0,6.0,0.7,4.0,0.2,34.3,64.7,1.1,0.9,0.0,0.0,0.0,0.0,0.0,,,7882840000,0.778495,5355289654.183246
engine::Evaluator::coordinationEval,1.122926,1.122926,0.0,0.0,0.7,0.7,22.2,0.2,0.0,0.0,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,,,11404960000,0.520483,5286272161.257346
std::_Checked_popcount<unsigned __int64>,1.114926,1.114926,0.0,0.0,1.7,1.7,11.6,0.1,0.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,,,14037565000,0.438873,5525671329.634081
engine::Evaluator::evaluate,1.084928,1.084928,0.0,0.0,2.0,2.0,12.1,0.4,0.4,0.0,4.3,0.0,1.4,1.4,0.9,0.0,0.4,0.0,100.0,AVX(128); AVX(256),,17089470000,0.326148,5137386733.424885
chess::MoveGenerator::fillOnDemandMoveList,1.044931,1.044931,0.0,0.0,4.2,4.2,8.5,0.4,0.4,0.0,4.9,0.0,1.0,0.4,0.2,0.0,0.2,0.0,100.0,,,13980660000,0.406812,5442949428.511004
engine::Evaluator::threatEval,0.997934,0.997934,0.0,0.0,0.1,0.1,13.8,0.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13483490000,0.392492,5303122181.164329
[Loop at line 803 in chess::MoveGenerator::updateSortValues],0.937938,0.937938,0.0,0.0,5.3,5.3,9.0,0.9,1.0,3.5,12.2,0.8,8.9,3.2,0.5,0.0,0.0,0.0,0.0,,,11653545000,0.441018,5479489134.217484
chess::Position::removePiece,0.848944,0.848944,0.0,0.0,7.3,7.3,9.2,0.0,3.3,0.2,8.7,3.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,,,10033250000,0.474925,5612910461.891637
chess::Position::isAttacked,0.821945,0.821945,0.0,0.0,12.7,12.7,8.7,0.0,4.7,4.5,9.7,1.6,0.2,0.5,3.0,0.0,0.0,0.0,0.0,,,10892815000,0.392356,5199693930.367396
chess::Position::putPiece,0.782948,0.782948,0.0,0.0,8.3,8.3,14.7,0.0,4.5,0.1,7.6,0.0,1.7,1.6,0.0,0.0,0.0,0.0,0.0,,,8631590000,0.495142,5458682516.937420
engine::Search::search,0.781948,0.781948,0.0,0.0,10.7,10.7,13.0,0.0,5.0,1.9,17.6,2.6,0.9,6.9,0.3,0.0,0.0,0.0,0.0,,,7170030000,0.608187,5576738069.483377
[Loop at line 818 in engine::Evaluator::kingEval],0.777948,0.777948,0.0,0.0,0.2,0.2,10.0,0.3,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9724765000,0.433631,5420616500.318766
[Loop at line 1029 in chess::MoveGenerator::generateMoves],0.760950,0.760950,0.0,0.0,1.4,1.4,9.0,0.9,0.0,0.0,3.6,1.7,4.7,1.4,0.0,0.0,0.0,0.0,0.0,,,9470190000,0.427894,5325234840.890933
[Loop at line 2212 in engine::Search::qsearch],0.754950,0.754950,0.0,0.0,5.5,5.5,7.8,0.0,4.0,0.1,26.0,30.5,2.5,2.2,0.0,0.0,0.0,0.0,0.0,,,7029265000,0.571368,5319948782.312583
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.684955,0.684955,0.0,0.0,0.8,0.8,14.0,0.0,0.1,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5828270000,0.632066,5378239832.671533
engine::Evaluator::bishopEval,0.647957,0.647957,0.0,0.0,5.8,5.8,9.0,0.3,0.0,0.0,0.0,2.2,3.6,0.4,0.0,0.0,0.0,0.0,0.0,,,9110790000,0.379027,5329419741.848765
"std::_Atomic_storage<unsigned __int64,8>::load",0.645957,0.645957,0.0,0.0,39.3,39.3,3.7,0.9,16.9,38.8,69.0,18.5,3.0,13.0,0.0,0.0,2.3,0.0,100.0,,,2372040000,1.453283,5336646432.671826
engine::Evaluator::knightEval,0.641957,0.641957,0.0,0.0,12.6,12.6,8.0,0.0,2.6,0.3,7.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9206630000,0.375081,5379227402.987538
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.622959,0.622959,0.0,0.0,0.6,0.6,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5684510000,0.561117,5120203074.462279
engine::PawnTT::probe,0.621959,0.621959,0.0,0.0,5.7,5.7,7.8,0.0,13.4,1.2,36.2,0.0,1.6,1.3,0.3,0.0,2.0,0.0,100.0,,,6837585000,0.525186,5773702779.090032
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.464969,0.464969,0.0,0.0,22.9,22.9,0.0,1.5,12.4,13.7,35.2,0.0,0.3,15.1,5.4,0.0,1.2,0.0,100.0,,,3869540000,0.685759,5706980569.711827
chess::Position::undoMove,0.463969,0.463969,0.0,0.0,11.9,11.9,11.6,0.0,10.1,0.0,18.8,9.2,0.8,2.2,0.0,0.0,0.0,0.0,0.0,,,4201985000,0.530292,4802646040.655172
engine::Evaluator::queenEval,0.440971,0.440971,0.0,0.0,0.4,0.4,3.1,1.2,0.0,0.5,2.0,9.8,5.9,0.4,0.0,0.0,0.0,0.0,0.0,,,7161045000,0.317440,5155001682.435374
chess::MoveGenerator::updateSortValues,0.434971,0.434971,0.0,0.0,1.4,1.4,11.8,0.5,0.2,0.2,2.0,0.0,6.1,1.3,0.0,0.0,0.0,0.0,0.0,,,5118455000,0.444119,5226105153.917241
func@0x1800126c0,0.423972,0.423972,0.0,0.0,81.4,81.4,0.9,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,5418201251.891509
std::_Unchecked_popcount<unsigned __int64>,0.416972,0.416972,0.0,0.0,2.0,2.0,15.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4309805000,0.475330,4912987641.496403
chess::moveValueGreaterComparator::operator(),0.409973,0.409973,0.0,0.0,0.9,0.9,16.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4163050000,0.487770,4953035743.580487
"std::_Atomic_storage<unsigned __int64,8>::store",0.403973,0.403973,0.0,0.0,16.7,16.7,20.7,0.7,7.1,0.0,29.1,13.7,0.9,5.5,0.0,0.0,0.0,0.0,0.0,,,3809640000,0.568396,5360219287.470297
chess::Position::wasLegalMove,0.364976,0.364976,0.0,0.0,2.2,2.2,3.5,0.6,0.6,0.0,3.3,0.0,3.7,0.3,0.0,0.0,0.0,0.0,0.0,,,5777355000,0.322447,5104146665.567123
chess::MoveGenerator::generatePawnMoves,0.343977,0.343977,0.0,0.0,4.7,4.7,7.4,0.0,0.5,0.0,12.2,1.6,1.9,0.7,0.2,0.0,0.3,0.0,100.0,,,4252900000,0.476056,5885913539.697674
chess::Position::hasCheck,0.334978,0.334978,0.0,0.0,16.8,16.8,4.7,2.9,15.5,5.5,26.7,0.0,1.7,4.2,5.0,0.0,0.0,0.0,0.0,,,1928780000,0.925466,5328771251.271642
chess::Move::encode,0.317979,0.317979,0.0,0.0,1.6,1.6,5.7,1.3,0.3,0.3,2.7,5.8,6.5,0.4,0.0,0.0,0.0,0.0,0.0,,,3486180000,0.494845,5425265399.547170
[Loop at line 55 in engine::See::see],0.311979,0.311979,0.0,0.0,0.5,0.5,5.4,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4914795000,0.369287,5817597292.423077
chess::operator&,0.299980,0.299980,0.0,0.0,1.2,1.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3507145000,0.444065,5191677583.733334
[Loop at line 1025 in chess::MoveGenerator::generateMoves],0.297980,0.297980,0.0,0.0,5.2,5.2,8.7,1.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3084850000,0.483495,5005399012.711410
engine::See::see,0.296980,0.296980,0.0,0.0,5.5,5.5,8.0,0.0,0.0,0.0,4.2,0.0,1.3,0.8,0.0,0.0,0.0,0.0,0.0,,,3369375000,0.488889,5546664085.185185
chess::Bitboard::operator^=,0.295980,0.295980,0.0,0.0,2.1,2.1,3.6,0.0,0.7,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3204650000,0.466355,5049338190.520270
engine::See::attacksTo,0.290981,0.290981,0.0,0.0,3.5,3.5,2.5,0.4,0.7,0.0,1.6,0.0,1.8,0.5,0.0,0.0,0.0,0.0,0.0,,,4312800000,0.359722,5331659374.254295
[Loop at line 839 in engine::Evaluator::kingEval],0.274982,0.274982,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4576360000,0.321335,5347790965.621818
chess::Bitboard::shifted,0.274982,0.274982,0.0,0.0,1.8,1.8,6.2,1.4,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,100.0,,,4950735000,0.310950,5598298485.396364
chess::Bitboard::operator bool,0.273982,0.273982,0.0,0.0,0.6,0.6,12.4,0.0,0.4,0.0,1.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2962055000,0.465116,5028435615.912409
"std::array<int,64>::operator[]",0.271982,0.271982,0.0,0.0,0.5,0.5,12.9,1.0,0.3,0.3,4.8,0.0,6.6,0.8,0.0,0.0,0.0,0.0,0.0,,,4402650000,0.357143,5781173779.963235
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.268982,0.268982,0.0,0.0,3.4,3.4,6.2,1.5,0.4,0.0,6.0,2.7,6.5,1.6,1.1,0.0,0.0,0.0,0.0,,,3312470000,0.444846,5478207115.806691
[Loop at line 700 in chess::MoveGenerator::fillOnDemandMoveList],0.254983,0.254983,0.0,0.0,1.7,1.7,6.2,0.8,0.0,0.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,3057895000,0.439765,5273898721.937255
engine::TT::probe,0.246984,0.246984,0.0,0.0,30.1,30.1,0.0,0.0,24.1,9.9,38.3,0.0,0.3,29.8,0.3,0.0,0.0,0.0,0.0,,,1057235000,1.359773,5820628869.959514
engine::See::revealedAttacks,0.238984,0.238984,0.0,0.0,0.7,0.7,10.3,0.0,0.4,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3608975000,0.339419,5125674601.899582
chess::MoveGenerator::generateKingMoves,0.234984,0.234984,0.0,0.0,2.4,2.4,11.3,2.3,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2560725000,0.456140,4970755133.361702
engine::Search::storeTt,0.229985,0.229985,0.0,0.0,8.9,8.9,11.6,1.2,5.8,0.0,11.1,0.0,3.5,4.1,0.0,0.0,0.4,0.0,100.0,,,2671540000,0.517937,6016442417.269565
chess::Square::{ctor},0.227985,0.227985,0.0,0.0,0.6,0.6,6.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2980025000,0.382915,5005134512.657895
chess::makePiece,0.221985,0.221985,0.0,0.0,0.6,0.6,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2207315000,0.529172,5261835388.918919
"std::array<unsigned __int64,64>::operator[]",0.213986,0.213986,0.0,0.0,4.9,4.9,11.2,2.0,1.2,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,2662555000,0.470191,5850434660.317758
[Loop at line 894 in chess::MoveGenerator::generatePawnMoves],0.201987,0.201987,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,2.6,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,,,3120790000,0.344530,5323149997.792079
chess::MoveGenerator::generateMoves,0.196987,0.196987,0.0,0.0,20.2,20.2,7.1,0.5,0.5,0.0,0.0,0.0,1.7,0.9,0.0,0.0,0.0,0.0,0.0,,,2851240000,0.370798,5367031004.659898
std::_Countr_zero_tzcnt<unsigned __int64>,0.191987,0.191987,0.0,0.0,0.0,0.0,4.9,0.4,0.0,0.0,6.1,2.8,4.9,1.0,0.0,0.0,0.0,0.0,0.0,,,2797330000,0.438972,6395997023.229166
"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.185988,0.185988,0.0,0.0,1.8,1.8,8.8,0.0,1.1,0.0,0.0,0.0,4.5,1.1,0.0,0.0,0.0,0.0,0.0,,,1835935000,0.523654,5169133078.096774
chess::Move::operator==,0.184988,0.184988,0.0,0.0,1.1,1.1,5.3,0.0,0.0,0.0,23.2,0.0,13.8,0.6,0.6,0.0,0.0,0.0,0.0,,,2539760000,0.334906,4598034616.778378
chess::Position::movePiece,0.180988,0.180988,0.0,0.0,5.4,5.4,12.1,0.0,7.1,0.5,14.8,16.7,0.8,2.8,0.0,0.0,0.0,0.0,0.0,,,1880860000,0.541401,5626339922.872929
"std::array<chess::Bitboard,64>::operator[]",0.177988,0.177988,0.0,0.0,14.7,14.7,2.5,5.6,2.0,3.0,0.0,0.0,8.4,2.1,0.0,0.0,0.0,0.0,0.0,,,2342090000,0.445013,5855781544.314607
chess::Bitboard::operator|=,0.176988,0.176988,0.0,0.0,1.1,1.1,8.6,2.0,1.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1773040000,0.459459,4602791078.146893
engine::Search::sendSearchUpdateToUci,0.172989,0.172989,0.0,0.0,8.3,8.3,1.2,4.8,7.8,0.6,82.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,365390000,2.549180,5384432176.104046
std::countr_zero,0.169989,0.169989,0.0,0.0,4.0,4.0,4.8,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2027615000,0.434269,5179931706.847059
engine::TT::Entry::{ctor},0.168989,0.168989,0.0,0.0,53.7,53.7,13.8,0.0,35.6,38.8,30.8,0.0,0.0,13.7,38.9,0.0,0.0,0.0,0.0,,,389350000,2.515385,5795443456.579882
chess::MoveGenerator::isPseudoLegal,0.157990,0.157990,0.0,0.0,17.4,17.4,14.7,2.3,10.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1177035000,0.814249,6066225024.810127
chess::Bitboard::shifted,0.155990,0.155990,0.0,0.0,2.9,2.9,10.0,0.0,1.3,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,,,2015635000,0.429421,5548797417.525641
engine::Evaluator::pawnEval,0.152990,0.152990,0.0,0.0,19.3,19.3,13.2,0.0,5.0,1.3,10.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,100.0,,,3018960000,0.288690,5696750289.843137
chess::Position::getPiece,0.151990,0.151990,0.0,0.0,0.0,0.0,4.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1419630000,0.584388,5458355354.355264
chess::operator*,0.146990,0.146990,0.0,0.0,0.9,0.9,7.3,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,1916800000,0.512500,6683164236.517006
engine::PawnTT::Entry::Entry,0.145990,0.145990,0.0,0.0,13.6,13.6,0.0,0.0,13.5,3.7,41.4,6.7,4.0,13.4,1.3,0.0,1.6,0.0,100.0,AVX(128),,1949745000,0.365591,4882584028.958904
chess::operator<,0.141991,0.141991,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1788015000,0.448911,5652910045.126760
std::popcount,0.135991,0.135991,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,,,1584355000,0.393195,4580891985.647058
engine::TT::getClusterIndex,0.132991,0.132991,0.0,0.0,14.9,14.9,0.0,0.0,22.9,7.4,19.1,0.0,1.0,11.4,0.0,0.0,0.0,0.0,0.0,,,700830000,0.961538,5067065310.902255
_security_check_cookie,0.131991,0.131991,0.0,0.0,1.4,1.4,9.0,0.0,1.8,0.0,60.1,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,694840000,0.836207,4402034314.878788
[Loop at line 546 in engine::Evaluator::pieceEval],0.126992,0.126992,0.0,0.0,5.6,5.6,4.5,0.6,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2147415000,0.375174,6344160826.881889
[Loop at line 891 in engine::Evaluator::kingEval],0.126992,0.126992,0.0,0.0,0.0,0.0,8.0,0.0,0.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1272875000,0.501176,5023443331.322834
[Loop at line 881 in engine::Evaluator::kingEval],0.123992,0.123992,0.0,0.0,0.0,0.0,6.7,0.8,0.8,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,,,1404655000,0.454158,5144978250.629032
chess::Move::operator==,0.123992,0.123992,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1719130000,0.365854,5072513768.225806
engine::Search::goodCapture,0.120992,0.120992,0.0,0.0,0.0,0.0,3.6,0.0,0.9,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1153075000,0.535065,5099263742.446281
chess::operator<,0.116992,0.116992,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2081525000,0.257554,4582397867.299145
chess::typeOf,0.116992,0.116992,0.0,0.0,5.6,5.6,12.2,0.7,2.9,0.0,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1419630000,0.512658,6220797104.769231
"std::array<chess::Value,25>::operator[]",0.111993,0.111993,0.0,0.0,0.0,0.0,8.5,1.7,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,,,1611310000,0.371747,5348568939.285714
chess::Position::getLastMove,0.110993,0.110993,0.0,0.0,0.0,0.0,3.9,0.0,3.9,0.0,12.5,0.0,7.4,4.0,0.0,0.0,0.0,0.0,0.0,,,1305820000,0.408257,4803111278.090090
engine::PawnTT::put,0.109993,0.109993,0.0,0.0,28.9,28.9,0.0,6.7,42.9,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,AVX(128),,269550000,1.966667,4819546847.836364
chess::Move::encode,0.108993,0.108993,0.0,0.0,1.5,1.5,3.4,0.0,1.7,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1180030000,0.522843,5660650576.477064
engine::TT::prefetch,0.108993,0.108993,0.0,0.0,0.0,0.0,0.9,2.7,1.8,0.0,14.3,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,,,1656235000,0.343580,5220988395.779817
chess::StaticMoveList<256>::push_back,0.107993,0.107993,0.0,0.0,1.4,1.4,9.0,0.0,0.0,2.7,7.8,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,,,1081195000,0.601108,6018130532.425925
engine::See::getLeastValuablePiece,0.104993,0.104993,0.0,0.0,1.1,1.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2111475000,0.310638,6247128521.085714
"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",0.104993,0.104993,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,1545420000,0.304264,4478535058.495238
chess::Position::attacksTo,0.100993,0.100993,0.0,0.0,10.4,10.4,3.9,1.0,1.0,0.0,0.0,4.2,4.2,0.6,0.0,0.0,0.0,0.0,0.0,,,1491510000,0.389558,5753153758.059405
"std::array<chess::Move,64>::operator[]",0.100993,0.100993,0.0,0.0,0.0,0.0,6.7,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1518465000,0.347140,5219355986.693069
chess::MoveGenerator::resetOnDemand,0.098993,0.098993,0.0,0.0,3.6,3.6,8.1,1.0,1.0,2.0,5.1,4.8,2.9,1.0,1.0,0.0,1.4,0.0,100.0,,,814640000,0.683824,5627342835.515152
chess::Position::getPieceBb,0.092994,0.092994,0.0,0.0,1.9,1.9,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,829615000,0.555957,4959791240.043011
chess::Value::{ctor},0.090994,0.090994,0.0,0.0,23.2,23.2,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,910480000,0.562500,5628340237.648352
[Loop at line 391 in engine::Evaluator::pawnEval],0.089994,0.089994,0.0,0.0,0.0,0.0,26.7,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,838600000,0.539286,5025277661.177778
chess::operator+,0.088994,0.088994,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1018300000,0.470588,5384626707.415730
chess::Move::to,0.087994,0.087994,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1266885000,0.300236,4322616170.022727
std::countr_zero,0.087994,0.087994,0.0,0.0,3.8,3.8,22.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,100.0,,,2357065000,0.193139,5173524864.909091
