Function,CPU Time,Performance-core (P-core):Memory Bound(%),Performance-core (P-core):Memory Bound:L1 Bound(%),Performance-core (P-core):Memory Bound:L2 Bound(%),Performance-core (P-core):Memory Bound:L3 Bound(%),Performance-core (P-core):Memory Bound:DRAM Bound(%),Performance-core (P-core):Memory Bound:Store Bound(%),Efficient-core (E-core):Memory Bound(%),Efficient-core (E-core):Memory Bound:L1 Bound(%),Efficient-core (E-core):Memory Bound:L2 Bound(%),Efficient-core (E-core):Memory Bound:L3 Bound(%),Efficient-core (E-core):Memory Bound:DRAM Bound(%),Loads,Stores,LLC Miss Count,Module,Function (Full),Source File,Start Address
chess::Position::putPiece,0.730951,5.3,9.9,2.3,2.3,0.0,0.0,7.4,0.0,0.1,0.0,0.0,2605178153,2038061140,0,frankycpp_v1.8.exe,"chess::Position::putPiece(enum chess::Piece,class chess::Square)",Position.cpp,0x14025d950
"std::_Atomic_storage<unsigned __int64,8>::load",0.652957,46.4,0.0,0.0,16.7,34.6,0.3,54.0,20.8,0.5,2.8,0.0,496814904,486514595,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x140267927
engine::PawnTT::probe,0.644957,5.7,0.0,1.7,11.3,1.0,2.3,28.9,0.0,0.2,0.9,0.0,1732451972,1517845534,0,frankycpp_v1.8.exe,"engine::PawnTT::probe(unsigned __int64,int)",PawnTT.cpp,0x1402678f0
engine::See::see,0.621959,3.2,4.5,0.3,0.0,0.0,3.1,2.3,0.0,0.0,0.0,0.0,2558076740,1223136693,0,frankycpp_v1.8.exe,"engine::See::see(class chess::Position const &,class chess::Move)",See.cpp,0x14029eaf0
engine::Evaluator::bishopEval,0.609960,5.5,4.2,0.7,0.3,0.0,4.9,0.0,0.0,0.1,0.0,0.0,2593777811,1431042930,0,frankycpp_v1.8.exe,engine::Evaluator::bishopEval,Evaluator.cpp,0x14026a9e8
chess::MoveGenerator::generatePawnMoves,0.597960,5.9,8.5,0.4,0.0,0.0,3.7,15.7,2.4,0.0,0.0,0.0,1438443152,1519245576,0,frankycpp_v1.8.exe,"chess::MoveGenerator::generatePawnMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x1402633e0
engine::Evaluator::knightEval,0.588961,1.8,7.0,2.0,1.6,0.4,0.4,6.4,5.5,0.0,0.0,0.0,2597377919,1988959667,550231,frankycpp_v1.8.exe,"engine::Evaluator::knightEval(class chess::Position const &,struct chess::Score &,class chess::Color,class chess::Color,class chess::Square)",Evaluator.cpp,0x14026ab00
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.469969,17.3,10.8,0.0,9.9,10.3,0.4,23.4,8.9,0.3,6.0,1.9,1131933957,943128293,0,frankycpp_v1.8.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140269150
"std::_Atomic_storage<unsigned __int64,8>::store",0.438971,22.8,28.8,0.0,6.9,0.0,0.5,9.0,25.0,0.4,1.7,0.0,544416332,301009030,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d8ed
engine::Evaluator::queenEval,0.433971,0.0,1.5,0.0,1.5,0.0,0.0,7.3,0.0,0.1,0.0,0.0,1614348429,1196435892,0,frankycpp_v1.8.exe,engine::Evaluator::queenEval,Evaluator.cpp,0x14026a7e9
func@0x1800126c0,0.414972,73.3,0.5,0.5,0.0,0.0,77.5,0.0,0.0,,,,0,0,0,vcruntime140.dll,func@0x1800126c0,[Unknown],0x1800126c0
engine::TT::probe,0.400973,24.0,3.5,0.0,19.3,9.9,0.0,48.8,0.0,0.1,0.8,0.2,512915387,457713731,0,frankycpp_v1.8.exe,"engine::TT::probe(unsigned __int64 const &,int)",TT.cpp,0x14026da40
chess::Position::undoMove,0.377975,4.0,11.2,1.1,4.8,0.0,0.0,4.8,4.0,0.0,0.3,0.0,1223736711,763422902,0,frankycpp_v1.8.exe,chess::Position::undoMove(void),Position.cpp,0x14025c1a0
chess::Position::wasLegalMove,0.374975,0.0,4.7,1.2,0.0,0.0,0.0,7.1,3.9,0.2,0.0,0.0,1575247256,1125133753,0,frankycpp_v1.8.exe,chess::Position::wasLegalMove(void),Position.cpp,0x14025ca10
chess::moveValueGreaterComparator::operator(),0.364976,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620618618,349410482,0,frankycpp_v1.8.exe,chess::moveValueGreaterComparator::operator(),move.h,0x1402370f0
std::_Unchecked_popcount<unsigned __int64>,0.361976,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178735361,537116113,0,frankycpp_v1.8.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241850
engine::Evaluator::pawnEval,0.328978,4.1,10.8,1.4,2.2,0.0,7.2,4.4,0.0,0.0,3.7,0.5,1101433042,694720841,400012,frankycpp_v1.8.exe,"engine::Evaluator::pawnEval(class chess::Position const &,struct chess::Score &)",Evaluator.cpp,0x14026a290
chess::Bitboard::operator^=,0.309979,5.2,6.1,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,1112833384,644319329,0,frankycpp_v1.8.exe,chess::Bitboard::operator^=,bitboard.h,0x14025dab5
chess::operator&,0.300980,1.3,8.9,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,1307539225,372211166,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b6c6
"std::array<int,64>::operator[]",0.295980,0.0,1.5,4.6,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,857125713,229706891,550231,frankycpp_v1.8.exe,"std::array<int,64>::operator[]",array,0x140263277
chess::Bitboard::shifted,0.292981,0.0,2.8,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,770123103,1205436162,0,frankycpp_v1.8.exe,chess::Bitboard::shifted,bitboard.h,0x1402634dd
engine::TT::getClusterIndex,0.291981,3.8,0.0,7.4,9.1,4.9,0.0,49.2,7.0,1.2,0.8,0.0,574417232,518315549,0,frankycpp_v1.8.exe,engine::TT::getClusterIndex,TT.h,0x14026da6a
engine::Search::storeTt,0.277982,19.7,4.5,5.3,0.8,0.0,4.5,0.7,6.7,0.2,0.2,0.0,1254137623,489614688,0,frankycpp_v1.8.exe,"engine::Search::storeTt(class chess::Position const &,enum chess::Depth,enum chess::Depth,class chess::Move,class chess::Value,enum chess::ValueType,class chess::Value)",Search.cpp,0x1402218e0
chess::Move::encode,0.274982,0.0,15.3,3.1,0.0,0.0,1.5,2.9,3.6,0.2,0.0,0.0,708421252,537016110,0,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263f65
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.274982,1.2,9.5,0.7,0.0,0.7,1.5,10.2,0.0,0.0,0.0,0.0,661419842,299808994,0,frankycpp_v1.8.exe,"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, __int64, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x140264620
engine::See::attacksTo,0.260983,2.8,0.0,0.8,0.8,0.0,3.2,6.9,0.0,0.4,0.0,0.0,1044331329,941128233,0,frankycpp_v1.8.exe,"engine::See::attacksTo(class chess::Position const &,class chess::Square,class chess::Color)",See.cpp,0x14029ee60
chess::Bitboard::operator bool,0.256983,0.0,22.5,2.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,779323379,441213236,0,frankycpp_v1.8.exe,chess::Bitboard::operator bool,bitboard.h,0x140263f04
chess::MoveGenerator::generateKingMoves,0.251983,0.0,8.9,0.8,0.0,0.0,2.4,0.0,0.0,0.1,0.0,0.0,856525695,621118633,0,frankycpp_v1.8.exe,"chess::MoveGenerator::generateKingMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool)",MoveGenerator.cpp,0x1402640d0
"std::array<unsigned __int64,64>::operator[]",0.225985,3.6,10.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960028800,420912627,0,frankycpp_v1.8.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14025daa2
chess::MoveGenerator::isPseudoLegal,0.209986,5.7,10.9,4.0,5.9,1.0,0.0,5.6,0.0,0.0,0.0,0.0,462513875,325409762,0,frankycpp_v1.8.exe,"chess::MoveGenerator::isPseudoLegal(class chess::Position const &,class chess::Move)",MoveGenerator.cpp,0x1402613c0
chess::Square::{ctor},0.206986,0.0,0.9,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,981529445,406112183,0,frankycpp_v1.8.exe,chess::Square::{ctor},square.h,0x14025c885
engine::See::revealedAttacks,0.203986,0.0,9.3,0.0,0.9,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1057931737,466413992,0,frankycpp_v1.8.exe,"engine::See::revealedAttacks(class chess::Position const &,class chess::Square,class chess::Bitboard,class chess::Color)",See.cpp,0x14029efb0
engine::TT::Entry::{ctor},0.200987,66.7,0.0,2.0,40.1,26.1,0.0,43.7,0.0,0.0,2.5,4.2,232506975,215106453,0,frankycpp_v1.8.exe,engine::TT::Entry::{ctor},TT.h,0x14026da8e
std::_Countr_zero_tzcnt<unsigned __int64>,0.200987,0.0,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558216746,337910137,0,frankycpp_v1.8.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x1402658b0
chess::makePiece,0.182988,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509515285,212106363,0,frankycpp_v1.8.exe,chess::makePiece,piece.h,0x14026b27c
chess::operator*,0.180988,0.0,4.9,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,476714301,220906627,0,frankycpp_v1.8.exe,chess::operator*,value.h,0x14026a1b5
chess::Move::operator==,0.179988,0.0,10.3,0.0,0.0,0.0,0.0,17.8,0.0,0.2,0.0,0.0,555816674,128403852,0,frankycpp_v1.8.exe,chess::Move::operator==,PVTable.h,0x1402632e6
"std::array<chess::Bitboard,64>::operator[]",0.179988,8.6,0.0,0.0,0.0,9.6,1.2,13.4,16.7,0.0,0.0,0.0,765622968,479214376,0,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14016ca40
std::countr_zero,0.177988,6.4,11.9,0.0,0.0,0.0,2.4,0.0,0.0,0.2,0.0,0.0,504415132,380811424,0,frankycpp_v1.8.exe,std::countr_zero,bit,0x140263eb2
chess::Position::movePiece,0.153990,5.1,14.0,0.0,10.2,0.0,2.6,1.3,0.0,0.0,0.0,0.0,584317529,372411172,0,frankycpp_v1.8.exe,"chess::Position::movePiece(class chess::Square,class chess::Square)",Position.cpp,0x14025d920
engine::PawnTT::Entry::Entry,0.152990,20.6,8.1,0.0,9.8,4.9,14.6,34.7,0.0,0.4,1.2,0.4,508215246,446913407,0,frankycpp_v1.8.exe,engine::PawnTT::Entry::Entry(struct engine::PawnTT::Entry const &),PawnTT.cpp,0x140266910
engine::Search::sendSearchUpdateToUci,0.152990,0.0,11.6,5.0,3.3,0.0,0.0,85.0,78.9,0.0,0.0,0.0,124603738,26400792,0,frankycpp_v1.8.exe,engine::Search::sendSearchUpdateToUci(void),Search.cpp,0x14022acb0
chess::Position::getPiece,0.150990,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326409792,133303999,0,frankycpp_v1.8.exe,chess::Position::getPiece,Position.h,0x14026b275
chess::operator<,0.150990,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360110803,194305829,0,frankycpp_v1.8.exe,chess::operator<,rank.h,0x14026b264
chess::Bitboard::shifted,0.144990,2.7,4.3,1.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,376511295,337410122,0,frankycpp_v1.8.exe,chess::Bitboard::shifted(class chess::Direction),bitboard.h,0x1402656a0
chess::Bitboard::operator|=,0.136991,2.1,13.3,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,466513995,397911937,0,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14025d9a2
chess::typeOf,0.134991,8.1,9.7,1.6,1.6,0.0,1.6,6.7,0.0,0.0,0.0,0.0,436313089,200606018,0,frankycpp_v1.8.exe,chess::typeOf,piece.h,0x14025da84
chess::StaticMoveList<256>::push_back,0.133991,0.0,3.9,0.0,0.0,3.9,0.0,8.4,0.0,1.1,0.0,0.0,218406552,228006840,0,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140264046
engine::PawnTT::put,0.127992,37.5,0.0,0.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49901497,46601398,0,frankycpp_v1.8.exe,"engine::PawnTT::put(struct engine::PawnTT::Entry *,unsigned __int64,struct chess::Score,class chess::Bitboard,class chess::Bitboard,int)",PawnTT.cpp,0x140267700
chess::Position::hasCheck,0.124992,37.5,16.6,10.6,0.0,12.1,0.0,6.7,0.0,0.1,0.2,0.1,291508745,188505655,0,frankycpp_v1.8.exe,chess::Position::hasCheck(void),Position.cpp,0x14025c800
chess::Move::operator==,0.123992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,559616788,201406042,0,frankycpp_v1.8.exe,chess::Move::operator==,PVTable.h,0x1402201b8
"std::array<chess::Value,25>::operator[]",0.117992,0.0,3.5,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,377011310,216606498,0,frankycpp_v1.8.exe,"std::array<chess::Value,25>::operator[]",array,0x140263f59
chess::Move::encode,0.114992,0.0,5.5,1.8,0.0,0.0,0.0,15.3,0.0,1.8,0.3,0.0,222306669,194705841,0,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x14026403d
engine::See::getLeastValuablePiece,0.113992,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631918957,343510305,0,frankycpp_v1.8.exe,"engine::See::getLeastValuablePiece(class chess::Position const &,class chess::Bitboard,class chess::Color)",See.cpp,0x14029ede0
chess::StaticMoveList<256>::push_back,0.106993,5.0,0.0,0.0,0.0,0.0,0.0,10.7,13.4,0.0,0.0,0.0,165504965,101003030,0,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263f8a
engine::Search::goodCapture,0.106993,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380711421,139904197,0,frankycpp_v1.8.exe,"engine::Search::goodCapture(class chess::Position const &,class chess::Move,bool)",Search.cpp,0x1402217a0
std::popcount,0.104993,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606518195,191105733,0,frankycpp_v1.8.exe,std::popcount,bit,0x14026b6df
"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",0.104993,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,415312459,212006360,0,frankycpp_v1.8.exe,"std::unique_ptr<engine::TT::TTCluster [0],std::default_delete<engine::TT::TTCluster [0]> >::operator[]",memory,0x1402214ab
chess::MoveGenerator::resetOnDemand,0.103993,0.0,31.2,0.0,0.0,0.0,0.0,5.6,7.0,0.0,0.0,0.0,335510065,89902697,0,frankycpp_v1.8.exe,chess::MoveGenerator::resetOnDemand,MoveGenerator.h,0x140221291
engine::TT::prefetch,0.102993,3.0,1.7,5.1,0.0,0.0,0.0,8.9,22.3,0.9,0.2,0.0,398911967,234207026,0,frankycpp_v1.8.exe,engine::TT::prefetch,TT.h,0x1402207cd
chess::operator&,0.101993,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243907317,176405292,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b8e8
chess::Position::attacksTo,0.100993,4.5,6.1,0.0,2.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,315109453,320109603,0,frankycpp_v1.8.exe,"chess::Position::attacksTo(class chess::Square,class chess::Color)",Position.cpp,0x14025c6b0
chess::operator<,0.098993,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400712021,212106363,0,frankycpp_v1.8.exe,chess::operator<,value.h,0x14029ec88
_security_check_cookie,0.096994,3.4,0.0,0.0,6.5,0.0,0.0,36.7,50.1,0.0,0.0,0.0,199005970,91802754,0,frankycpp_v1.8.exe,_security_check_cookie,amdsecgs.asm,0x14061a1c0
"std::array<chess::Move,64>::operator[]",0.096994,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336610098,78502355,0,frankycpp_v1.8.exe,"std::array<chess::Move,64>::operator[]",array,0x1402632e4
chess::Position::checkRepetitions,0.095994,0.0,0.0,2.4,0.0,0.0,0.0,94.7,60.7,0.0,0.0,0.0,104403132,35601068,0,frankycpp_v1.8.exe,chess::Position::checkRepetitions(int),Position.cpp,0x14025cc10
std::countr_zero,0.095994,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669220076,319209576,0,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269ea0
std::countr_zero,0.094994,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,235007050,204306129,0,frankycpp_v1.8.exe,std::countr_zero,bit,0x14026a7e1
chess::Move::stripped,0.092994,0.0,15.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,220706621,52101563,0,frankycpp_v1.8.exe,chess::Move::stripped,move.h,0x140263200
chess::operator++,0.090994,3.3,19.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,275508265,141104233,0,frankycpp_v1.8.exe,chess::operator++,piecetype.h,0x140264099
chess::operator&,0.087994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533616008,197405922,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026aeb5
chess::Bitboard::popLSB,0.086994,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232806984,81002430,0,frankycpp_v1.8.exe,chess::Bitboard::popLSB,bitboard.h,0x14026b820
chess::operator&,0.085994,3.3,3.1,3.1,0.0,3.1,0.0,0.0,0.0,0.9,0.9,0.0,357710731,345310359,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14029ef67
chess::typeOf,0.085994,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189805694,154004620,0,frankycpp_v1.8.exe,chess::typeOf,piece.h,0x140263f6e
chess::operator+,0.084994,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,285408562,112003360,0,frankycpp_v1.8.exe,chess::operator+,value.h,0x14026a1e1
chess::Move::to,0.083994,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283708511,139904197,0,frankycpp_v1.8.exe,chess::Move::to,move.h,0x140220459
chess::Position::getLastMove,0.083994,0.0,0.0,4.6,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,320909627,66401992,0,frankycpp_v1.8.exe,chess::Position::getLastMove,Position.h,0x1402632b0
