Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.686954,0.686954,0.0,0.0,0.3,0.3,9.1,0.0,0.8,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,,,5124445000,0.708942,5288465699.802037
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.586961,0.586961,0.0,0.0,2.2,2.2,8.7,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5594660000,0.607602,5791397687.870528
[Loop at line 2212 in engine::Search::qsearch],0.516966,0.516966,0.0,0.0,18.9,18.9,11.1,0.9,6.2,0.6,8.5,4.7,0.2,0.4,0.0,0.0,0.0,0.0,0.0,,,6313460000,0.491461,6001984097.887814
"std::_Atomic_storage<unsigned __int64,8>::load",0.471969,0.471969,0.0,0.0,71.8,71.8,0.0,5.3,16.5,51.3,87.1,17.5,3.2,44.2,0.0,0.0,0.0,0.0,0.0,,,287520000,9.812500,5977705736.389831
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.458970,0.458970,0.0,0.0,64.9,64.9,10.9,0.0,36.3,6.7,24.9,0.0,1.3,31.1,0.3,0.0,0.0,0.0,0.0,,,1009315000,2.350148,5168185867.921569
chess::Position::wasLegalMove,0.422972,0.422972,0.0,0.0,3.3,3.3,6.8,0.5,0.9,0.0,2.6,0.0,12.2,1.3,0.0,0.0,0.0,0.0,0.0,,,6927435000,0.351924,5763810125.749409
func@0x1800126c0,0.410973,0.410973,0.0,0.0,91.7,91.7,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,5611442685.060827
engine::Evaluator::bishopEval,0.405973,0.405973,0.0,0.0,5.8,5.8,10.5,0.0,0.5,0.0,4.5,0.0,2.4,0.2,0.0,0.0,0.0,0.0,0.0,,,7331760000,0.313725,5665794449.024631
engine::Evaluator::queenEval,0.385974,0.385974,0.0,0.0,0.5,0.5,5.4,0.5,0.0,0.7,2.0,7.2,5.2,2.6,0.3,0.0,0.0,0.0,0.0,,,6544075000,0.343249,5819686453.367876
engine::Evaluator::knightEval,0.384974,0.384974,0.0,0.0,26.8,26.8,7.0,0.0,7.0,0.0,3.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5585675000,0.402145,5834802522.077922
chess::MoveGenerator::updateSortValues,0.372975,0.372975,0.0,0.0,7.6,7.6,7.0,0.2,1.2,0.0,2.7,0.0,4.7,1.3,0.3,0.0,0.0,0.0,0.0,,,4513465000,0.491042,5942217117.211796
engine::See::see,0.330978,0.330978,0.0,0.0,27.4,27.4,1.7,0.8,0.3,0.0,3.7,0.0,4.4,2.5,0.2,0.0,0.0,0.0,0.0,,,3815630000,0.521193,6008495132.906345
std::_Unchecked_popcount<unsigned __int64>,0.329978,0.329978,0.0,0.0,0.5,0.5,15.4,0.0,0.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3614965000,0.445733,4883081399.587879
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.329978,0.329978,0.0,0.0,27.1,27.1,6.9,0.9,0.6,0.3,4.7,0.0,6.1,1.9,0.3,0.0,0.0,0.0,0.0,,,3012970000,0.583499,5327823014.048485
chess::moveValueGreaterComparator::operator(),0.327978,0.327978,0.0,0.0,2.1,2.1,14.7,0.7,0.0,0.4,0.0,0.0,1.4,0.6,0.0,0.0,0.0,0.0,0.0,,,3378360000,0.457447,4711958817.219512
[Loop at line 1025 in chess::MoveGenerator::generateMoves],0.306980,0.306980,0.0,0.0,13.3,13.3,6.4,1.5,0.3,0.0,2.4,0.0,3.6,0.4,0.0,0.0,0.0,0.0,0.0,,,3297495000,0.564941,6068448034.579804
chess::Move::encode,0.301980,0.301980,0.0,0.0,2.2,2.2,8.4,3.1,0.7,0.3,2.8,6.3,5.1,1.0,0.0,0.0,0.0,0.0,0.0,,,3180690000,0.524482,5524257072.172185
chess::Bitboard::shifted,0.295980,0.295980,0.0,0.0,9.6,9.6,7.2,0.8,4.4,0.4,7.3,0.0,5.5,1.8,0.0,0.0,0.3,0.0,100.0,,,4393665000,0.315610,4685057313.391892
[Loop at line 55 in engine::See::see],0.288981,0.288981,0.0,0.0,0.6,0.6,5.4,0.3,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4109140000,0.408163,5803845092.318339
chess::Position::undoMove,0.288981,0.288981,0.0,0.0,46.1,46.1,21.4,0.0,22.9,0.0,24.1,9.5,0.9,3.3,0.0,0.0,0.0,0.0,0.0,,,2818295000,0.569607,5555108874.076124
engine::See::attacksTo,0.281981,0.281981,0.0,0.0,8.2,8.2,2.4,0.0,1.2,0.0,7.4,0.0,6.7,1.9,0.7,0.0,0.0,0.0,0.0,,,4085180000,0.347507,5034482800.255320
"std::array<int,64>::operator[]",0.273982,0.273982,0.0,0.0,1.3,1.3,9.3,2.3,0.3,0.0,2.6,2.6,7.9,2.2,0.3,0.0,0.0,0.0,0.0,,,3579025000,0.451883,5902946201.167883
[Loop at line 700 in chess::MoveGenerator::fillOnDemandMoveList],0.250983,0.250983,0.0,0.0,6.2,6.2,4.9,1.5,1.5,0.0,4.0,0.0,4.5,0.5,0.0,0.0,0.0,0.0,0.0,,,2524785000,0.453144,4558429784.446215
chess::MoveGenerator::generateKingMoves,0.245984,0.245984,0.0,0.0,16.9,16.9,11.1,0.0,1.6,0.0,1.9,0.0,3.9,2.2,0.6,0.0,0.0,0.0,0.0,,,2327115000,0.454311,4297988275.138211
chess::MoveGenerator::generateMoves,0.244984,0.244984,0.0,0.0,31.9,31.9,2.1,2.9,2.5,0.0,3.6,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,,2650575000,0.502825,5440258732.489796
engine::Search::sendSearchUpdateToUci,0.222985,0.222985,0.0,0.0,76.9,76.9,50.4,10.5,44.6,0.5,36.2,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,29950000,36.500000,4902455153.452915
std::optional<engine::PawnTT::Entry>::{ctor},0.216986,0.216986,0.0,0.0,37.0,37.0,5.2,2.6,26.7,4.6,61.6,0.0,0.0,7.7,1.5,0.0,0.0,0.0,0.0,,,68885000,11.695652,3712942078.027650
"std::array<unsigned __int64,64>::operator[]",0.209986,0.209986,0.0,0.0,8.5,8.5,16.8,0.0,6.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2279195000,0.462549,5020523414.552382
[Loop at line 894 in chess::MoveGenerator::generatePawnMoves],0.207986,0.207986,0.0,0.0,33.9,33.9,7.2,0.0,7.7,0.0,8.0,4.0,2.9,2.9,0.0,0.0,0.5,0.0,100.0,,,2363055000,0.442332,5025597697.942307
engine::See::revealedAttacks,0.204986,0.204986,0.0,0.0,1.0,1.0,5.5,0.0,0.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,,2761390000,0.427332,5756625655.765854
chess::Bitboard::operator bool,0.202987,0.202987,0.0,0.0,0.7,0.7,9.3,0.4,1.3,0.0,2.4,5.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,,,3042920000,0.406496,6093679967.310345
"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.201987,0.201987,0.0,0.0,12.0,12.0,8.2,2.3,0.0,0.6,5.0,0.0,4.3,0.8,0.0,0.0,0.0,0.0,0.0,,,1605320000,0.591418,4700385965.722773
chess::Position::movePiece,0.199987,0.199987,0.0,0.0,30.2,30.2,28.2,0.0,11.5,0.0,18.4,10.0,1.8,2.9,0.0,0.0,0.0,0.0,0.0,,,1749080000,0.582192,5091837667.599999
chess::Square::{ctor},0.199987,0.199987,0.0,0.0,0.8,0.8,8.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2875200000,0.337500,4852221777.360001
chess::operator&,0.198987,0.198987,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2291175000,0.416993,4801348554.432160
chess::Bitboard::operator^=,0.194987,0.194987,0.0,0.0,8.8,8.8,8.8,1.5,0.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2431940000,0.465517,5806077340.430769
chess::Position::hasCheck,0.194987,0.194987,0.0,0.0,34.3,34.3,7.1,0.0,43.7,2.9,25.0,6.3,0.5,15.2,0.0,0.0,0.0,0.0,0.0,,,1063225000,0.842254,4592637896.266667
[Loop at line 839 in engine::Evaluator::kingEval],0.191987,0.191987,0.0,0.0,1.0,1.0,3.4,0.0,0.5,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,,,3387345000,0.334218,5896797298.875000
engine::Search::storeTt,0.186988,0.186988,0.0,0.0,31.0,31.0,16.0,0.0,12.9,0.0,18.6,5.7,1.6,13.1,0.0,0.0,0.0,0.0,0.0,,,2270210000,0.405013,4917251223.508021
"std::array<chess::Bitboard,64>::operator[]",0.183988,0.183988,0.0,0.0,13.2,13.2,3.8,2.2,7.6,0.5,13.3,0.0,1.9,1.1,0.0,0.0,0.0,0.0,0.0,,,2587680000,0.381944,5371823626.304348
chess::Move::operator==,0.181988,0.181988,0.0,0.0,0.0,0.0,0.8,1.6,2.4,0.0,20.6,1.5,6.1,2.1,0.6,0.0,0.0,0.0,0.0,,,2138430000,0.382353,4492797942.000000
std::_Countr_zero_tzcnt<unsigned __int64>,0.181988,0.181988,0.0,0.0,0.0,0.0,8.5,0.9,0.9,0.0,6.6,10.5,5.8,0.5,0.0,0.0,0.0,0.0,0.0,,,1677200000,0.417857,3850969664.571429
engine::TT::Entry::{ctor},0.177988,0.177988,0.0,0.0,75.8,75.8,1.7,0.6,48.6,22.3,28.0,4.0,0.0,8.5,19.9,0.0,0.0,0.0,0.0,,,242595000,3.913580,5334145871.213483
chess::Bitboard::shifted,0.169989,0.169989,0.0,0.0,7.0,7.0,14.2,2.0,1.4,0.0,3.8,3.1,10.6,0.0,0.0,0.0,0.0,0.0,0.0,,,1802990000,0.463455,4915649513.011765
[Loop at line 245 in engine::TT::probe],0.167989,0.167989,0.0,0.0,64.3,64.3,5.6,4.2,44.0,18.9,47.5,0.0,2.3,21.6,0.6,0.0,0.0,0.0,0.0,,,176705000,5.101695,5366397541.833334
chess::makePiece,0.162989,0.162989,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1776035000,0.610455,6651913517.398773
func@0x1400e34a0,0.159989,0.159989,0.0,0.0,92.0,92.0,13.9,95.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11980000,72.000000,5391357530.400001
chess::Position::getPieceBb,0.153990,0.153990,0.0,0.0,59.7,59.7,0.0,0.0,13.7,0.0,15.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,,1027285000,0.755102,5037379510.727273
engine::Search::thread,0.148990,0.148990,0.0,0.0,16.7,16.7,0.0,0.0,62.6,0.0,76.0,100.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,,,110815000,5.945946,4422440927.248322
chess::operator<,0.143990,0.143990,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1632275000,0.412844,4679997856.250000
std::popcount,0.143990,0.143990,0.0,0.0,1.9,1.9,4.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2530775000,0.315976,5553597456.083334
std::countr_zero,0.142991,0.142991,0.0,0.0,9.7,9.7,5.6,0.0,0.6,0.6,3.3,0.0,4.6,0.9,0.0,0.0,0.0,0.0,0.0,,,1874870000,0.445687,5843779141.342657
"std::_Atomic_storage<unsigned __int64,8>::store",0.141991,0.141991,0.0,0.0,51.6,51.6,60.6,0.0,23.2,0.0,60.1,87.6,1.6,7.8,0.0,0.0,0.0,0.0,0.0,,,371380000,2.153226,5631817138.563380
chess::StaticMoveList<256>::push_back,0.138991,0.138991,0.0,0.0,5.8,5.8,8.9,3.6,0.9,2.7,10.5,0.0,17.6,1.9,0.0,0.0,0.0,0.0,0.0,,,1120130000,0.614973,4956084060.719424
chess::operator*,0.135991,0.135991,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0.0,0.0,0.0,,,2024620000,0.501479,7465973050.676471
chess::MoveGenerator::isPseudoLegal,0.132991,0.132991,0.0,0.0,37.0,37.0,21.1,0.0,21.1,0.8,22.2,0.0,0.4,15.8,0.1,0.0,0.0,0.0,0.0,,,838600000,0.910714,5742674061.203008
chess::Position::getPiece,0.130991,0.130991,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1455570000,0.532922,5921804921.007634
chess::Move::encode,0.127992,0.127992,0.0,0.0,10.0,10.0,10.4,1.2,2.3,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,,,1087185000,0.413223,3509998392.187500
chess::typeOf,0.125992,0.125992,0.0,0.0,14.7,14.7,16.1,0.9,8.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1314805000,0.462415,4825597789.555555
chess::Position::attacksTo,0.121992,0.121992,0.0,0.0,29.5,29.5,6.4,0.0,3.2,1.1,8.9,3.7,2.8,1.2,0.0,0.0,0.0,0.0,0.0,,,1398665000,0.391863,4492797942.000000
engine::See::getLeastValuablePiece,0.120992,0.120992,0.0,0.0,1.8,1.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1829945000,0.345336,5223032318.247933
chess::Value::{ctor},0.119992,0.119992,0.0,0.0,25.0,25.0,7.1,0.0,2.9,0.0,1.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1183025000,0.339241,3344638467.933333
chess::Position::checkRepetitions,0.116992,0.116992,0.0,0.0,96.4,96.4,71.8,26.4,25.4,1.1,37.8,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26955000,20.555556,4735997830.598290
[Loop at line 546 in engine::Evaluator::pieceEval],0.110993,0.110993,0.0,0.0,3.4,3.4,10.3,0.0,1.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1503490000,0.368526,4991997713.333334
chess::Bitboard::operator|=,0.107993,0.107993,0.0,0.0,21.3,21.3,16.4,0.0,6.3,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1174040000,0.372449,4049064811.925926
[Loop at line 881 in engine::Evaluator::kingEval],0.106993,0.106993,0.0,0.0,0.0,0.0,3.1,0.0,1.0,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,,1419630000,0.360759,4786719302.691589
"std::array<chess::Value,25>::operator[]",0.104993,0.104993,0.0,0.0,0.0,0.0,11.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1341760000,0.399554,5106100518.209523
chess::operator++,0.103993,0.103993,0.0,0.0,1.9,1.9,13.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,973375000,0.387692,3628798337.769230
engine::Search::goodCapture,0.101993,0.101993,0.0,0.0,4.2,4.2,10.6,1.0,0.0,0.0,1.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,,1467550000,0.408163,5872938486.274509
chess::Color::sign,0.100993,0.100993,0.0,0.0,28.1,28.1,1.4,0.0,5.5,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,766720000,0.539062,4092449610.534654
chess::operator<,0.100993,0.100993,0.0,0.0,2.0,2.0,2.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1299830000,0.354839,4566936521.900990
chess::Bitboard::popLSB,0.097994,0.097994,0.0,0.0,1.6,1.6,29.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,661895000,0.674208,4553924444.612245
chess::Position::getLastMove,0.097994,0.097994,0.0,0.0,0.0,0.0,0.0,1.0,3.8,0.0,7.7,3.9,7.5,1.3,0.4,0.0,0.0,0.0,0.0,,,1236935000,0.486683,6143213512.530612
chess::Position::getPieceBb,0.094994,0.094994,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1069215000,0.568627,6400266541.936842
[Loop at line 891 in engine::Evaluator::kingEval],0.092994,0.092994,0.0,0.0,0.0,0.0,3.3,1.1,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1072210000,0.460894,5314062081.935484
