Function,CPU Time,Performance-core (P-core):Memory Bound(%),Performance-core (P-core):Memory Bound:L1 Bound(%),Performance-core (P-core):Memory Bound:L2 Bound(%),Performance-core (P-core):Memory Bound:L3 Bound(%),Performance-core (P-core):Memory Bound:DRAM Bound(%),Performance-core (P-core):Memory Bound:Store Bound(%),Efficient-core (E-core):Memory Bound(%),Efficient-core (E-core):Memory Bound:L1 Bound(%),Efficient-core (E-core):Memory Bound:L2 Bound(%),Efficient-core (E-core):Memory Bound:L3 Bound(%),Efficient-core (E-core):Memory Bound:DRAM Bound(%),Loads,Stores,LLC Miss Count,Module,Function (Full),Source File,Start Address
engine::PawnTT::probe,2.457837,38.8,2.6,0.0,29.0,0.4,12.5,31.5,0.7,0.2,0.3,0.1,3699410979,3507505222,1100462,frankycpp_v1.8.exe,engine::PawnTT::probe(unsigned __int64),PawnTT.cpp,0x140267540
engine::Evaluator::kingEval,2.442838,0.2,6.4,0.0,0.0,0.2,0.0,1.9,1.5,0.0,0.0,0.0,5512165360,2152464572,0,frankycpp_v1.8.exe,"engine::Evaluator::kingEval(class chess::Position const &,struct chess::Score &,class chess::Color)",Evaluator.cpp,0x14026ad90
engine::Search::qsearch,1.602894,36.8,16.2,5.1,10.5,1.6,4.6,16.2,4.4,0.1,1.2,0.0,4507035207,2007360219,0,frankycpp_v1.8.exe,"engine::Search::qsearch(class chess::Position &,enum chess::Depth,class chess::Value,class chess::Value,enum engine::Search::NodeType)",Search.cpp,0x140220ca0
"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",1.485901,3.6,9.3,0.0,0.5,0.0,1.3,0.9,1.4,0.0,0.0,0.0,1891756751,1239437182,0,frankycpp_v1.8.exe,"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x140236d80
chess::MoveGenerator::getNextPseudoLegalMove,1.430905,12.5,7.0,1.9,2.1,0.4,14.0,16.4,2.4,0.0,0.0,0.0,5371061127,2276568295,550231,frankycpp_v1.8.exe,"chess::MoveGenerator::getNextPseudoLegalMove(class chess::Position const &,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140260df0
chess::MoveGenerator::fillOnDemandMoveList,1.407907,23.4,4.7,1.0,1.6,0.0,17.7,7.7,2.1,0.0,0.0,0.0,3766813001,2499974997,550231,frankycpp_v1.8.exe,"chess::MoveGenerator::fillOnDemandMoveList(class chess::Position const &,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140262b20
"std::_Atomic_storage<unsigned __int64,8>::store",1.402907,61.9,61.5,2.8,16.0,0.0,0.6,62.1,51.0,0.0,1.6,0.0,555616668,307609228,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d478
engine::Evaluator::pieceEval,1.358910,10.3,9.6,0.0,1.6,0.2,8.4,7.9,6.4,0.1,0.0,0.0,5359960794,3475404259,0,frankycpp_v1.8.exe,"engine::Evaluator::pieceEval(class chess::Position const &,struct chess::Score &,class chess::Color,enum chess::PieceType)",Evaluator.cpp,0x14026a320
engine::Search::thread,1.358910,73.9,16.4,3.7,60.9,1.0,1.2,99.8,73.1,0.3,4.3,0.0,135504065,18800564,0,frankycpp_v1.8.exe,engine::Search::thread,Search.h,0x140220604
engine::Search::thread,1.290914,80.9,13.1,0.2,56.6,0.9,1.1,91.3,65.4,0.2,3.5,0.0,151504545,27300819,0,frankycpp_v1.8.exe,engine::Search::thread,Search.h,0x1402212c6
chess::MoveGenerator::updateSortValues,1.249917,10.4,2.8,2.5,0.3,7.4,1.0,10.5,2.0,0.7,0.3,0.1,3517105510,1298938967,0,frankycpp_v1.8.exe,"chess::MoveGenerator::updateSortValues(class chess::Position const &,class chess::StaticMoveList<256> *)",MoveGenerator.cpp,0x140262e70
chess::MoveGenerator::generateMoves,1.243918,12.8,3.5,0.6,1.6,0.0,11.2,3.4,1.0,0.1,0.0,0.0,3038391149,2027560825,0,frankycpp_v1.8.exe,"chess::MoveGenerator::generateMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x140263ad0
chess::Position::givesCheck,1.186921,7.1,6.5,1.0,0.8,0.0,6.3,6.1,2.3,0.1,0.0,0.0,5110753318,2259267776,0,frankycpp_v1.8.exe,chess::Position::givesCheck(class chess::Move),Position.cpp,0x14025c510
chess::Position::doMove,1.184921,28.9,6.2,0.0,2.3,0.4,28.0,6.9,1.7,0.1,0.0,0.0,3587307616,1558146743,0,frankycpp_v1.8.exe,chess::Position::doMove(class chess::Move),Position.cpp,0x14025b980
engine::Evaluator::rookEval,1.092928,3.3,6.4,0.0,0.4,0.0,2.4,2.8,2.8,0.1,0.0,0.0,4467834031,3098892964,0,frankycpp_v1.8.exe,"engine::Evaluator::rookEval(class chess::Position const &,struct chess::Score &,class chess::Color,class chess::Color,class chess::Square)",Evaluator.cpp,0x14026a9c0
std::_Checked_x86_x64_countr_zero<unsigned __int64>,1.072929,2.5,8.0,1.1,0.6,0.2,1.7,3.0,1.2,0.0,0.0,0.0,4055921674,2479874394,0,frankycpp_v1.8.exe,std::_Checked_x86_x64_countr_zero<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140265580
chess::Position::removePiece,0.988934,20.7,9.6,1.7,8.9,0.0,7.9,18.8,0.6,0.2,0.4,0.0,2635179053,1608648258,0,frankycpp_v1.8.exe,chess::Position::removePiece(class chess::Square),Position.cpp,0x14025d720
std::_Checked_popcount<unsigned __int64>,0.955937,2.4,10.9,0.0,1.9,0.0,2.1,4.0,4.0,0.0,0.0,0.0,3388801661,1761652848,0,frankycpp_v1.8.exe,std::_Checked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241510
engine::Evaluator::evaluate,0.938938,8.4,7.5,0.0,3.0,0.6,8.8,46.4,3.6,0.0,0.0,0.0,3538506152,1718851564,0,frankycpp_v1.8.exe,engine::Evaluator::evaluate(class chess::Position const &),Evaluator.cpp,0x140269890
chess::MoveGenerator::generatePawnMoves,0.875942,48.8,4.8,0.0,2.4,0.3,57.8,12.1,0.0,0.2,0.1,0.0,1459843794,1450743521,0,frankycpp_v1.8.exe,"chess::MoveGenerator::generatePawnMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x1402630a0
engine::PawnTT::Entry::Entry,0.853943,91.9,0.0,0.0,13.7,0.9,81.8,100.0,0.0,0.1,4.7,5.7,232306969,152704581,0,frankycpp_v1.8.exe,engine::PawnTT::Entry::Entry(struct engine::PawnTT::Entry const &),PawnTT.cpp,0x1402665d0
engine::Evaluator::coordinationEval,0.824945,0.0,17.8,0.7,0.0,0.0,0.0,2.1,0.8,0.0,0.0,0.0,2008560255,942528275,0,frankycpp_v1.8.exe,"engine::Evaluator::coordinationEval(class chess::Position const &,struct chess::Score &,class chess::Color)",Evaluator.cpp,0x14026b380
engine::Evaluator::threatEval,0.760950,0.5,21.6,0.6,0.0,0.0,0.0,1.1,0.0,0.1,0.0,0.0,3558006737,1844955347,0,frankycpp_v1.8.exe,"engine::Evaluator::threatEval(class chess::Position const &,struct chess::Score &,class chess::Color)",Evaluator.cpp,0x14026b1e0
engine::See::see,0.750950,15.1,7.3,0.0,0.4,0.0,21.9,2.6,0.0,0.0,0.0,0.0,2065061950,1030430912,0,frankycpp_v1.8.exe,"engine::See::see(class chess::Position const &,class chess::Move)",See.cpp,0x14029e620
engine::Evaluator::pawnEval,0.730952,47.8,2.4,0.7,3.8,0.0,79.2,18.8,5.2,0.0,3.3,0.0,960128803,717321519,550231,frankycpp_v1.8.exe,"engine::Evaluator::pawnEval(class chess::Position const &,struct chess::Score &)",Evaluator.cpp,0x140269e60
chess::Position::putPiece,0.686954,27.3,21.6,5.4,8.5,0.0,1.5,17.8,1.2,0.1,0.1,0.0,2061961857,1442543275,0,frankycpp_v1.8.exe,"chess::Position::putPiece(enum chess::Piece,class chess::Square)",Position.cpp,0x14025d610
chess::Position::isAttacked,0.678955,9.0,9.0,0.0,13.7,1.2,0.8,11.8,3.3,0.1,1.2,0.1,2835685068,1804454132,0,frankycpp_v1.8.exe,"chess::Position::isAttacked(class chess::Square,class chess::Color)",Position.cpp,0x14025c1e0
engine::Evaluator::bishopEval,0.460969,4.2,5.9,1.2,0.0,0.0,8.9,8.7,2.4,0.0,0.0,0.0,2023460702,1169635088,0,frankycpp_v1.8.exe,engine::Evaluator::bishopEval,Evaluator.cpp,0x14026a5b8
chess::Position::wasLegalMove,0.457970,4.4,1.1,0.0,1.6,0.0,1.1,5.1,0.0,0.2,0.1,0.0,1429742891,902527075,550231,frankycpp_v1.8.exe,chess::Position::wasLegalMove(void),Position.cpp,0x14025c6d0
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.454970,51.7,4.1,6.7,25.9,3.6,30.0,54.4,0.0,0.2,7.0,0.2,215206456,132503975,0,frankycpp_v1.8.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140268d20
func@0x1800126c0,0.412973,100.0,0.5,0.5,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,1100033,0,0,vcruntime140.dll,func@0x1800126c0,[Unknown],0x1800126c0
engine::Evaluator::queenEval,0.405973,0.0,5.2,0.7,0.7,0.7,0.0,2.3,2.3,0.1,0.0,0.0,1183235496,924527735,0,frankycpp_v1.8.exe,engine::Evaluator::queenEval,Evaluator.cpp,0x14026a3b9
engine::Evaluator::knightEval,0.402973,25.7,2.1,0.0,7.5,0.0,30.1,10.1,1.9,0.0,0.0,0.0,1257337719,1155034650,0,frankycpp_v1.8.exe,"engine::Evaluator::knightEval(class chess::Position const &,struct chess::Score &,class chess::Color,class chess::Color,class chess::Square)",Evaluator.cpp,0x14026a6d0
"std::_Atomic_storage<unsigned __int64,8>::load",0.366976,55.0,13.8,0.0,17.6,63.4,1.1,100.0,7.2,0.4,9.1,0.0,70402112,41901257,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x140267581
chess::Move::encode,0.333978,1.6,6.9,0.0,1.0,2.0,2.0,1.9,2.7,0.1,0.0,0.0,707421222,504315129,0,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263c25
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.329978,24.0,10.2,1.7,0.0,0.0,38.4,8.4,3.8,0.2,0.1,0.0,604018120,283208496,0,frankycpp_v1.8.exe,"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, __int64, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x1402642e0
"std::_Atomic_storage<unsigned __int64,8>::store",0.327978,67.8,80.3,0.0,14.0,0.0,0.0,65.6,84.2,0.0,0.2,0.0,60601818,46801404,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d4f6
chess::Position::undoMove,0.320979,44.2,10.7,0.0,18.9,0.0,4.1,22.2,5.1,0.1,0.5,0.0,711021330,458113743,0,frankycpp_v1.8.exe,chess::Position::undoMove(void),Position.cpp,0x14025be60
std::_Unchecked_popcount<unsigned __int64>,0.317979,1.4,20.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,907827234,448313449,0,frankycpp_v1.8.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241500
chess::moveValueGreaterComparator::operator(),0.288981,1.1,13.6,0.0,1.5,0.0,0.0,1.4,2.4,0.0,0.0,0.0,468214046,279208376,0,frankycpp_v1.8.exe,chess::moveValueGreaterComparator::operator(),move.h,0x140236da0
chess::Bitboard::shifted,0.268982,6.3,11.3,0.0,4.0,0.0,6.4,3.5,0.0,0.1,0.0,0.0,727321819,992529775,0,frankycpp_v1.8.exe,chess::Bitboard::shifted,bitboard.h,0x14026319d
engine::See::attacksTo,0.258983,10.7,5.1,3.1,0.0,0.0,10.2,9.5,0.0,0.1,0.0,0.0,840525215,702621078,0,frankycpp_v1.8.exe,"engine::See::attacksTo(class chess::Position const &,class chess::Square,class chess::Color)",See.cpp,0x14029e990
"std::array<int,64>::operator[]",0.240984,0.0,4.7,2.8,0.0,0.0,0.0,4.5,4.5,0.4,0.3,0.0,737722131,193405802,0,frankycpp_v1.8.exe,"std::array<int,64>::operator[]",array,0x140262f37
chess::MoveGenerator::generateKingMoves,0.233984,8.2,1.9,0.9,0.9,0.0,11.2,6.5,0.0,0.1,0.1,0.0,652419572,547516425,0,frankycpp_v1.8.exe,"chess::MoveGenerator::generateKingMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool)",MoveGenerator.cpp,0x140263d90
engine::Search::sendSearchUpdateToUci,0.226985,92.7,16.2,19.4,36.6,1.1,1.1,46.6,57.6,0.0,0.0,0.0,9000270,7300219,0,frankycpp_v1.8.exe,engine::Search::sendSearchUpdateToUci(void),Search.cpp,0x14022aa80
std::optional<engine::PawnTT::Entry>::{ctor},0.226985,41.8,0.0,7.7,23.2,1.1,26.5,53.4,0.0,0.3,0.8,0.0,14800444,35401062,1100462,frankycpp_v1.8.exe,std::optional<engine::PawnTT::Entry>::{ctor},optional,0x1402675a0
"std::array<chess::Bitboard,64>::operator[]",0.225985,14.0,1.4,4.2,11.2,0.0,2.8,,0.0,0.5,0.3,0.0,720321609,540116203,0,frankycpp_v1.8.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14016ca40
chess::Bitboard::operator^=,0.206986,7.3,4.2,0.0,0.0,0.0,6.2,4.2,0.0,0.1,0.1,0.0,783423502,425412762,0,frankycpp_v1.8.exe,chess::Bitboard::operator^=,bitboard.h,0x14025d775
chess::Position::movePiece,0.205986,55.6,19.5,6.0,7.5,0.0,7.5,19.1,7.2,0.0,0.1,0.0,531515945,272508175,0,frankycpp_v1.8.exe,"chess::Position::movePiece(class chess::Square,class chess::Square)",Position.cpp,0x14025d5e0
engine::See::revealedAttacks,0.204986,0.0,4.7,0.0,1.2,0.0,0.0,2.7,13.4,0.0,0.0,0.0,810524315,306309189,550231,frankycpp_v1.8.exe,"engine::See::revealedAttacks(class chess::Position const &,class chess::Square,class chess::Bitboard,class chess::Color)",See.cpp,0x14029eae0
chess::makePiece,0.196987,0.0,6.7,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,362010860,175205256,0,frankycpp_v1.8.exe,chess::makePiece,piece.h,0x14026ae4c
chess::Bitboard::operator bool,0.188987,2.3,1.8,0.9,0.9,0.0,1.8,6.2,0.0,0.0,0.0,0.0,629418882,355410662,0,frankycpp_v1.8.exe,chess::Bitboard::operator bool,bitboard.h,0x140263bc4
"std::array<unsigned __int64,64>::operator[]",0.187988,8.0,22.7,0.0,9.3,0.0,6.7,38.0,0.0,0.0,0.0,0.0,647219416,296708901,0,frankycpp_v1.8.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14025d762
std::countr_zero,0.176988,15.4,0.0,1.6,1.6,0.0,3.3,2.8,0.0,0.0,0.0,0.0,368711061,258307749,0,frankycpp_v1.8.exe,std::countr_zero,bit,0x140263b72
std::_Countr_zero_tzcnt<unsigned __int64>,0.174988,2.2,14.5,0.0,1.8,0.0,1.8,6.4,4.6,0.1,0.0,0.0,397311919,221906657,0,frankycpp_v1.8.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140265570
chess::StaticMoveList<256>::push_back,0.171989,12.5,0.0,7.6,0.0,0.0,5.7,11.2,0.0,1.3,0.0,0.0,278508355,203606108,0,frankycpp_v1.8.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140263d06
engine::TT::Entry::{ctor},0.165989,68.9,10.5,0.0,55.2,22.4,0.0,24.7,4.0,0.1,5.8,12.0,95102853,69802094,0,frankycpp_v1.8.exe,engine::TT::Entry::{ctor},TT.h,0x14026d60f
chess::operator&,0.163989,0.0,10.5,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,771723151,252907587,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026b296
engine::Search::thread,0.163989,100.0,0.0,0.0,0.0,0.0,0.0,86.6,83.7,0.0,0.1,0.0,38101143,21000630,0,frankycpp_v1.8.exe,engine::Search::thread,Search.h,0x140220e4f
engine::Search::storeTt,0.161989,42.2,2.8,12.7,7.1,0.0,12.7,16.4,12.5,0.1,0.7,0.0,693020790,337810134,0,frankycpp_v1.8.exe,"engine::Search::storeTt(class chess::Position const &,enum chess::Depth,enum chess::Depth,class chess::Move,class chess::Value,enum chess::ValueType,class chess::Value)",Search.cpp,0x1402216f0
chess::Move::operator==,0.158989,0.0,8.5,1.7,0.0,3.4,0.0,25.9,7.6,0.6,0.2,0.0,500215006,108303249,0,frankycpp_v1.8.exe,chess::Move::operator==,PVTable.h,0x140262fa6
chess::Bitboard::shifted,0.155990,0.0,1.7,0.0,1.7,0.0,11.7,3.1,3.8,0.1,0.0,0.0,350110503,307409222,0,frankycpp_v1.8.exe,chess::Bitboard::shifted(class chess::Direction),bitboard.h,0x140265360
chess::Square::{ctor},0.153990,0.0,6.4,3.9,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,798923967,311509345,0,frankycpp_v1.8.exe,chess::Square::{ctor},square.h,0x14025c545
engine::See::getLeastValuablePiece,0.153990,0.0,0.0,3.4,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,523015690,263707911,0,frankycpp_v1.8.exe,"engine::See::getLeastValuablePiece(class chess::Position const &,class chess::Bitboard,class chess::Color)",See.cpp,0x14029e910
chess::Position::hasCheck,0.141991,19.1,2.6,5.3,39.6,2.6,0.0,10.3,5.1,0.2,4.2,0.0,245507365,151304539,0,frankycpp_v1.8.exe,chess::Position::hasCheck(void),Position.cpp,0x14025c4c0
chess::operator<,0.139991,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313309399,164504935,0,frankycpp_v1.8.exe,chess::operator<,rank.h,0x14026ae34
chess::MoveGenerator::isPseudoLegal,0.128991,31.2,8.3,0.0,24.8,2.1,0.0,19.4,2.4,0.2,6.2,0.0,198205946,138404152,0,frankycpp_v1.8.exe,"chess::MoveGenerator::isPseudoLegal(class chess::Position const &,class chess::Move)",MoveGenerator.cpp,0x140261080
chess::Position::checkRepetitions,0.125992,92.3,52.2,46.6,14.9,1.9,0.0,53.4,24.3,0.1,0.9,0.0,19100573,11800354,0,frankycpp_v1.8.exe,chess::Position::checkRepetitions(int),Position.cpp,0x14025c8d0
"std::array<chess::Value,25>::operator[]",0.121992,0.0,11.1,2.2,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,383711511,173205196,0,frankycpp_v1.8.exe,"std::array<chess::Value,25>::operator[]",array,0x140263c19
chess::Position::getPiece,0.120992,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230306909,134704041,0,frankycpp_v1.8.exe,chess::Position::getPiece,Position.h,0x14026ae45
chess::Bitboard::operator|=,0.116992,33.3,14.2,0.0,7.1,2.4,4.7,5.9,0.0,0.0,0.0,0.0,327609828,258807764,0,frankycpp_v1.8.exe,chess::Bitboard::operator|=,bitboard.h,0x14025d662
engine::Search::goodCapture,0.114992,3.7,11.1,0.0,2.2,0.0,6.6,9.3,0.0,0.0,0.0,0.0,434213026,161704851,0,frankycpp_v1.8.exe,"engine::Search::goodCapture(class chess::Position const &,class chess::Move,bool)",Search.cpp,0x1402215b0
std::popcount,0.113992,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679820394,242907287,0,frankycpp_v1.8.exe,std::popcount,bit,0x14026b2af
chess::operator*,0.112993,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357810734,174805244,0,frankycpp_v1.8.exe,chess::operator*,value.h,0x140269d85
chess::Position::getPieceBb,0.104993,58.8,10.7,0.0,22.8,0.0,17.4,19.4,0.0,0.0,0.1,0.0,162404872,313109393,0,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x1402630d1
func@0x1400e349f,0.103993,82.9,0.0,77.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,nvlddmkm.sys,func@0x1400e349f,[Unknown],0x1400e349f
chess::operator&,0.102993,0.0,17.5,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,286008580,121203636,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x140220268
chess::Move::encode,0.099993,3.2,16.4,4.1,0.0,0.0,4.1,4.2,7.0,1.4,0.3,0.0,206006180,180905427,0,frankycpp_v1.8.exe,chess::Move::encode,move.h,0x140263cfd
chess::Value::operator int,0.098993,25.0,0.0,0.0,15.1,0.0,2.2,15.6,0.0,0.3,0.0,0.0,196805904,145204356,0,frankycpp_v1.8.exe,chess::Value::operator int,value.h,0x14025d7f9
std::countr_zero,0.097994,0.0,16.1,2.7,2.7,0.0,0.0,0.0,11.1,0.0,0.0,0.0,576317289,290808724,0,frankycpp_v1.8.exe,std::countr_zero,bit,0x140269a70
chess::Position::getLastMove,0.094994,9.5,13.7,2.3,2.3,0.0,0.0,10.7,0.0,0.4,0.0,0.1,351210536,81202436,0,frankycpp_v1.8.exe,chess::Position::getLastMove,Position.h,0x140262f70
chess::typeOf,0.094994,7.7,1.9,0.0,11.7,0.0,0.0,9.7,7.4,0.0,0.0,0.0,316109483,158504755,0,frankycpp_v1.8.exe,chess::typeOf,piece.h,0x14025d744
chess::Position::getPieceBb,0.092994,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451613548,129903897,0,frankycpp_v1.8.exe,chess::Position::getPieceBb,Position.h,0x14026b28b
chess::Color::sign,0.089994,13.0,0.0,2.7,0.0,0.0,21.8,0.0,0.0,0.1,0.1,0.0,147904437,219506585,0,frankycpp_v1.8.exe,chess::Color::sign,color.h,0x140263258
std::atomic<bool>::operator bool,0.089994,23.5,37.5,0.0,15.0,2.5,2.5,25.3,0.0,0.0,0.0,0.0,247607428,140504215,0,frankycpp_v1.8.exe,std::atomic<bool>::operator bool,atomic,0x140225a64
chess::Value::{ctor},0.088994,33.3,0.0,2.2,0.0,0.0,28.9,6.2,0.0,0.0,0.0,0.0,301409042,100703021,0,frankycpp_v1.8.exe,chess::Value::{ctor},value.h,0x14029eb80
std::ranges::_Partition_by_median_guess_common,0.088994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65601968,30800924,0,frankycpp_v1.8.exe,std::ranges::_Partition_by_median_guess_common,algorithm,0x14026433f
chess::operator<,0.086994,0.0,14.3,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,336110083,170905127,0,frankycpp_v1.8.exe,chess::operator<,value.h,0x14029e7b8
_security_check_cookie,0.085994,43.3,11.0,4.4,19.8,0.0,0.0,43.0,8.9,0.0,0.0,0.0,80702421,68602058,0,frankycpp_v1.8.exe,_security_check_cookie,amdsecgs.asm,0x140619cf0
chess::operator&,0.085994,0.0,22.1,4.4,0.0,0.0,0.0,4.5,11.1,0.5,0.2,0.0,352210566,276108283,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14029ea97
chess::Move::operator==,0.084994,0.0,16.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,398811964,144104323,0,frankycpp_v1.8.exe,chess::Move::operator==,PVTable.h,0x14021ffdb
chess::Move::stripped,0.081995,4.8,3.8,3.8,0.0,0.0,0.0,,0.0,0.4,0.2,0.0,176605298,47901437,0,frankycpp_v1.8.exe,chess::Move::stripped,move.h,0x140262ec0
chess::operator&,0.081995,0.0,12.0,0.0,0.0,0.0,2.0,13.4,0.0,0.0,0.0,0.0,567717031,241807254,0,frankycpp_v1.8.exe,chess::operator&,bitboard.h,0x14026aa85
"std::_Atomic_storage<unsigned __int64,8>::store",0.081995,100.0,13.5,10.1,37.1,6.7,0.0,13.4,0.0,0.1,1.8,0.0,67402022,28200846,0,frankycpp_v1.8.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14026d64f
