Function,CPU Time,Performance-core (P-core):Memory Bound(%),Performance-core (P-core):Memory Bound:L1 Bound(%),Performance-core (P-core):Memory Bound:L2 Bound(%),Performance-core (P-core):Memory Bound:L3 Bound(%),Performance-core (P-core):Memory Bound:DRAM Bound(%),Performance-core (P-core):Memory Bound:Store Bound(%),Efficient-core (E-core):Memory Bound(%),Efficient-core (E-core):Memory Bound:L1 Bound(%),Efficient-core (E-core):Memory Bound:L2 Bound(%),Efficient-core (E-core):Memory Bound:L3 Bound(%),Efficient-core (E-core):Memory Bound:DRAM Bound(%),Loads,Stores,LLC Miss Count,Module,Function (Full),Source File,Start Address
chess::MoveGenerator::generatePawnMoves,1.023932,54.6,4.8,0.2,2.0,0.0,53.3,14.6,1.3,0.1,0.0,0.0,1836155083,1800154003,0,frankycpp_v1.5.exe,"chess::MoveGenerator::generatePawnMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool,class chess::Bitboard)",MoveGenerator.cpp,0x1402428d0
chess::Position::removePiece,0.792947,19.8,14.0,0.9,6.9,0.3,7.2,15.2,1.6,0.1,0.4,0.0,2510075300,1516145483,0,frankycpp_v1.5.exe,chess::Position::removePiece(class chess::Square),Position.cpp,0x14023ce50
chess::Position::isAttacked,0.755950,18.8,1.8,5.6,9.5,2.1,4.9,8.9,2.6,0.0,0.4,0.0,3246597395,2039261176,0,frankycpp_v1.5.exe,"chess::Position::isAttacked(class chess::Square,class chess::Color)",Position.cpp,0x14023b910
chess::Position::putPiece,0.729951,27.5,18.4,2.5,5.0,0.3,2.8,23.8,0.0,0.1,0.1,0.0,2456573695,1823654708,0,frankycpp_v1.5.exe,"chess::Position::putPiece(enum chess::Piece,class chess::Square)",Position.cpp,0x14023cd40
std::_Checked_x86_x64_countr_zero<unsigned __int64>,0.716952,27.4,8.2,1.3,2.3,0.0,24.6,7.5,2.3,0.0,0.0,0.0,2621678648,1426342789,0,frankycpp_v1.5.exe,std::_Checked_x86_x64_countr_zero<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140244db0
engine::See::see,0.686954,11.8,0.7,0.4,0.4,0.0,12.3,1.1,1.0,0.0,0.0,0.0,2658979767,1431042930,0,frankycpp_v1.5.exe,"engine::See::see(class chess::Position const &,class chess::Move)",See.cpp,0x14027b920
func@0x1800126c0,0.570962,98.6,0.0,0.0,0.4,0.4,100.0,0.0,0.0,0.0,0.0,0.0,0,1200036,0,vcruntime140.dll,func@0x1800126c0,[Unknown],0x1800126c0
engine::Evaluator::bishopEval,0.440971,20.8,8.8,0.0,0.5,0.0,18.2,2.0,0.0,0.1,0.0,0.0,1598047940,930327909,0,frankycpp_v1.5.exe,engine::Evaluator::bishopEval,Evaluator.cpp,0x1402490e8
engine::Evaluator::knightEval,0.437971,76.9,5.9,0.0,10.2,0.5,54.7,25.0,24.8,0.0,0.0,0.0,821524645,514315429,550231,frankycpp_v1.5.exe,engine::Evaluator::knightEval,Evaluator.cpp,0x1402491a0
std::_Checked_popcount<unsigned __int64>,0.434971,38.8,5.4,2.7,1.6,0.0,27.5,3.1,0.0,0.1,0.0,0.0,1276038280,726421792,0,frankycpp_v1.5.exe,std::_Checked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x1402209c0
engine::Evaluator::queenEval,0.429971,10.2,5.1,0.6,1.1,0.0,12.5,6.9,0.0,0.3,0.1,0.0,1697850934,774823244,0,frankycpp_v1.5.exe,engine::Evaluator::queenEval,Evaluator.cpp,0x140248e78
engine::Evaluator::pawnEval,0.372975,21.7,4.0,0.0,23.6,0.0,12.6,20.7,4.0,0.1,0.7,0.1,916627498,399911997,0,frankycpp_v1.5.exe,"engine::Evaluator::pawnEval(class chess::Position const &,struct chess::Score &)",Evaluator.cpp,0x140248a10
chess::Position::wasLegalMove,0.362976,1.7,8.0,1.7,0.6,0.0,1.1,9.4,0.0,0.3,0.1,0.0,1942158263,1195335859,0,frankycpp_v1.5.exe,chess::Position::wasLegalMove(void),Position.cpp,0x14023be00
chess::Position::undoMove,0.344977,40.9,32.6,0.0,26.1,0.0,7.3,25.5,5.9,0.1,0.5,0.0,900327009,508115243,0,frankycpp_v1.5.exe,chess::Position::undoMove(void),Position.cpp,0x14023b590
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.344977,28.4,7.3,2.9,0.0,0.0,19.7,7.0,2.2,0.1,0.0,0.0,651219536,276508295,0,frankycpp_v1.5.exe,"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>(class chess::Move *, class chess::Move *, __int64, struct chess::moveValueGreaterComparator, struct std::identity)",algorithm,0x140243b10
chess::Bitboard::shifted,0.342977,7.8,1.5,2.2,2.2,0.0,5.1,5.4,2.3,0.0,0.0,0.0,870226106,1166935007,0,frankycpp_v1.5.exe,chess::Bitboard::shifted,bitboard.h,0x1402429cd
chess::Move::encode,0.336978,1.2,4.4,0.0,0.0,2.2,0.0,10.9,15.6,0.0,0.0,0.0,738822164,514215426,0,frankycpp_v1.5.exe,chess::Move::encode,move.h,0x140243455
engine::See::attacksTo,0.297980,3.9,7.5,0.0,0.8,0.0,7.5,3.3,0.0,0.1,0.0,0.0,1065131953,981329439,0,frankycpp_v1.5.exe,"engine::See::attacksTo(class chess::Position const &,class chess::Square,class chess::Color)",See.cpp,0x14027bc90
chess::moveValueGreaterComparator::operator(),0.285981,1.7,13.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475514265,302809084,550231,frankycpp_v1.5.exe,chess::moveValueGreaterComparator::operator(),move.h,0x14021b050
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.274982,64.6,4.0,0.0,54.6,10.3,1.6,46.9,0.0,0.4,13.8,0.0,201206036,165004950,0,frankycpp_v1.5.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140248610
chess::operator+=,0.268982,60.0,0.0,40.8,40.8,0.0,0.0,71.3,72.9,0.0,0.2,0.0,82002460,59101773,0,frankycpp_v1.5.exe,chess::operator+=,value.h,0x140248a6f
chess::Bitboard::operator bool,0.262982,4.7,2.7,0.0,0.0,0.9,0.0,5.3,26.7,0.0,0.0,0.0,863925917,557916737,0,frankycpp_v1.5.exe,chess::Bitboard::operator bool,bitboard.h,0x1402433f4
"std::array<int,64>::operator[]",0.256983,1.4,0.0,6.9,1.7,0.9,0.0,3.8,6.4,0.4,0.0,0.0,764222926,245707371,400012,frankycpp_v1.5.exe,"std::array<int,64>::operator[]",array,0x140242767
func@0x1400e0a60,0.253983,100.0,0.0,99.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8800264,4400132,0,nvlddmkm.sys,func@0x1400e0a60,[Unknown],0x1400e0a60
engine::Search::sendSearchUpdateToUci,0.238984,72.1,29.5,14.7,56.8,6.3,1.1,60.2,31.4,0.0,0.3,0.0,10500315,2000060,0,frankycpp_v1.5.exe,engine::Search::sendSearchUpdateToUci(void),Search.cpp,0x140212c30
engine::Search::storeTt,0.234984,33.3,3.8,7.7,7.7,0.0,15.4,16.4,3.4,0.2,1.5,0.0,919927597,447813434,0,frankycpp_v1.5.exe,"engine::Search::storeTt(class chess::Position const &,enum chess::Depth,enum chess::Depth,class chess::Move,class chess::Value,enum chess::ValueType,class chess::Value)",Search.cpp,0x14020cae0
std::popcount,0.233984,26.3,4.4,0.0,2.2,0.0,34.1,0.0,0.0,0.0,0.0,0.0,539116173,260207806,0,frankycpp_v1.5.exe,std::popcount,bit,0x140248fe1
chess::MoveGenerator::generateKingMoves,0.228985,13.6,8.0,2.7,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,827024810,643119293,0,frankycpp_v1.5.exe,"chess::MoveGenerator::generateKingMoves(class chess::Position const &,class chess::StaticMoveList<256> *,enum chess::GenMode,bool)",MoveGenerator.cpp,0x1402435c0
chess::Bitboard::operator^=,0.227985,8.5,8.2,1.4,1.4,0.0,5.5,0.6,2.7,0.0,0.0,0.0,640919227,402612078,0,frankycpp_v1.5.exe,chess::Bitboard::operator^=,bitboard.h,0x14023cea5
chess::Position::getPieceBb,0.227985,47.9,5.2,0.0,6.3,0.0,30.3,6.7,6.7,0.0,0.1,0.0,725121753,412512375,0,frankycpp_v1.5.exe,chess::Position::getPieceBb,Position.h,0x140248e02
chess::Position::movePiece,0.224985,38.8,23.0,0.0,18.7,0.0,25.9,17.0,3.8,0.0,0.0,0.0,634019020,289108673,0,frankycpp_v1.5.exe,"chess::Position::movePiece(class chess::Square,class chess::Square)",Position.cpp,0x14023cd10
engine::See::revealedAttacks,0.212986,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,957628728,501215036,0,frankycpp_v1.5.exe,"engine::See::revealedAttacks(class chess::Position const &,class chess::Square,class chess::Bitboard,class chess::Color)",See.cpp,0x14027bde0
"std::array<chess::Bitboard,64>::operator[]",0.208986,9.3,8.9,12.3,0.0,1.1,6.7,16.0,0.0,0.3,0.2,0.0,937028110,511715351,0,frankycpp_v1.5.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x1401695d0
"std::array<unsigned __int64,64>::operator[]",0.206986,9.1,9.4,0.0,5.2,0.0,0.0,4.7,0.0,0.0,0.0,0.0,684620538,310509315,0,frankycpp_v1.5.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14023ce92
chess::makePiece,0.193987,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528015840,189405682,0,frankycpp_v1.5.exe,chess::makePiece,piece.h,0x1402496c9
chess::Position::hasCheck,0.191987,31.5,9.0,0.0,34.8,3.0,0.0,9.3,0.0,0.0,1.5,0.0,292708781,187505625,0,frankycpp_v1.5.exe,chess::Position::hasCheck(void),Position.cpp,0x14023bbf0
engine::TT::Entry::{ctor},0.188987,100.0,19.3,0.0,66.3,17.9,0.0,76.3,9.5,0.2,7.6,9.9,43501305,66601998,0,frankycpp_v1.5.exe,engine::TT::Entry::{ctor},TT.h,0x14024ab3f
std::_Unchecked_popcount<unsigned __int64>,0.181988,25.0,15.3,1.2,0.0,0.0,11.8,9.7,0.0,0.0,0.0,0.0,583417502,304409132,0,frankycpp_v1.5.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x1402209b0
std::_Countr_zero_tzcnt<unsigned __int64>,0.166989,9.4,7.4,0.0,0.0,0.0,7.4,,3.0,0.1,0.4,0.0,335910077,201206036,0,frankycpp_v1.5.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140244da0
chess::Bitboard::shifted,0.159989,10.0,6.6,0.0,1.3,0.0,8.0,4.3,0.0,0.1,0.0,0.0,404512135,305809174,0,frankycpp_v1.5.exe,chess::Bitboard::shifted(class chess::Direction),bitboard.h,0x140244b90
chess::Move::operator==,0.158989,0.0,8.2,0.0,0.0,0.0,0.0,20.7,3.0,0.4,0.1,0.0,437613128,108403252,0,frankycpp_v1.5.exe,chess::Move::operator==,PVTable.h,0x1402427d6
chess::StaticMoveList<256>::push_back,0.150990,9.4,0.0,3.6,0.0,5.5,1.8,,18.7,0.3,0.1,0.0,222006660,189105673,0,frankycpp_v1.5.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x140243536
engine::Search::goodCapture,0.141991,3.1,7.4,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,479114373,165404962,0,frankycpp_v1.5.exe,"engine::Search::goodCapture(class chess::Position const &,class chess::Move,bool)",Search.cpp,0x14020c9a0
chess::Square::{ctor},0.137991,3.0,7.2,1.2,1.2,0.0,3.6,0.0,0.0,0.0,0.0,0.0,855125653,370111103,0,frankycpp_v1.5.exe,chess::Square::{ctor},square.h,0x14023bc75
engine::See::getLeastValuablePiece,0.130991,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702321069,325909777,0,frankycpp_v1.5.exe,"engine::See::getLeastValuablePiece(class chess::Position const &,class chess::Bitboard,class chess::Color)",See.cpp,0x14027bc10
chess::typeOf,0.127991,32.1,29.1,13.2,5.3,0.0,2.6,6.9,0.0,0.0,0.0,0.0,361210836,214506435,0,frankycpp_v1.5.exe,chess::typeOf,piece.h,0x14023ce74
chess::Color::sign,0.125992,30.3,4.3,0.0,4.3,0.0,30.4,0.0,0.0,0.0,0.0,0.0,250507515,340610218,0,frankycpp_v1.5.exe,chess::Color::sign,color.h,0x140242a88
chess::Move::encode,0.125992,3.2,8.2,0.0,0.0,0.0,2.0,22.9,0.0,1.7,0.2,0.0,280408412,162604878,0,frankycpp_v1.5.exe,chess::Move::encode,move.h,0x14024352d
"std::array<chess::Value,25>::operator[]",0.120992,0.0,2.8,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435313059,275308259,0,frankycpp_v1.5.exe,"std::array<chess::Value,25>::operator[]",array,0x140243449
std::countr_zero,0.118992,11.1,6.8,0.0,0.0,0.0,15.2,8.9,0.0,0.1,0.0,0.0,335010050,261107833,0,frankycpp_v1.5.exe,std::countr_zero,bit,0x1402433a2
chess::Value::{ctor},0.114992,42.9,0.0,0.0,2.8,0.0,50.5,0.0,0.0,0.0,0.0,0.0,308109243,151704551,0,frankycpp_v1.5.exe,chess::Value::{ctor},value.h,0x14027be80
chess::MoveGenerator::resetOnDemand,0.112992,18.2,0.0,2.0,23.8,0.0,6.0,12.8,0.0,0.1,0.1,0.0,300609018,59501785,0,frankycpp_v1.5.exe,chess::MoveGenerator::resetOnDemand,MoveGenerator.h,0x14020c4bc
chess::Position::checkRepetitions,0.107993,100.0,0.0,27.4,30.6,9.7,1.6,68.6,40.1,0.4,2.9,0.0,16200486,10900327,0,frankycpp_v1.5.exe,chess::Position::checkRepetitions(int),Position.cpp,0x14023c000
chess::operator*,0.106993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201306039,102303069,0,frankycpp_v1.5.exe,chess::operator*,value.h,0x140248935
chess::Position::getPiece,0.103993,4.3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407212216,130903927,0,frankycpp_v1.5.exe,chess::Position::getPiece,Position.h,0x1402496c2
chess::operator<,0.103993,0.0,0.0,3.1,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,301709051,97502925,0,frankycpp_v1.5.exe,chess::operator<,file.h,0x1402496a0
std::popcount,0.102993,12.0,18.7,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,296808904,196605898,0,frankycpp_v1.5.exe,std::popcount,bit,0x14024912b
chess::MoveGenerator::isPseudoLegal,0.100993,13.6,13.3,0.0,31.9,0.0,0.0,18.5,5.1,0.1,1.1,0.0,172405172,124203726,0,frankycpp_v1.5.exe,"chess::MoveGenerator::isPseudoLegal(class chess::Position const &,class chess::Move)",MoveGenerator.cpp,0x1402408b0
engine::PawnTT::getHash,0.100993,83.3,29.7,2.7,21.6,0.0,2.7,,0.0,,,,19800594,2200066,0,frankycpp_v1.5.exe,engine::PawnTT::getHash,PawnTT.h,0x140248da7
chess::Move::operator==,0.099993,0.0,13.3,0.0,2.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,398411952,145904377,0,frankycpp_v1.5.exe,chess::Move::operator==,PVTable.h,0x14020b49b
chess::StaticMoveList<256>::push_back,0.098993,17.4,0.0,0.0,8.3,0.0,10.3,2.1,10.7,0.0,0.0,0.0,168305049,143004290,0,frankycpp_v1.5.exe,chess::StaticMoveList<256>::push_back,staticmovelist.h,0x14024347a
chess::operator*,0.097993,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147804434,86602598,0,frankycpp_v1.5.exe,chess::operator*,value.h,0x14024892d
chess::Position::getPieceBb,0.095994,76.7,9.9,0.0,4.9,0.0,61.6,14.1,0.0,0.0,0.0,0.0,93102793,107503225,0,frankycpp_v1.5.exe,chess::Position::getPieceBb,Position.h,0x140242901
chess::Position::attacksTo,0.093994,35.0,13.4,0.0,0.0,2.2,20.0,22.1,0.0,0.0,0.0,0.0,350610518,304909147,0,frankycpp_v1.5.exe,"chess::Position::attacksTo(class chess::Square,class chess::Color)",Position.cpp,0x14023baa0
chess::operator&,0.093994,5.3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,266708001,268808064,0,frankycpp_v1.5.exe,chess::operator&,bitboard.h,0x14027bd97
"std::_Atomic_storage<unsigned __int64,8>::load",0.091994,40.9,0.0,0.0,25.6,5.7,0.0,17.6,0.0,0.0,0.6,0.0,8400252,7600228,0,frankycpp_v1.5.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x140246df6
chess::Bitboard::operator bool,0.090994,52.9,0.0,0.0,0.0,0.0,60.1,0.0,0.0,0.0,0.0,0.0,151604548,106103183,0,frankycpp_v1.5.exe,chess::Bitboard::operator bool,bitboard.h,0x14024917e
engine::Search::checkDrawRepAnd50,0.089994,65.2,43.7,0.0,37.9,8.7,0.0,56.0,44.5,0.2,3.2,0.0,8400252,0,0,frankycpp_v1.5.exe,"engine::Search::checkDrawRepAnd50(class chess::Position const &,int)",Search.cpp,0x14020eda0
"std::array<chess::Bitboard,64>::operator[]",0.088994,35.7,0.0,0.0,43.2,0.0,0.0,8.9,0.0,0.0,0.0,0.0,181705451,154204626,0,frankycpp_v1.5.exe,"std::array<chess::Bitboard,64>::operator[]",array,0x14023b92f
chess::typeOf,0.087994,0.0,3.1,0.0,3.1,0.0,0.0,0.0,6.7,0.0,0.0,0.0,224306729,147004410,0,frankycpp_v1.5.exe,chess::typeOf,piece.h,0x14024345e
"std::array<chess::Move,64>::operator[]",0.087994,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433613008,117403522,0,frankycpp_v1.5.exe,"std::array<chess::Move,64>::operator[]",array,0x1402427d4
chess::operator<,0.086994,0.0,12.3,0.0,2.1,0.0,0.0,17.8,0.0,0.0,0.0,0.0,494414832,306009180,0,frankycpp_v1.5.exe,chess::operator<,value.h,0x14027bab8
chess::Move::from,0.085994,4.3,0.0,0.0,3.2,3.2,16.1,,0.0,0.0,0.0,0.0,484414532,108603258,0,frankycpp_v1.5.exe,chess::Move::from,move.h,0x14020b4af
chess::operator<,0.082994,0.0,4.6,0.0,0.0,0.0,0.0,0.0,12.1,0.1,0.1,0.0,447213416,157704731,0,frankycpp_v1.5.exe,chess::operator<,rank.h,0x1402496b1
"std::_Atomic_storage<unsigned __int64,8>::store",0.082994,71.4,16.1,0.0,84.8,16.1,0.0,25.4,0.0,0.7,11.1,0.0,60801824,53201596,550231,frankycpp_v1.5.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x14024ab7f
chess::operator++,0.081995,10.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293208796,187005610,0,frankycpp_v1.5.exe,chess::operator++,piecetype.h,0x140243589
