Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
[Loop at line 149 in engine::TT::put],1.899873,1.899873,0.0,0.0,50.9,50.9,1.3,1.3,58.6,0.1,22.3,2.9,2.7,55.3,0.1,0.0,0.0,0.0,0.0,,,3000990000,3.049900,4817541903.680000
engine::Evaluator::evaluate,1.828878,1.828878,0.0,0.0,55.5,55.5,4.8,0.0,3.8,0.1,41.7,0.9,0.9,1.1,0.0,0.0,0.1,0.0,100.0,AVX(128),,16643215000,0.557855,5076609291.525423
[Loop at line 1559 in engine::Search::search],1.785881,1.785881,0.0,0.0,19.7,19.7,7.2,1.7,1.9,0.7,12.0,5.5,3.5,2.1,0.1,0.0,0.0,0.0,0.0,,,20659510000,0.408379,4724231209.851064
engine::Search::qsearch,1.744884,1.744884,0.0,0.0,34.3,34.3,14.8,3.0,15.0,2.2,43.5,55.8,0.1,1.9,0.0,0.0,0.4,0.0,100.0,,,11084495000,0.799784,5080682215.885386
engine::PawnTT::probe,1.726885,1.726885,0.0,0.0,39.7,39.7,0.0,3.1,35.8,0.7,38.9,0.3,1.0,1.1,0.1,0.0,2.9,0.0,100.0,,,7984670000,1.094149,5059060155.757962
engine::Search::thread,1.685888,1.685888,0.0,0.0,84.1,84.1,22.6,6.8,54.3,0.8,73.3,62.1,0.7,12.4,0.0,0.0,0.0,0.0,0.0,,,413310000,21.934783,5377502272.843416
engine::PawnTT::prefetch,1.656890,1.656890,0.0,0.0,47.1,47.1,4.1,2.5,40.3,10.9,62.0,1.7,1.9,3.2,0.0,0.0,0.0,0.0,0.0,,,290515000,28.773196,5045022181.208207
chess::MoveGenerator::getNextPseudoLegalMove,1.483901,1.483901,0.0,0.0,17.6,17.6,6.9,0.0,2.0,0.5,11.5,0.2,1.1,0.6,0.3,0.0,0.3,0.0,100.0,,,18760680000,0.441411,5580678280.141509
engine::Search::thread,1.465902,1.465902,0.0,0.0,80.7,80.7,22.6,3.4,54.0,1.8,88.4,57.5,1.2,14.4,0.0,0.0,0.0,0.0,0.0,,,245590000,29.487805,4940240346.163711
chess::MoveGenerator::fillOnDemandMoveList,1.295914,1.295914,0.0,0.0,29.2,29.2,8.9,0.1,2.0,0.1,4.5,1.0,2.4,1.0,0.9,0.0,0.4,0.0,100.0,,,13582325000,0.511356,5359465739.782408
chess::Position::givesCheck,1.272915,1.272915,0.0,0.0,9.1,9.1,7.9,0.3,0.9,0.3,5.5,2.7,4.8,1.1,0.1,0.0,0.0,0.0,0.0,,,18784640000,0.365274,5390417920.865671
[Loop at line 803 in chess::MoveGenerator::updateSortValues],1.240917,1.240917,0.0,0.0,11.8,11.8,4.9,1.2,3.4,10.8,13.2,3.5,14.6,4.7,2.2,0.0,0.0,0.0,0.0,,,12387320000,0.497340,4964645716.739726
chess::Position::doMove,1.067929,1.067929,0.0,0.0,23.1,23.1,6.7,1.0,0.1,0.3,2.5,1.1,4.3,1.1,0.2,0.0,0.0,0.0,0.0,,,11207290000,0.513362,5387432776.144195
chess::MoveGenerator::generatePawnMoves,0.983934,0.983934,0.0,0.0,67.7,67.7,5.3,0.0,1.6,0.0,6.9,0.0,3.0,1.0,0.1,0.0,0.2,0.0,100.0,,,6241580000,0.992322,6294789155.260162
engine::Evaluator::rookEval,0.936938,0.936938,0.0,0.0,22.3,22.3,7.7,0.0,0.1,0.2,6.2,2.7,3.6,1.5,0.8,0.0,0.0,0.0,0.0,,,11635575000,0.412870,5127321205.045891
engine::Search::search,0.831945,0.831945,0.0,0.0,38.0,38.0,16.8,3.1,10.2,0.5,56.3,66.7,0.3,2.7,0.0,0.0,0.0,0.0,0.0,,,5040585000,0.866310,5248799092.254808
chess::Position::isAttacked,0.807946,0.807946,0.0,0.0,13.9,13.9,5.4,0.0,11.4,1.8,9.1,4.2,0.2,1.8,0.4,0.0,0.0,0.0,0.0,,,10440570000,0.406483,5252719883.655940
[Loop at line 1029 in chess::MoveGenerator::generateMoves],0.765949,0.765949,0.0,0.0,5.5,5.5,8.4,1.0,0.7,0.0,2.6,0.0,4.8,0.9,0.0,0.0,0.0,0.0,0.0,,,8808295000,0.462088,5313937462.190600
chess::Position::putPiece,0.721952,0.721952,0.0,0.0,17.6,17.6,20.3,2.8,4.5,0.6,8.0,0.6,5.2,0.6,0.2,0.0,0.0,0.0,0.0,,,8224270000,0.470867,5363979127.736842
[Loop at line 418 in engine::Evaluator::kingEval],0.688954,0.688954,0.0,0.0,0.8,0.8,6.8,0.4,0.0,0.1,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,,,11997970000,0.302297,5264421731.062409
[Loop at line 2093 in engine::Search::qsearch],0.673955,0.673955,0.0,0.0,26.0,26.0,10.2,3.2,11.0,5.9,15.7,4.3,0.4,2.7,0.0,0.0,0.0,0.0,0.0,,,7098150000,0.511392,5386026368.225519
chess::Position::removePiece,0.671955,0.671955,0.0,0.0,18.9,18.9,8.8,1.8,4.4,0.3,4.8,1.5,1.3,2.9,0.0,0.0,0.0,0.0,0.0,,,9023935000,0.434783,5838856133.065476
std::_Checked_x86_x64_countr_zero<unsigned __int64>,0.614959,0.614959,0.0,0.0,20.5,20.5,6.4,0.0,2.4,0.0,4.8,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,,,8996980000,0.395140,5780978512.413009
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.594960,0.594960,0.0,0.0,0.0,0.0,8.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5546740000,0.580994,5416528811.146218
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>]",0.592961,0.592961,0.0,0.0,0.6,0.6,8.7,0.0,0.4,0.2,,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,5606640000,0.540064,5106486806.580101
engine::Evaluator::knightEval,0.584961,0.584961,0.0,0.0,78.4,78.4,8.3,0.4,5.5,0.2,21.2,4.0,0.0,0.0,0.0,0.0,1.1,0.0,100.0,,,4046245000,0.709845,4910079150.834188
func@0x1800126c0,0.570962,0.570962,0.0,0.0,88.3,88.3,0.0,0.5,0.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,5460600106.413310
"std::_Atomic_storage<unsigned __int64,8>::load",0.520965,0.520965,0.0,0.0,78.0,78.0,0.0,3.4,26.6,36.5,100.0,43.5,0.6,57.5,0.0,0.0,1.0,0.0,100.0,,,787685000,3.555133,5375262026.238004
chess::MoveGenerator::updateSortValues,0.475968,0.475968,0.0,0.0,9.5,9.5,16.9,0.0,1.2,0.3,4.6,4.1,6.5,1.4,0.7,0.0,0.0,0.0,0.0,,,4681185000,0.401791,3951649736.756302
engine::Evaluator::bishopEval,0.475968,0.475968,0.0,0.0,25.9,25.9,7.7,0.4,0.2,0.0,17.4,0.0,6.4,1.3,0.0,0.0,0.0,0.0,0.0,,,5720450000,0.463351,5568805759.600841
chess::Position::wasLegalMove,0.467969,0.467969,0.0,0.0,1.9,1.9,4.2,1.2,0.2,0.2,3.6,4.0,11.1,3.1,0.0,0.0,0.0,0.0,0.0,,,7283840000,0.295230,4595199205.290599
chess::Position::undoMove,0.439971,0.439971,0.0,0.0,38.8,38.8,16.2,0.0,15.9,0.3,25.5,8.3,0.7,2.1,0.0,0.0,0.0,0.0,0.0,,,2968045000,0.626640,4227315632.550000
std::_Checked_popcount<unsigned __int64>,0.415972,0.415972,0.0,0.0,38.8,38.8,14.5,0.0,1.8,0.3,22.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,,,4992665000,0.385123,4622399200.586538
engine::Evaluator::queenEval,0.400973,0.400973,0.0,0.0,4.9,4.9,4.9,0.0,0.5,1.3,3.9,2.4,1.5,0.6,0.1,0.0,0.0,0.0,0.0,,,7056220000,0.312394,5497423488.159601
engine::Evaluator::kingEval,0.389974,0.389974,0.0,0.0,5.4,5.4,5.1,0.0,0.3,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6445240000,0.317379,5245439092.835897
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.366976,0.366976,0.0,0.0,57.8,57.8,1.9,0.0,58.1,9.7,40.6,2.9,1.6,30.6,0.6,0.0,0.0,0.0,0.0,,,1557400000,1.061538,4505041182.735695
"std::ranges::_Sort_fn::_Sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.347977,0.347977,0.0,0.0,27.3,27.3,6.8,0.7,0.7,1.4,3.5,0.0,5.8,1.5,1.5,0.0,0.0,0.0,0.0,,,3507145000,0.479932,4837075025.528736
engine::See::see,0.339977,0.339977,0.0,0.0,19.8,19.8,4.8,1.1,0.7,0.0,1.7,0.0,1.1,0.7,0.1,0.0,0.0,0.0,0.0,,,3941420000,0.405775,4704225068.788236
[Loop at line 55 in engine::See::see],0.335978,0.335978,0.0,0.0,0.6,0.6,5.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5157390000,0.277584,4261027834.511905
chess::Move::encode,0.333978,0.333978,0.0,0.0,1.2,1.2,6.0,3.5,0.0,2.8,12.3,3.8,3.2,0.4,0.0,0.0,0.0,0.0,0.0,,,3330440000,0.520683,5192276946.341317
[Loop at line 1025 in chess::MoveGenerator::generateMoves],0.323978,0.323978,0.0,0.0,8.4,8.4,8.8,0.0,3.6,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3396330000,0.430335,4511288108.691359
chess::Bitboard::shifted,0.296980,0.296980,0.0,0.0,15.9,15.9,2.6,2.6,2.6,0.0,4.9,0.0,7.6,0.4,0.8,0.0,0.3,0.0,100.0,,,4082185000,0.416728,5728192948.740741
engine::Evaluator::pawnEval,0.292980,0.292980,0.0,0.0,35.7,35.7,0.0,0.0,22.2,0.6,21.0,0.0,2.8,5.6,2.8,0.0,0.4,0.0,100.0,,,2752405000,0.675734,6348187298.027303
chess::moveValueGreaterComparator::operator(),0.291981,0.291981,0.0,0.0,1.1,1.1,8.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3605980000,0.488372,6031429093.890411
engine::See::attacksTo,0.279981,0.279981,0.0,0.0,2.1,2.1,3.9,1.1,0.4,0.4,6.0,2.4,5.3,3.3,0.0,0.0,0.0,0.0,0.0,,,4696160000,0.322704,5412753349.614285
"std::_Atomic_storage<unsigned __int64,8>::store",0.278981,0.278981,0.0,0.0,67.5,67.5,71.8,4.2,14.6,0.0,63.0,64.4,2.9,10.0,0.0,0.0,0.0,0.0,0.0,,,380365000,3.535433,4820231424.437276
[Loop at line 894 in chess::MoveGenerator::generatePawnMoves],0.270982,0.270982,0.0,0.0,51.6,51.6,3.7,0.6,1.2,0.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,,,2707480000,0.647124,6465652018.339483
func@0x1400e0a60,0.268982,0.268982,0.0,0.0,98.0,98.0,2.0,90.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2995000,421.000000,4687654207.888476
"std::array<int,64>::operator[]",0.265982,0.265982,0.0,0.0,3.6,3.6,7.3,0.8,2.4,0.0,3.6,0.0,13.8,1.5,1.5,0.0,0.0,0.0,0.0,,,3447245000,0.381407,4943205160.142858
chess::Position::getPieceBb,0.248983,0.248983,0.0,0.0,38.8,38.8,3.3,0.0,5.8,0.0,8.0,8.0,1.4,3.7,0.0,0.0,0.4,0.0,100.0,,,2851240000,0.507353,5809965260.265060
engine::Search::storeTt,0.242984,0.242984,0.0,0.0,24.8,24.8,9.6,0.0,12.1,0.0,4.8,3.6,0.5,5.3,0.0,0.0,0.0,0.0,0.0,,,2617630000,0.410755,4425006642.131687
[Loop at line 699 in chess::MoveGenerator::fillOnDemandMoveList],0.239984,0.239984,0.0,0.0,4.3,4.3,7.7,0.4,2.1,0.0,10.2,0.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,,,2965050000,0.439394,5428799061.125000
engine::Search::sendSearchUpdateToUci,0.239984,0.239984,0.0,0.0,100.0,100.0,17.0,0.4,47.4,4.8,42.8,39.5,1.8,4.9,0.0,0.0,0.0,0.0,0.0,,,29950000,45.000000,5615999028.750000
std::_Unchecked_popcount<unsigned __int64>,0.234984,0.234984,0.0,0.0,18.0,18.0,7.4,0.5,0.5,0.0,0.0,33.4,10.0,1.7,0.0,0.0,0.0,0.0,0.0,,,2413970000,0.408189,4193279274.800000
chess::Bitboard::operator bool,0.233984,0.233984,0.0,0.0,2.1,2.1,6.9,0.0,2.6,0.0,0.0,0.0,7.8,1.1,0.0,0.0,0.0,0.0,0.0,,,3543085000,0.350803,5311999081.324786
chess::MoveGenerator::generateKingMoves,0.231985,0.231985,0.0,0.0,13.6,13.6,20.6,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2533770000,0.494090,5396523204.637931
engine::See::revealedAttacks,0.219985,0.219985,0.0,0.0,2.4,2.4,4.1,0.0,1.5,0.0,2.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3042920000,0.354331,4901235516.000000
std::popcount,0.217985,0.217985,0.0,0.0,27.5,27.5,7.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2003655000,0.455904,4190531385.366972
"std::array<unsigned __int64,64>::operator[]",0.213986,0.213986,0.0,0.0,7.5,7.5,25.0,0.0,5.0,0.0,13.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2375035000,0.337957,3750997482.130841
chess::Bitboard::operator^=,0.208986,0.208986,0.0,0.0,4.7,4.7,5.9,1.5,0.5,0.0,3.2,0.0,11.4,0.5,1.1,0.0,0.0,0.0,0.0,,,2461890000,0.461071,5431486142.000000
chess::MoveGenerator::isPseudoLegal,0.204986,0.204986,0.0,0.0,15.1,15.1,0.0,8.7,14.1,1.3,10.0,0.0,0.7,9.7,0.2,0.0,0.0,0.0,0.0,,,1021295000,0.906158,4514715316.770732
chess::makePiece,0.203986,0.203986,0.0,0.0,0.0,0.0,5.7,1.4,0.0,0.0,0.0,0.0,1.7,1.0,0.3,0.0,0.0,0.0,0.0,,,2366050000,0.324051,3758681702.901961
"std::array<chess::Bitboard,64>::operator[]",0.203986,0.203986,0.0,0.0,16.8,16.8,9.2,3.9,0.5,3.9,8.4,15.8,6.0,1.9,0.4,0.0,0.0,0.0,0.0,,,3174700000,0.343396,5344375546.313725
chess::Position::movePiece,0.192987,0.192987,0.0,0.0,28.2,28.2,15.3,5.5,8.6,0.0,9.4,10.5,0.7,1.0,0.0,0.0,0.0,0.0,0.0,,,2192340000,0.464481,5276517222.176166
chess::MoveGenerator::generateMoves,0.185988,0.185988,0.0,0.0,23.5,23.5,2.8,0.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2791340000,0.427039,6409082762.559139
chess::Move::operator==,0.184988,0.184988,0.0,0.0,0.0,0.0,11.2,1.7,0.9,0.0,15.6,1.9,4.0,1.2,0.2,0.0,0.0,0.0,0.0,,,2012640000,0.441964,4808509438.670270
chess::Bitboard::shifted,0.183988,0.183988,0.0,0.0,5.5,5.5,11.6,0.0,3.9,0.0,5.6,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,,,1458565000,0.583162,4623025287.434783
"std::_Atomic_storage<unsigned __int64,8>::load",0.183988,0.183988,0.0,0.0,34.3,34.3,13.1,16.9,28.5,7.7,64.0,0.0,0.5,3.9,0.0,0.0,3.3,0.0,100.0,,,221630000,3.486486,4199790578.021739
"std::ranges::_Insertion_sort_common<chess::Move *,chess::moveValueGreaterComparator,std::identity>",0.182988,0.182988,0.0,0.0,12.6,12.6,24.4,2.3,1.5,0.8,1.2,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1581360000,0.477273,4124536991.606557
chess::StaticMoveList<256>::push_back,0.174988,0.174988,0.0,0.0,6.0,6.0,16.0,0.0,2.5,2.5,17.0,1.9,9.1,1.1,0.0,0.0,0.0,0.0,0.0,,,1233940000,0.609223,4295971828.468572
chess::Color::sign,0.173988,0.173988,0.0,0.0,46.6,46.6,7.7,0.0,2.8,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.8,0.0,100.0,,,1542425000,0.499029,4423944062.494253
chess::Square::{ctor},0.169989,0.169989,0.0,0.0,3.2,3.2,6.9,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2827280000,0.315678,5250408503.741177
chess::typeOf,0.169989,0.169989,0.0,0.0,19.7,19.7,20.1,0.0,7.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1470545000,0.362525,3136150045.858824
[Loop at line 245 in engine::TT::probe],0.162989,0.162989,0.0,0.0,75.0,75.0,10.1,0.0,42.5,37.4,100.0,0.0,2.2,79.1,0.5,0.0,0.0,0.0,0.0,,,164725000,3.672727,3711842302.846626
engine::TT::Entry::{ctor},0.151990,0.151990,0.0,0.0,88.2,88.2,5.3,1.2,48.8,31.7,37.2,0.0,0.0,9.2,29.3,0.0,0.0,0.0,0.0,,,269550000,3.388889,6010104223.750001
"std::array<chess::Move,64>::operator[]",0.145990,0.145990,0.0,0.0,1.3,1.3,0.0,2.2,2.2,0.0,0.0,0.0,83.5,33.4,0.0,0.0,0.0,0.0,0.0,,,1554405000,0.292871,3118289871.671233
chess::Position::hasCheck,0.142990,0.142990,0.0,0.0,40.4,40.4,9.7,0.0,38.0,2.6,24.2,11.6,0.2,4.0,0.1,0.0,0.0,0.0,0.0,,,1227950000,0.524390,4503271948.461538
std::_Countr_zero_tzcnt<unsigned __int64>,0.138991,0.138991,0.0,0.0,11.7,11.7,5.8,1.9,0.0,0.0,4.0,8.0,0.7,3.7,0.0,0.0,0.0,0.0,0.0,,,1530445000,0.555773,6119688150.273382
chess::Position::getPieceBb,0.134991,0.134991,0.0,0.0,66.0,66.0,3.1,0.0,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,464225000,1.445161,4969812473.837037
chess::operator<,0.129991,0.129991,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,,,1913805000,0.308294,4538879215.030769
std::countr_zero,0.128991,0.128991,0.0,0.0,3.2,3.2,4.1,1.4,1.4,0.0,,0.0,7.3,1.8,0.0,0.0,0.0,0.0,0.0,,,1533440000,0.494141,5874305960.821705
chess::Position::attacksTo,0.125992,0.125992,0.0,0.0,25.9,25.9,13.8,0.0,3.5,0.0,20.8,0.0,2.5,0.4,0.0,0.0,0.0,0.0,0.0,,,1521460000,0.352362,4255084978.396826
engine::See::getLeastValuablePiece,0.125992,0.125992,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2261225000,0.325828,5847770417.238095
chess::operator<,0.124992,0.124992,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1979695000,0.373676,5918514176.432000
engine::Search::goodCapture,0.124992,0.124992,0.0,0.0,19.7,19.7,4.3,0.9,1.7,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1488515000,0.430584,5127781513.184000
std::popcount,0.121992,0.121992,0.0,0.0,25.3,25.3,10.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1027285000,0.734694,6186805487.409836
chess::MoveGenerator::resetOnDemand,0.119992,0.119992,0.0,0.0,6.6,6.6,0.0,11.8,16.1,4.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,769715000,0.782101,5016959132.350000
chess::Value::{ctor},0.117992,0.117992,0.0,0.0,24.4,24.4,5.2,0.0,2.6,0.0,1.7,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,,,1024290000,0.406433,3528243457.610169
_security_check_cookie,0.111993,0.111993,0.0,0.0,52.2,52.2,15.2,0.0,30.4,7.0,40.1,23.6,0.0,1.2,0.0,0.0,0.0,0.0,0.0,,,488185000,0.981595,4278856402.857143
chess::Bitboard::operator bool,0.108993,0.108993,0.0,0.0,78.1,78.1,5.2,0.0,0.7,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,,,766720000,0.890625,6265187907.302752
chess::Position::getPiece,0.105993,0.105993,0.0,0.0,1.8,1.8,4.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1758065000,0.321976,5340497189.603773
"std::array<chess::Value,25>::operator[]",0.105993,0.105993,0.0,0.0,0.0,0.0,7.2,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1659230000,0.431408,6753327133.943396
chess::Position::checkRepetitions,0.104993,0.104993,0.0,0.0,68.8,68.8,52.1,15.4,46.2,4.7,49.4,42.9,0.2,3.4,0.0,0.0,0.0,0.0,0.0,,,8985000,56.333333,4820844880.552382
chess::Bitboard::operator|=,0.102993,0.102993,0.0,0.0,5.4,5.4,16.2,0.0,4.5,0.0,1.2,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,,,1584355000,0.381853,5874080537.514564
"std::_Atomic_storage<unsigned __int64,8>::store",0.102993,0.102993,0.0,0.0,62.2,62.2,17.6,0.0,67.4,7.3,23.6,0.0,2.4,75.6,6.1,0.0,0.0,0.0,0.0,,,179700000,2.183333,3809428467.398058
chess::operator*,0.100993,0.100993,0.0,0.0,2.5,2.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3129775000,0.236364,7324893782.712872
chess::operator*,0.098993,0.098993,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1596335000,0.200750,3237235803.777778
chess::typeOf,0.094994,0.094994,0.0,0.0,0.0,0.0,11.2,0.0,1.1,0.0,0.0,7.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,,,1087185000,0.449036,5139131742.800000
chess::Position::getLastMove,0.091994,0.091994,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,10.4,7.4,6.4,1.5,2.0,0.0,0.0,0.0,0.0,,,1671210000,0.345878,6283407608.978262
chess::Position::getPieceBb,0.091994,0.091994,0.0,0.0,18.9,18.9,8.9,0.0,1.8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,907485000,0.326733,3223095094.760869
engine::Search::checkDrawRepAnd50,0.090994,0.090994,0.0,0.0,100.0,100.0,39.8,3.9,46.2,5.1,44.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8985000,51.666667,5101713403.406593
chess::operator&,0.089994,0.089994,0.0,0.0,4.4,4.4,7.7,0.0,7.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,895505000,0.454849,4526079217.244444
chess::operator++,0.089994,0.089994,0.0,0.0,5.1,5.1,1.8,1.8,1.8,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1284855000,0.468531,6689278843.133333
