Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
func@0x1406ac630,0.009999,0.009999,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,4193283137.400000
memcpy,0.009999,0.009999,0.0,0.0,0.0,0.0,55.6,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11980000,2.500000,2995202241.000000
Value::{ctor},0.008999,0.008999,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,155740000,0.288462,4992003735.000000
[Loop at line 577 in Position::checkRepetitions],0.008999,0.008999,0.0,0.0,66.7,66.7,0.0,33.4,16.7,0.0,40.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,7321605478.000001
[Loop@0x14000115b in func@0x1400010e0],0.008999,0.008999,0.0,0.0,100.0,100.0,64.9,0.0,18.5,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0,,5990404482.000000
[Loop@0x140241830 in func@0x140241690],0.008999,0.008999,0.0,0.0,14.3,14.3,0.0,0.0,41.7,100.0,67.4,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,SSE(128),,14975000,2.400000,3993602988.000000
func@0x1402786e0,0.008999,0.008999,0.0,0.0,80.0,80.0,0.0,41.7,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,29950000,1.700000,5657604233.000000
operator&,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,224625000,0.093333,2329601743.000000
operator&,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,77870000,0.192308,1664001245.000000
operator+=,0.008999,0.008999,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,545090000,0.274725,16640012450.000000
operator-,0.008999,0.008999,0.0,0.0,,,30.9,0.0,24.7,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,23960000,3.375000,8985606723.000000
operator|,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,53910000,0.555556,3328002490.000000
operator|,0.008999,0.008999,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,305490000,0.196078,6656004980.000000
operator|,0.008999,0.008999,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,206655000,0.449275,10316807719.000000
operator~,0.008999,0.008999,0.0,0.0,50.0,50.0,0.0,0.0,41.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,77870000,0.153846,1331200996.000000
operator~,0.008999,0.008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,110815000,0.459459,5657604233.000000
"std::array<Bitboard,64>::operator[]",0.008999,0.008999,0.0,0.0,0.0,0.0,100.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,134775000,0.155556,2329601743.000000
typeOf,0.008999,0.008999,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,92845000,0.290323,2995202241.000000
Bitboard::operator bool,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,86855000,0.275862,2995202241.000000
Bitboard::operator&=,0.007999,0.007999,0.0,0.0,12.5,12.5,0.0,55.6,0.0,0.0,0.0,0.0,,,,0.0,8.3,0.0,100.0,,,98835000,0.272727,3369602521.125000
Evaluator::valueFromScore,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,110815000,0.540541,7488005602.500000
Position::getPiece,0.007999,0.007999,0.0,0.0,25.0,25.0,66.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,59900000,0.300000,2246401680.750000
Rank::promotionFor,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104825000,0.228571,2995202241.000000
[Loop at line 70 in TT::resize],0.007999,0.007999,0.0,0.0,100.0,100.0,0.0,0.0,37.1,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,89850000,0.600000,6739205042.250000
[ntoskrnl.exe],0.007999,0.007999,0.0,0.0,33.3,33.3,20.9,83.5,0.0,62.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,47920000,0.500000,2995202241.000000
func@0x1402e3a5d,0.007999,0.007999,0.0,0.0,25.0,25.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,23960000,0.0,0.0
func@0x1403606c0,0.007999,0.007999,0.0,0.0,0.0,0.0,35.8,11.9,0.0,11.9,20.0,25.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,,,35940000,1.500000,6739205042.250000
func@0x140396000,0.007999,0.007999,0.0,0.0,100.0,100.0,0.0,20.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,2995202241.000000
func@0x1406b96ae,0.007999,0.007999,0.0,0.0,100.0,100.0,6.4,6.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,5990000,13.000000,9734407283.250000
operator+,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,191680000,0.609375,14601610924.875000
operator-,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,137770000,0.130435,2246401680.750000
operator-=,0.007999,0.007999,0.0,0.0,25.0,25.0,0.0,0.0,27.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,17970000,1.000000,2246401680.750000
operator|,0.007999,0.007999,0.0,0.0,80.0,80.0,16.7,0.0,8.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.625000,7488005602.500000
operator|,0.007999,0.007999,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,83860000,0.714286,7488005602.500000
operator|,0.007999,0.007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,47920000,1.062500,6364804762.125000
operator|,0.007999,0.007999,0.0,0.0,14.3,14.3,0.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,89850000,0.300000,3369602521.125000
"std::array<Bitboard,8>::operator[]",0.007999,0.007999,0.0,0.0,0.0,0.0,74.2,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,,,128785000,0.232558,3744002801.250000
"std::array<int,64>::operator[]",0.007999,0.007999,0.0,0.0,33.3,33.3,13.9,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62895000,1.142857,8985606723.000000
std::countr_zero,0.007999,0.007999,0.0,0.0,33.3,33.3,0.0,0.0,27.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,134775000,0.133333,2246401680.750000
std::countr_zero,0.007999,0.007999,0.0,0.0,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.500000,5990404482.000000
KeAcquireSpinLockRaiseToDpc,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,23960000,0.125000,427886034.428571
Move::encode,0.007000,0.007000,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59900000,0.400000,3423088275.428571
Move::setValue,0.007000,0.007000,0.0,0.0,0.0,0.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,77870000,0.346154,3850974309.857143
Move::value,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,38935000,0.461538,2567316206.571428
Position::doNullMove,0.007000,0.007000,0.0,0.0,14.3,14.3,5.1,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,83860000,1.285714,15403897239.428572
Square::file,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,8985000,2.666667,3423088275.428571
StaticMoveList<256>::end,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,71880000,0.791667,8129834654.142858
[Loop at line 803 in MoveGenerator::generatePawnMoves],0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71880000,0.375000,3850974309.857143
[Loop at line 874 in MoveGenerator::generateKingMoves],0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,203660000,0.132353,3850974309.857143
[Loop@0x180005040 in _std_type_info_compare],0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,131780000,0.272727,5134632413.142857
[Loop@0x18001d522 in func@0x18001d400],0.007000,0.007000,0.0,0.0,,,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65890000,0.636364,5990404482.000000
func@0x140362b20,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,18.5,18.5,,0.0,0.0,,,0.0,0.0,0.0,0.0,SSE(128),,0,,3850974309.857143
func@0x140362fc0,0.007000,0.007000,0.0,0.0,66.7,66.7,0.0,7.9,0.0,39.7,,0.0,,,,0.0,0.0,0.0,0.0,,,38935000,1.615385,8985606723.000000
operator&,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71880000,0.416667,4278860344.285714
operator+=,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.375000,5134632413.142857
operator-,0.007000,0.007000,0.0,0.0,14.3,14.3,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65890000,0.818182,7701948619.714286
operator>=,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104825000,0.428571,6418290516.428572
operator|,0.007000,0.007000,0.0,0.0,20.0,20.0,0.0,18.5,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104825000,0.257143,3850974309.857143
operator|,0.007000,0.007000,0.0,0.0,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,122795000,0.878049,15403897239.428572
std::countr_zero,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,47920000,1.125000,7701948619.714286
std::popcount,0.007000,0.007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59900000,0.900000,7701948619.714286
Bitboard::operator bool,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.125000,1996801494.000000
Bitboard::operator|=,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,131780000,0.295455,6489604855.500000
Bitboard::operator~,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,47920000,1.125000,8985606723.000000
Bitboard::{ctor},0.006000,0.006000,0.0,0.0,50.0,50.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,287520000,0.208333,9984007470.000000
Move::to,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11980000,1.000000,1996801494.000000
Move::to,0.006000,0.006000,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,92845000,0.161290,2496001867.500000
Position::getOccupiedBb,0.006000,0.006000,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,50915000,0.411765,3494402614.500000
Position::getOccupiedBb,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20965000,1.142857,3993602988.000000
Position::getOccupiedBb,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,5990000,0.0,0.0
Position::getPieceBb,0.006000,0.006000,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,23960000,2.250000,8985606723.000000
Position::getPieceBb,0.006000,0.006000,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,35940000,0.583333,3494402614.500000
Value::{ctor},0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,125790000,0.214286,4492803361.500000
[Loop at line 1704 in decompress_pairs],0.006000,0.006000,0.0,0.0,50.0,50.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,50915000,0.411765,3494402614.500000
[Loop@0x1404fe439 in wcsnicmp],0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,101830000,0.117647,1996801494.000000
[Loop@0x1800cfc51 in func@0x1800cfb90],0.006000,0.006000,0.0,0.0,,,0.0,100.0,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5990000,2.000000,1996801494.000000
__builtin_array_init_helper<class Value>,0.006000,0.006000,0.0,0.0,50.0,50.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,92845000,0.612903,9484807096.500000
calc_symLen,0.006000,0.006000,0.0,0.0,50.0,50.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,38935000,0.846154,5491204108.500000
decompress_pairs,0.006000,0.006000,0.0,0.0,60.0,60.0,100.0,0.0,83.5,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5990000,2.000000,1996801494.000000
func@0x140258630,0.006000,0.006000,0.0,0.0,100.0,100.0,23.8,0.0,35.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,SSE(128),,23960000,1.750000,6988805229.000000
func@0x1406b24c0,0.006000,0.006000,0.0,0.0,25.0,25.0,83.5,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8985000,2.000000,2995202241.000000
moveValueGreaterComparator::operator(),0.006000,0.006000,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,38935000,2.153846,13977610458.000000
operator&,0.006000,0.006000,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,47920000,1.125000,8985606723.000000
operator&,0.006000,0.006000,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,44925000,2.200000,16473612325.500000
operator&,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,113810000,0.157895,2995202241.000000
operator&,0.006000,0.006000,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,56905000,0.263158,2496001867.500000
operator+,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,146755000,0.081633,1996801494.000000
operator+=,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.2,0.0,100.0,,,119800000,0.525000,10483207843.500000
operator|,0.006000,0.006000,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,86855000,0.793103,11481608590.500000
std::_Static_partition_team<__int64>::_Get_next_key,0.006000,0.006000,0.0,0.0,,,0.0,0.0,0.0,0.0,80.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2995000,18.000000,8985606723.000000
"std::array<PlyInfo,128>::operator[]",0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,113810000,0.631579,11980808964.000000
"std::array<int,64>::operator[]",0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,29950000,2.000000,9984007470.000000
"std::array<std::array<int,64>,64>::operator[]",0.006000,0.006000,0.0,0.0,100.0,100.0,62.6,0.0,41.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,134775000,0.177778,3993602988.000000
std::clamp,0.006000,0.006000,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116805000,0.512821,9984007470.000000
std::popcount,0.006000,0.006000,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,35940000,0.083333,499200373.500000
"std::ranges::_Stable_sort_fn::_Stable_sort_common_buffered<Move *,moveValueGreaterComparator,std::identity>",0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14975000,0.800000,1996801494.000000
typeOf,0.006000,0.006000,0.0,0.0,0.0,0.0,19.6,0.0,4.9,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,143760000,0.708333,16972812699.000000
typeOf,0.006000,0.006000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,149750000,0.200000,4992003735.000000
Attacks::detail::Magic::index,0.005000,0.005000,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,47920000,0.125000,1198080896.400000
Bitboard::operator|=,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,107820000,0.027778,599040448.200000
Bitboard::popLSB,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,56905000,0.052632,599040448.200000
Direction::pawnPush,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8985000,1.333333,2396161792.800000
Move::promotionType,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11980000,0.500000,1198080896.400000
Move::type,0.005000,0.005000,0.0,0.0,16.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71880000,0.166667,2396161792.800000
Move::{ctor},0.005000,0.005000,0.0,0.0,0.0,0.0,71.5,0.0,23.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,125790000,0.166667,4193283137.400000
Position::getPiece,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,32945000,0.363636,2396161792.800000
Position::getPiece,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17970000,1.666667,5990404482.000000
Search::evaluate,0.005000,0.005000,0.0,0.0,33.3,33.3,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,83860000,0.107143,1797121344.600000
Search::thread,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59900000,0.050000,599040448.200000
"[Loop at line 8928 in std::ranges::_Stable_sort_fn::_Buffered_merge_sort_common<Move *,moveValueGreaterComparator,std::identity>]",0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26955000,0.777778,4193283137.400000
[Loop@0x14002701b in func@0x140026fb0],0.005000,0.005000,0.0,0.0,66.7,66.7,100.0,0.0,0.0,66.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,2995202241.000000
[Loop@0x1400f7b01 in func@0x1400f7ad0],0.005000,0.005000,0.0,0.0,33.3,33.3,100.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26955000,0.222222,1198080896.400000
[Loop@0x140309c7e in func@0x140309c30],0.005000,0.005000,0.0,0.0,100.0,100.0,83.5,83.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,8985000,1.000000,1797121344.600000
func@0x140241ec0,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5990000,3.000000,3594242689.200000
func@0x1403e3700,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,2995000,3.000000,1797121344.600000
func@0x140da8ef0,0.005000,0.005000,0.0,0.0,100.0,100.0,15.2,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,32945000,1.000000,6589444930.200001
operator+=,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,137770000,0.260870,7188485378.400000
operator+=,0.005000,0.005000,0.0,0.0,,,0.0,71.5,47.7,23.8,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,17970000,1.166667,4193283137.400000
operator-,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119800000,0.400000,9584647171.200001
operator-=,0.005000,0.005000,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20965000,0.571429,2396161792.800000
operator^=,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,173710000,0.293103,10183687619.400000
operator|,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,50915000,0.294118,2995202241.000000
operator~,0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,68885000,0.391304,5391364033.800000
std::_Static_partition_team<__int64>::_Get_next_key,0.005000,0.005000,0.0,0.0,,,100.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,2995000,3.000000,1797121344.600000
"std::array<Bitboard,64>::operator[]",0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,47920000,0.062500,599040448.200000
"std::array<Bitboard,8>::operator[]",0.005000,0.005000,0.0,0.0,0.0,0.0,66.8,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,8985000,1.666667,2995202241.000000
"std::array<int,64>::operator[]",0.005000,0.005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,41930000,0.857143,7188485378.400000
std::max,0.005000,0.005000,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20965000,0.142857,599040448.200000
