Function,CPU Time,Performance-core (P-core):Memory Bound(%),Performance-core (P-core):Memory Bound:L1 Bound(%),Performance-core (P-core):Memory Bound:L2 Bound(%),Performance-core (P-core):Memory Bound:L3 Bound(%),Performance-core (P-core):Memory Bound:DRAM Bound(%),Performance-core (P-core):Memory Bound:Store Bound(%),Efficient-core (E-core):Memory Bound(%),Efficient-core (E-core):Memory Bound:L1 Bound(%),Efficient-core (E-core):Memory Bound:L2 Bound(%),Efficient-core (E-core):Memory Bound:L3 Bound(%),Efficient-core (E-core):Memory Bound:DRAM Bound(%),Loads,Stores,LLC Miss Count,Module,Function (Full),Source File,Start Address
Position::givesCheck,0.852942,3.6,6.8,0.5,0.5,0.0,1.8,4.5,2.8,0.1,0.0,0.0,4275428259,1979759391,0,frankycpp_v1.4.exe,Position::givesCheck(class Move),Position.cpp,0x140239960
Search::thread,0.842943,5.9,0.0,1.0,5.1,3.6,0.8,35.3,96.2,0.0,0.0,0.0,2761282836,835325059,0,frankycpp_v1.4.exe,Search::thread,Search.h,0x140209fbf
Position::doMove,0.840943,22.0,7.1,0.2,0.2,0.0,30.0,2.9,0.0,0.1,0.0,0.0,3139294176,1567647028,0,frankycpp_v1.4.exe,Position::doMove(class Move),Position.cpp,0x140238dd0
Evaluator::rookEval,0.753949,0.8,5.9,0.3,0.3,0.0,1.1,4.5,8.9,0.0,0.0,0.0,2864985947,1564846944,0,frankycpp_v1.4.exe,Evaluator::rookEval,Evaluator.cpp,0x140245b38
Evaluator::evaluate,0.658956,13.3,7.4,0.0,3.0,1.7,2.7,11.6,5.8,0.0,0.0,0.0,2532275966,1263037890,0,frankycpp_v1.4.exe,Evaluator::evaluate(class Position const &),Evaluator.cpp,0x140245250
Position::removePiece,0.643957,27.0,3.9,1.2,10.2,0.3,12.0,14.3,4.3,0.1,1.7,0.0,2366470992,1366640998,0,frankycpp_v1.4.exe,Position::removePiece(class Square),Position.cpp,0x14023ab70
Position::putPiece,0.599959,26.7,13.6,0.0,19.2,0.0,5.3,25.2,0.0,0.1,0.1,0.0,1675950277,1308939267,0,frankycpp_v1.4.exe,"Position::putPiece(enum Piece,class Square)",Position.cpp,0x14023aa60
std::_Checked_x86_x64_countr_zero<unsigned __int64>,0.575961,3.4,5.8,1.4,0.0,0.3,3.4,0.0,22.3,0.2,0.0,0.0,2475674268,1399941997,0,frankycpp_v1.4.exe,std::_Checked_x86_x64_countr_zero<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241ac0
See::see,0.569962,11.4,3.6,0.0,0.0,0.0,7.2,6.4,0.0,0.0,0.0,0.0,2593977817,1294138823,0,frankycpp_v1.4.exe,"See::see(class Position const &,class Move)",See.cpp,0x1402776b0
PawnTT::clear::__l2::<lambda_1>::operator(),0.546963,100.0,3.7,0.0,1.5,0.7,90.1,74.5,1.7,0.0,0.0,0.0,79602388,197905937,0,frankycpp_v1.4.exe,PawnTT::clear::__l2::<lambda_1>::operator(),PawnTT.cpp,0x1402444a7
Position::isAttacked,0.533964,19.7,0.0,1.9,12.4,4.3,0.0,18.4,0.0,0.0,1.9,0.0,2132663978,1515145453,0,frankycpp_v1.4.exe,"Position::isAttacked(class Square,class Color)",Position.cpp,0x140239630
MoveGenerator::generatePawnMoves,0.505966,23.8,6.3,0.0,1.2,0.0,20.3,9.3,6.7,0.0,0.0,0.0,1605948177,1320339609,0,frankycpp_v1.4.exe,"MoveGenerator::generatePawnMoves(class Position const &,class StaticMoveList<256> *,enum GenMode,bool,class Bitboard)",MoveGenerator.cpp,0x140240390
Evaluator::queenEval,0.410972,0.9,11.7,0.0,0.0,1.5,0.0,0.0,0.0,0.2,0.1,0.0,2045761371,998129943,550231,frankycpp_v1.4.exe,Evaluator::queenEval,Evaluator.cpp,0x140245a18
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.409972,77.4,15.1,0.0,11.6,2.7,62.3,65.4,0.0,0.0,0.0,0.2,387211616,718421552,2200924,frankycpp_v1.4.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140245090
Evaluator::bishopEval,0.347977,10.1,1.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,2084362529,1161834854,0,frankycpp_v1.4.exe,Evaluator::bishopEval,Evaluator.cpp,0x140245c88
std::_Checked_popcount<unsigned __int64>,0.347977,9.6,0.0,3.6,2.1,0.0,5.7,13.4,0.0,0.0,0.0,0.0,1801654048,867426022,0,frankycpp_v1.4.exe,std::_Checked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x14021e6d0
Position::wasLegalMove,0.331978,0.0,5.5,0.6,0.0,0.0,0.0,,0.0,1.9,0.6,0.0,1467944037,1097932937,0,frankycpp_v1.4.exe,Position::wasLegalMove(void),Position.cpp,0x140239b20
"std::_Atomic_storage<unsigned __int64,8>::load",0.325978,57.1,5.8,0.0,28.9,41.2,0.0,83.5,33.4,0.0,3.2,0.0,456613698,294508835,0,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x1402455ef
"std::_Atomic_storage<unsigned __int64,8>::store",0.269982,81.1,7.9,0.0,0.0,0.0,91.4,47.2,4.6,0.0,0.0,0.0,62201866,216306489,0,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x1402444a7
Move::encode,0.262982,5.8,18.6,0.0,0.8,2.4,1.6,1.2,5.8,0.1,0.0,0.0,611018330,502215066,0,frankycpp_v1.4.exe,Move::encode,move.h,0x140240f15
"std::array<int,64>::operator[]",0.248983,0.0,7.9,2.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,679520385,223106693,0,frankycpp_v1.4.exe,"std::array<int,64>::operator[]",array,0x140240227
Position::undoMove,0.230984,42.6,10.5,0.0,29.6,0.0,10.5,18.4,0.0,0.1,1.3,0.0,759522785,445613368,0,frankycpp_v1.4.exe,Position::undoMove(void),Position.cpp,0x1402392b0
Bitboard::operator bool,0.229984,0.0,10.3,1.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,759622788,467714031,0,frankycpp_v1.4.exe,Bitboard::operator bool,bitboard.h,0x140240eb4
Bitboard::shifted,0.225985,3.2,0.0,1.8,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0,885726571,1150434512,0,frankycpp_v1.4.exe,Bitboard::shifted,bitboard.h,0x14024048d
See::attacksTo,0.224985,1.4,4.8,0.0,0.8,0.0,2.4,12.1,0.0,0.2,0.0,0.0,1036931107,1021230636,0,frankycpp_v1.4.exe,"See::attacksTo(class Position const &,class Square,class Color)",See.cpp,0x140277a20
moveValueGreaterComparator::operator(),0.212986,0.0,12.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354910647,169305079,0,frankycpp_v1.4.exe,moveValueGreaterComparator::operator(),move.h,0x140219020
Bitboard::operator^=,0.211986,18.3,4.9,1.0,0.0,0.0,5.9,17.8,0.0,0.0,0.0,0.0,914327429,479414382,0,frankycpp_v1.4.exe,Bitboard::operator^=,bitboard.h,0x14023abc5
std::popcount,0.205986,1.6,9.4,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728021840,359710791,0,frankycpp_v1.4.exe,std::popcount,bit,0x140245b81
MoveGenerator::generateKingMoves,0.196987,1.7,10.2,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,775123253,552016560,0,frankycpp_v1.4.exe,"MoveGenerator::generateKingMoves(class Position const &,class StaticMoveList<256> *,enum GenMode,bool)",MoveGenerator.cpp,0x140241080
See::revealedAttacks,0.185987,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001230036,439713191,0,frankycpp_v1.4.exe,"See::revealedAttacks(class Position const &,class Square,class Bitboard,class Color)",See.cpp,0x140277b70
"std::array<unsigned __int64,64>::operator[]",0.175988,10.4,13.6,0.0,2.5,0.0,3.7,0.0,0.0,0.0,0.0,0.0,724321729,326009780,0,frankycpp_v1.4.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14023abb2
operator<,0.170988,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495114853,204006120,0,frankycpp_v1.4.exe,operator<,rank.h,0x140246251
Position::getPieceBb,0.165989,11.9,4.1,2.7,1.4,0.0,0.0,,0.0,0.0,0.0,0.0,852425572,596617898,0,frankycpp_v1.4.exe,Position::getPieceBb,Position.h,0x1402459a2
makePiece,0.163989,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478414352,192805784,0,frankycpp_v1.4.exe,makePiece,piece.h,0x140246269
std::_Unchecked_popcount<unsigned __int64>,0.162989,4.2,9.8,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,816524495,432312969,0,frankycpp_v1.4.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x14021e6c0
TT::prefetch,0.161989,5.6,5.2,3.9,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,711921357,340910227,0,frankycpp_v1.4.exe,TT::prefetch,TT.h,0x14020abb1
Position::movePiece,0.160989,46.7,14.1,0.0,23.0,0.0,14.1,26.3,0.0,0.0,0.0,0.0,487714631,306409192,0,frankycpp_v1.4.exe,"Position::movePiece(class Square,class Square)",Position.cpp,0x14023aa30
Square::{ctor},0.160989,0.0,7.7,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,687620628,298508955,0,frankycpp_v1.4.exe,Square::{ctor},square.h,0x140239995
Evaluator::knightEval,0.150990,3.6,19.7,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.2,0.7,1437443122,805124153,0,frankycpp_v1.4.exe,Evaluator::knightEval,Evaluator.cpp,0x140245d40
Search::storeTt,0.150990,6.5,9.4,5.4,1.3,0.0,2.7,9.9,0.0,0.0,0.0,0.0,761022830,337210116,0,frankycpp_v1.4.exe,"Search::storeTt(class Position const &,enum Depth,enum Depth,class Move,class Value,enum ValueType,class Value)",Search.cpp,0x14020aff0
"std::array<Bitboard,64>::operator[]",0.148990,14.9,1.4,1.4,8.3,2.8,2.8,,0.0,0.0,0.0,0.0,668820064,382911487,0,frankycpp_v1.4.exe,"std::array<Bitboard,64>::operator[]",array,0x140166e70
std::popcount,0.146990,20.0,12.7,0.0,0.0,0.0,20.6,0.0,0.0,,,,671420142,386911607,0,frankycpp_v1.4.exe,std::popcount,bit,0x140245ccb
_security_check_cookie,0.143990,2.9,0.0,0.0,5.2,1.7,0.0,20.0,66.8,0.0,0.0,0.0,339510185,203406102,0,frankycpp_v1.4.exe,_security_check_cookie,amdsecgs.asm,0x1405ee000
Search::goodCapture,0.140990,20.8,0.0,0.0,0.0,0.0,15.1,,44.5,0.0,0.0,0.0,394911847,150604518,0,frankycpp_v1.4.exe,"Search::goodCapture(class Position const &,class Move,bool)",Search.cpp,0x14020aeb0
Search::sendSearchUpdateToUci,0.140990,2.5,0.0,4.9,1.6,3.3,0.0,100.0,100.0,0.0,0.0,0.0,129903897,38501155,0,frankycpp_v1.4.exe,Search::sendSearchUpdateToUci(void),Search.cpp,0x1402110b0
std::countr_zero,0.138991,4.0,15.4,3.1,0.0,0.0,1.5,0.0,0.0,3.3,0.0,0.0,423512705,250707521,0,frankycpp_v1.4.exe,std::countr_zero,bit,0x140240e62
Evaluator::pawnEval,0.134991,15.8,37.0,1.5,0.0,10.4,4.4,3.0,0.0,0.3,0.0,0.0,591317739,145504365,0,frankycpp_v1.4.exe,"Evaluator::pawnEval(class Position const &,struct Score &)",Evaluator.cpp,0x140245590
Bitboard::shifted,0.126991,4.2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,290808724,250207506,0,frankycpp_v1.4.exe,Bitboard::shifted(class Direction),bitboard.h,0x1402418a0
"std::array<Value,25>::operator[]",0.125991,0.0,7.5,0.0,0.0,0.0,1.9,,0.0,,,,389111673,217506525,0,frankycpp_v1.4.exe,"std::array<Value,25>::operator[]",array,0x140240f09
func@0x1400e0a60,0.121992,78.9,5.0,97.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100033,1100033,0,nvlddmkm.sys,func@0x1400e0a60,[Unknown],0x1400e0a60
operator<,0.118992,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410012300,243907317,0,frankycpp_v1.4.exe,operator<,value.h,0x140277848
Move::operator==,0.113992,0.0,13.1,0.0,0.0,0.0,0.0,44.5,0.0,0.1,0.0,0.1,350410512,66902007,0,frankycpp_v1.4.exe,Move::operator==,PVTable.h,0x140240296
Position::hasCheck,0.113992,33.3,45.6,0.0,60.9,15.2,0.0,0.0,100.0,0.0,0.0,0.0,93302799,53101593,0,frankycpp_v1.4.exe,Position::hasCheck(void),Position.cpp,0x140239910
operator*,0.112992,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142704281,52801584,0,frankycpp_v1.4.exe,operator*,value.h,0x1402454b5
_chkstk,0.111992,0.0,9.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460813824,327009810,0,frankycpp_v1.4.exe,_chkstk,chkstk.asm,0x1405eed50
PawnTT::prefetch,0.108993,13.3,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36101083,2200066,0,frankycpp_v1.4.exe,PawnTT::prefetch,PawnTT.h,0x14020abde
"std::_Atomic_storage<unsigned __int64,8>::store",0.099993,38.5,6.0,0.0,9.0,9.0,30.1,37.6,0.0,0.3,0.5,5.9,326609798,557616728,1650693,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x140247e2c
typeOf,0.099993,15.8,0.0,13.5,13.5,0.0,6.8,26.7,0.0,0.0,0.0,0.0,359010770,168505055,0,frankycpp_v1.4.exe,typeOf,piece.h,0x14023ab94
Position::getPiece,0.098993,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286308589,127503825,0,frankycpp_v1.4.exe,Position::getPiece,Position.h,0x140246262
Search::stopConditions,0.097993,30.8,0.0,0.0,10.1,3.4,0.0,4.0,0.0,0.0,0.0,0.0,297908937,151104533,0,frankycpp_v1.4.exe,Search::stopConditions(void),Search.cpp,0x14020d1b0
std::_Countr_zero_tzcnt<unsigned __int64>,0.096993,0.0,4.6,0.0,2.3,0.0,6.8,,0.0,0.0,0.0,0.0,220406612,173105193,0,frankycpp_v1.4.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241ab0
Bitboard::operator|=,0.095994,7.5,23.6,0.0,3.2,0.0,7.9,8.6,0.0,0.0,0.0,0.0,322909687,327709831,0,frankycpp_v1.4.exe,Bitboard::operator|=,bitboard.h,0x14023aab2
"std::array<Move,64>::operator[]",0.095994,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378611358,98702961,0,frankycpp_v1.4.exe,"std::array<Move,64>::operator[]",array,0x140240294
StaticMoveList<256>::push_back,0.093994,0.0,4.5,0.0,6.8,0.0,2.3,5.3,0.0,1.9,0.4,0.0,136704101,173405202,0,frankycpp_v1.4.exe,StaticMoveList<256>::push_back,staticmovelist.h,0x140240ff6
"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >",0.093994,10.0,13.6,2.7,5.4,0.0,0.0,48.1,0.0,0.0,0.0,0.0,362210866,144704341,0,frankycpp_v1.4.exe,"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >(struct std::_Atomic_padded<bool> const &)",xatomic.h,0x14015c7e0
operator*,0.090994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208306249,169405082,0,frankycpp_v1.4.exe,operator*,value.h,0x1402454ad
See::getLeastValuablePiece,0.088994,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616818504,262907887,0,frankycpp_v1.4.exe,"See::getLeastValuablePiece(class Position const &,class Bitboard,class Color)",See.cpp,0x1402779a0
operator&,0.088994,4.8,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,323309699,118503555,0,frankycpp_v1.4.exe,operator&,bitboard.h,0x140209c5a
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.086994,35.7,17.6,0.0,66.0,8.8,4.4,29.1,0.0,0.0,0.0,0.0,399011970,101303039,0,frankycpp_v1.4.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x1402451a0
std::ranges::_Insertion_sort_common,0.086994,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81602448,72202166,0,frankycpp_v1.4.exe,std::ranges::_Insertion_sort_common,algorithm,0x14021af3a
Move::encode,0.079995,11.5,13.3,0.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,168905067,118503555,0,frankycpp_v1.4.exe,Move::encode,move.h,0x140240fed
Position::getLastMove,0.078995,0.0,2.6,0.0,0.0,2.6,0.0,13.4,0.0,0.0,0.0,0.0,267408022,81502445,0,frankycpp_v1.4.exe,Position::getLastMove,Position.h,0x140240260
operator<,0.076995,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,270108103,110803324,0,frankycpp_v1.4.exe,operator<,file.h,0x140246240
"std::unique_ptr<TT::Entry [0],std::default_delete<TT::Entry [0]> >::operator[]",0.076995,3.8,6.3,0.0,3.1,0.0,3.1,0.0,0.0,0.0,0.0,0.0,309609288,101603048,0,frankycpp_v1.4.exe,"std::unique_ptr<TT::Entry [0],std::default_delete<TT::Entry [0]> >::operator[]",memory,0x140247037
Position::checkRepetitions,0.075995,0.0,3.3,0.0,9.8,3.3,3.3,58.8,53.4,0.0,0.0,0.0,51901557,19800594,0,frankycpp_v1.4.exe,Position::checkRepetitions(int),Position.cpp,0x140239d20
Bitboard::operator bool,0.073995,8.7,0.0,0.0,2.9,0.0,8.7,0.0,0.0,0.0,0.0,0.0,292408772,220406612,0,frankycpp_v1.4.exe,Bitboard::operator bool,bitboard.h,0x140240e45
PawnTT::getHash,0.073995,8.0,14.9,7.4,12.4,0.0,2.5,,0.0,0.0,0.0,0.0,117303519,216806504,0,frankycpp_v1.4.exe,PawnTT::getHash,PawnTT.h,0x1402455d1
Value::operator int,0.072995,18.5,23.3,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,259107773,142004260,0,frankycpp_v1.4.exe,Value::operator int,value.h,0x14023ac49
MoveGenerator::resetOnDemand,0.070995,3.3,0.0,0.0,36.5,2.3,0.0,1.6,0.0,0.0,0.0,0.0,222906687,62401872,0,frankycpp_v1.4.exe,MoveGenerator::resetOnDemand,MoveGenerator.h,0x14020a991
Position::attacksTo,0.069995,6.9,5.0,5.0,2.5,2.5,7.5,0.0,0.0,0.0,0.0,0.0,271708151,210506315,0,frankycpp_v1.4.exe,"Position::attacksTo(class Square,class Color)",Position.cpp,0x1402397c0
operator+=,0.069995,16.0,23.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,319509585,170305109,0,frankycpp_v1.4.exe,operator+=,value.h,0x140245cfe
operator++,0.068995,10.0,6.7,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,235307059,122303669,0,frankycpp_v1.4.exe,operator++,piecetype.h,0x140241049
Bitboard::popLSB,0.067995,15.4,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,238007140,144504335,0,frankycpp_v1.4.exe,Bitboard::popLSB,bitboard.h,0x140240e62
operator&,0.067995,21.1,11.2,0.0,30.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,223106693,119203576,0,frankycpp_v1.4.exe,operator&,bitboard.h,0x1402396cc
"std::_For_each_ivdep<TT::Entry *,`TT::clear'::`2'::<lambda_1> >",0.067995,20.0,8.3,25.0,0.0,0.0,33.4,55.3,2.3,0.3,0.1,6.3,172305169,324409732,0,frankycpp_v1.4.exe,"std::_For_each_ivdep<TT::Entry *,`TT::clear'::`2'::<lambda_1> >(struct TT::Entry *, struct TT::Entry *, class TT::clear::__l2::<lambda_1>)",execution,0x140247e10
Color::sign,0.065996,6.7,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.4,0.0,0.0,235207056,284808544,0,frankycpp_v1.4.exe,Color::sign,color.h,0x140240548
PawnTT::put,0.064996,6.2,11.9,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31200936,8800264,0,frankycpp_v1.4.exe,"PawnTT::put(struct PawnTT::Entry *,unsigned __int64,struct Score)",PawnTT.cpp,0x140243730
Search::checkDrawRepAnd50,0.064996,40.0,15.0,0.0,15.0,0.0,0.0,51.1,44.5,0.0,0.0,0.0,52201566,8800264,0,frankycpp_v1.4.exe,"Search::checkDrawRepAnd50(class Position const &,int)",Search.cpp,0x14020d230
Value::{ctor},0.064996,47.1,0.0,0.0,0.0,0.0,21.4,,0.0,,,,227206816,104703141,0,frankycpp_v1.4.exe,Value::{ctor},value.h,0x140277c10
StaticMoveList<256>::push_back,0.063996,23.8,4.3,0.0,4.3,0.0,0.0,,0.0,,,,154304629,111603348,0,frankycpp_v1.4.exe,StaticMoveList<256>::push_back,staticmovelist.h,0x140240f3a
operator+,0.063996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,111103333,6600198,0,frankycpp_v1.4.exe,operator+,value.h,0x1402454d9
TT::prefetch,0.062996,0.0,5.4,0.0,5.4,0.0,0.0,33.4,0.0,0.0,0.0,0.0,306509195,150404512,0,frankycpp_v1.4.exe,TT::prefetch,TT.h,0x140209fa9
typeOf,0.062996,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195105853,164804944,0,frankycpp_v1.4.exe,typeOf,piece.h,0x140240f1e
operator&,0.061996,0.0,0.0,0.0,9.8,0.0,0.0,,0.0,,,,245907377,184605538,0,frankycpp_v1.4.exe,operator&,bitboard.h,0x14023967c
typeOf,0.061996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,306609198,150704521,0,frankycpp_v1.4.exe,typeOf,piece.h,0x1402777a1
