Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Instructions Retired,Microarchitecture Usage(%),Microarchitecture Usage:Microarchitecture Usage(%),Microarchitecture Usage:CPI Rate,Module,Function (Full),Source File,Start Address
TT::put,10.098318,10.098318,0.0,0.0,16238890000,6.1,6.1,3.293250,frankycpp_v1.4.exe,"TT::put(unsigned __int64,enum Depth,class Move,class Value,enum ValueType,class Value)",TT.cpp,0x140247020
"std::_Atomic_storage<unsigned __int64,8>::load",7.359503,7.359503,0.0,0.0,14444885000,6.8,6.8,2.718847,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x1402471bd
Attacks::`anonymous namespace'::sliderLookup,5.890602,5.890602,0.0,0.0,78034725000,43.2,43.2,0.399616,frankycpp_v1.4.exe,"Attacks::`anonymous namespace'::sliderLookup(const PieceType, const class Square, const class Bitboard)",attacks.cpp,0x140166d80
TT::probe,5.129654,5.129654,0.0,0.0,6517120000,4.9,4.9,4.129136,frankycpp_v1.4.exe,TT::probe(unsigned __int64 const &),TT.cpp,0x1402471a0
TT::prefetch,4.466698,4.466698,0.0,0.0,13447550000,10.5,10.5,1.737639,frankycpp_v1.4.exe,TT::prefetch,TT.h,0x14020abb1
Attacks::attacks,4.189717,4.189717,0.0,0.0,58408490000,48.1,48.1,0.365450,frankycpp_v1.4.exe,"Attacks::attacks(enum PieceType,class Square,class Bitboard)",attacks.cpp,0x140166de0
Search::stopConditions,3.986731,3.986731,0.0,0.0,17613595000,16.5,16.5,1.192484,frankycpp_v1.4.exe,Search::stopConditions(void),Search.cpp,0x14020d1b0
TT::prefetch,3.525762,3.525762,0.0,0.0,10452550000,10.2,10.2,1.773352,frankycpp_v1.4.exe,TT::prefetch,TT.h,0x140209fa9
TT::clear::__l2::<lambda_1>::operator(),2.461834,2.461834,0.0,0.0,3429275000,7.8,7.8,3.318777,frankycpp_v1.4.exe,TT::clear::__l2::<lambda_1>::operator(),TT.cpp,0x140247e2c
Search::qsearch,1.907871,1.907871,0.0,0.0,16295795000,29.4,29.4,0.598052,frankycpp_v1.4.exe,"Search::qsearch(class Position &,enum Depth,class Value,class Value,enum Search::NodeType)",Search.cpp,0x14020a630
Search::search,1.711884,1.711884,0.0,0.0,20129395000,38.1,38.1,0.437137,frankycpp_v1.4.exe,"Search::search(class Position &,enum Depth,enum Depth,class Value,class Value,enum Search::NodeType,enum Search::Do_Null)",Search.cpp,0x140208cd0
Evaluator::pieceEval,1.706885,1.706885,0.0,0.0,19784970000,37.0,37.0,0.451862,frankycpp_v1.4.exe,"Evaluator::pieceEval(class Position const &,struct Score &,class Color,enum PieceType)",Evaluator.cpp,0x140245990
Search::thread,1.470901,1.470901,0.0,0.0,563060000,1.8,1.8,13.590426,frankycpp_v1.4.exe,Search::thread,Search.h,0x14020abc3
Position::doMove,1.456902,1.456902,0.0,0.0,13264855000,28.9,28.9,0.608038,frankycpp_v1.4.exe,Position::doMove(class Move),Position.cpp,0x140238dd0
MoveGenerator::getNextPseudoLegalMove,1.374907,1.374907,0.0,0.0,15690805000,38.2,38.2,0.464211,frankycpp_v1.4.exe,"MoveGenerator::getNextPseudoLegalMove(class Position const &,enum GenMode,bool)",MoveGenerator.cpp,0x14023e320
MoveGenerator::updateSortValues,1.366908,1.366908,0.0,0.0,15202620000,35.5,35.5,0.478132,frankycpp_v1.4.exe,"MoveGenerator::updateSortValues(class Position const &,class StaticMoveList<256> *)",MoveGenerator.cpp,0x140240160
