Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
Move::setValue,0.026998,0.026998,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116805000,1.333333,5768537649.333333
Move::to,0.026998,0.026998,0.0,0.0,0.0,0.0,100.0,0.0,55.6,0.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,176705000,0.203390,1331200996.000000
func@0x1402b7070,0.026998,0.026998,0.0,0.0,100.0,100.0,0.0,0.0,0.0,8.3,2.7,4.6,0.8,24.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,17970000,7.000000,4659203486.000000
operator&,0.026998,0.026998,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,,38935000,2.153846,3106135657.333333
operator|,0.026998,0.026998,0.0,0.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,,,77870000,0.692308,1996801494.000000
"std::array<int,64>::operator[]",0.026998,0.026998,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,125790000,0.666667,3106135657.333333
"std::array<std::array<int,64>,64>::operator[]",0.026998,0.026998,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,329450000,0.381818,4659203486.000000
typeOf,0.026998,0.026998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,206655000,0.260870,1996801494.000000
Bitboard::operator&=,0.025998,0.025998,0.0,0.0,0.0,0.0,97.4,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,188685000,0.507937,3686402758.153846
Move::encode,0.025998,0.025998,0.0,0.0,100.0,100.0,7.6,0.0,0.0,0.0,0.0,0.0,7.7,3.1,0.0,0.0,0.0,0.0,0.0,,,92845000,1.838710,6566404912.961539
Position::getNextPlayer,0.025998,0.025998,0.0,0.0,14.3,14.3,25.7,0.0,8.6,0.0,8.6,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,,,248585000,0.554217,5299203964.846153
StaticMoveList<256>::end,0.025998,0.025998,0.0,0.0,25.0,25.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,98835000,1.848485,7027205257.730769
StaticMoveList<256>::push_back,0.025998,0.025998,0.0,0.0,0.0,0.0,0.0,11.9,4.0,0.0,0.0,0.0,12.0,0.9,0.0,0.0,0.0,0.0,0.0,,,242595000,0.679012,6336004740.576923
func@0x1406b1b80,0.025998,0.025998,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,33.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8985000,11.666667,4032003016.730770
func@0x140def930,0.025998,0.025998,0.0,0.0,100.0,100.0,0.0,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,5184003878.653847
operator&,0.025998,0.025998,0.0,0.0,,,22.3,0.0,0.0,0.0,,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,,,113810000,0.526316,2304001723.846154
operator|,0.025998,0.025998,0.0,0.0,12.5,12.5,0.0,0.0,8.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,119800000,0.525000,2419201810.038462
operator~,0.025998,0.025998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.7,8.9,0.1,0.0,0.0,0.0,0.0,,,116805000,0.717949,3225602413.384615
Bitboard::{ctor},0.024998,0.024998,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,,0.0,3.2,0.9,0.0,0.0,0.0,0.0,0.0,,,203660000,0.529412,4313091227.040000
Move::stripped,0.024998,0.024998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,173710000,0.344828,2396161792.800000
Position::getPieceBb,0.024998,0.024998,0.0,0.0,0.0,0.0,9.5,0.0,4.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,491180000,0.615854,12100617053.639999
Search::thread,0.024998,0.024998,0.0,0.0,25.0,25.0,11.5,0.0,11.5,0.0,0.0,0.0,3.3,1.7,0.0,0.0,0.0,0.0,0.0,,,110815000,1.108108,4912131675.240000
memcpy,0.024998,0.024998,0.0,0.0,0.0,0.0,0.0,91.1,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2995000,21.000000,2515969882.440000
operator&,0.024998,0.024998,0.0,0.0,0.0,0.0,5.9,0.0,2.9,0.0,0.0,12.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,494175000,0.393939,7787525826.600000
typeOf,0.024998,0.024998,0.0,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,,,170715000,0.421053,2875394151.360000
Position::getPieceBb,0.023998,0.023998,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,281530000,0.308511,3619202707.875000
StaticMoveList<256>::push_back,0.023998,0.023998,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,203660000,0.544118,4617603454.875000
[Loop at line 874 in MoveGenerator::generateKingMoves],0.023998,0.023998,0.0,0.0,0.0,0.0,35.8,0.0,11.9,0.0,0.0,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,,,272545000,0.285714,3244802427.750000
moveValueGreaterComparator::operator(),0.023998,0.023998,0.0,0.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59900000,2.650000,6614404948.875000
operator&,0.023998,0.023998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,296505000,0.414141,5116803828.375000
operator&,0.023998,0.023998,0.0,0.0,0.0,0.0,8.3,0.0,4.2,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,296505000,0.606061,7488005602.500000
operator+=,0.023998,0.023998,0.0,0.0,25.0,25.0,15.2,0.0,30.4,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,263560000,0.295455,3244802427.750000
Position::getPieceBb,0.022998,0.022998,0.0,0.0,33.3,33.3,0.0,100.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,,,233610000,0.435897,4427690269.304348
[Loop@0x140399770 in func@0x1403996f0],0.022998,0.022998,0.0,0.0,66.7,66.7,31.3,0.0,20.9,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5990000,16.000000,4167237900.521739
operator*,0.022998,0.022998,0.0,0.0,75.0,75.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,551080000,0.402174,9636737644.956522
operator+,0.022998,0.022998,0.0,0.0,0.0,0.0,0.0,19.3,6.4,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,266555000,0.292135,3385880794.173913
std::countr_zero,0.022998,0.022998,0.0,0.0,20.0,20.0,20.2,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,,137770000,0.956522,5729952113.217391
Evaluator::valueFromScore,0.021999,0.021999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,101830000,0.441176,2042183346.136364
Value::operator int,0.021999,0.021999,0.0,0.0,8.3,8.3,3.6,14.5,18.1,0.0,0.6,0.0,0.7,3.7,0.0,0.0,0.0,0.0,0.0,,,425290000,0.443662,8577170053.772728
func@0x1406b2300,0.021999,0.021999,0.0,0.0,100.0,100.0,55.6,0.0,9.3,9.3,40.1,0.0,6.7,6.7,20.0,0.0,0.0,0.0,0.0,,,0,,3131347797.409091
operator&,0.021999,0.021999,0.0,0.0,,,,,0.0,0.0,,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,68885000,0.391304,1225310007.681818
operator+,0.021999,0.021999,0.0,0.0,0.0,0.0,66.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,242595000,0.197531,2178328902.545455
operator+=,0.021999,0.021999,0.0,0.0,3.4,3.4,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,269550000,0.755556,9257897835.818182
typeOf,0.021999,0.021999,0.0,0.0,0.0,0.0,0.0,9.8,3.3,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,,,311480000,0.548077,7760296715.318182
Bitboard::popLSB,0.020999,0.020999,0.0,0.0,12.5,12.5,19.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,176705000,0.728814,6133033160.142857
Move::type,0.020999,0.020999,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,260565000,0.367816,4564117700.571428
[Loop at line 803 in MoveGenerator::generatePawnMoves],0.020999,0.020999,0.0,0.0,25.0,25.0,0.0,83.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,164725000,0.109091,855772068.857143
__builtin_array_init_helper<class Value>,0.020999,0.020999,0.0,0.0,40.0,40.0,15.9,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,203660000,0.676471,6560919194.571429
func@0x14043d710,0.020999,0.020999,0.0,0.0,0.0,0.0,0.0,0.0,83.5,0.0,3.1,0.0,6.2,18.5,3.1,0.0,0.0,0.0,0.0,SSE(128),,20965000,2.142857,2139430172.142857
operator-,0.020999,0.020999,0.0,0.0,0.0,0.0,33.4,9.1,0.0,0.0,10.0,6.7,9.3,3.3,0.0,0.0,0.0,0.0,0.0,,,215640000,1.180556,12123437642.142857
Move::setValue,0.019999,0.019999,0.0,0.0,0.0,0.0,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,92845000,2.451613,11381768515.799999
Position::getPiece,0.019999,0.019999,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,401330000,0.365672,7338245490.450001
Position::undoNullMove,0.019999,0.019999,0.0,0.0,0.0,0.0,0.0,41.7,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8985000,6.666667,2995202241.000000
func@0x140301c20,0.019999,0.019999,0.0,0.0,50.0,50.0,0.0,33.4,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,0,,1497601120.500000
operator-,0.019999,0.019999,0.0,0.0,50.0,50.0,0.0,37.1,0.0,0.0,0.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,242595000,0.246914,2995202241.000000
operator-,0.019999,0.019999,0.0,0.0,100.0,100.0,66.8,0.0,16.7,0.0,30.1,66.8,0.0,3.3,0.0,0.0,0.0,0.0,0.0,,,11980000,4.000000,2396161792.800000
operator|,0.019999,0.019999,0.0,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,143760000,0.833333,5990404482.000000
"std::array<Bitboard,8>::operator[]",0.019999,0.019999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,77870000,0.269231,1048320784.350000
Bitboard::shifted,0.018999,0.018999,0.0,0.0,0.0,0.0,9.3,9.3,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,80865000,2.000000,8512680053.368421
Direction::operator int,0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,,100.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,137770000,0.804348,5832762258.789474
Position::getPiece,0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,230615000,0.376623,4571624473.105264
Position::getPieceBb,0.018999,0.018999,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,212645000,0.394366,4413982249.894736
TT::getHash,0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,18.5,18.5,0.0,30.6,0.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,,,131780000,0.590909,4098697803.473684
operator&,0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,41.7,41.7,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,221630000,0.054054,630568892.842105
operator&,0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,125790000,0.142857,945853339.263158
operator+,0.018999,0.018999,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,284525000,0.231579,3468128910.631579
operator-,0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,242595000,0.271605,3468128910.631579
"std::_Atomic_reinterpret_as<__int64,unsigned __int64>",0.018999,0.018999,0.0,0.0,44.4,44.4,0.0,13.9,73.0,0.0,70.1,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,,,8985000,17.333333,8197395606.947369
Move::{ctor},0.017999,0.017999,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,60.1,0.0,40.1,13.4,6.7,0.0,0.0,0.0,0.0,,,173710000,0.724138,6988805229.000000
MoveGenerator::setPV,0.017999,0.017999,0.0,0.0,100.0,100.0,0.0,9.0,18.0,0.0,100.0,0.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,,,23960000,4.750000,6323204731.000000
operator&,0.017999,0.017999,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,164725000,0.163636,1497601120.500000
operator+=,0.017999,0.017999,0.0,0.0,0.0,0.0,37.6,4.2,0.0,0.0,0.0,0.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,,,248585000,0.493976,6822405104.500000
"std::ranges::_Stable_sort_fn::_Stable_sort_common_buffered<Move *,moveValueGreaterComparator,std::identity>",0.017999,0.017999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,98835000,0.757576,4160003112.500000
Bitboard::popLSB,0.016999,0.016999,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,161730000,0.481481,4580897545.058824
PVTable::clear,0.016999,0.016999,0.0,0.0,100.0,100.0,12.4,0.0,12.4,0.0,50.5,0.0,1.8,5.5,0.0,0.0,0.0,0.0,0.0,,,122795000,0.926829,6695157950.470589
func@0x140246000,0.016999,0.016999,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.3,10.0,1.3,0.0,0.0,0.0,0.0,,,11980000,4.000000,2819013873.882353
func@0x1404e9f58,0.016999,0.016999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,60.1,24.0,100.0,0.0,0.0,0.0,0.0,0.0,,,38935000,0.384615,880941835.588235
func@0x1406ac630,0.016999,0.016999,0.0,0.0,0.0,0.0,0.0,8.6,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,6871346317.588235
operator&,0.016999,0.016999,0.0,0.0,0.0,0.0,11.5,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,122795000,0.780488,5638027747.764706
operator&,0.016999,0.016999,0.0,0.0,0.0,0.0,0.0,60.7,15.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116805000,0.410256,2819013873.882353
operator^=,0.016999,0.016999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,,,239600000,0.537500,7576099786.058824
operator|,0.016999,0.016999,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,239600000,0.437500,6166592849.117646
Move::encode,0.015999,0.015999,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,155740000,0.576923,5616004201.875000
Move::setValue,0.015999,0.015999,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,5.0,0.0,13.4,15.0,1.7,0.0,0.0,0.0,0.0,,,95840000,1.062500,6364804762.125000
Move::to,0.015999,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,245590000,0.487805,7488005602.500000
Position::getMidPosValue,0.015999,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,,47920000,2.375000,7113605322.375000
[Loop at line 717 in MoveGenerator::generatePawnMoves],0.015999,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,245590000,0.695122,10670407983.562500
[Loop@0x140001240 in func@0x1400010e0],0.015999,0.015999,0.0,0.0,0.0,0.0,25.7,0.0,12.8,12.8,,0.0,,,,0.0,0.0,0.0,0.0,,,0,,2433601820.812500
[Loop@0x140e1c2a0 in func@0x140e1c190],0.015999,0.015999,0.0,0.0,42.9,42.9,52.5,14.3,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,6552004902.187500
func@0x140da8ef0,0.015999,0.015999,0.0,0.0,0.0,0.0,43.9,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,3556802661.187500
operator&,0.015999,0.015999,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,134775000,0.577778,4867203641.625000
operator&,0.015999,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,224625000,0.040000,561600420.187500
operator+,0.015999,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,9.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,4118403081.375000
std::countr_zero,0.015999,0.015999,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,86855000,0.310345,1684801260.562500
std::countr_zero,0.015999,0.015999,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,146755000,0.632653,5803204341.937500
typeOf,0.015999,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,89850000,1.366667,7675205742.562500
Bitboard::{ctor},0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,293510000,0.275510,5391364033.800000
CastlingRights::operator-=,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26955000,0.222222,399360298.800000
MoveGenerator::generateCastling,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,62895000,1.095238,4592643436.200001
Position::getPieceBb,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,125790000,0.119048,998400747.000000
Rank::promotionFor,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,233610000,0.282051,4392963286.799999
RtlFreeHeap,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,27.8,27.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,56905000,0.789474,2995202241.000000
Search::thread,0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,,,0.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59900000,0.050000,199680149.400000
Value::operator int,0.014999,0.014999,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,185690000,0.467742,5790724332.600000
[Loop@0x1406b2b20 in func@0x1406b27ef],0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8985000,18.000000,10782728067.600000
func@0x14030f980,0.014999,0.014999,0.0,0.0,0.0,0.0,100.0,0.0,83.5,0.0,36.1,0.0,2.5,20.0,0.0,0.0,0.0,0.0,0.0,SSE(128),,47920000,0.437500,1397761045.800000
operator+=,0.014999,0.014999,0.0,0.0,10.0,10.0,0.0,10.8,2.7,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,398335000,0.533835,14177290607.400000
operator|,0.014999,0.014999,0.0,0.0,0.0,0.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,128785000,0.511628,4392963286.799999
operator~,0.014999,0.014999,0.0,0.0,25.0,25.0,0.0,6.2,49.5,0.0,9.0,0.0,1.2,31.9,0.0,0.0,0.0,0.0,0.0,,,44925000,3.133333,9384967021.799999
"std::array<Bitboard,64>::operator[]",0.014999,0.014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.5,5.1,0.0,0.0,0.0,0.0,0.0,,,92845000,0.870968,5391364033.800000
"std::array<std::array<int,64>,64>::operator[]",0.014999,0.014999,0.0,0.0,62.5,62.5,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,167720000,0.232143,2595841942.200000
"std::ranges::_Stable_sort_fn::_Buffered_merge_sort_common<Move *,moveValueGreaterComparator,std::identity>",0.014999,0.014999,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59900000,2.850000,11381768515.799999
Bitboard::operator~,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,107820000,0.555556,4278860344.285714
Move::encode,0.013999,0.013999,0.0,0.0,11.1,11.1,0.0,17.6,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,,,179700000,0.683333,8771663705.785713
MoveGenerator::storeKiller,0.013999,0.013999,0.0,0.0,100.0,100.0,0.0,0.0,83.5,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,8985000,0.666667,427886034.428571
RtlCopyMemory,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,2.8,1.4,0.0,0.0,0.0,0.0,0.0,SSE(128),,29950000,3.300000,7060119568.071428
func@0x1402450fb,0.013999,0.013999,0.0,0.0,0.0,0.0,41.7,0.0,62.6,0.0,2.2,7.4,5.9,3.0,2.2,0.0,0.0,0.0,0.0,,,62895000,1.666667,7488005602.500000
func@0x140300b80,0.013999,0.013999,0.0,0.0,0.0,0.0,55.6,0.0,0.0,0.0,30.1,6.3,1.6,4.7,1.0,0.0,0.0,0.0,0.0,SSE(128),,32945000,2.000000,4706746378.714286
operator&,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,,101830000,0.882353,6418290516.428572
operator+=,0.013999,0.013999,0.0,0.0,0.0,0.0,,,,0.0,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65890000,0.090909,427886034.428571
operator-=,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,38935000,0.076923,213943017.214286
"std::array<Bitboard,64>::operator[]",0.013999,0.013999,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,176705000,0.440678,5562518447.571428
"std::array<Bitboard,8>::operator[]",0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,45.4,0.0,60.1,0.0,0.0,0.0,0.0,0.0,0.0,,,140765000,0.574468,5776461464.785714
"std::array<std::array<int,64>,64>::operator[]",0.013999,0.013999,0.0,0.0,0.0,0.0,16.7,0.0,100.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,101830000,0.500000,3637031292.642857
std::countr_zero,0.013999,0.013999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,86855000,0.689655,4278860344.285714
Bitboard::operator bool,0.012999,0.012999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,92845000,1.225806,8755206550.615385
Bitboard::operator|=,0.012999,0.012999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,104825000,0.771429,6220804654.384616
