Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Instructions Retired,Microarchitecture Usage(%),Microarchitecture Usage:Microarchitecture Usage(%),Microarchitecture Usage:CPI Rate,Module,Function (Full),Source File,Start Address
MoveGenerator::generatePawnMoves,1.733883,1.733883,0.0,0.0,17499785000,45.2,45.2,0.477666,frankycpp_v1.4.exe,"MoveGenerator::generatePawnMoves(class Position const &,class StaticMoveList<256> *,enum GenMode,bool,class Bitboard)",MoveGenerator.cpp,0x140240240
std::_Checked_x86_x64_countr_zero<unsigned __int64>,1.431903,1.431903,0.0,0.0,15493135000,51.0,51.0,0.438624,frankycpp_v1.4.exe,std::_Checked_x86_x64_countr_zero<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241970
Evaluator::queenEval,1.141923,1.141923,0.0,0.0,14729410000,54.5,54.5,0.369662,frankycpp_v1.4.exe,Evaluator::queenEval,Evaluator.cpp,0x1402458c8
"std::_Atomic_storage<unsigned __int64,8>::load",1.114925,1.114925,0.0,0.0,3665880000,18.6,18.6,1.456699,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x14024549f
Move::encode,1.054929,1.054929,0.0,0.0,8050560000,38.0,38.0,0.555432,frankycpp_v1.4.exe,Move::encode,move.h,0x140240dc5
See::attacksTo,0.980934,0.980934,0.0,0.0,11521765000,58.8,58.8,0.387315,frankycpp_v1.4.exe,"See::attacksTo(class Position const &,class Square,class Color)",See.cpp,0x1402778d0
Evaluator::bishopEval,0.963935,0.963935,0.0,0.0,12087820000,52.8,52.8,0.418236,frankycpp_v1.4.exe,Evaluator::bishopEval,Evaluator.cpp,0x140245b38
Position::wasLegalMove,0.923938,0.923938,0.0,0.0,11458870000,56.9,56.9,0.388657,frankycpp_v1.4.exe,Position::wasLegalMove(void),Position.cpp,0x1402399d0
"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >",0.762948,0.762948,0.0,0.0,2698495000,15.6,15.6,1.299667,frankycpp_v1.4.exe,"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >(struct std::_Atomic_padded<bool> const &)",xatomic.h,0x14015c7e0
Evaluator::knightEval,0.744950,0.744950,0.0,0.0,10087160000,70.3,70.3,0.352732,frankycpp_v1.4.exe,Evaluator::knightEval,Evaluator.cpp,0x140245bf0
Search::storeTt,0.740950,0.740950,0.0,0.0,4561385000,30.5,30.5,0.741957,frankycpp_v1.4.exe,"Search::storeTt(class Position const &,enum Depth,enum Depth,class Move,class Value,enum ValueType,class Value)",Search.cpp,0x14020af70
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.739950,0.739950,0.0,0.0,2045585000,16.6,16.6,1.531479,frankycpp_v1.4.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140244f40
Bitboard::shifted,0.733950,0.733950,0.0,0.0,9071855000,56.8,56.8,0.373721,frankycpp_v1.4.exe,Bitboard::shifted,bitboard.h,0x14024033d
PawnTT::clear::__l2::<lambda_1>::operator(),0.733950,0.733950,0.0,0.0,494175000,3.9,3.9,7.145455,frankycpp_v1.4.exe,PawnTT::clear::__l2::<lambda_1>::operator(),PawnTT.cpp,0x140244357
moveValueGreaterComparator::operator(),0.704952,0.704952,0.0,0.0,5981015000,37.7,37.7,0.536304,frankycpp_v1.4.exe,moveValueGreaterComparator::operator(),move.h,0x140218ed0
See::revealedAttacks,0.686954,0.686954,0.0,0.0,8469860000,56.2,56.2,0.400636,frankycpp_v1.4.exe,"See::revealedAttacks(class Position const &,class Square,class Bitboard,class Color)",See.cpp,0x140277a20
MoveGenerator::generateKingMoves,0.675954,0.675954,0.0,0.0,5987005000,44.1,44.1,0.497749,frankycpp_v1.4.exe,"MoveGenerator::generateKingMoves(class Position const &,class StaticMoveList<256> *,enum GenMode,bool)",MoveGenerator.cpp,0x140240f30
Position::movePiece,0.656956,0.656956,0.0,0.0,5504810000,44.9,44.9,0.511425,frankycpp_v1.4.exe,"Position::movePiece(class Square,class Square)",Position.cpp,0x14023a8e0
"std::array<int,64>::operator[]",0.656956,0.656956,0.0,0.0,6184675000,49.9,49.9,0.489588,frankycpp_v1.4.exe,"std::array<int,64>::operator[]",array,0x1402400d7
Evaluator::pawnEval,0.636957,0.636957,0.0,0.0,4591335000,51.8,51.8,0.681670,frankycpp_v1.4.exe,"Evaluator::pawnEval(class Position const &,struct Score &)",Evaluator.cpp,0x140245440
Move::operator==,0.634957,0.634957,0.0,0.0,5022615000,37.5,37.5,0.553369,frankycpp_v1.4.exe,Move::operator==,PVTable.h,0x140240146
Search::sendSearchUpdateToUci,0.631957,0.631957,0.0,0.0,853575000,6.1,6.1,3.371930,frankycpp_v1.4.exe,Search::sendSearchUpdateToUci(void),Search.cpp,0x140210fb0
Bitboard::operator^=,0.574961,0.574961,0.0,0.0,4995660000,42.1,42.1,0.504796,frankycpp_v1.4.exe,Bitboard::operator^=,bitboard.h,0x14023aa75
std::_Checked_popcount<unsigned __int64>,0.560962,0.560962,0.0,0.0,6963375000,57.7,57.7,0.389677,frankycpp_v1.4.exe,std::_Checked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x14021e580
Position::hasCheck,0.541963,0.541963,0.0,0.0,2366050000,22.5,22.5,1.074684,frankycpp_v1.4.exe,Position::hasCheck(void),Position.cpp,0x1402397c0
std::_Unchecked_popcount<unsigned __int64>,0.525964,0.525964,0.0,0.0,5660550000,55.5,55.5,0.433333,frankycpp_v1.4.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x14021e570
TT::prefetch,0.514965,0.514965,0.0,0.0,6256555000,53.5,53.5,0.391575,frankycpp_v1.4.exe,TT::prefetch,TT.h,0x14020ab31
_security_check_cookie,0.514965,0.514965,0.0,0.0,3291505000,31.6,31.6,0.727025,frankycpp_v1.4.exe,_security_check_cookie,amdsecgs.asm,0x1405edeb0
"std::array<Bitboard,64>::operator[]",0.511965,0.511965,0.0,0.0,5304145000,50.8,50.8,0.417278,frankycpp_v1.4.exe,"std::array<Bitboard,64>::operator[]",array,0x140166e70
Position::getPieceBb,0.507966,0.507966,0.0,0.0,5579685000,57.0,57.0,0.433172,frankycpp_v1.4.exe,Position::getPieceBb,Position.h,0x140245852
Bitboard::operator bool,0.503966,0.503966,0.0,0.0,4914795000,42.9,42.9,0.477757,frankycpp_v1.4.exe,Bitboard::operator bool,bitboard.h,0x140240d64
Bitboard::shifted,0.475968,0.475968,0.0,0.0,4061220000,41.4,41.4,0.527286,frankycpp_v1.4.exe,Bitboard::shifted(class Direction),bitboard.h,0x140241750
_chkstk,0.457969,0.457969,0.0,0.0,3141755000,40.9,40.9,0.648236,frankycpp_v1.4.exe,_chkstk,chkstk.asm,0x1405eec00
std::atomic<bool>::operator bool,0.453969,0.453969,0.0,0.0,3665880000,62.7,62.7,0.583333,frankycpp_v1.4.exe,std::atomic<bool>::operator bool,atomic,0x14020d0f4
makePiece,0.443970,0.443970,0.0,0.0,5307140000,54.6,54.6,0.419865,frankycpp_v1.4.exe,makePiece,piece.h,0x140246119
MoveGenerator::resetOnDemand,0.442970,0.442970,0.0,0.0,3276530000,33.7,33.7,0.625229,frankycpp_v1.4.exe,MoveGenerator::resetOnDemand,MoveGenerator.h,0x14020a911
std::_Countr_zero_tzcnt<unsigned __int64>,0.435971,0.435971,0.0,0.0,3896495000,45.7,45.7,0.498847,frankycpp_v1.4.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241960
std::countr_zero,0.380974,0.380974,0.0,0.0,3036930000,44.6,44.6,0.514793,frankycpp_v1.4.exe,std::countr_zero,bit,0x140240d12
Bitboard::operator|=,0.375975,0.375975,0.0,0.0,3447245000,42.1,42.1,0.516073,frankycpp_v1.4.exe,Bitboard::operator|=,bitboard.h,0x14023a962
See::getLeastValuablePiece,0.373975,0.373975,0.0,0.0,4941750000,61.7,61.7,0.377576,frankycpp_v1.4.exe,"See::getLeastValuablePiece(class Position const &,class Bitboard,class Color)",See.cpp,0x140277850
Search::goodCapture,0.360976,0.360976,0.0,0.0,3860555000,48.4,48.4,0.433670,frankycpp_v1.4.exe,"Search::goodCapture(class Position const &,class Move,bool)",Search.cpp,0x14020ae30
Position::attacksTo,0.348976,0.348976,0.0,0.0,3689840000,52.8,52.8,0.434253,frankycpp_v1.4.exe,"Position::attacksTo(class Square,class Color)",Position.cpp,0x140239670
operator<,0.344977,0.344977,0.0,0.0,3899490000,53.2,53.2,0.368664,frankycpp_v1.4.exe,operator<,rank.h,0x140246101
StaticMoveList<256>::push_back,0.343977,0.343977,0.0,0.0,2728445000,37.3,37.3,0.641054,frankycpp_v1.4.exe,StaticMoveList<256>::push_back,staticmovelist.h,0x140240ea6
"std::array<unsigned __int64,64>::operator[]",0.342977,0.342977,0.0,0.0,2944085000,46.5,46.5,0.589013,frankycpp_v1.4.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14023aa62
std::popcount,0.342977,0.342977,0.0,0.0,4166045000,50.6,50.6,0.424874,frankycpp_v1.4.exe,std::popcount,bit,0x140245a31
Position::getLastMove,0.328978,0.328978,0.0,0.0,3276530000,46.1,46.1,0.494516,frankycpp_v1.4.exe,Position::getLastMove,Position.h,0x140240110
Position::getPiece,0.328978,0.328978,0.0,0.0,3995330000,52.8,52.8,0.368066,frankycpp_v1.4.exe,Position::getPiece,Position.h,0x140246112
std::atomic<bool>::operator bool,0.324978,0.324978,0.0,0.0,1272875000,18.7,18.7,1.058824,frankycpp_v1.4.exe,std::atomic<bool>::operator bool,atomic,0x14020d15b
Position::getPieceBb,0.322978,0.322978,0.0,0.0,2321125000,35.7,35.7,0.672258,frankycpp_v1.4.exe,Position::getPieceBb,Position.h,0x140240271
std::ranges::_Insertion_sort_common,0.306979,0.306979,0.0,0.0,1814970000,27.4,27.4,0.674917,frankycpp_v1.4.exe,std::ranges::_Insertion_sort_common,algorithm,0x14021adea
Position::checkRepetitions,0.301980,0.301980,0.0,0.0,341430000,5.9,5.9,4.482456,frankycpp_v1.4.exe,Position::checkRepetitions(int),Position.cpp,0x140239bd0
typeOf,0.299980,0.299980,0.0,0.0,2413970000,41.1,41.1,0.557072,frankycpp_v1.4.exe,typeOf,piece.h,0x14023aa44
Value::operator int,0.292980,0.292980,0.0,0.0,1530445000,31.1,31.1,0.919765,frankycpp_v1.4.exe,Value::operator int,value.h,0x14023aaf9
Value::{ctor},0.292980,0.292980,0.0,0.0,2686515000,40.3,40.3,0.483835,frankycpp_v1.4.exe,Value::{ctor},value.h,0x140277ac0
Value::operator int,0.286981,0.286981,0.0,0.0,1701160000,30.1,30.1,0.871479,frankycpp_v1.4.exe,Value::operator int,value.h,0x14023a9f6
"std::_Atomic_storage<unsigned __int64,8>::store",0.274981,0.274981,0.0,0.0,461230000,11.4,11.4,2.831169,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::store",atomic,0x140244357
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.256983,0.256983,0.0,0.0,1009315000,21.8,21.8,1.097923,frankycpp_v1.4.exe,"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",xatomic.h,0x140245050
typeOf,0.255983,0.255983,0.0,0.0,2387015000,41.7,41.7,0.441656,frankycpp_v1.4.exe,typeOf,piece.h,0x140240dce
func@0x1406b27ef,0.249983,0.249983,0.0,0.0,83860000,8.2,8.2,12.214286,ntoskrnl.exe,func@0x1406b27ef,[Unknown],0x1406b27ef
"std::array<Value,25>::operator[]",0.234984,0.234984,0.0,0.0,2497830000,51.2,51.2,0.401679,frankycpp_v1.4.exe,"std::array<Value,25>::operator[]",array,0x140240db9
func@0x1406b16d3,0.231984,0.231984,0.0,0.0,50915000,8.1,8.1,20.647059,ntoskrnl.exe,func@0x1406b16d3,[Unknown],0x1406b16d3
Value::operator int,0.229984,0.229984,0.0,0.0,1449580000,34.1,34.1,0.731405,frankycpp_v1.4.exe,Value::operator int,value.h,0x14023a9e6
std::popcount,0.228985,0.228985,0.0,0.0,2578695000,42.1,42.1,0.490128,frankycpp_v1.4.exe,std::popcount,bit,0x140245b7b
Square::{ctor},0.226985,0.226985,0.0,0.0,2788345000,53.7,53.7,0.441461,frankycpp_v1.4.exe,Square::{ctor},square.h,0x140239845
Move::encode,0.224985,0.224985,0.0,0.0,1871875000,34.8,34.8,0.566400,frankycpp_v1.4.exe,Move::encode,move.h,0x140240e9d
Color::sign,0.222985,0.222985,0.0,0.0,2120460000,51.5,51.5,0.440678,frankycpp_v1.4.exe,Color::sign,color.h,0x1402403f8
Search::checkDrawRepAnd50,0.220985,0.220985,0.0,0.0,224625000,6.1,6.1,4.760000,frankycpp_v1.4.exe,"Search::checkDrawRepAnd50(class Position const &,int)",Search.cpp,0x14020d170
operator<,0.219985,0.219985,0.0,0.0,2599660000,58.5,58.5,0.376728,frankycpp_v1.4.exe,operator<,value.h,0x1402776f8
TT::prefetch,0.218985,0.218985,0.0,0.0,2731440000,56.0,56.0,0.446272,frankycpp_v1.4.exe,TT::prefetch,TT.h,0x140209f29
StaticMoveList<256>::push_back,0.210986,0.210986,0.0,0.0,1569380000,38.0,38.0,0.681298,frankycpp_v1.4.exe,StaticMoveList<256>::push_back,staticmovelist.h,0x140240dea
operator*,0.208986,0.208986,0.0,0.0,2548745000,44.7,44.7,0.388954,frankycpp_v1.4.exe,operator*,value.h,0x14024535d
Move::stripped,0.203986,0.203986,0.0,0.0,1743090000,46.0,46.0,0.544674,frankycpp_v1.4.exe,Move::stripped,move.h,0x140240060
Position::getEndPosValue,0.198987,0.198987,0.0,0.0,970380000,19.8,19.8,0.768519,frankycpp_v1.4.exe,Position::getEndPosValue,Position.h,0x14024519f
"std::_For_each_ivdep<PawnTT::Entry *,`PawnTT::clear'::`2'::<lambda_1> >",0.195987,0.195987,0.0,0.0,182695000,5.7,5.7,4.721311,frankycpp_v1.4.exe,"std::_For_each_ivdep<PawnTT::Entry *,`PawnTT::clear'::`2'::<lambda_1> >(struct PawnTT::Entry *, struct PawnTT::Entry *, class PawnTT::clear::__l2::<lambda_1>)",execution,0x140244340
Attacks::detail::Magic::index,0.194987,0.194987,0.0,0.0,2087515000,57.8,57.8,0.424677,frankycpp_v1.4.exe,Attacks::detail::Magic::index,attacks.h,0x140166db5
Attacks::detail::Magic::index,0.186987,0.186987,0.0,0.0,1868880000,61.2,61.2,0.394231,frankycpp_v1.4.exe,Attacks::detail::Magic::index,attacks.h,0x140166d94
operator++,0.185987,0.185987,0.0,0.0,1632275000,53.0,53.0,0.530275,frankycpp_v1.4.exe,operator++,piecetype.h,0x140240ef9
MoveGenerator::getEvasionTargets,0.184988,0.184988,0.0,0.0,1587350000,43.4,43.4,0.586792,frankycpp_v1.4.exe,MoveGenerator::getEvasionTargets(class Position const &),MoveGenerator.cpp,0x1402401b0
MoveGenerator::resetOnDemand,0.170988,0.170988,0.0,0.0,1075205000,36.1,36.1,0.559889,frankycpp_v1.4.exe,MoveGenerator::resetOnDemand,MoveGenerator.h,0x140209831
StaticMoveList<256>::push_back,0.167989,0.167989,0.0,0.0,1212975000,28.2,28.2,0.718519,frankycpp_v1.4.exe,StaticMoveList<256>::push_back,staticmovelist.h,0x1402405e6
Position::getPieceBb,0.165989,0.165989,0.0,0.0,1620295000,41.9,41.9,0.486137,frankycpp_v1.4.exe,Position::getPieceBb,Position.h,0x140240ce0
operator*,0.162989,0.162989,0.0,0.0,2659560000,50.7,50.7,0.343468,frankycpp_v1.4.exe,operator*,value.h,0x140245365
std::ranges::_Stable_sort_fn::operator(),0.157989,0.157989,0.0,0.0,1494505000,37.4,37.4,0.559118,frankycpp_v1.4.exe,std::ranges::_Stable_sort_fn::operator(),algorithm,0x14023fed7
operator+=,0.156989,0.156989,0.0,0.0,1575370000,46.1,46.1,0.471483,frankycpp_v1.4.exe,operator+=,value.h,0x140245bae
TT::getHash,0.151990,0.151990,0.0,0.0,26955000,3.6,3.6,22.666667,frankycpp_v1.4.exe,TT::getHash,TT.h,0x14024705b
func@0x1400e0a60,0.151990,0.151990,0.0,0.0,11980000,0.5,0.5,56.500000,nvlddmkm.sys,func@0x1400e0a60,[Unknown],0x1400e0a60
operator&,0.151990,0.151990,0.0,0.0,2237265000,55.0,55.0,0.406961,frankycpp_v1.4.exe,operator&,bitboard.h,0x1402779d7
operator&,0.150990,0.150990,0.0,0.0,1883855000,59.0,59.0,0.376789,frankycpp_v1.4.exe,operator&,bitboard.h,0x140209bda
Bitboard::operator|=,0.149990,0.149990,0.0,0.0,1758065000,58.6,58.6,0.442930,frankycpp_v1.4.exe,Bitboard::operator|=,bitboard.h,0x14023a956
Position::clearEnPassant,0.149990,0.149990,0.0,0.0,1347750000,48.9,48.9,0.453333,frankycpp_v1.4.exe,Position::clearEnPassant,Position.cpp,0x14023901c
"std::array<Move,64>::operator[]",0.145990,0.145990,0.0,0.0,1853905000,43.8,43.8,0.413570,frankycpp_v1.4.exe,"std::array<Move,64>::operator[]",array,0x140240144
"std::array<std::array<Move,64>,64>::operator[]",0.143990,0.143990,0.0,0.0,1877865000,51.3,51.3,0.405104,frankycpp_v1.4.exe,"std::array<std::array<Move,64>,64>::operator[]",array,0x140240140
colorOf,0.138991,0.138991,0.0,0.0,1183025000,39.3,39.3,0.526582,frankycpp_v1.4.exe,colorOf,piece.h,0x14023aa49
operator~,0.136991,0.136991,0.0,0.0,1278865000,50.6,50.6,0.437939,frankycpp_v1.4.exe,operator~,color.h,0x1402390cb
Bitboard::operator bool,0.135991,0.135991,0.0,0.0,1611310000,38.8,38.8,0.455390,frankycpp_v1.4.exe,Bitboard::operator bool,bitboard.h,0x140240cf5
operator&,0.133991,0.133991,0.0,0.0,1329780000,46.1,46.1,0.409910,frankycpp_v1.4.exe,operator&,bitboard.h,0x14023992a
"std::unique_ptr<TT::Entry [0],std::default_delete<TT::Entry [0]> >::operator[]",0.133991,0.133991,0.0,0.0,1078200000,48.3,48.3,0.488889,frankycpp_v1.4.exe,"std::unique_ptr<TT::Entry [0],std::default_delete<TT::Entry [0]> >::operator[]",memory,0x140246ee7
"std::array<Bitboard,64>::operator[]",0.128991,0.128991,0.0,0.0,820630000,32.1,32.1,0.795620,frankycpp_v1.4.exe,"std::array<Bitboard,64>::operator[]",array,0x1402394ff
Move::operator==,0.125991,0.125991,0.0,0.0,1871875000,51.7,51.7,0.404800,frankycpp_v1.4.exe,Move::operator==,PVTable.h,0x14020990c
Position::getPieceBb,0.124992,0.124992,0.0,0.0,991345000,43.4,43.4,0.589124,frankycpp_v1.4.exe,Position::getPieceBb,Position.h,0x140245a8e
Search::valueToTt,0.124992,0.124992,0.0,0.0,871545000,41.3,41.3,0.694158,frankycpp_v1.4.exe,"Search::valueToTt(class Value,enum Depth)",Search.cpp,0x14020afd0
operator&,0.124992,0.124992,0.0,0.0,1431610000,46.1,46.1,0.426778,frankycpp_v1.4.exe,operator&,bitboard.h,0x140239941
Value::operator int,0.122992,0.122992,0.0,0.0,1000330000,43.0,43.0,0.631737,frankycpp_v1.4.exe,Value::operator int,value.h,0x14023aae6
Value::isCheckMate,0.121992,0.121992,0.0,0.0,1299830000,47.0,47.0,0.488479,frankycpp_v1.4.exe,Value::isCheckMate,value.h,0x14020afd4
operator<,0.120992,0.120992,0.0,0.0,1716135000,47.2,47.2,0.366492,frankycpp_v1.4.exe,operator<,file.h,0x1402460f0
operator&,0.119992,0.119992,0.0,0.0,853575000,46.2,46.2,0.617544,frankycpp_v1.4.exe,operator&,bitboard.h,0x14023952c
operator+,0.118992,0.118992,0.0,0.0,1494505000,56.2,56.2,0.372745,frankycpp_v1.4.exe,operator+,value.h,0x140245389
operator&,0.116992,0.116992,0.0,0.0,1359730000,70.2,70.2,0.365639,frankycpp_v1.4.exe,operator&,bitboard.h,0x14027786a
"std::_Atomic_storage<unsigned __int64,8>::load",0.116992,0.116992,0.0,0.0,224625000,8.9,8.9,2.400000,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x14024360b
Move::operator==,0.114992,0.114992,0.0,0.0,940430000,40.1,40.1,0.541401,frankycpp_v1.4.exe,Move::operator==,PVTable.h,0x140240089
Position::getNextPlayer,0.114992,0.114992,0.0,0.0,446255000,22.1,22.1,1.255034,frankycpp_v1.4.exe,Position::getNextPlayer,Position.h,0x140240f4e
operator&,0.110993,0.110993,0.0,0.0,883525000,44.9,44.9,0.647458,frankycpp_v1.4.exe,operator&,bitboard.h,0x14023957c
operator+=,0.109993,0.109993,0.0,0.0,1215970000,48.9,48.9,0.421182,frankycpp_v1.4.exe,operator+=,value.h,0x140245ad2
operator|,0.109993,0.109993,0.0,0.0,1611310000,57.2,57.2,0.360595,frankycpp_v1.4.exe,operator|,bitboard.h,0x1402779cc
std::countr_zero,0.107993,0.107993,0.0,0.0,913475000,43.7,43.7,0.478689,frankycpp_v1.4.exe,std::countr_zero,bit,0x140245b30
Bitboard::operator^=,0.106993,0.106993,0.0,0.0,877535000,40.9,40.9,0.590444,frankycpp_v1.4.exe,Bitboard::operator^=,bitboard.h,0x14023aa69
Bitboard::popLSB,0.103993,0.103993,0.0,0.0,1386685000,54.4,54.4,0.349892,frankycpp_v1.4.exe,Bitboard::popLSB,bitboard.h,0x140240d12
Move::operator==,0.102993,0.102993,0.0,0.0,1033275000,47.7,47.7,0.408696,frankycpp_v1.4.exe,Move::operator==,PVTable.h,0x1402400a8
