Function,CPU Time,Performance-core (P-core):Memory Bound(%),Performance-core (P-core):Memory Bound:L1 Bound(%),Performance-core (P-core):Memory Bound:L2 Bound(%),Performance-core (P-core):Memory Bound:L3 Bound(%),Performance-core (P-core):Memory Bound:DRAM Bound(%),Performance-core (P-core):Memory Bound:Store Bound(%),Efficient-core (E-core):Memory Bound(%),Efficient-core (E-core):Memory Bound:L1 Bound(%),Efficient-core (E-core):Memory Bound:L2 Bound(%),Efficient-core (E-core):Memory Bound:L3 Bound(%),Efficient-core (E-core):Memory Bound:DRAM Bound(%),Loads,Stores,LLC Miss Count,Module,Function (Full),Source File,Start Address
MoveGenerator::generateKingMoves,0.052996,0.0,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151304539,137704131,0,frankycpp_v1.4.exe,"MoveGenerator::generateKingMoves(class Position const &,class StaticMoveList<256> *,enum GenMode,bool)",MoveGenerator.cpp,0x140241080
std::popcount,0.052996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,177105313,89502685,0,frankycpp_v1.4.exe,std::popcount,bit,0x140245b81
Bitboard::operator bool,0.050997,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171705151,105703171,0,frankycpp_v1.4.exe,Bitboard::operator bool,bitboard.h,0x140240eb4
"std::_For_each_ivdep<PawnTT::Entry *,`PawnTT::clear'::`2'::<lambda_1> >",0.047997,100.0,50.7,0.0,0.0,0.0,76.0,33.4,0.0,0.0,0.0,0.0,10200306,15900477,0,frankycpp_v1.4.exe,"std::_For_each_ivdep<PawnTT::Entry *,`PawnTT::clear'::`2'::<lambda_1> >(struct PawnTT::Entry *, struct PawnTT::Entry *, class PawnTT::clear::__l2::<lambda_1>)",execution,0x140244490
Search::storeTt,0.044997,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159804794,57401722,0,frankycpp_v1.4.exe,"Search::storeTt(class Position const &,enum Depth,enum Depth,class Move,class Value,enum ValueType,class Value)",Search.cpp,0x14020aff0
makePiece,0.044997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131803954,40101203,0,frankycpp_v1.4.exe,makePiece,piece.h,0x140246269
"std::array<unsigned __int64,64>::operator[]",0.044997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231806954,98302949,0,frankycpp_v1.4.exe,"std::array<unsigned __int64,64>::operator[]",array,0x14023abb2
Search::sendSearchUpdateToUci,0.043997,0.0,0.0,35.0,0.0,17.5,0.0,100.0,44.5,0.0,0.0,0.0,23500705,7700231,0,frankycpp_v1.4.exe,Search::sendSearchUpdateToUci(void),Search.cpp,0x1402110b0
std::_Unchecked_popcount<unsigned __int64>,0.043997,0.0,16.9,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177105313,79802394,0,frankycpp_v1.4.exe,std::_Unchecked_popcount<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x14021e6c0
"std::array<int,64>::operator[]",0.043997,0.0,28.5,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155304659,47701431,0,frankycpp_v1.4.exe,"std::array<int,64>::operator[]",array,0x140240227
Square::{ctor},0.041997,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160304809,64901947,0,frankycpp_v1.4.exe,Square::{ctor},square.h,0x140239995
_chkstk,0.040997,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116503495,60501815,0,frankycpp_v1.4.exe,_chkstk,chkstk.asm,0x1405eed50
See::revealedAttacks,0.039997,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184505535,101303039,550231,frankycpp_v1.4.exe,"See::revealedAttacks(class Position const &,class Square,class Bitboard,class Color)",See.cpp,0x140277b70
Position::movePiece,0.038997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129703891,99002970,0,frankycpp_v1.4.exe,"Position::movePiece(class Square,class Square)",Position.cpp,0x14023aa30
"std::_For_each_ivdep<TT::Entry *,`TT::ageEntries'::`2'::<lambda_1> >",0.038997,100.0,100.0,0.0,0.0,45.9,0.0,47.3,2.8,0.2,0.2,50.8,49701491,15500465,1100462,frankycpp_v1.4.exe,"std::_For_each_ivdep<TT::Entry *,`TT::ageEntries'::`2'::<lambda_1> >(struct TT::Entry *, struct TT::Entry *, class TT::ageEntries::__l2::<lambda_1>)",execution,0x140247f20
"std::array<Bitboard,64>::operator[]",0.038997,27.3,5.7,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,165604968,96302889,0,frankycpp_v1.4.exe,"std::array<Bitboard,64>::operator[]",array,0x140166e70
Bitboard::operator|=,0.037997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112003360,91502745,0,frankycpp_v1.4.exe,Bitboard::operator|=,bitboard.h,0x14023aab2
TT::prefetch,0.036998,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120403612,62801884,0,frankycpp_v1.4.exe,TT::prefetch,TT.h,0x14020abb1
Position::getPieceBb,0.034998,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209306279,162604878,0,frankycpp_v1.4.exe,Position::getPieceBb,Position.h,0x1402459a2
operator<,0.034998,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121803654,54301629,0,frankycpp_v1.4.exe,operator<,rank.h,0x140246251
_security_check_cookie,0.033998,0.0,0.0,0.0,7.1,0.0,0.0,0.0,33.4,0.0,0.0,0.0,86402592,47901437,0,frankycpp_v1.4.exe,_security_check_cookie,amdsecgs.asm,0x1405ee000
Move::encode,0.028998,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49201476,37801134,0,frankycpp_v1.4.exe,Move::encode,move.h,0x140240fed
StaticMoveList<256>::push_back,0.028998,0.0,26.2,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40601218,48501455,0,frankycpp_v1.4.exe,StaticMoveList<256>::push_back,staticmovelist.h,0x140240ff6
operator*,0.027998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,42201266,13200396,0,frankycpp_v1.4.exe,operator*,value.h,0x1402454b5
"std::array<Move,64>::operator[]",0.027998,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,71902157,23100693,0,frankycpp_v1.4.exe,"std::array<Move,64>::operator[]",array,0x140240294
operator&,0.026998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74702241,31900957,0,frankycpp_v1.4.exe,operator&,bitboard.h,0x140209c5a
"std::array<Value,25>::operator[]",0.026998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,94602838,66001980,0,frankycpp_v1.4.exe,"std::array<Value,25>::operator[]",array,0x140240f09
TT::prefetch,0.025998,0.0,10.2,10.2,0.0,0.0,0.0,0.0,,,,,78202346,45901377,0,frankycpp_v1.4.exe,TT::prefetch,TT.h,0x140209fa9
std::countr_zero,0.025998,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,,,,96202886,74502235,0,frankycpp_v1.4.exe,std::countr_zero,bit,0x140240e62
Move::operator==,0.024998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87302619,18900567,0,frankycpp_v1.4.exe,Move::operator==,PVTable.h,0x140240296
MoveGenerator::resetOnDemand,0.024998,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64001920,12500375,0,frankycpp_v1.4.exe,MoveGenerator::resetOnDemand,MoveGenerator.h,0x14020a991
typeOf,0.024998,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79402382,37501125,0,frankycpp_v1.4.exe,typeOf,piece.h,0x14023ab94
std::_Countr_zero_tzcnt<unsigned __int64>,0.022998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60201806,58401752,0,frankycpp_v1.4.exe,std::_Countr_zero_tzcnt<unsigned __int64>(unsigned __int64),__msvc_bit_utils.hpp,0x140241ab0
"std::array<std::array<unsigned __int64,64>,16>::operator[]",0.022998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,102303069,56201686,0,frankycpp_v1.4.exe,"std::array<std::array<unsigned __int64,64>,16>::operator[]",array,0x14023abab
std::ranges::_Insertion_sort_common,0.022998,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20600618,28000840,0,frankycpp_v1.4.exe,std::ranges::_Insertion_sort_common,algorithm,0x14021af3a
Bitboard::popLSB,0.021999,0.0,0.0,0.0,0.0,28.3,0.0,0.0,0.0,,,,40701221,32700981,0,frankycpp_v1.4.exe,Bitboard::popLSB,bitboard.h,0x140240e62
Position::checkRepetitions,0.021999,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,12500375,4800144,0,frankycpp_v1.4.exe,Position::checkRepetitions(int),Position.cpp,0x140239d20
func@0x1800126c0,0.021999,,0.0,0.0,0.0,0.0,82.6,0.0,0.0,0.0,0.0,0.0,0,0,0,vcruntime140.dll,func@0x1800126c0,[Unknown],0x1800126c0
operator*,0.021999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49601488,42901287,0,frankycpp_v1.4.exe,operator*,value.h,0x1402454ad
operator+,0.021999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100693,1100033,0,frankycpp_v1.4.exe,operator+,value.h,0x1402454d9
"std::_Atomic_storage<unsigned __int64,8>::load",0.021999,50.0,38.0,0.0,12.7,12.7,0.0,29.0,0.0,0.4,0.4,20.1,70002100,43101293,0,frankycpp_v1.4.exe,"std::_Atomic_storage<unsigned __int64,8>::load",atomic,0x140247f30
std::popcount,0.021999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,139004170,63801914,0,frankycpp_v1.4.exe,std::popcount,bit,0x140245ccb
Bitboard::operator bool,0.020999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48501455,42601278,0,frankycpp_v1.4.exe,Bitboard::operator bool,bitboard.h,0x140240e45
MoveGenerator::resetOnDemand,0.020999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,53701611,25300759,0,frankycpp_v1.4.exe,MoveGenerator::resetOnDemand,MoveGenerator.h,0x1402098b1
Bitboard::shifted,0.019999,0.0,6.8,6.8,0.0,0.0,0.0,0.0,66.8,0.0,0.0,0.0,69202076,53301599,0,frankycpp_v1.4.exe,Bitboard::shifted(class Direction),bitboard.h,0x1402418a0
Position::attacksTo,0.019999,0.0,23.7,0.0,0.0,0.0,0.0,40.1,0.0,0.0,0.0,0.0,42001260,59901797,0,frankycpp_v1.4.exe,"Position::attacksTo(class Square,class Color)",Position.cpp,0x1402397c0
Position::hasCheck,0.019999,22.2,0.0,21.6,21.6,54.0,0.0,0.0,0.0,0.0,0.0,0.0,16900507,8500255,0,frankycpp_v1.4.exe,Position::hasCheck(void),Position.cpp,0x140239910
Position::getLastMove,0.018999,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50101503,13200396,0,frankycpp_v1.4.exe,Position::getLastMove,Position.h,0x140240260
Search::goodCapture,0.018999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73502205,32300969,0,frankycpp_v1.4.exe,"Search::goodCapture(class Position const &,class Move,bool)",Search.cpp,0x14020aeb0
Search::stopConditions,0.018999,0.0,24.5,0.0,0.0,12.2,0.0,32.9,0.0,0.0,0.0,0.0,60201806,36201086,0,frankycpp_v1.4.exe,Search::stopConditions(void),Search.cpp,0x14020d1b0
func@0x1400e0a60,0.018999,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200066,2200066,0,nvlddmkm.sys,func@0x1400e0a60,[Unknown],0x1400e0a60
colorOf,0.017999,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,39701191,34301029,0,frankycpp_v1.4.exe,colorOf,piece.h,0x14023ab99
"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >",0.017999,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,56901707,30500915,0,frankycpp_v1.4.exe,"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >(struct std::_Atomic_padded<bool> const &)",xatomic.h,0x14015c7e0
Bitboard::operator|=,0.016999,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89502685,51701551,0,frankycpp_v1.4.exe,Bitboard::operator|=,bitboard.h,0x14023aaa6
See::getLeastValuablePiece,0.016999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112803384,42901287,0,frankycpp_v1.4.exe,"See::getLeastValuablePiece(class Position const &,class Bitboard,class Color)",See.cpp,0x1402779a0
operator<,0.016999,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,71202136,25300759,0,frankycpp_v1.4.exe,operator<,file.h,0x140246240
operator<,0.016999,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,77802334,46201386,0,frankycpp_v1.4.exe,operator<,value.h,0x140277848
Color::sign,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,48901467,60201806,0,frankycpp_v1.4.exe,Color::sign,color.h,0x140240548
MoveGenerator::getEvasionTargets,0.015999,0.0,0.0,36.7,0.0,36.7,0.0,,0.0,0.0,0.0,0.0,29200876,24300729,0,frankycpp_v1.4.exe,MoveGenerator::getEvasionTargets(class Position const &),MoveGenerator.cpp,0x140240300
Position::getKingSquare,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,37401122,24200726,0,frankycpp_v1.4.exe,Position::getKingSquare,Position.h,0x140246229
operator&,0.015999,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,,,,50601518,23900717,0,frankycpp_v1.4.exe,operator&,bitboard.h,0x140239a7a
operator++,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,56901707,32100963,0,frankycpp_v1.4.exe,operator++,piecetype.h,0x140241049
operator+=,0.015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,49901497,31200936,0,frankycpp_v1.4.exe,operator+=,value.h,0x140245c22
typeOf,0.015999,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47401422,37501125,0,frankycpp_v1.4.exe,typeOf,piece.h,0x140240f1e
