Function,CPU Time,CPU Time:Effective Time,CPU Time:Spin Time,CPU Time:Overhead Time,Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L1 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L2 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:L3 Bound(%),Memory Bound:Performance-core (P-core):Memory Bound:DRAM Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L1 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L2 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:L3 Bound(%),Memory Bound:Efficient-core (E-core):Memory Bound:DRAM Bound(%),Vectorization(%),Vectorization:% of FP Ops(%),Vectorization:FP Ops: Packed(%),Vectorization:FP Ops: Scalar(%),Vectorization:Vector Instruction Set,Vectorization:Loop Type,Instructions Retired,CPI Rate,Average CPU Frequency
MoveGenerator::getNextPseudoLegalMove,0.288980,0.288980,0.0,0.0,2.6,2.6,5.9,2.2,0.4,1.1,0.8,3.2,0.0,0.0,0.0,0.0,0.5,0.0,100.0,,,3749740000,0.386581,5016186440.332180
Position::givesCheck,0.251983,0.251983,0.0,0.0,2.0,2.0,5.0,2.3,0.4,0.0,5.0,5.0,3.3,1.1,0.6,0.0,0.0,0.0,0.0,,,3668875000,0.369796,5384232587.309524
Search::qsearch,0.231984,0.231984,0.0,0.0,7.7,7.7,4.5,0.0,3.3,5.7,2.7,0.0,0.0,0.4,6.4,0.0,0.0,0.0,0.0,,,1641260000,0.779197,5512721353.094828
[Loop at line 2076 in Search::qsearch],0.212986,0.212986,0.0,0.0,12.6,12.6,0.0,0.9,0.0,20.6,20.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1961725000,0.593893,5470111122.187793
Evaluator::pieceEval,0.198987,0.198987,0.0,0.0,0.8,0.8,10.5,0.5,0.0,1.4,3.2,3.2,4.5,1.3,0.6,0.0,0.6,0.0,100.0,,,4028275000,0.294424,5960301932.984924
Evaluator::rookEval,0.196987,0.196987,0.0,0.0,0.0,0.0,2.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3066880000,0.317383,4941323482.487309
[Loop at line 604 in MoveGenerator::updateSortValues],0.188987,0.188987,0.0,0.0,1.7,1.7,5.6,2.6,2.0,6.1,10.5,0.0,8.4,1.1,1.1,0.0,0.0,0.0,0.0,,,2698495000,0.382908,5467432649.365079
"std::_Atomic_storage<unsigned __int64,8>::store",0.186987,0.186987,0.0,0.0,74.6,74.6,19.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,610980000,1.681373,5493873616.374331
MoveGenerator::fillOnDemandMoveList,0.177988,0.177988,0.0,0.0,0.9,0.9,5.1,0.5,0.5,0.5,7.7,0.0,0.0,0.0,1.5,0.0,0.4,0.0,100.0,,,2659560000,0.416667,6225982171.797752
Evaluator::evaluate,0.169989,0.169989,0.0,0.0,13.0,13.0,5.1,0.0,4.4,5.1,14.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,100.0,AVX(128),,3585015000,0.229741,4845180084.411765
[Loop at line 414 in Evaluator::kingEval],0.168989,0.168989,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2962055000,0.328615,5760004296.153847
Position::removePiece,0.167989,0.167989,0.0,0.0,2.2,2.2,0.0,1.0,0.0,1.5,5.0,8.3,0.0,0.0,1.7,0.0,0.0,0.0,0.0,,,2416965000,0.423792,6097375976.357142
"std::_Atomic_storage<unsigned __int64,8>::load",0.153990,0.153990,0.0,0.0,64.3,64.3,4.8,12.2,0.0,65.0,94.8,26.7,1.3,0.0,0.0,0.0,1.3,0.0,100.0,,,772710000,1.282946,6437739866.584415
Position::doMove,0.151990,0.151990,0.0,0.0,0.9,0.9,4.3,2.5,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2282190000,0.376640,5655414744.460526
TT::put,0.147990,0.147990,0.0,0.0,0.0,0.0,19.3,0.0,1.5,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1551410000,0.442085,4634468321.527027
Search::search,0.134991,0.134991,0.0,0.0,9.5,9.5,3.2,0.0,1.3,4.5,25.8,14.3,0.7,2.1,7.9,0.0,1.6,0.0,100.0,,,1305820000,0.612385,5923844418.355556
[Loop at line 827 in MoveGenerator::generateMoves],0.132991,0.132991,0.0,0.0,2.2,2.2,11.2,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,,,1925785000,0.393468,5697640339.864661
Position::putPiece,0.131991,0.131991,0.0,0.0,0.0,0.0,10.5,0.0,0.6,1.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1904820000,0.448113,6466913914.318182
std::_Checked_x86_x64_countr_zero<unsigned __int64>,0.131991,0.131991,0.0,0.0,2.2,2.2,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2452905000,0.272283,5060076501.378788
Position::isAttacked,0.127991,0.127991,0.0,0.0,26.4,26.4,0.0,0.0,4.7,26.1,7.2,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,,,1704155000,0.395431,5265003926.953125
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<Move *,moveValueGreaterComparator,std::identity>]",0.116992,0.116992,0.0,0.0,0.0,0.0,12.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1075205000,0.532033,4889603646.957265
"std::_Atomic_storage<unsigned __int64,8>::store",0.100993,0.100993,0.0,0.0,48.8,48.8,7.0,0.0,7.0,4.2,36.9,4.0,0.2,0.0,45.7,0.0,0.0,0.0,0.0,,,1030280000,0.421512,4300042811.188119
"std::_Atomic_address_as<__int64,std::_Atomic_padded<unsigned __int64> >",0.097993,0.097993,0.0,0.0,31.2,31.2,12.6,0.0,19.4,16.0,26.4,0.0,0.7,0.2,44.8,0.0,0.0,0.0,0.0,,,1084190000,0.466851,5165195689.244898
Evaluator::queenEval,0.089994,0.089994,0.0,0.0,4.9,4.9,4.9,0.0,0.8,2.5,20.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,,,2231275000,0.279195,6922245163.022222
"[Loop at line 8440 in std::ranges::_Insertion_sort_common<Move *,moveValueGreaterComparator,std::identity>]",0.087994,0.087994,0.0,0.0,1.6,1.6,6.3,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,,,928450000,0.532258,5616004188.750000
Position::undoMove,0.086994,0.086994,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,922460000,0.496753,5267424618.413793
Evaluator::kingEval,0.082994,0.082994,0.0,0.0,0.0,0.0,11.6,1.1,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1458565000,0.328542,5773883824.578313
Position::wasLegalMove,0.082994,0.082994,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1515470000,0.278656,5088235120.409638
Evaluator::bishopEval,0.080995,0.080995,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,1.1,0.0,100.0,,,1773040000,0.290541,6360182521.580247
MoveGenerator::updateSortValues,0.077995,0.077995,0.0,0.0,0.0,0.0,12.0,1.3,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,931445000,0.414791,4953603694.692307
[Loop at line 823 in MoveGenerator::generateMoves],0.075995,0.075995,0.0,0.0,0.0,0.0,13.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,640930000,0.434579,3665181681.078947
Move::encode,0.072995,0.072995,0.0,0.0,2.3,2.3,21.1,0.0,0.0,4.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,688850000,0.473913,4472288267.205480
MoveGenerator::generatePawnMoves,0.070995,0.070995,0.0,0.0,0.0,0.0,4.1,1.4,0.0,2.7,14.3,0.0,0.0,0.0,0.0,0.0,2.2,0.0,100.0,,,880530000,0.438776,5441987157.549295
Bitboard::operator^=,0.068995,0.068995,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1033275000,0.426087,6381083020.260870
std::_Checked_popcount<unsigned __int64>,0.067995,0.067995,0.0,0.0,8.3,8.3,0.0,1.4,1.4,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,100.0,,,1464555000,0.247444,5329698092.852941
Bitboard::shifted,0.062996,0.062996,0.0,0.0,0.0,0.0,9.7,1.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1096170000,0.245902,4278860334.285714
"std::array<int,64>::operator[]",0.062996,0.062996,0.0,0.0,0.0,0.0,11.3,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,730780000,0.491803,5705147112.380952
TT::probe,0.060996,0.060996,0.0,0.0,28.6,28.6,0.0,13.2,0.0,46.3,50.1,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,,,284525000,1.105263,5155675976.557377
Search::storeTt,0.057996,0.057996,0.0,0.0,4.3,4.3,7.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,488185000,0.570552,4802651857.965517
[Loop at line 501 in MoveGenerator::fillOnDemandMoveList],0.055996,0.055996,0.0,0.0,4.5,4.5,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,718800000,0.395833,5081146646.964286
MoveGenerator::generateKingMoves,0.052996,0.052996,0.0,0.0,0.0,0.0,10.7,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,554075000,0.524324,5481785220.716981
std::popcount,0.050997,0.050997,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,685855000,0.410480,5520568823.450980
"[Loop at line 1188 in std::_For_each_ivdep<PawnTT::Entry *,`PawnTT::clear'::`2'::<lambda_1> >]",0.049997,0.049997,0.0,0.0,100.0,100.0,9.8,0.0,0.0,4.9,26.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,,74875000,3.240000,4852227619.080000
"[Loop at line 1188 in std::_For_each_ivdep<TT::Entry *,`TT::clear'::`2'::<lambda_1> >]",0.049997,0.049997,0.0,0.0,38.5,38.5,0.0,18.5,0.0,13.9,60.6,5.4,0.6,0.1,24.3,0.0,0.0,0.0,0.0,,,461230000,0.474026,4372995261.640000
Evaluator::knightEval,0.048997,0.048997,0.0,0.0,0.0,0.0,21.2,0.0,0.0,2.4,0.0,0.0,3.7,3.7,1.9,0.0,0.9,0.0,100.0,,,982360000,0.234756,4706746367.714286
See::see,0.047997,0.047997,0.0,0.0,3.6,3.6,3.7,0.0,0.0,0.0,0.0,0.0,6.7,6.7,13.4,0.0,0.0,0.0,0.0,,,622960000,0.451923,5865604374.916666
Bitboard::operator bool,0.046997,0.046997,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,820630000,0.364964,6372770710.638298
Position::getPieceBb,0.046997,0.046997,0.0,0.0,3.0,3.0,4.7,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1018300000,0.223529,4843305740.085106
Search::sendSearchUpdateToUci,0.046997,0.046997,0.0,0.0,5.0,5.0,0.0,4.8,9.5,0.0,52.1,80.1,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,,107820000,2.083333,4779578032.978724
See::attacksTo,0.045997,0.045997,0.0,0.0,3.1,3.1,0.0,0.0,0.0,1.9,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1069215000,0.257703,5990404468.000000
[Loop at line 53 in See::see],0.045997,0.045997,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1081195000,0.299169,7032213940.695653
"std::array<Bitboard,64>::operator[]",0.045997,0.045997,0.0,0.0,21.7,21.7,0.0,7.6,0.0,15.2,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,545090000,0.362637,4297464074.869565
MoveGenerator::generateMoves,0.043997,0.043997,0.0,0.0,0.0,0.0,9.3,3.1,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,613975000,0.273171,3812075570.545455
Square::{ctor},0.042997,0.042997,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,479200000,0.418750,4666943015.767442
makePiece,0.042997,0.042997,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,697835000,0.296137,4806254747.581395
moveValueGreaterComparator::operator(),0.042997,0.042997,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,715805000,0.364017,6060060333.906977
std::_Unchecked_popcount<unsigned __int64>,0.042997,0.042997,0.0,0.0,0.0,0.0,13.9,0.0,2.3,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,700830000,0.311966,5084878211.209302
"[Loop at line 1188 in std::_For_each_ivdep<TT::Entry *,`TT::ageEntries'::`2'::<lambda_1> >]",0.041997,0.041997,0.0,0.0,60.0,60.0,62.6,7.0,20.9,7.0,34.5,1.7,0.1,0.1,30.9,0.0,0.0,0.0,0.0,,,338435000,0.725664,5847775790.190476
"std::array<unsigned __int64,64>::operator[]",0.041997,0.041997,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,643925000,0.400000,6133033145.809524
Bitboard::operator|=,0.039997,0.039997,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,461230000,0.487013,5616004188.750000
operator*,0.038997,0.038997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,766720000,0.246094,4838403608.769231
See::revealedAttacks,0.037997,0.037997,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,655905000,0.347032,5990404468.000000
_chkstk,0.035998,0.035998,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,356405000,0.504202,4992003723.333334
operator<,0.035998,0.035998,0.0,0.0,4.5,4.5,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,712810000,0.310924,6156804592.111111
Position::movePiece,0.034998,0.034998,0.0,0.0,4.3,4.3,6.1,0.0,3.0,0.0,1.8,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,,,470215000,0.363057,4877900781.085714
std::countr_zero,0.032998,0.032998,0.0,0.0,0.0,0.0,4.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,407320000,0.308824,3812075570.545455
"std::ranges::_Insertion_sort_common<Move *,moveValueGreaterComparator,std::identity>",0.032998,0.032998,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,350415000,0.393162,4175130386.787879
_security_check_cookie,0.031998,0.031998,0.0,0.0,0.0,0.0,9.8,0.0,0.0,3.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,428285000,0.377622,5054403769.875000
operator&,0.031998,0.031998,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,416305000,0.330935,4305603211.375000
"std::array<std::array<unsigned __int64,64>,16>::operator[]",0.029998,0.029998,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,320465000,0.551402,5890564393.533333
[Loop at line 692 in MoveGenerator::generatePawnMoves],0.028998,0.028998,0.0,0.0,6.7,6.7,10.6,0.0,2.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,512145000,0.380117,6713384317.586206
MoveGenerator::resetOnDemand,0.027998,0.027998,0.0,0.0,5.6,5.6,0.0,0.0,0.0,10.8,30.1,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,98835000,1.000000,3530059775.785714
Position::attacksTo,0.027998,0.027998,0.0,0.0,13.3,13.3,0.0,12.8,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,290515000,0.288660,2995202234.000000
"std::_Hash<std::_Umap_traits<unsigned __int64,BookEntry,std::_Uhash_compare<unsigned __int64,std::hash<unsigned __int64>,std::equal_to<unsigned __int64> >,std::allocator<std::pair<unsigned __int64 const ,BookEntry> >,0> >::_Find_last",0.027998,0.027998,0.0,0.0,71.4,71.4,0.0,0.0,34.8,48.7,34.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17970000,5.166667,3316116759.071429
MoveGenerator::resetOnDemand,0.026998,0.026998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,257570000,0.337209,3217069066.148149
Search::stopConditions,0.026998,0.026998,0.0,0.0,15.4,15.4,29.5,0.0,3.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,221630000,0.689189,5657604219.777778
TT::prefetch,0.026998,0.026998,0.0,0.0,5.0,5.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,670880000,0.218750,5435737387.629630
operator*,0.026998,0.026998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,425290000,0.323944,5102937139.407408
StaticMoveList<256>::push_back,0.025998,0.025998,0.0,0.0,0.0,0.0,10.4,0.0,0.0,27.8,0.0,50.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,266555000,0.561798,5760004296.153847
std::_Countr_zero_tzcnt<unsigned __int64>,0.025998,0.025998,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,,,290515000,0.391753,4377603265.076922
Bitboard::shifted,0.023998,0.023998,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,347420000,0.500000,7238405398.833333
Position::getPiece,0.023998,0.023998,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,452245000,0.304636,5740804281.833334
Position::hasCheck,0.023998,0.023998,0.0,0.0,64.7,64.7,0.0,53.9,0.0,75.4,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,,101830000,0.941176,3993602978.666667
func@0x1800126c0,0.023998,0.023998,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,47.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,5241603909.500000
"std::_Atomic_storage<unsigned __int64,8>::load",0.023998,0.023998,0.0,0.0,50.0,50.0,0.0,13.9,7.0,0.0,18.8,0.0,0.0,0.1,24.8,0.0,0.0,0.0,0.0,,,350415000,0.478632,6988805212.666667
Bitboard::operator bool,0.021999,0.021999,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,269550000,0.300000,3675930014.454545
Bitboard::operator|=,0.021999,0.021999,0.0,0.0,0.0,0.0,20.9,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,290515000,0.329897,4356657794.909091
Move::encode,0.021999,0.021999,0.0,0.0,0.0,0.0,7.4,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,245590000,0.560976,6262695580.181818
Position::getPieceBb,0.021999,0.021999,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,233610000,0.346154,3675930014.454545
Search::goodCapture,0.021999,0.021999,0.0,0.0,0.0,0.0,17.3,5.8,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,314475000,0.295238,4220512238.818182
typeOf,0.021999,0.021999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,287520000,0.281250,3675930014.454545
"std::array<Move,64>::operator[]",0.020999,0.020999,0.0,0.0,0.0,0.0,11.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,380365000,0.354331,6418290501.428572
Position::getLastMove,0.019999,0.019999,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,,,287520000,0.447917,6439684803.099999
operator<,0.019999,0.019999,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,368385000,0.284553,5241603909.500000
operator<,0.019999,0.019999,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,350415000,0.290598,5091843797.800000
Evaluator::pawnEval,0.018999,0.018999,0.0,0.0,37.5,37.5,3.9,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,380365000,0.362205,7251542250.736842
Move::operator==,0.018999,0.018999,0.0,0.0,0.0,0.0,11.3,0.0,5.7,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,440265000,0.442177,10246744484.736841
See::getLeastValuablePiece,0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,434275000,0.262069,5990404468.000000
[Loop at line 149 in Evaluator::pawnEval],0.018999,0.018999,0.0,0.0,0.0,0.0,33.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,200665000,0.567164,5990404468.000000
[Loop@0x140241830 in func@0x140241690],0.018999,0.018999,0.0,0.0,50.0,50.0,0.0,18.5,0.0,74.2,100.0,12.5,0.0,20.0,35.1,0.0,0.0,0.0,0.0,SSE(128),,11980000,4.250000,2679917788.315790
operator+,0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,425290000,0.309859,6936257805.052632
"std::_Atomic_address_as<char,struct std::_Atomic_padded<bool> >",0.018999,0.018999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,155740000,0.557692,4571624462.421053
std::atomic<bool>::operator bool,0.018999,0.018999,0.0,0.0,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,95840000,0.812500,4098697793.894737
TT::prefetch,0.017999,0.017999,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,320465000,0.308411,5491204095.666666
